Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	UNIV OF PRINCE EDWARD ISLAND
Institution_ID	Silverchair:530
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version; Include_Parent_Details=True; Include_Component_Details=True
Exceptions	3031: Usage Not Ready for Requested Dates ()
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T00:00:00Z
Created_By	Silverchair

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Microhistory Today: A Roundtable Discussion	Duke University Press		Duke University Press	Thomas Robisheaux; 	2017-01-01		10.1215/10829636-3716566	Silverchair:1286					Journal of Medieval and Early Modern Studies				Journal		Silverchair:1000022		1082-9636	1527-8263												Article	2017	Controlled	Regular	Unique_Item_Investigations	1	1	0
Physician Advocacy for Public Health	Duke University Press		Duke University Press	Michael K. Gusmano; 	2019-02-01		10.1215/03616878-7206707	Silverchair:135777					Journal of Health Politics, Policy and Law				Journal		Silverchair:1000002		0361-6878	1527-1927												Article	2019	Controlled	Regular	Unique_Item_Investigations	1	1	0
Sexual Orphanings	Duke University Press		Duke University Press	Mary Zaborskis; 	2016-10-01		10.1215/10642684-3603114	Silverchair:69199					GLQ: A Journal of Lesbian and Gay Studies				Journal		Silverchair:1000019		1064-2684	1527-9375												Article	2016	Controlled	Regular	Unique_Item_Investigations	1	1	0
Solidarity Not Charity<subtitle>Mutual Aid for Mobilization and Survival</subtitle>	Duke University Press		Duke University Press	Dean Spade; 	2020-03-01		10.1215/01642472-7971139	Silverchair:160175					Social Text				Journal		Silverchair:1000001		0164-2472	1527-1951												Article	2020	Controlled	Regular	Unique_Item_Investigations	1	1	0
The Macrohistory of Microhistory	Duke University Press		Duke University Press	Thomas V. Cohen; 	2017-01-01		10.1215/10829636-3716578	Silverchair:1290					Journal of Medieval and Early Modern Studies				Journal		Silverchair:1000022		1082-9636	1527-8263												Article	2017	Controlled	Regular	Unique_Item_Investigations	1	1	0
The Queer Art of Failure	Duke University Press		Duke University Press	Judith Halberstam	2011-08-29		10.1215/9780822394358	Silverchair:1581	978-0-8223-5028-6																									Book	2011	Controlled	Regular	Unique_Item_Investigations	1	1	0
Visiting the Six Worlds: Shamanistic Journeys in Canadian Mi’kmaq Cosmology	University of Illinois Press		Duke University Press	Anne-Christine Hornborg; 	2006-07-01		10.2307/4137640	Silverchair:229515					Journal of American Folklore				Journal		Silverchair:1000118		0021-8715	1535-1882												Article	2006	Controlled	Regular	Unique_Item_Investigations	1	1	0
“They Will Know in the End That We Are Men”: Gunpowder and Gendered Discourse in Creek-British Diplomacy, 1763–1776	Duke University Press		Duke University Press	Jennifer Monroe McCutchen; 	2023-07-01		10.1215/00141801-10443393	Silverchair:381154					Ethnohistory				Journal		Silverchair:1000016		0014-1801	1527-5477												Article	2023	Controlled	Regular	Unique_Item_Investigations	1	1	0
“We Are the Ones That Make the Treaty”: Michi Saagiig Lands and Islands in Southeastern Ontario	Duke University Press		Duke University Press	Laura J. Murray; 	2023-07-01		10.1215/00141801-10443375	Silverchair:381158					Ethnohistory				Journal		Silverchair:1000016		0014-1801	1527-5477												Article	2023	Controlled	Regular	Unique_Item_Investigations	4	4	0
“We Are the Ones That Make the Treaty”: Michi Saagiig Lands and Islands in Southeastern Ontario	Duke University Press		Duke University Press	Laura J. Murray; 	2023-07-01		10.1215/00141801-10443375	Silverchair:381158					Ethnohistory				Journal		Silverchair:1000016		0014-1801	1527-5477												Article	2023	Controlled	Regular	Unique_Item_Requests	4	4	0
