Report_Name	DR Master Report
Report_ID	DR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	
Metric_Types	
Report_Filters	Data_Type=Database|Multimedia; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-02T09:50:27Z
Created_By	collections@upei.ca

Database	Publisher	Publisher_ID	Platform	Proprietary_ID	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Media Hosting Service	Alexander Street Press		video.alexanderstreet.com		Searches_Regular	144	72	72
Media Hosting Service	Alexander Street Press		video.alexanderstreet.com		Total_Item_Investigations	0	0	0
Media Hosting Service	Alexander Street Press		video.alexanderstreet.com		Total_Item_Requests	0	0	0
Media Hosting Service	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Investigations	0	0	0
Media Hosting Service	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Automated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Federated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Regular	144	72	72
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Investigations	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Investigations	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Automated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Federated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Regular	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Investigations	248	193	55
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Investigations	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Automated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Federated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Regular	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Investigations	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Requests	104	85	19
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Investigations	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Automated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Federated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Regular	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Investigations	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Investigations	119	90	29
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Automated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Federated	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Searches_Regular	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Investigations	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Total_Item_Requests	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Investigations	0	0	0
Nursing Education in Video: Third Edition	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Requests	93	76	17
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Searches_Automated	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Searches_Federated	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Searches_Regular	161	72	89
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Total_Item_Investigations	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Total_Item_Requests	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Investigations	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Requests	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Searches_Automated	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Searches_Federated	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Searches_Regular	161	72	89
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Total_Item_Investigations	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Total_Item_Requests	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Investigations	0	0	0
Theatre in Video	Alexander Street Press		video.alexanderstreet.com		Unique_Item_Requests	0	0	0
