Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	utoronto:9387e450-faa8-45af-9e22-9709197fea9c
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Article; Parent_Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T06:07:09Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Examining the Validity of the North American Veterinary Licensing Examination (NAVLE) Time Constraints	University of Toronto Press		University of Toronto Press	Daniel Jurich, Heather Case, Janine Hawley, Jennifer Lord, Richard A. Feinberg; 	2018-02-02	VoR	10.3138/jvme.0217-026r					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		OA_Gold	Total_Item_Requests	1	1	0
Examining the Validity of the North American Veterinary Licensing Examination (NAVLE) Time Constraints	University of Toronto Press		University of Toronto Press	Daniel Jurich, Heather Case, Janine Hawley, Jennifer Lord, Richard A. Feinberg; 	2018-02-02	VoR	10.3138/jvme.0217-026r					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		OA_Gold	Unique_Item_Requests	1	1	0
Family members of Veterans with mental health problems: Seeking, finding, and accessing informal and formal supports during the military-to-civilian transition	University of Toronto Press		University of Toronto Press	Alyson Mahar, Deborah Norris, Heidi Cramm, Kelly Dean Schwartz, Linna Tam-Seto; 	2021-02-26	VoR	10.3138/jmvfh-2019-0023					Journal of Military, Veteran and Family Health			10.3138/jmvfh	utoronto:jmvfh		2368-7924		OA_Gold	Total_Item_Requests	3	3	0
Family members of Veterans with mental health problems: Seeking, finding, and accessing informal and formal supports during the military-to-civilian transition	University of Toronto Press		University of Toronto Press	Alyson Mahar, Deborah Norris, Heidi Cramm, Kelly Dean Schwartz, Linna Tam-Seto; 	2021-02-26	VoR	10.3138/jmvfh-2019-0023					Journal of Military, Veteran and Family Health			10.3138/jmvfh	utoronto:jmvfh		2368-7924		OA_Gold	Unique_Item_Requests	2	2	0
Impact of a Spectrum of Care Elective Course on Third-Year Veterinary Students’ Self-Reported Knowledge, Attitudes, and Competencies	University of Toronto Press		University of Toronto Press	Jason W. Stull, Madeleine R. Stein, Michelle D. Evason; 	2023-10-01	VoR	10.3138/jvme-2022-0010					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		Controlled	Total_Item_Requests	2	2	0
Impact of a Spectrum of Care Elective Course on Third-Year Veterinary Students’ Self-Reported Knowledge, Attitudes, and Competencies	University of Toronto Press		University of Toronto Press	Jason W. Stull, Madeleine R. Stein, Michelle D. Evason; 	2023-10-01	VoR	10.3138/jvme-2022-0010					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		Controlled	Unique_Item_Requests	1	1	0
Recognizing Indigenous Rights in Canada: Property Rights and Natural Resource Values	University of Toronto Press		University of Toronto Press	Cherie Metcalf, Ian Keay; 	2021-03-25	VoR	10.3138/cpp.2020-017					Canadian Public Policy			10.3138/cpp	utoronto:cpp	0317-0861	1911-9917		OA_Gold	Total_Item_Requests	1	1	0
Recognizing Indigenous Rights in Canada: Property Rights and Natural Resource Values	University of Toronto Press		University of Toronto Press	Cherie Metcalf, Ian Keay; 	2021-03-25	VoR	10.3138/cpp.2020-017					Canadian Public Policy			10.3138/cpp	utoronto:cpp	0317-0861	1911-9917		OA_Gold	Unique_Item_Requests	1	1	0
Relationship among combat experience, Veteran pathology, and pathology of Veterans’ intimate partners: Factors predicting the pathology of Veterans and their intimate partners	University of Toronto Press		University of Toronto Press	Dennis Waite, Edwin A. Brennan, Jimmy Kijai, Nancy Carbonell; 	2021-05-28	VoR	10.3138/jmvfh-2020-0023					Journal of Military, Veteran and Family Health			10.3138/jmvfh	utoronto:jmvfh		2368-7924		OA_Gold	Total_Item_Requests	2	2	0
Relationship among combat experience, Veteran pathology, and pathology of Veterans’ intimate partners: Factors predicting the pathology of Veterans and their intimate partners	University of Toronto Press		University of Toronto Press	Dennis Waite, Edwin A. Brennan, Jimmy Kijai, Nancy Carbonell; 	2021-05-28	VoR	10.3138/jmvfh-2020-0023					Journal of Military, Veteran and Family Health			10.3138/jmvfh	utoronto:jmvfh		2368-7924		OA_Gold	Unique_Item_Requests	1	1	0
Teaching and Learning Communication in Veterinary Medicine	University of Toronto Press		University of Toronto Press	Suzanne Kurtz; 	2011-02-10	VoR	10.3138/jvme.33.1.11					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		OA_Gold	Total_Item_Requests	1	1	0
Teaching and Learning Communication in Veterinary Medicine	University of Toronto Press		University of Toronto Press	Suzanne Kurtz; 	2011-02-10	VoR	10.3138/jvme.33.1.11					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		OA_Gold	Unique_Item_Requests	1	1	0
Teaching Surgery to the Veterinary Novice: The Ohio State University Experience	University of Toronto Press		University of Toronto Press	Daniel D. Smeak; 	2011-02-03	VoR	10.3138/jvme.34.5.620					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		OA_Gold	Total_Item_Requests	1	1	0
Teaching Surgery to the Veterinary Novice: The Ohio State University Experience	University of Toronto Press		University of Toronto Press	Daniel D. Smeak; 	2011-02-03	VoR	10.3138/jvme.34.5.620					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		OA_Gold	Unique_Item_Requests	1	1	0
Teaching Tip: Design and Implementation of a Safe Equine Radiation-Free Radiographic Simulator for Veterinary Skills Training in the Pre-clinical Curriculum	University of Toronto Press		University of Toronto Press	Gayle S. Leith, Lisa Hallam, Ryane E. Englar; 	2023-08-23	VoR	10.3138/jvme-2023-0080					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		Controlled	Total_Item_Requests	1	1	0
Teaching Tip: Design and Implementation of a Safe Equine Radiation-Free Radiographic Simulator for Veterinary Skills Training in the Pre-clinical Curriculum	University of Toronto Press		University of Toronto Press	Gayle S. Leith, Lisa Hallam, Ryane E. Englar; 	2023-08-23	VoR	10.3138/jvme-2023-0080					Journal of Veterinary Medical Education			10.3138/jvme	utoronto:jvme	0748-321X	1943-7218		Controlled	Unique_Item_Requests	1	1	0
