Report_Name	Journal Access Denied
Report_ID	TR_J2
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	Limit_Exceeded; No_License
Report_Filters	Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:02Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Nature Immunology	Nature Publishing Group US		nature.com	10.1038/41590.1529-2916	SN:41590	1529-2908	1529-2916		No_License	2	2	0
Nature Materials	Nature Publishing Group UK		nature.com	10.1038/41563.1476-4660	SN:41563	1476-1122	1476-4660		No_License	2	2	0
Nature Medicine	Nature Publishing Group US		nature.com	10.1038/41591.1546-170X	SN:41591	1078-8956	1546-170X		No_License	18	18	0
Nature Methods	Nature Publishing Group US		nature.com	10.1038/41592.1548-7105	SN:41592	1548-7091	1548-7105		No_License	4	4	0
Nature Microbiology	Nature Publishing Group UK		nature.com	10.1038/41564.2058-5276	SN:41564		2058-5276		No_License	5	5	0
Nature Neuroscience	Nature Publishing Group US		nature.com	10.1038/41593.1546-1726	SN:41593	1097-6256	1546-1726		No_License	8	8	0
Nature Photonics	Nature Publishing Group UK		nature.com	10.1038/41566.1749-4893	SN:41566	1749-4885	1749-4893		No_License	2	2	0
Nature Physics	Nature Publishing Group UK		nature.com		SN:41567	1745-2473	1745-2481		No_License	1	1	0
Nature Plants	Nature Publishing Group UK		nature.com	10.1038/41477.2055-0278	SN:41477		2055-0278		No_License	2	2	0
Nature Protocols	Nature Publishing Group UK		nature.com	10.1038/41596.1750-2799	SN:41596	1754-2189	1750-2799		No_License	6	6	0
Nature Reviews Cancer	Nature Publishing Group UK		nature.com		SN:41568	1474-175X	1474-1768		No_License	2	2	0
Nature Reviews Chemistry	Nature Publishing Group UK		nature.com	10.1038/41570.2397-3358	SN:41570		2397-3358		No_License	2	2	0
Nature Reviews Disease Primers	Nature Publishing Group UK		nature.com	10.1038/41572.2056-676X	SN:41572		2056-676X		No_License	3	3	0
Nature Reviews Earth & Environment	Nature Publishing Group UK		nature.com		SN:43017		2662-138X		No_License	8	8	0
Nature Reviews Endocrinology	Nature Publishing Group UK		nature.com	10.1038/41574.1759-5037	SN:41574	1759-5029	1759-5037		No_License	5	5	0
Nature Reviews Genetics	Nature Publishing Group UK		nature.com	10.1038/41576.1471-0064	SN:41576	1471-0056	1471-0064		No_License	5	5	0
Nature Reviews Immunology	Nature Publishing Group UK		nature.com	10.1038/41577.1474-1741	SN:41577	1474-1733	1474-1741		No_License	7	7	0
Nature Reviews Materials	Nature Publishing Group UK		nature.com	10.1038/41578.2058-8437	SN:41578		2058-8437		No_License	3	3	0
Nature Reviews Microbiology	Nature Publishing Group UK		nature.com		SN:41579	1740-1526	1740-1534		No_License	2	2	0
Nature Reviews Molecular Cell Biology	Nature Publishing Group UK		nature.com	10.1038/41580.1471-0080	SN:41580	1471-0072	1471-0080		No_License	2	2	0
Nature Reviews Nephrology	Nature Publishing Group UK		nature.com		SN:41581	1759-5061	1759-507X		No_License	1	1	0
Nature Reviews Neurology	Nature Publishing Group UK		nature.com		SN:41582	1759-4758	1759-4766		No_License	3	3	0
Nature Reviews Neuroscience	Nature Publishing Group UK		nature.com	10.1038/41583.1471-0048	SN:41583	1471-003X	1471-0048		No_License	5	5	0
Nature Reviews Physics	Nature Publishing Group UK		nature.com	10.1038/42254.2522-5820	SN:42254		2522-5820		No_License	2	2	0
Nature Reviews Rheumatology	Nature Publishing Group UK		nature.com	10.1038/41584.1759-4804	SN:41584	1759-4790	1759-4804		No_License	3	3	0
Nature Reviews Urology	Nature Publishing Group UK		nature.com		SN:41585	1759-4812	1759-4820		No_License	1	1	0
Nature Structural & Molecular Biology	Nature Publishing Group US		nature.com	10.1038/41594.1545-9985	SN:41594	1545-9993	1545-9985		No_License	2	2	0
Nature Sustainability	Nature Publishing Group UK		nature.com	10.1038/41893.2398-9629	SN:41893		2398-9629		No_License	3	3	0
Nature Synthesis	Nature Publishing Group UK		nature.com		SN:44160		2731-0582		No_License	2	2	0
Nature Water	Nature Publishing Group UK		nature.com		SN:44221		2731-6084		No_License	2	2	0
Oncogene	Nature Publishing Group UK		nature.com	10.1038/41388.1476-5594	SN:41388	0950-9232	1476-5594		No_License	4	4	0
Psychoanalysis, Culture & Society	Palgrave Macmillan UK		SpringerLink		SN:41282	1088-0763	1543-3390		No_License	3	3	0
Sports Medicine	Springer International Publishing		SpringerLink		SN:40279	0112-1642	1179-2035		No_License	1	1	0
The ISME Journal	Nature Publishing Group UK		nature.com	10.1038/41396.1751-7370	SN:41396	1751-7362	1751-7370		No_License	1	1	0
The Journal of Antibiotics	Springer Japan		nature.com	10.1038/41429.1881-1469	SN:41429	0021-8820	1881-1469		No_License	1	1	0
The Pharmacogenomics Journal	Nature Publishing Group UK		nature.com		SN:41397	1470-269X	1473-1150		No_License	2	2	0
