Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	"""UNIV OF PRINCE EDWARD ISLAND, ROBERTSON LIBRARY"""
Institution_ID	pnas:PR447048
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2021-10-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T05:52:56Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Bioclimatic and physical characterization of the world’s islands	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1306309110						Unique_Item_Investigations	1	1	0
Bioclimatic and physical characterization of the world’s islands	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1306309110						Total_Item_Requests	1	1	0
Bioclimatic and physical characterization of the world’s islands	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1306309110						Total_Item_Investigations	1	1	0
Bioclimatic and physical characterization of the world’s islands	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1306309110						Unique_Item_Requests	1	1	0
Blood Groups of the Rat (Rattus Norvegicus) and Their Inheritance	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.33.5.102						Unique_Item_Investigations	1	1	0
Blood Groups of the Rat (Rattus Norvegicus) and Their Inheritance	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.33.5.102						Total_Item_Requests	1	1	0
Blood Groups of the Rat (Rattus Norvegicus) and Their Inheritance	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.33.5.102						Total_Item_Investigations	1	1	0
Blood Groups of the Rat (Rattus Norvegicus) and Their Inheritance	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.33.5.102						Unique_Item_Requests	1	1	0
cAMP-inducible coactivator CRTC3 attenuates brown adipose tissue thermogenesis	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1805257115						Unique_Item_Investigations	1	1	0
cAMP-inducible coactivator CRTC3 attenuates brown adipose tissue thermogenesis	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1805257115						Total_Item_Requests	1	1	0
cAMP-inducible coactivator CRTC3 attenuates brown adipose tissue thermogenesis	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1805257115						Total_Item_Investigations	2	2	0
cAMP-inducible coactivator CRTC3 attenuates brown adipose tissue thermogenesis	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1805257115						Unique_Item_Requests	1	1	0
Changes in human skull morphology across the agricultural transition are consistent with softer diets in preindustrial farming groups	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1702586114						Unique_Item_Investigations	1	1	0
Changes in human skull morphology across the agricultural transition are consistent with softer diets in preindustrial farming groups	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1702586114						Total_Item_Requests	1	1	0
Changes in human skull morphology across the agricultural transition are consistent with softer diets in preindustrial farming groups	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1702586114						Total_Item_Investigations	1	1	0
Changes in human skull morphology across the agricultural transition are consistent with softer diets in preindustrial farming groups	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1702586114						Unique_Item_Requests	1	1	0
China, the Democratic Republic of the Congo, and artisanal cobalt mining from 2000 through 2020	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2212037120						Unique_Item_Investigations	1	1	0
China, the Democratic Republic of the Congo, and artisanal cobalt mining from 2000 through 2020	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2212037120						Total_Item_Requests	1	1	0
China, the Democratic Republic of the Congo, and artisanal cobalt mining from 2000 through 2020	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2212037120						Total_Item_Investigations	1	1	0
China, the Democratic Republic of the Congo, and artisanal cobalt mining from 2000 through 2020	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2212037120						Unique_Item_Requests	1	1	0
Climate change and the aridification of North America	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2006323117						Unique_Item_Investigations	1	1	0
Climate change and the aridification of North America	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2006323117						Total_Item_Requests	1	1	0
Climate change and the aridification of North America	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2006323117						Total_Item_Investigations	2	2	0
Climate change and the aridification of North America	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2006323117						Unique_Item_Requests	1	1	0
Cloning, expression in Escherichia coli, and reconstitution of human myoglobin.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.82.17.5681						Unique_Item_Investigations	1	1	0
Cloning, expression in Escherichia coli, and reconstitution of human myoglobin.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.82.17.5681						Total_Item_Requests	1	1	0
Cloning, expression in Escherichia coli, and reconstitution of human myoglobin.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.82.17.5681						Total_Item_Investigations	2	2	0
Cloning, expression in Escherichia coli, and reconstitution of human myoglobin.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.82.17.5681						Unique_Item_Requests	1	1	0
Connectivity rescues genetic diversity after a demographic bottleneck in a butterfly population network	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1600865113						Unique_Item_Investigations	1	1	0
Connectivity rescues genetic diversity after a demographic bottleneck in a butterfly population network	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1600865113						Total_Item_Requests	1	1	0
Connectivity rescues genetic diversity after a demographic bottleneck in a butterfly population network	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1600865113						Total_Item_Investigations	1	1	0
Connectivity rescues genetic diversity after a demographic bottleneck in a butterfly population network	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1600865113						Unique_Item_Requests	1	1	0
Conservation genetics as a management tool: The five best-supported paradigms to assist the management of threatened species	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2105076119						Unique_Item_Investigations	1	1	0
Conservation genetics as a management tool: The five best-supported paradigms to assist the management of threatened species	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2105076119						Total_Item_Requests	1	1	0
Conservation genetics as a management tool: The five best-supported paradigms to assist the management of threatened species	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2105076119						Total_Item_Investigations	1	1	0
Conservation genetics as a management tool: The five best-supported paradigms to assist the management of threatened species	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2105076119						Unique_Item_Requests	1	1	0
Conservation of magnetite biomineralization genes in all domains of life and implications for magnetic sensing	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2108655119						Unique_Item_Investigations	1	1	0
Conservation of magnetite biomineralization genes in all domains of life and implications for magnetic sensing	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2108655119						Total_Item_Requests	1	1	0
Conservation of magnetite biomineralization genes in all domains of life and implications for magnetic sensing	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2108655119						Total_Item_Investigations	2	2	0
Conservation of magnetite biomineralization genes in all domains of life and implications for magnetic sensing	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2108655119						Unique_Item_Requests	1	1	0
Constraints and potentials of future irrigation water availability on agricultural production under climate change	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1222474110						Unique_Item_Investigations	1	1	0
Constraints and potentials of future irrigation water availability on agricultural production under climate change	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1222474110						Total_Item_Investigations	1	1	0
Convergence in hearing-related genes between echolocating birds and mammals	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2307340120						Unique_Item_Investigations	1	1	0
Convergence in hearing-related genes between echolocating birds and mammals	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2307340120						Total_Item_Investigations	1	1	0
Cultural differences are not always reducible to individual differences	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1001911107						Unique_Item_Investigations	1	1	0
Cultural differences are not always reducible to individual differences	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1001911107						Total_Item_Requests	1	1	0
Cultural differences are not always reducible to individual differences	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1001911107						Total_Item_Investigations	1	1	0
Cultural differences are not always reducible to individual differences	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1001911107						Unique_Item_Requests	1	1	0
Differences in color vision make passerines less conspicuous in the eyes of their predators	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.0409228102						Unique_Item_Investigations	1	1	0
Differences in color vision make passerines less conspicuous in the eyes of their predators	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.0409228102						Total_Item_Requests	2	2	0
Differences in color vision make passerines less conspicuous in the eyes of their predators	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.0409228102						Total_Item_Investigations	2	2	0
Differences in color vision make passerines less conspicuous in the eyes of their predators	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.0409228102						Unique_Item_Requests	1	1	0
Effective temperature concept evaluated in an active colloid mixture	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1706702114						Unique_Item_Investigations	1	1	0
Effective temperature concept evaluated in an active colloid mixture	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1706702114						Total_Item_Requests	3	3	0
Effective temperature concept evaluated in an active colloid mixture	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1706702114						Total_Item_Investigations	3	3	0
Effective temperature concept evaluated in an active colloid mixture	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1706702114						Unique_Item_Requests	1	1	0
Emergence of robust precipitation changes across crop production areas in the 21st century	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1811463116						Unique_Item_Investigations	1	1	0
Emergence of robust precipitation changes across crop production areas in the 21st century	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1811463116						Total_Item_Requests	1	1	0
Emergence of robust precipitation changes across crop production areas in the 21st century	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1811463116						Total_Item_Investigations	2	2	0
Emergence of robust precipitation changes across crop production areas in the 21st century	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1811463116						Unique_Item_Requests	1	1	0
Facilitated diffusion of fructose via the phosphoenolpyruvate/glucose phosphotransferase system of Escherichia coli	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.97.4.1808						Unique_Item_Investigations	1	1	0
Facilitated diffusion of fructose via the phosphoenolpyruvate/glucose phosphotransferase system of Escherichia coli	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.97.4.1808						Total_Item_Requests	1	1	0
Facilitated diffusion of fructose via the phosphoenolpyruvate/glucose phosphotransferase system of Escherichia coli	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.97.4.1808						Total_Item_Investigations	1	1	0
Facilitated diffusion of fructose via the phosphoenolpyruvate/glucose phosphotransferase system of Escherichia coli	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.97.4.1808						Unique_Item_Requests	1	1	0
Genetic analysis of a bacterial genetic exchange element: The gene transfer agent of Rhodobacter capsulatus	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.97.2.859						Unique_Item_Investigations	1	1	0
Genetic analysis of a bacterial genetic exchange element: The gene transfer agent of Rhodobacter capsulatus	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.97.2.859						Total_Item_Requests	2	2	0
Genetic analysis of a bacterial genetic exchange element: The gene transfer agent of Rhodobacter capsulatus	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.97.2.859						Total_Item_Investigations	2	2	0
Genetic analysis of a bacterial genetic exchange element: The gene transfer agent of Rhodobacter capsulatus	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.97.2.859						Unique_Item_Requests	1	1	0
Gregarious behavior in desert locusts is evoked by touching their back legs	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.071527998						Unique_Item_Investigations	2	2	0
Gregarious behavior in desert locusts is evoked by touching their back legs	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.071527998						Total_Item_Requests	2	2	0
Gregarious behavior in desert locusts is evoked by touching their back legs	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.071527998						Total_Item_Investigations	2	2	0
Gregarious behavior in desert locusts is evoked by touching their back legs	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.071527998						Unique_Item_Requests	2	2	0
Harnessing island–ocean connections to maximize marine benefits of island conservation	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2122354119						Unique_Item_Investigations	1	1	0
Harnessing island–ocean connections to maximize marine benefits of island conservation	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2122354119						Total_Item_Requests	1	1	0
Harnessing island–ocean connections to maximize marine benefits of island conservation	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2122354119						Total_Item_Investigations	1	1	0
Harnessing island–ocean connections to maximize marine benefits of island conservation	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2122354119						Unique_Item_Requests	1	1	0
Hepatocyte growth factor prevents acute renal failure and accelerates renal regeneration in mice.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.91.10.4357						Unique_Item_Investigations	1	1	0
Hepatocyte growth factor prevents acute renal failure and accelerates renal regeneration in mice.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.91.10.4357						Total_Item_Requests	1	1	0
Hepatocyte growth factor prevents acute renal failure and accelerates renal regeneration in mice.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.91.10.4357						Total_Item_Investigations	2	2	0
Hepatocyte growth factor prevents acute renal failure and accelerates renal regeneration in mice.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.91.10.4357						Unique_Item_Requests	1	1	0
High-level expression of sperm whale myoglobin in Escherichia coli.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.84.24.8961						Unique_Item_Investigations	1	1	0
High-level expression of sperm whale myoglobin in Escherichia coli.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.84.24.8961						Total_Item_Requests	1	1	0
High-level expression of sperm whale myoglobin in Escherichia coli.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.84.24.8961						Total_Item_Investigations	2	2	0
High-level expression of sperm whale myoglobin in Escherichia coli.	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.84.24.8961						Unique_Item_Requests	1	1	0
High-throughput functional annotation of natural products by integrated activity profiling	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2208458119						Unique_Item_Investigations	3	3	0
High-throughput functional annotation of natural products by integrated activity profiling	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2208458119						Total_Item_Requests	4	4	0
High-throughput functional annotation of natural products by integrated activity profiling	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2208458119						Total_Item_Investigations	5	5	0
High-throughput functional annotation of natural products by integrated activity profiling	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2208458119						Unique_Item_Requests	3	3	0
Identification by redox proteomics of glutathionylated proteins in oxidatively stressed human T lymphocytes	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.052592699						Unique_Item_Investigations	2	2	0
Identification by redox proteomics of glutathionylated proteins in oxidatively stressed human T lymphocytes	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.052592699						Total_Item_Requests	2	2	0
Identification by redox proteomics of glutathionylated proteins in oxidatively stressed human T lymphocytes	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.052592699						Total_Item_Investigations	2	2	0
Identification by redox proteomics of glutathionylated proteins in oxidatively stressed human T lymphocytes	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.052592699						Unique_Item_Requests	2	2	0
Ingestion of Lactobacillus strain regulates emotional behavior and central GABA receptor expression in a mouse via the vagus nerve	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1102999108						Unique_Item_Investigations	1	1	0
Ingestion of Lactobacillus strain regulates emotional behavior and central GABA receptor expression in a mouse via the vagus nerve	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1102999108						Total_Item_Requests	2	2	0
Ingestion of Lactobacillus strain regulates emotional behavior and central GABA receptor expression in a mouse via the vagus nerve	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1102999108						Total_Item_Investigations	3	3	0
Ingestion of Lactobacillus strain regulates emotional behavior and central GABA receptor expression in a mouse via the vagus nerve	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1102999108						Unique_Item_Requests	1	1	0
Intracellular invasion of green algae in a salamander host	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1018259108						Unique_Item_Investigations	1	1	0
Intracellular invasion of green algae in a salamander host	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1018259108						Total_Item_Requests	1	1	0
Intracellular invasion of green algae in a salamander host	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1018259108						Total_Item_Investigations	1	1	0
Intracellular invasion of green algae in a salamander host	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1018259108						Unique_Item_Requests	1	1	0
Latitudinal gradients of species richness in the deep-sea benthos of the North Atlantic	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.050589497						Unique_Item_Investigations	1	1	0
Latitudinal gradients of species richness in the deep-sea benthos of the North Atlantic	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.050589497						Total_Item_Requests	1	1	0
Latitudinal gradients of species richness in the deep-sea benthos of the North Atlantic	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.050589497						Total_Item_Investigations	1	1	0
Latitudinal gradients of species richness in the deep-sea benthos of the North Atlantic	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.050589497						Unique_Item_Requests	1	1	0
Leveraging mobile phones to attain sustainable development	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1909326117						Unique_Item_Investigations	1	1	0
Leveraging mobile phones to attain sustainable development	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1909326117						Total_Item_Requests	1	1	0
Leveraging mobile phones to attain sustainable development	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1909326117						Total_Item_Investigations	2	2	0
Leveraging mobile phones to attain sustainable development	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1909326117						Unique_Item_Requests	1	1	0
Managing ecological thresholds in coupled environmental–human systems	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1005431108						Unique_Item_Investigations	1	1	0
Managing ecological thresholds in coupled environmental–human systems	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1005431108						Total_Item_Requests	2	2	0
Managing ecological thresholds in coupled environmental–human systems	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1005431108						Total_Item_Investigations	2	2	0
Managing ecological thresholds in coupled environmental–human systems	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1005431108						Unique_Item_Requests	1	1	0
Microstructure and rheology of a flow-induced structured phase in wormlike micellar solutions	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1215353110						Unique_Item_Investigations	1	1	0
Microstructure and rheology of a flow-induced structured phase in wormlike micellar solutions	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1215353110						Total_Item_Requests	1	1	0
Microstructure and rheology of a flow-induced structured phase in wormlike micellar solutions	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1215353110						Total_Item_Investigations	1	1	0
Microstructure and rheology of a flow-induced structured phase in wormlike micellar solutions	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1215353110						Unique_Item_Requests	1	1	0
Morphogenesis of termite mounds	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1818759116						Unique_Item_Investigations	1	1	0
Morphogenesis of termite mounds	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1818759116						Total_Item_Requests	1	1	0
Morphogenesis of termite mounds	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1818759116						Total_Item_Investigations	1	1	0
Morphogenesis of termite mounds	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1818759116						Unique_Item_Requests	1	1	0
Parasites alter community structure	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.0700062104						Unique_Item_Investigations	2	2	0
Parasites alter community structure	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.0700062104						Total_Item_Investigations	2	2	0
Patterns of widespread decline in North American bumble bees	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1014743108						Unique_Item_Investigations	1	1	0
Patterns of widespread decline in North American bumble bees	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1014743108						Total_Item_Requests	1	1	0
Patterns of widespread decline in North American bumble bees	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1014743108						Total_Item_Investigations	3	3	0
Patterns of widespread decline in North American bumble bees	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.1014743108						Unique_Item_Requests	1	1	0
Pollen nutrition structures bee and plant community interactions	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2317228120						Unique_Item_Investigations	1	1	0
Pollen nutrition structures bee and plant community interactions	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2317228120						Total_Item_Requests	2	2	0
Pollen nutrition structures bee and plant community interactions	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2317228120						Total_Item_Investigations	2	2	0
Pollen nutrition structures bee and plant community interactions	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.2317228120						Unique_Item_Requests	1	1	0
Positive charge is an important feature of the C-terminal transport signal of the VirB/D4-translocated proteins of Agrobacterium	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.0406241102						Unique_Item_Investigations	1	1	0
Positive charge is an important feature of the C-terminal transport signal of the VirB/D4-translocated proteins of Agrobacterium	Proceedings of the National Academy of Sciences		pnas	10.1073/pnas.0406241102						Total_Item_Requests	1	1	0
