Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	ieee:4172671
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Article; Parent_Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:45:28Z
Created_By	MPS Limited

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
A review of acoustooptical deflection and modulation devices	IEEE		IEEE Xplore	-; 	0033-11-26		10.1109/PROC.1966.5125		0018-9219		http://ieeexplore.ieee.org/document/1447055				10.1109/PROC.5		0018-9219			Controlled	Total_Item_Requests	2	2	0
A review of acoustooptical deflection and modulation devices	IEEE		IEEE Xplore	-; 	0033-11-26		10.1109/PROC.1966.5125		0018-9219		http://ieeexplore.ieee.org/document/1447055				10.1109/PROC.5		0018-9219			Controlled	Unique_Item_Requests	1	1	0
A Scoping Review of Immersive Virtual Reality in STEM Education	IEEE		IEEE Xplore	-; 	0031-02-10		10.1109/TLT.2020.3019405				http://ieeexplore.ieee.org/document/9177354				10.1109/TLT.4620076					Controlled	Total_Item_Requests	1	1	0
A Scoping Review of Immersive Virtual Reality in STEM Education	IEEE		IEEE Xplore	-; 	0031-02-10		10.1109/TLT.2020.3019405				http://ieeexplore.ieee.org/document/9177354				10.1109/TLT.4620076					Controlled	Unique_Item_Requests	1	1	0
A Survey of Wound Image Analysis Using Deep Learning: Classification, Detection, and Segmentation	IEEE		IEEE Xplore	-; 	0034-01-12		10.1109/ACCESS.2022.3194529				http://ieeexplore.ieee.org/document/9843957				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	1	1	0
A Survey of Wound Image Analysis Using Deep Learning: Classification, Detection, and Segmentation	IEEE		IEEE Xplore	-; 	0034-01-12		10.1109/ACCESS.2022.3194529				http://ieeexplore.ieee.org/document/9843957				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	1	1	0
A Survey on LoRa for Smart Agriculture: Current Trends and Future Perspectives	IEEE		IEEE Xplore	-; 	0026-06-14		10.1109/JIOT.2022.3230505				http://ieeexplore.ieee.org/document/9993728				10.1109/JIoT.6488907					OA_Gold	Total_Item_Requests	1	1	0
A Survey on LoRa for Smart Agriculture: Current Trends and Future Perspectives	IEEE		IEEE Xplore	-; 	0026-06-14		10.1109/JIOT.2022.3230505				http://ieeexplore.ieee.org/document/9993728				10.1109/JIoT.6488907					OA_Gold	Unique_Item_Requests	1	1	0
Acoustic beam probing using optical techniques	Nokia Bell Labs		IEEE Xplore	-; 	0034-10-05		10.1002/j.1538-7305.1965.tb01682.x		0005-8580		http://ieeexplore.ieee.org/document/6769579						0005-8580			Controlled	Total_Item_Requests	1	1	0
Acoustic beam probing using optical techniques	Nokia Bell Labs		IEEE Xplore	-; 	0034-10-05		10.1002/j.1538-7305.1965.tb01682.x		0005-8580		http://ieeexplore.ieee.org/document/6769579						0005-8580			Controlled	Unique_Item_Requests	1	1	0
Advanced optical tweezers for the study of cellular and molecular biomechanics	IEEE		IEEE Xplore	-; 	0024-07-26		10.1109/TBME.2002.805463		0018-9294		http://ieeexplore.ieee.org/document/1179141				10.1109/TBME.10		0018-9294			Controlled	Total_Item_Requests	2	2	0
Advanced optical tweezers for the study of cellular and molecular biomechanics	IEEE		IEEE Xplore	-; 	0024-07-26		10.1109/TBME.2002.805463		0018-9294		http://ieeexplore.ieee.org/document/1179141				10.1109/TBME.10		0018-9294			Controlled	Unique_Item_Requests	1	1	0
An Improved Tunicate Swarm Algorithm for Global Optimization and Image Segmentation	IEEE		IEEE Xplore	-; 	0014-10-12		10.1109/ACCESS.2021.3072336				http://ieeexplore.ieee.org/document/9399412				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	1	1	0
An Improved Tunicate Swarm Algorithm for Global Optimization and Image Segmentation	IEEE		IEEE Xplore	-; 	0014-10-12		10.1109/ACCESS.2021.3072336				http://ieeexplore.ieee.org/document/9399412				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	1	1	0
An Introduction to Dew Computing: Definition, Concept and Implications	IEEE		IEEE Xplore	-; 	0023-05-10		10.1109/ACCESS.2017.2775042				http://ieeexplore.ieee.org/document/8114187				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	1	1	0
An Introduction to Dew Computing: Definition, Concept and Implications	IEEE		IEEE Xplore	-; 	0023-05-10		10.1109/ACCESS.2017.2775042				http://ieeexplore.ieee.org/document/8114187				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	1	1	0
An Optimization-Oriented Algorithm for Sparse Signal Reconstruction	IEEE		IEEE Xplore	-; 	0008-08-11		10.1109/LSP.2019.2897458		1070-9908		http://ieeexplore.ieee.org/document/8633941				10.1109/LSP.97		1070-9908			Controlled	Total_Item_Requests	1	1	0
An Optimization-Oriented Algorithm for Sparse Signal Reconstruction	IEEE		IEEE Xplore	-; 	0008-08-11		10.1109/LSP.2019.2897458		1070-9908		http://ieeexplore.ieee.org/document/8633941				10.1109/LSP.97		1070-9908			Controlled	Unique_Item_Requests	1	1	0
An Overview of Internet of Things (IoT) and Data Analytics in Agriculture: Benefits and Challenges	IEEE		IEEE Xplore	-; 	0010-12-09		10.1109/JIOT.2018.2844296				http://ieeexplore.ieee.org/document/8372905				10.1109/JIoT.6488907					Controlled	Total_Item_Requests	1	1	0
An Overview of Internet of Things (IoT) and Data Analytics in Agriculture: Benefits and Challenges	IEEE		IEEE Xplore	-; 	0010-12-09		10.1109/JIOT.2018.2844296				http://ieeexplore.ieee.org/document/8372905				10.1109/JIoT.6488907					Controlled	Unique_Item_Requests	1	1	0
An Ultra-Fast Automatic License Plate Recognition Approach for Unconstrained Scenarios	IEEE		IEEE Xplore	-; 	0028-07-15		10.1109/TITS.2023.3237581		1524-9050		http://ieeexplore.ieee.org/document/10024427				10.1109/TITS.6979		1524-9050			Controlled	Total_Item_Requests	2	2	0
An Ultra-Fast Automatic License Plate Recognition Approach for Unconstrained Scenarios	IEEE		IEEE Xplore	-; 	0028-07-15		10.1109/TITS.2023.3237581		1524-9050		http://ieeexplore.ieee.org/document/10024427				10.1109/TITS.6979		1524-9050			Controlled	Unique_Item_Requests	1	1	0
Artificial Intelligence (AI) in Agriculture	IEEE		IEEE Xplore	-; 	0026-11-10		10.1109/MITP.2020.2986121		1520-9202		http://ieeexplore.ieee.org/document/9098011				10.1109/MITP.6294		1520-9202			Controlled	Total_Item_Requests	2	2	0
Artificial Intelligence (AI) in Agriculture	IEEE		IEEE Xplore	-; 	0026-11-10		10.1109/MITP.2020.2986121		1520-9202		http://ieeexplore.ieee.org/document/9098011				10.1109/MITP.6294		1520-9202			Controlled	Unique_Item_Requests	2	2	0
Artificial Intelligence Application in Demand Response: Advantages, Issues, Status, and Challenges	IEEE		IEEE Xplore	-; 	0021-07-15		10.1109/ACCESS.2023.3237737				http://ieeexplore.ieee.org/document/10018371				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	1	1	0
Artificial Intelligence Application in Demand Response: Advantages, Issues, Status, and Challenges	IEEE		IEEE Xplore	-; 	0021-07-15		10.1109/ACCESS.2023.3237737				http://ieeexplore.ieee.org/document/10018371				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	1	1	0
Artificial intelligence applications in the development of autonomous vehicles: a survey	IEEE		IEEE Xplore	-; 	0032-08-12		10.1109/JAS.2020.1003021		2329-9266		http://ieeexplore.ieee.org/document/9016391				10.1109/JAS.6570654		2329-9266			Controlled	Total_Item_Requests	1	1	0
Artificial intelligence applications in the development of autonomous vehicles: a survey	IEEE		IEEE Xplore	-; 	0032-08-12		10.1109/JAS.2020.1003021		2329-9266		http://ieeexplore.ieee.org/document/9016391				10.1109/JAS.6570654		2329-9266			Controlled	Unique_Item_Requests	1	1	0
Artificial Intelligence Crime: An Overview of Malicious Use and Abuse of AI	IEEE		IEEE Xplore	-; 	0024-01-12		10.1109/ACCESS.2022.3191790				http://ieeexplore.ieee.org/document/9831441				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	1	1	0
Artificial Intelligence Crime: An Overview of Malicious Use and Abuse of AI	IEEE		IEEE Xplore	-; 	0024-01-12		10.1109/ACCESS.2022.3191790				http://ieeexplore.ieee.org/document/9831441				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	1	1	0
Assessment of Spatial and Temporal Modeling on Greenhouse Gas Emissions From Electricity Generation	IEEE		IEEE Xplore	-; 	0022-09-13		10.1109/ACCESS.2023.3258923				http://ieeexplore.ieee.org/document/10075455				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	3	3	0
Assessment of Spatial and Temporal Modeling on Greenhouse Gas Emissions From Electricity Generation	IEEE		IEEE Xplore	-; 	0022-09-13		10.1109/ACCESS.2023.3258923				http://ieeexplore.ieee.org/document/10075455				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	1	1	0
Automated Design of Metaheuristics Using Reinforcement Learning Within a Novel General Search Framework	IEEE		IEEE Xplore	-; 	0015-02-12		10.1109/TEVC.2022.3197298		1089-778X		http://ieeexplore.ieee.org/document/9852781				10.1109/TEVC.4235		1089-778X			Controlled	Total_Item_Requests	1	1	0
Automated Design of Metaheuristics Using Reinforcement Learning Within a Novel General Search Framework	IEEE		IEEE Xplore	-; 	0015-02-12		10.1109/TEVC.2022.3197298		1089-778X		http://ieeexplore.ieee.org/document/9852781				10.1109/TEVC.4235		1089-778X			Controlled	Unique_Item_Requests	1	1	0
Autonomous Vehicle Platoons in Urban Road Networks: A Joint Distributed Reinforcement Learning and Model Predictive Control Approach	IEEE		IEEE Xplore	-; 	0020-07-16		10.1109/JAS.2023.123705		2329-9266		http://ieeexplore.ieee.org/document/10400390				10.1109/JAS.6570654		2329-9266			Controlled	Total_Item_Requests	1	1	0
Autonomous Vehicle Platoons in Urban Road Networks: A Joint Distributed Reinforcement Learning and Model Predictive Control Approach	IEEE		IEEE Xplore	-; 	0020-07-16		10.1109/JAS.2023.123705		2329-9266		http://ieeexplore.ieee.org/document/10400390				10.1109/JAS.6570654		2329-9266			Controlled	Unique_Item_Requests	1	1	0
Big Data and AI Revolution in Precision Agriculture: Survey and Challenges	IEEE		IEEE Xplore	-; 	0009-02-10		10.1109/ACCESS.2021.3102227				http://ieeexplore.ieee.org/document/9505674				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	3	3	0
Big Data and AI Revolution in Precision Agriculture: Survey and Challenges	IEEE		IEEE Xplore	-; 	0009-02-10		10.1109/ACCESS.2021.3102227				http://ieeexplore.ieee.org/document/9505674				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	3	3	0
Breaking the Anonymity of Ethereum Mixing Services Using Graph Feature Learning	IEEE		IEEE Xplore	-; 	0029-04-14		10.1109/TIFS.2023.3326984		1556-6013		http://ieeexplore.ieee.org/document/10292691				10.1109/TIFS.10206		1556-6013			Controlled	Total_Item_Requests	1	1	0
Breaking the Anonymity of Ethereum Mixing Services Using Graph Feature Learning	IEEE		IEEE Xplore	-; 	0029-04-14		10.1109/TIFS.2023.3326984		1556-6013		http://ieeexplore.ieee.org/document/10292691				10.1109/TIFS.10206		1556-6013			Controlled	Unique_Item_Requests	1	1	0
Characterizing Probability of Wildfire Ignition Caused by Power Distribution Lines	IEEE		IEEE Xplore	-; 	0030-06-12		10.1109/TPWRD.2020.3047101		0885-8977		http://ieeexplore.ieee.org/document/9307241				10.1109/TPWRD.61		0885-8977			Controlled	Total_Item_Requests	2	2	0
Characterizing Probability of Wildfire Ignition Caused by Power Distribution Lines	IEEE		IEEE Xplore	-; 	0030-06-12		10.1109/TPWRD.2020.3047101		0885-8977		http://ieeexplore.ieee.org/document/9307241				10.1109/TPWRD.61		0885-8977			Controlled	Unique_Item_Requests	1	1	0
Comprehensive survey and critical evaluation of the performance of state-of-the-art LED drivers for lighting systems	CMP		IEEE Xplore	-; 	0015-01-11		10.23919/CJEE.2021.000013		2096-1529		http://ieeexplore.ieee.org/document/9479929						2096-1529			OA_Gold	Total_Item_Requests	2	2	0
Comprehensive survey and critical evaluation of the performance of state-of-the-art LED drivers for lighting systems	CMP		IEEE Xplore	-; 	0015-01-11		10.23919/CJEE.2021.000013		2096-1529		http://ieeexplore.ieee.org/document/9479929						2096-1529			OA_Gold	Unique_Item_Requests	1	1	0
Computational Imaging and Artificial Intelligence: The Next Revolution of Mobile Vision	IEEE		IEEE Xplore	-; 	0018-06-15		10.1109/JPROC.2023.3338272		0018-9219		http://ieeexplore.ieee.org/document/10355958				10.1109/PROC.5		0018-9219			Controlled	Total_Item_Requests	1	1	0
Computational Imaging and Artificial Intelligence: The Next Revolution of Mobile Vision	IEEE		IEEE Xplore	-; 	0018-06-15		10.1109/JPROC.2023.3338272		0018-9219		http://ieeexplore.ieee.org/document/10355958				10.1109/PROC.5		0018-9219			Controlled	Unique_Item_Requests	1	1	0
Crop Yield Prediction Using Deep Reinforcement Learning Model for Sustainable Agrarian Applications	IEEE		IEEE Xplore	-; 	0010-11-10		10.1109/ACCESS.2020.2992480				http://ieeexplore.ieee.org/document/9086620				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	2	2	0
Crop Yield Prediction Using Deep Reinforcement Learning Model for Sustainable Agrarian Applications	IEEE		IEEE Xplore	-; 	0010-11-10		10.1109/ACCESS.2020.2992480				http://ieeexplore.ieee.org/document/9086620				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	2	2	0
Design of an Integrated Project-Based Learning Curriculum: Analysis Through Fink’s Taxonomy of Significant Learning	IEEE		IEEE Xplore	-; 	0021-03-15		10.1109/TE.2023.3307974		0018-9359		http://ieeexplore.ieee.org/document/10251883				10.1109/TE.13		0018-9359			OA_Gold	Total_Item_Requests	2	2	0
Design of an Integrated Project-Based Learning Curriculum: Analysis Through Fink’s Taxonomy of Significant Learning	IEEE		IEEE Xplore	-; 	0021-03-15		10.1109/TE.2023.3307974		0018-9359		http://ieeexplore.ieee.org/document/10251883				10.1109/TE.13		0018-9359			OA_Gold	Unique_Item_Requests	1	1	0
Design of PCB Rogowski Coil and Analysis of Anti-interference Property	IEEE		IEEE Xplore	-; 	0008-08-08		10.1109/TEMC.2013.2252906		0018-9375		http://ieeexplore.ieee.org/document/7397992				10.1109/TEMC.15		0018-9375			Controlled	Total_Item_Requests	1	1	0
Design of PCB Rogowski Coil and Analysis of Anti-interference Property	IEEE		IEEE Xplore	-; 	0008-08-08		10.1109/TEMC.2013.2252906		0018-9375		http://ieeexplore.ieee.org/document/7397992				10.1109/TEMC.15		0018-9375			Controlled	Unique_Item_Requests	1	1	0
Detection for Incipient Damages of Wind Turbine Rolling Bearing Based on VMD-AMCKD Method	IEEE		IEEE Xplore	-; 	0027-11-09		10.1109/ACCESS.2019.2918343				http://ieeexplore.ieee.org/document/8720253				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	2	2	0
Detection for Incipient Damages of Wind Turbine Rolling Bearing Based on VMD-AMCKD Method	IEEE		IEEE Xplore	-; 	0027-11-09		10.1109/ACCESS.2019.2918343				http://ieeexplore.ieee.org/document/8720253				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	2	2	0
Development of an Adaptive Approach for Precision Agriculture Monitoring with Drone and Satellite Data	IEEE		IEEE Xplore	-; 	0019-04-09		10.1109/JSTARS.2017.2746185		1939-1404		http://ieeexplore.ieee.org/document/8067469				10.1109/JSTARS.4609443		1939-1404			Controlled	Total_Item_Requests	2	2	0
Development of an Adaptive Approach for Precision Agriculture Monitoring with Drone and Satellite Data	IEEE		IEEE Xplore	-; 	0019-04-09		10.1109/JSTARS.2017.2746185		1939-1404		http://ieeexplore.ieee.org/document/8067469				10.1109/JSTARS.4609443		1939-1404			Controlled	Unique_Item_Requests	1	1	0
Economic Analysis of Unmanned Aerial Vehicle (UAV) Provided Mobile Services	IEEE		IEEE Xplore	-; 	0016-08-12		10.1109/TMC.2020.2973088		1536-1233		http://ieeexplore.ieee.org/document/8993785				10.1109/TMC.7755		1536-1233			Controlled	Total_Item_Requests	1	1	0
Economic Analysis of Unmanned Aerial Vehicle (UAV) Provided Mobile Services	IEEE		IEEE Xplore	-; 	0016-08-12		10.1109/TMC.2020.2973088		1536-1233		http://ieeexplore.ieee.org/document/8993785				10.1109/TMC.7755		1536-1233			Controlled	Unique_Item_Requests	1	1	0
Energy-Efficient IoT-Fog-Cloud Architectural Paradigm for Real-Time Wildfire Prediction and Forecasting	IEEE		IEEE Xplore	-; 	0008-01-09		10.1109/JSYST.2019.2923635		1932-8184		http://ieeexplore.ieee.org/document/8753728				10.1109/JSYST.4267003		1932-8184			Controlled	Total_Item_Requests	6	6	0
Energy-Efficient IoT-Fog-Cloud Architectural Paradigm for Real-Time Wildfire Prediction and Forecasting	IEEE		IEEE Xplore	-; 	0008-01-09		10.1109/JSYST.2019.2923635		1932-8184		http://ieeexplore.ieee.org/document/8753728				10.1109/JSYST.4267003		1932-8184			Controlled	Unique_Item_Requests	1	1	0
Engineers without borders and their role in humanitarian relief	IEEE		IEEE Xplore	-; 	0035-10-27		10.1109/MEMB.2006.1636348		0739-5175		http://ieeexplore.ieee.org/document/1636348				10.1109/MEMB.51		0739-5175			Controlled	Total_Item_Requests	2	2	0
Engineers without borders and their role in humanitarian relief	IEEE		IEEE Xplore	-; 	0035-10-27		10.1109/MEMB.2006.1636348		0739-5175		http://ieeexplore.ieee.org/document/1636348				10.1109/MEMB.51		0739-5175			Controlled	Unique_Item_Requests	1	1	0
Enhanced Particle Filtering for Bearing Remaining Useful Life Prediction of Wind Turbine Drivetrain Gearboxes	IEEE		IEEE Xplore	-; 	0030-02-08		10.1109/TIE.2018.2866057		0278-0046		http://ieeexplore.ieee.org/document/8445706				10.1109/TIE.41		0278-0046			Controlled	Total_Item_Requests	4	4	0
Enhanced Particle Filtering for Bearing Remaining Useful Life Prediction of Wind Turbine Drivetrain Gearboxes	IEEE		IEEE Xplore	-; 	0030-02-08		10.1109/TIE.2018.2866057		0278-0046		http://ieeexplore.ieee.org/document/8445706				10.1109/TIE.41		0278-0046			Controlled	Unique_Item_Requests	3	3	0
Forecasting Daily Wildfire Activity Using Poisson Regression	IEEE		IEEE Xplore	-; 	0032-08-12		10.1109/TGRS.2020.2968029		0196-2892		http://ieeexplore.ieee.org/document/9016356				10.1109/TGRS.36		0196-2892			OA_Gold	Total_Item_Requests	8	8	0
Forecasting Daily Wildfire Activity Using Poisson Regression	IEEE		IEEE Xplore	-; 	0032-08-12		10.1109/TGRS.2020.2968029		0196-2892		http://ieeexplore.ieee.org/document/9016356				10.1109/TGRS.36		0196-2892			OA_Gold	Unique_Item_Requests	5	5	0
Functional requirements and cost-benefit study for distribution automation at B.C. Hydro	IEEE		IEEE Xplore	-; 	0012-01-23		10.1109/59.317662		0885-8950		http://ieeexplore.ieee.org/document/317662				10.1109/TPWRS.59		0885-8950			Controlled	Total_Item_Requests	1	1	0
Functional requirements and cost-benefit study for distribution automation at B.C. Hydro	IEEE		IEEE Xplore	-; 	0012-01-23		10.1109/59.317662		0885-8950		http://ieeexplore.ieee.org/document/317662				10.1109/TPWRS.59		0885-8950			Controlled	Unique_Item_Requests	1	1	0
Fuzzy Regression Transfer Learning in Takagi–Sugeno Fuzzy Models	IEEE		IEEE Xplore	-; 	0035-05-09		10.1109/TFUZZ.2016.2633376		1063-6706		http://ieeexplore.ieee.org/document/7762049				10.1109/TFUZZ.91		1063-6706			Controlled	Total_Item_Requests	1	1	0
Fuzzy Regression Transfer Learning in Takagi–Sugeno Fuzzy Models	IEEE		IEEE Xplore	-; 	0035-05-09		10.1109/TFUZZ.2016.2633376		1063-6706		http://ieeexplore.ieee.org/document/7762049				10.1109/TFUZZ.91		1063-6706			Controlled	Unique_Item_Requests	1	1	0
Gearbox and Drivetrain Models to Study Dynamic Effects of Modern Wind Turbines	IEEE		IEEE Xplore	-; 	0034-10-05		10.1109/TIA.2014.2321029		0093-9994		http://ieeexplore.ieee.org/document/6807773				10.1109/TIA.28		0093-9994			Controlled	Total_Item_Requests	2	2	0
Gearbox and Drivetrain Models to Study Dynamic Effects of Modern Wind Turbines	IEEE		IEEE Xplore	-; 	0034-10-05		10.1109/TIA.2014.2321029		0093-9994		http://ieeexplore.ieee.org/document/6807773				10.1109/TIA.28		0093-9994			Controlled	Unique_Item_Requests	1	1	0
Guest Editorial Representations and Architectures for Cognitive Systems	IEEE		IEEE Xplore	-; 	0016-06-01		10.1109/TAMD.2010.2089567		1943-0604		http://ieeexplore.ieee.org/document/5645771				10.1109/TAMD.4563672		1943-0604			Controlled	Total_Item_Requests	1	1	0
Guest Editorial Representations and Architectures for Cognitive Systems	IEEE		IEEE Xplore	-; 	0016-06-01		10.1109/TAMD.2010.2089567		1943-0604		http://ieeexplore.ieee.org/document/5645771				10.1109/TAMD.4563672		1943-0604			Controlled	Unique_Item_Requests	1	1	0
High confidence visual recognition of persons by a test of statistical independence	IEEE		IEEE Xplore	-; 	0012-01-23		10.1109/34.244676		0162-8828		http://ieeexplore.ieee.org/document/244676				10.1109/TPAMI.34		0162-8828			Controlled	Total_Item_Requests	1	1	0
High confidence visual recognition of persons by a test of statistical independence	IEEE		IEEE Xplore	-; 	0012-01-23		10.1109/34.244676		0162-8828		http://ieeexplore.ieee.org/document/244676				10.1109/TPAMI.34		0162-8828			Controlled	Unique_Item_Requests	1	1	0
History of Gallium–Nitride-Based Light-Emitting Diodes for Illumination	IEEE		IEEE Xplore	-; 	0025-02-02		10.1109/JPROC.2013.2274929		0018-9219		http://ieeexplore.ieee.org/document/6582668				10.1109/PROC.5		0018-9219			Controlled	Total_Item_Requests	1	1	0
History of Gallium–Nitride-Based Light-Emitting Diodes for Illumination	IEEE		IEEE Xplore	-; 	0025-02-02		10.1109/JPROC.2013.2274929		0018-9219		http://ieeexplore.ieee.org/document/6582668				10.1109/PROC.5		0018-9219			Controlled	Unique_Item_Requests	1	1	0
History, Development, and Applications of High-Brightness Visible Light-Emitting Diodes	IEEE		IEEE Xplore	-; 	0018-11-29		10.1109/JLT.2008.923628		0733-8724		http://ieeexplore.ieee.org/document/4542883				10.1109/JLT.50		0733-8724			Controlled	Total_Item_Requests	2	2	0
History, Development, and Applications of High-Brightness Visible Light-Emitting Diodes	IEEE		IEEE Xplore	-; 	0018-11-29		10.1109/JLT.2008.923628		0733-8724		http://ieeexplore.ieee.org/document/4542883				10.1109/JLT.50		0733-8724			Controlled	Unique_Item_Requests	1	1	0
How AI Helps to Increase Organizations’ Capacity to Manage Complexity – A Research Perspective and Solution Approach Bridging Different Disciplines	IEEE		IEEE Xplore	-; 	0034-12-13		10.1109/TEM.2022.3179107		0018-9391		http://ieeexplore.ieee.org/document/9810799				10.1109/TEM.17		0018-9391			Controlled	Total_Item_Requests	1	1	0
How AI Helps to Increase Organizations’ Capacity to Manage Complexity – A Research Perspective and Solution Approach Bridging Different Disciplines	IEEE		IEEE Xplore	-; 	0034-12-13		10.1109/TEM.2022.3179107		0018-9391		http://ieeexplore.ieee.org/document/9810799				10.1109/TEM.17		0018-9391			Controlled	Unique_Item_Requests	1	1	0
Image De-Noising With Machine Learning: A Review	IEEE		IEEE Xplore	-; 	0030-12-12		10.1109/ACCESS.2021.3092425				http://ieeexplore.ieee.org/document/9464965				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	1	1	0
Image De-Noising With Machine Learning: A Review	IEEE		IEEE Xplore	-; 	0030-12-12		10.1109/ACCESS.2021.3092425				http://ieeexplore.ieee.org/document/9464965				10.1109/Access.6287639					OA_Gold	Unique_Item_Requests	1	1	0
Improved Iterative Inverse Matrix Approximation Algorithm for Zero Forcing Precoding in Large Antenna Arrays	IEEE		IEEE Xplore	-; 	0026-03-15		10.1109/ACCESS.2022.3208155				http://ieeexplore.ieee.org/document/9895446				10.1109/Access.6287639					OA_Gold	Total_Item_Requests	1	1	0
