Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	University Of Prince Edward Island
Institution_ID	Silverchair:19464
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Parent_Data_Type=Journal; Data_Type=Article
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates ()
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T00:00:00Z
Created_By	Silverchair

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Thyroid Cancer in Dogs: An Update Based on 638 Cases (1995–2005)	Allen Press		Allen Press		2010-07-01		10.5326/0460249	Silverchair:176623				Journal of the American Animal Hospital Association				Silverchair:1000033	0587-2871	1547-3317		Controlled	Unique_Item_Requests	1	1	0
Thyroid Cancer in Dogs: An Update Based on 638 Cases (1995–2005)	Allen Press		Allen Press		2010-07-01		10.5326/0460249	Silverchair:176623				Journal of the American Animal Hospital Association				Silverchair:1000033	0587-2871	1547-3317		Controlled	Total_Item_Requests	1	1	0
TRANSMISSION DYNAMICS OF <italic>TOXOPLASMA GONDII</italic> IN ARCTIC FOXES (<italic>VULPES LAGOPUS</italic>): A LONG-TERM MARK-RECAPTURE SEROLOGIC STUDY AT KARRAK LAKE, NUNAVUT, CANADA	Allen Press		Allen Press		2018-11-28		10.7589/2018-06-144	Silverchair:11874				Journal of Wildlife Diseases				Silverchair:1000078	0090-3558	1943-3700		OA_Gold	Total_Item_Requests	1	1	0
TRANSMISSION DYNAMICS OF <italic>TOXOPLASMA GONDII</italic> IN ARCTIC FOXES (<italic>VULPES LAGOPUS</italic>): A LONG-TERM MARK-RECAPTURE SEROLOGIC STUDY AT KARRAK LAKE, NUNAVUT, CANADA	Allen Press		Allen Press		2018-11-28		10.7589/2018-06-144	Silverchair:11874				Journal of Wildlife Diseases				Silverchair:1000078	0090-3558	1943-3700		OA_Gold	Unique_Item_Requests	1	1	0
Trigeminal Neuropathy in Dogs: A Retrospective Study of 29 Cases (1991–2000)	Allen Press		Allen Press		2002-05-01		10.5326/0380262	Silverchair:175550				Journal of the American Animal Hospital Association				Silverchair:1000033	0587-2871	1547-3317		Controlled	Total_Item_Requests	1	1	0
Trigeminal Neuropathy in Dogs: A Retrospective Study of 29 Cases (1991–2000)	Allen Press		Allen Press		2002-05-01		10.5326/0380262	Silverchair:175550				Journal of the American Animal Hospital Association				Silverchair:1000033	0587-2871	1547-3317		Controlled	Unique_Item_Requests	1	1	0
Ultrasound-Guided Percutaneous Drainage as the Primary Treatment for Prostatic Abscesses and Cysts in Dogs	Allen Press		Allen Press		2003-03-01		10.5326/0390151	Silverchair:175777				Journal of the American Animal Hospital Association				Silverchair:1000033	0587-2871	1547-3317		Controlled	Unique_Item_Requests	1	1	0
Ultrasound-Guided Percutaneous Drainage as the Primary Treatment for Prostatic Abscesses and Cysts in Dogs	Allen Press		Allen Press		2003-03-01		10.5326/0390151	Silverchair:175777				Journal of the American Animal Hospital Association				Silverchair:1000033	0587-2871	1547-3317		Controlled	Total_Item_Requests	2	2	0
Vertebral Angiomatosis in a Dog	Allen Press		Allen Press		2024-01-01		10.5326/JAAHA-MS-7384	Silverchair:498113				Journal of the American Animal Hospital Association				Silverchair:1000033	0587-2871	1547-3317		Controlled	Total_Item_Requests	1	1	0
Vertebral Angiomatosis in a Dog	Allen Press		Allen Press		2024-01-01		10.5326/JAAHA-MS-7384	Silverchair:498113				Journal of the American Animal Hospital Association				Silverchair:1000033	0587-2871	1547-3317		Controlled	Unique_Item_Requests	1	1	0
