Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of PEI (Prince Edward Island)
Institution_ID	connect:peican
Metric_Types	No_License; Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Parent_Data_Type=Book|Journal; Data_Type=Article|Book|Book_Segment
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates(Investigation Usage is available up to 2024-01-31.Request Usage is available up to 2024-01-31.No License Usage is available up to 2024-01-31.) ()
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:47:25Z
Created_By	ingentaconnect

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Evaluation of a Behavioral Test for Sickness Behavior Associated with Fusarium Mycotoxin Ingestion in Female Beagle Dogs (Canis familiaris)	American Association for Laboratory Animal Science		connect	10.30802/aalas-jaalas-22-000104			1559-6109	2769-6677	https://www.ingentaconnect.com/content/aalas/jaalas/2023/00000062/00000004/art00009	Unique_Item_Investigations	1	1	0
Fad Diets: Dietary Dilemmas, Predicaments, and Recommendations for its Use	Bentham Science Publishers		connect	10.2174/1573401316999200407092922			1573-4013		https://www.ingentaconnect.com/content/ben/cnf/2020/00000016/00000009/art00012	Total_Item_Investigations	1	1	0
Fad Diets: Dietary Dilemmas, Predicaments, and Recommendations for its Use	Bentham Science Publishers		connect	10.2174/1573401316999200407092922			1573-4013		https://www.ingentaconnect.com/content/ben/cnf/2020/00000016/00000009/art00012	Unique_Item_Investigations	1	1	0
Fad Diets: Dietary Dilemmas, Predicaments, and Recommendations for its Use	Bentham Science Publishers		connect	10.2174/1573401316999200407092922			1573-4013		https://www.ingentaconnect.com/content/ben/cnf/2020/00000016/00000009/art00012	No_License	1	1	0
Field Trial of a Pasteurella multocida Extract Vaccine in Rabbits	American Association for Laboratory Animal Science		connect				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2008/00000047/00000001/art00003	Total_Item_Investigations	1	1	0
Field Trial of a Pasteurella multocida Extract Vaccine in Rabbits	American Association for Laboratory Animal Science		connect				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2008/00000047/00000001/art00003	Unique_Item_Investigations	1	1	0
Gender Dysphoria, Eating Disorders and Body Image: An Overview	Bentham Science Publishers		connect	10.2174/1871530319666191015193120			1871-5303		https://www.ingentaconnect.com/content/ben/emiddt/2020/00000020/00000004/art00004	Total_Item_Investigations	1	1	0
Gender Dysphoria, Eating Disorders and Body Image: An Overview	Bentham Science Publishers		connect	10.2174/1871530319666191015193120			1871-5303		https://www.ingentaconnect.com/content/ben/emiddt/2020/00000020/00000004/art00004	Unique_Item_Investigations	1	1	0
Gender Dysphoria, Eating Disorders and Body Image: An Overview	Bentham Science Publishers		connect	10.2174/1871530319666191015193120			1871-5303		https://www.ingentaconnect.com/content/ben/emiddt/2020/00000020/00000004/art00004	No_License	1	1	0
Habitat segregation and population structure of Caribbean sea anemones and associated crustaceans on coral reefs at Akumal Bay, Mexico	University of Miami - Rosenstiel School of Marine, Atmospheric & Earth Science		connect	10.5343/bms.2017.1020			0007-4977		https://www.ingentaconnect.com/content/umrsmas/bullmar/2017/00000093/00000004/art00011	Total_Item_Investigations	2	2	0
Habitat segregation and population structure of Caribbean sea anemones and associated crustaceans on coral reefs at Akumal Bay, Mexico	University of Miami - Rosenstiel School of Marine, Atmospheric & Earth Science		connect	10.5343/bms.2017.1020			0007-4977		https://www.ingentaconnect.com/content/umrsmas/bullmar/2017/00000093/00000004/art00011	Total_Item_Requests	1	1	0
Habitat segregation and population structure of Caribbean sea anemones and associated crustaceans on coral reefs at Akumal Bay, Mexico	University of Miami - Rosenstiel School of Marine, Atmospheric & Earth Science		connect	10.5343/bms.2017.1020			0007-4977		https://www.ingentaconnect.com/content/umrsmas/bullmar/2017/00000093/00000004/art00011	Unique_Item_Investigations	1	1	0
Habitat segregation and population structure of Caribbean sea anemones and associated crustaceans on coral reefs at Akumal Bay, Mexico	University of Miami - Rosenstiel School of Marine, Atmospheric & Earth Science		connect	10.5343/bms.2017.1020			0007-4977		https://www.ingentaconnect.com/content/umrsmas/bullmar/2017/00000093/00000004/art00011	Unique_Item_Requests	1	1	0
How Climate Change is Considered in Sustainable Tourism Policies: A Case of The Mediterranean Islands of Malta and Mallorca	Cognizant Communication Corporation		connect	10.3727/154427208785899920			1544-2721		https://www.ingentaconnect.com/content/cog/tri/2008/00000012/00000001/art00006	Total_Item_Investigations	5	5	0
How Climate Change is Considered in Sustainable Tourism Policies: A Case of The Mediterranean Islands of Malta and Mallorca	Cognizant Communication Corporation		connect	10.3727/154427208785899920			1544-2721		https://www.ingentaconnect.com/content/cog/tri/2008/00000012/00000001/art00006	Unique_Item_Investigations	4	4	0
How Climate Change is Considered in Sustainable Tourism Policies: A Case of The Mediterranean Islands of Malta and Mallorca	Cognizant Communication Corporation		connect	10.3727/154427208785899920			1544-2721		https://www.ingentaconnect.com/content/cog/tri/2008/00000012/00000001/art00006	No_License	5	5	0
Impact of Prenatal Cannabis Use Disorder on Perinatal Outcomes	Wolters Kluwer		connect	10.1097/adm.0000000000001123			1932-0620		https://www.ingentaconnect.com/content/wk/adm/2006/00000017/00000003/art00008	Total_Item_Investigations	1	1	0
Impact of Prenatal Cannabis Use Disorder on Perinatal Outcomes	Wolters Kluwer		connect	10.1097/adm.0000000000001123			1932-0620		https://www.ingentaconnect.com/content/wk/adm/2006/00000017/00000003/art00008	Unique_Item_Investigations	1	1	0
Impact of Prenatal Cannabis Use Disorder on Perinatal Outcomes	Wolters Kluwer		connect	10.1097/adm.0000000000001123			1932-0620		https://www.ingentaconnect.com/content/wk/adm/2006/00000017/00000003/art00008	No_License	1	1	0
Is the SenpaiKouhai relationship common across China, Korea, and Japan?	Scientific Journal Publishers		connect	10.2224/sbp.7404			0301-2212		https://www.ingentaconnect.com/content/sbp/sbp/2019/00000047/00000001/art00012	Total_Item_Investigations	1	1	0
Is the SenpaiKouhai relationship common across China, Korea, and Japan?	Scientific Journal Publishers		connect	10.2224/sbp.7404			0301-2212		https://www.ingentaconnect.com/content/sbp/sbp/2019/00000047/00000001/art00012	Unique_Item_Investigations	1	1	0
Is the SenpaiKouhai relationship common across China, Korea, and Japan?	Scientific Journal Publishers		connect	10.2224/sbp.7404			0301-2212		https://www.ingentaconnect.com/content/sbp/sbp/2019/00000047/00000001/art00012	No_License	1	1	0
Oral Gavage in Rats: Animal Welfare Evaluation	American Association for Laboratory Animal Science		connect				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2012/00000051/00000001/art00004	Total_Item_Investigations	2	2	0
Oral Gavage in Rats: Animal Welfare Evaluation	American Association for Laboratory Animal Science		connect				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2012/00000051/00000001/art00004	Total_Item_Requests	1	1	0
Oral Gavage in Rats: Animal Welfare Evaluation	American Association for Laboratory Animal Science		connect				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2012/00000051/00000001/art00004	Unique_Item_Investigations	1	1	0
Oral Gavage in Rats: Animal Welfare Evaluation	American Association for Laboratory Animal Science		connect				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2012/00000051/00000001/art00004	Unique_Item_Requests	1	1	0
Pain Management in Neonatal Intensive Care	Wolters Kluwer		connect	10.1097/ajp.0000000000000168			0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn/2015/00000031/00000009/art00010	Total_Item_Investigations	1	1	0
Pain Management in Neonatal Intensive Care	Wolters Kluwer		connect	10.1097/ajp.0000000000000168			0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn/2015/00000031/00000009/art00010	Unique_Item_Investigations	1	1	0
Pain Management in Neonatal Intensive Care	Wolters Kluwer		connect	10.1097/ajp.0000000000000168			0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn/2015/00000031/00000009/art00010	No_License	1	1	0
Phantom Penises In Transsexuals	Imprint Academic		connect				1355-8250		https://www.ingentaconnect.com/content/imp/jcs/2008/00000015/00000001/art00001	Total_Item_Investigations	1	1	0
Phantom Penises In Transsexuals	Imprint Academic		connect				1355-8250		https://www.ingentaconnect.com/content/imp/jcs/2008/00000015/00000001/art00001	Unique_Item_Investigations	1	1	0
Phantom Penises In Transsexuals	Imprint Academic		connect				1355-8250		https://www.ingentaconnect.com/content/imp/jcs/2008/00000015/00000001/art00001	No_License	1	1	0
Public Health Nursing and Community Health Worker Teams : A Community-Based Preventive Services Clinic Exemplar	Wolters Kluwer		connect	10.1097/jac.0000000000000393			0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac/2021/00000044/00000004/art00003	Total_Item_Investigations	1	1	0
Public Health Nursing and Community Health Worker Teams : A Community-Based Preventive Services Clinic Exemplar	Wolters Kluwer		connect	10.1097/jac.0000000000000393			0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac/2021/00000044/00000004/art00003	Unique_Item_Investigations	1	1	0
Public Health Nursing and Community Health Worker Teams : A Community-Based Preventive Services Clinic Exemplar	Wolters Kluwer		connect	10.1097/jac.0000000000000393			0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac/2021/00000044/00000004/art00003	No_License	1	1	0
Remote Sensing Techniques to Assess Water Quality	American Society for Photogrammetry and Remote Sensing		connect	10.14358/pers.69.6.695			0099-1112		https://www.ingentaconnect.com/content/asprs/pers/2003/00000069/00000006/art00007	Total_Item_Investigations	1	1	0
Remote Sensing Techniques to Assess Water Quality	American Society for Photogrammetry and Remote Sensing		connect	10.14358/pers.69.6.695			0099-1112		https://www.ingentaconnect.com/content/asprs/pers/2003/00000069/00000006/art00007	Unique_Item_Investigations	1	1	0
Serum total protein concentrations in surplus dairy calves in British Columbia	Canadian Veterinary Medical Association		connect				0008-5286		https://www.ingentaconnect.com/content/cvma/cvj/2023/00000064/00000005/art00012	Total_Item_Investigations	1	1	0
Serum total protein concentrations in surplus dairy calves in British Columbia	Canadian Veterinary Medical Association		connect				0008-5286		https://www.ingentaconnect.com/content/cvma/cvj/2023/00000064/00000005/art00012	Unique_Item_Investigations	1	1	0
Serum total protein concentrations in surplus dairy calves in British Columbia	Canadian Veterinary Medical Association		connect				0008-5286		https://www.ingentaconnect.com/content/cvma/cvj/2023/00000064/00000005/art00012	No_License	1	1	0
Superior Mesenteric Artery Syndrome	Wolters Kluwer		connect	10.1097/tin.0000000000000090			0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin/2017/00000032/00000001/art00002	Total_Item_Investigations	1	1	0
Superior Mesenteric Artery Syndrome	Wolters Kluwer		connect	10.1097/tin.0000000000000090			0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin/2017/00000032/00000001/art00002	Unique_Item_Investigations	1	1	0
Superior Mesenteric Artery Syndrome	Wolters Kluwer		connect	10.1097/tin.0000000000000090			0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin/2017/00000032/00000001/art00002	No_License	1	1	0
