Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	UNIV OF P E I
Institution_ID	slack:UNIV OF P E I
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2021-03-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:44:39Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Journal Clubs: A Strategy to Teach Civility to Nursing Students	SLACK Incorporated		slack	10.3928/01484834-20120323-02						Total_Item_Requests	1	1	0
Journal Clubs: A Strategy to Teach Civility to Nursing Students	SLACK Incorporated		slack	10.3928/01484834-20120323-02						Total_Item_Investigations	1	1	0
Kirkpatrick's Evaluation of Teaching and Learning Approaches of Workplace Violence Education Programs for Undergraduate Nursing Students: A Systematic Review	SLACK Incorporated		slack	10.3928/01484834-20200723-04						Unique_Item_Investigations	1	1	0
Kirkpatrick's Evaluation of Teaching and Learning Approaches of Workplace Violence Education Programs for Undergraduate Nursing Students: A Systematic Review	SLACK Incorporated		slack	10.3928/01484834-20200723-04						Unique_Item_Requests	1	1	0
Kirkpatrick's Evaluation of Teaching and Learning Approaches of Workplace Violence Education Programs for Undergraduate Nursing Students: A Systematic Review	SLACK Incorporated		slack	10.3928/01484834-20200723-04						Total_Item_Requests	1	1	0
Kirkpatrick's Evaluation of Teaching and Learning Approaches of Workplace Violence Education Programs for Undergraduate Nursing Students: A Systematic Review	SLACK Incorporated		slack	10.3928/01484834-20200723-04						Total_Item_Investigations	1	1	0
Perceptions of New Nurses Concerning Incivility in the Workplace	SLACK Incorporated		slack	10.3928/00220124-20151020-05						No_License	1	1	0
Perceptions of New Nurses Concerning Incivility in the Workplace	SLACK Incorporated		slack	10.3928/00220124-20151020-05						Unique_Item_Investigations	1	1	0
Perceptions of New Nurses Concerning Incivility in the Workplace	SLACK Incorporated		slack	10.3928/00220124-20151020-05						Total_Item_Investigations	2	2	0
Product News	SLACK Incorporated		slack	10.3928/00989134-20180110-02						Unique_Item_Investigations	1	1	0
Product News	SLACK Incorporated		slack	10.3928/00989134-20180110-02						Unique_Item_Requests	1	1	0
Product News	SLACK Incorporated		slack	10.3928/00989134-20180110-02						Total_Item_Requests	2	2	0
Product News	SLACK Incorporated		slack	10.3928/00989134-20180110-02						Total_Item_Investigations	2	2	0
Promoting Nurse-Led Mobility Protocols for Hospitalized Older Adults: A Systematic Review	SLACK Incorporated		slack	10.3928/00989134-20220606-04						Unique_Item_Investigations	1	1	0
Promoting Nurse-Led Mobility Protocols for Hospitalized Older Adults: A Systematic Review	SLACK Incorporated		slack	10.3928/00989134-20220606-04						Unique_Item_Requests	1	1	0
Promoting Nurse-Led Mobility Protocols for Hospitalized Older Adults: A Systematic Review	SLACK Incorporated		slack	10.3928/00989134-20220606-04						Total_Item_Requests	1	1	0
Promoting Nurse-Led Mobility Protocols for Hospitalized Older Adults: A Systematic Review	SLACK Incorporated		slack	10.3928/00989134-20220606-04						Total_Item_Investigations	1	1	0
Reducing Risk in the Treatment of Attention-Deficit/Hyperactivity Disorder Among Adults With Comorbidities	SLACK Incorporated		slack	10.3928/02793695-20231212-01						Unique_Item_Investigations	1	1	0
Reducing Risk in the Treatment of Attention-Deficit/Hyperactivity Disorder Among Adults With Comorbidities	SLACK Incorporated		slack	10.3928/02793695-20231212-01						Unique_Item_Requests	1	1	0
Reducing Risk in the Treatment of Attention-Deficit/Hyperactivity Disorder Among Adults With Comorbidities	SLACK Incorporated		slack	10.3928/02793695-20231212-01						Total_Item_Requests	2	2	0
Reducing Risk in the Treatment of Attention-Deficit/Hyperactivity Disorder Among Adults With Comorbidities	SLACK Incorporated		slack	10.3928/02793695-20231212-01						Total_Item_Investigations	2	2	0
The Lived Experience of Stress in Latinx Nursing Students: Implications for Recruitment and Retention	SLACK Incorporated		slack	10.3928/01484834-20201217-03						Unique_Item_Investigations	1	1	0
The Lived Experience of Stress in Latinx Nursing Students: Implications for Recruitment and Retention	SLACK Incorporated		slack	10.3928/01484834-20201217-03						Unique_Item_Requests	1	1	0
The Lived Experience of Stress in Latinx Nursing Students: Implications for Recruitment and Retention	SLACK Incorporated		slack	10.3928/01484834-20201217-03						Total_Item_Requests	2	2	0
The Lived Experience of Stress in Latinx Nursing Students: Implications for Recruitment and Retention	SLACK Incorporated		slack	10.3928/01484834-20201217-03						Total_Item_Investigations	2	2	0
The Study of Multiple Personality Disorder: General Strategies and Practical Considerations	SLACK Incorporated		slack	10.3928/0048-5713-19840101-10						No_License	1	1	0
The Study of Multiple Personality Disorder: General Strategies and Practical Considerations	SLACK Incorporated		slack	10.3928/0048-5713-19840101-10						Unique_Item_Investigations	1	1	0
The Study of Multiple Personality Disorder: General Strategies and Practical Considerations	SLACK Incorporated		slack	10.3928/0048-5713-19840101-10						Total_Item_Investigations	3	3	0
Treatment of Multiple Personality	SLACK Incorporated		slack	10.3928/0048-5713-19840101-06						Unique_Item_Investigations	1	1	0
Treatment of Multiple Personality	SLACK Incorporated		slack	10.3928/0048-5713-19840101-06						Total_Item_Investigations	1	1	0
Understanding and Influencing the Stigma of Mental Illness	SLACK Incorporated		slack	10.3928/02793695-20080101-04						No_License	2	2	0
Understanding and Influencing the Stigma of Mental Illness	SLACK Incorporated		slack	10.3928/02793695-20080101-04						Unique_Item_Investigations	2	2	0
Understanding and Influencing the Stigma of Mental Illness	SLACK Incorporated		slack	10.3928/02793695-20080101-04						Total_Item_Investigations	3	3	0
