Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	University Of Prince Edward Island
Institution_ID	aaas:20351555
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Article; Parent_Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-05T07:43:59Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Antimalarial pantothenamide metabolites target acetyl–coenzyme A biosynthesis in Plasmodium falciparum	American Association for the Advancement of Science		aaas	Brice Campo, Christian Scheurer, Christien A. Beuckens-Schortinghuis, Christoph Fischli, Erik L. Allman, Floris P. J. T. Rutjes, Gabrielle Josling, Graham Trevitt, Helmi Pett, Iñigo Angulo-Barturen, Joost Schalkwijk, Judith M. Bolscher, Julie M. J. Verhoef, Karen Miller, Karin M. J. Koolen, Koen J. Dechering, Laura E. de Vries, Manuel Llinás, Mariá Belén Jiménez-Diaz, Martijn W. Vos, Patrick A. M. Jansen, Pedro H. H. Hermkens, Peter N. M. Botman, Richard H. Blaauw, Robert W. Sauerwein, Roger Bonnert, Sergio Wittlin, Sibylle Sax, Stacy A. Reeves, Suzanne Jackowski, Taco W. A. Kooij; 	2021-04-27	VoR	10.1126/scitranslmed.aas9917					Science Translational Medicine			10.1126/stm	aaas:stm	1946-6234	1946-6242		Controlled	Unique_Item_Requests	1	1	0
Antimalarial pantothenamide metabolites target acetyl–coenzyme A biosynthesis in Plasmodium falciparum	American Association for the Advancement of Science		aaas	Brice Campo, Christian Scheurer, Christien A. Beuckens-Schortinghuis, Christoph Fischli, Erik L. Allman, Floris P. J. T. Rutjes, Gabrielle Josling, Graham Trevitt, Helmi Pett, Iñigo Angulo-Barturen, Joost Schalkwijk, Judith M. Bolscher, Julie M. J. Verhoef, Karen Miller, Karin M. J. Koolen, Koen J. Dechering, Laura E. de Vries, Manuel Llinás, Mariá Belén Jiménez-Diaz, Martijn W. Vos, Patrick A. M. Jansen, Pedro H. H. Hermkens, Peter N. M. Botman, Richard H. Blaauw, Robert W. Sauerwein, Roger Bonnert, Sergio Wittlin, Sibylle Sax, Stacy A. Reeves, Suzanne Jackowski, Taco W. A. Kooij; 	2021-04-27	VoR	10.1126/scitranslmed.aas9917					Science Translational Medicine			10.1126/stm	aaas:stm	1946-6234	1946-6242		Controlled	Total_Item_Requests	2	2	0
Aquatic animal telemetry: A panoramic window into the underwater world	American Association for the Advancement of Science		aaas	Aaron T. Fisk, Fred G. Whoriskey, Joanna E. Mills Flemming, John F. Kocik, Kim Aarestrup, Kim N. Holland, Nigel E. Hussey, Paul D. Cowley, Robert G. Harcourt, Sara J. Iverson, Steven J. Cooke, Steven T. Kessel; 	2021-04-25	VoR	10.1126/science.1255642					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	1	0
Aquatic animal telemetry: A panoramic window into the underwater world	American Association for the Advancement of Science		aaas	Aaron T. Fisk, Fred G. Whoriskey, Joanna E. Mills Flemming, John F. Kocik, Kim Aarestrup, Kim N. Holland, Nigel E. Hussey, Paul D. Cowley, Robert G. Harcourt, Sara J. Iverson, Steven J. Cooke, Steven T. Kessel; 	2021-04-25	VoR	10.1126/science.1255642					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	2	0
Are hormones a “female problem” for animal research?	American Association for the Advancement of Science		aaas	Rebecca M. Shansky; 	2021-04-26	VoR	10.1126/science.aaw7570					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	1	0
Are hormones a “female problem” for animal research?	American Association for the Advancement of Science		aaas	Rebecca M. Shansky; 	2021-04-26	VoR	10.1126/science.aaw7570					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	2	0
Arrestin-dependent nuclear export of phosphodiesterase 4D promotes GPCR-induced nuclear cAMP signaling required for learning and memory	American Association for the Advancement of Science		aaas	Aleksandra Jovanovic, Jin Zhang, Ao Shen, Bing Xu, Josephine de Chabot, Joseph M. Martinez, Yang K. Xiang; 	2023-03-28	VoR	10.1126/scisignal.ade3380					Science Signaling			10.1126/signaling	aaas:signaling	1945-0877	1937-9145		Controlled	Unique_Item_Requests	1	1	0
Arrestin-dependent nuclear export of phosphodiesterase 4D promotes GPCR-induced nuclear cAMP signaling required for learning and memory	American Association for the Advancement of Science		aaas	Aleksandra Jovanovic, Jin Zhang, Ao Shen, Bing Xu, Josephine de Chabot, Joseph M. Martinez, Yang K. Xiang; 	2023-03-28	VoR	10.1126/scisignal.ade3380					Science Signaling			10.1126/signaling	aaas:signaling	1945-0877	1937-9145		Controlled	Total_Item_Requests	1	1	0
Autoregulatory control of mitochondrial glutathione homeostasis	American Association for the Advancement of Science		aaas	Alexandra E. Pagano, Erdem Terzi, Sheref S. Mansy, Ekaterina V. Vinogradova, Nathalie Ropek, Artem Khan, Benjamin Allwein, Frederick S. Yen, Gokhan Unlu, Richard K. Hite, Ross A. Weber, Timothy C. Kenny, Ying Wang, Yuyang Liu, Richard L. Possemato, Hanan Alwaseem, Li Zhao, Mark Gad, Shanshan Liu, Anju Tomar, Henrik Molina, Kıvanç Birsoy, Søren Heissel, Junhui Peng; 	2023-11-02	VoR	10.1126/science.adf4154					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	2	2	0
Autoregulatory control of mitochondrial glutathione homeostasis	American Association for the Advancement of Science		aaas	Alexandra E. Pagano, Erdem Terzi, Sheref S. Mansy, Ekaterina V. Vinogradova, Nathalie Ropek, Artem Khan, Benjamin Allwein, Frederick S. Yen, Gokhan Unlu, Richard K. Hite, Ross A. Weber, Timothy C. Kenny, Ying Wang, Yuyang Liu, Richard L. Possemato, Hanan Alwaseem, Li Zhao, Mark Gad, Shanshan Liu, Anju Tomar, Henrik Molina, Kıvanç Birsoy, Søren Heissel, Junhui Peng; 	2023-11-02	VoR	10.1126/science.adf4154					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	2	0
Behavioral Economics and the Retirement Savings Crisis	American Association for the Advancement of Science		aaas	Richard H. Thaler, Shlomo Benartzi; 	2021-04-25	VoR	10.1126/science.1231320					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	1	0
Behavioral Economics and the Retirement Savings Crisis	American Association for the Advancement of Science		aaas	Richard H. Thaler, Shlomo Benartzi; 	2021-04-25	VoR	10.1126/science.1231320					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	1	0
Black-Footed Ferret Recovery	American Association for the Advancement of Science		aaas	Andy Dobson, Annarie Lyles; 	2021-04-25	VoR	10.1126/science.288.5468.985					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	2	0	2
Black-Footed Ferret Recovery	American Association for the Advancement of Science		aaas	Andy Dobson, Annarie Lyles; 	2021-04-25	VoR	10.1126/science.288.5468.985					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	0	2
Boom-bust cycles in gray whales associated with dynamic and changing Arctic conditions	American Association for the Advancement of Science		aaas	Deborah Fauquier, Jacqueline M. Grebmeier, John Calambokidis, Holly Fearnbach, Joshua D. Stewart, David W. Weller, M. Tim Tinker, Wayne L. Perryman, John W. Durban, Manfredi Manizza, Morgan Lynn, Trevor W. Joyce; 	2023-10-12	VoR	10.1126/science.adi1847					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	5	2	3
Boom-bust cycles in gray whales associated with dynamic and changing Arctic conditions	American Association for the Advancement of Science		aaas	Deborah Fauquier, Jacqueline M. Grebmeier, John Calambokidis, Holly Fearnbach, Joshua D. Stewart, David W. Weller, M. Tim Tinker, Wayne L. Perryman, John W. Durban, Manfredi Manizza, Morgan Lynn, Trevor W. Joyce; 	2023-10-12	VoR	10.1126/science.adi1847					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	5	2	3
Caloric Restriction Delays Disease Onset and Mortality in Rhesus Monkeys	American Association for the Advancement of Science		aaas	Christina Cruzen, David B. Allison, Erik K. Kastman, Heather A. Simmons, Joseph W. Kemnitz, Kristopher J. Kosmatka, Richard Weindruch, Ricki J. Colman, Rozalyn M. Anderson, Sterling C. Johnson, T. Mark Beasley; 	2021-04-28	VoR	10.1126/science.1173635					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	1	0
Caloric Restriction Delays Disease Onset and Mortality in Rhesus Monkeys	American Association for the Advancement of Science		aaas	Christina Cruzen, David B. Allison, Erik K. Kastman, Heather A. Simmons, Joseph W. Kemnitz, Kristopher J. Kosmatka, Richard Weindruch, Ricki J. Colman, Rozalyn M. Anderson, Sterling C. Johnson, T. Mark Beasley; 	2021-04-28	VoR	10.1126/science.1173635					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	1	0
Causes of the Cambrian Explosion	American Association for the Advancement of Science		aaas	David A. T. Harper, M. Paul Smith; 	2021-04-26	VoR	10.1126/science.1239450					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	1	0
Causes of the Cambrian Explosion	American Association for the Advancement of Science		aaas	David A. T. Harper, M. Paul Smith; 	2021-04-26	VoR	10.1126/science.1239450					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	1	0
Characterization of altered molecular mechanisms in Parkinson’s disease through cell type–resolved multiomics analyses	American Association for the Advancement of Science		aaas	Eliezer Masliah, Sun Ju Chung, Dongchan Yang, Seung-Jae Lee, Changyoun Kim, Jaegeon Joo, Baekgyu Choi, Inkyung Jung, Junghyun Eom, Kyoungho Jun, Robert A. Rissman, Seongwan Park, Jongkyeong Chung, Andrew J. Lee; 	2023-04-14	VoR	10.1126/sciadv.abo2467					Science Advances			10.1126/sciadv	aaas:sciadv		2375-2548		OA_Gold	Unique_Item_Requests	1	0	1
Characterization of altered molecular mechanisms in Parkinson’s disease through cell type–resolved multiomics analyses	American Association for the Advancement of Science		aaas	Eliezer Masliah, Sun Ju Chung, Dongchan Yang, Seung-Jae Lee, Changyoun Kim, Jaegeon Joo, Baekgyu Choi, Inkyung Jung, Junghyun Eom, Kyoungho Jun, Robert A. Rissman, Seongwan Park, Jongkyeong Chung, Andrew J. Lee; 	2023-04-14	VoR	10.1126/sciadv.abo2467					Science Advances			10.1126/sciadv	aaas:sciadv		2375-2548		OA_Gold	Total_Item_Requests	1	0	1
Classifying drivers of global forest loss	American Association for the Advancement of Science		aaas	Alexandra Tyukavina, Christy M. Slay, Matthew C. Hansen, Nancy L. Harris, Philip G. Curtis; 	2021-04-26	VoR	10.1126/science.aau3445					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	0	1
Classifying drivers of global forest loss	American Association for the Advancement of Science		aaas	Alexandra Tyukavina, Christy M. Slay, Matthew C. Hansen, Nancy L. Harris, Philip G. Curtis; 	2021-04-26	VoR	10.1126/science.aau3445					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	0	1
Climate Change Impacts on Global Food Security	American Association for the Advancement of Science		aaas	Joachim von Braun, Tim Wheeler; 	2021-04-29	VoR	10.1126/science.1239402					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	2	0	2
Climate Change Impacts on Global Food Security	American Association for the Advancement of Science		aaas	Joachim von Braun, Tim Wheeler; 	2021-04-29	VoR	10.1126/science.1239402					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	0	2
Cognitive Illusions of Authorship Reveal Hierarchical Error Detection in Skilled Typists	American Association for the Advancement of Science		aaas	Gordon D. Logan, Matthew J. C. Crump; 	2021-04-25	VoR	10.1126/science.1190483					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	0	1
Cognitive Illusions of Authorship Reveal Hierarchical Error Detection in Skilled Typists	American Association for the Advancement of Science		aaas	Gordon D. Logan, Matthew J. C. Crump; 	2021-04-25	VoR	10.1126/science.1190483					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	0	2
Community-wide genome sequencing reveals 30 years of Darwin’s finch evolution	American Association for the Advancement of Science		aaas	Carl-Johan Rubin, Peter R. Grant, Peter M. Visscher, Ashley T. Sendell-Price, B. Rosemary Grant, C. Grace Sprehn, Erik D. Enbody, Leif Andersson; 	2023-09-29	VoR	10.1126/science.adf6218					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	1	0
Community-wide genome sequencing reveals 30 years of Darwin’s finch evolution	American Association for the Advancement of Science		aaas	Carl-Johan Rubin, Peter R. Grant, Peter M. Visscher, Ashley T. Sendell-Price, B. Rosemary Grant, C. Grace Sprehn, Erik D. Enbody, Leif Andersson; 	2023-09-29	VoR	10.1126/science.adf6218					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	2	0
Complex Dental Structure and Wear Biomechanics in Hadrosaurid Dinosaurs	American Association for the Advancement of Science		aaas	Brandon A. Krick, Erica Lilleodden, Gerald R. Bourne, Gregory M. Erickson, Mark A. Norell, Matthew Hamilton, W. Gregory Sawyer; 	2021-04-28	VoR	10.1126/science.1224495					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	1	0
Complex Dental Structure and Wear Biomechanics in Hadrosaurid Dinosaurs	American Association for the Advancement of Science		aaas	Brandon A. Krick, Erica Lilleodden, Gerald R. Bourne, Gregory M. Erickson, Mark A. Norell, Matthew Hamilton, W. Gregory Sawyer; 	2021-04-28	VoR	10.1126/science.1224495					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	1	0
Conflicting Evidence About Long-Distance Animal Navigation	American Association for the Advancement of Science		aaas	Thomas Alerstam; 	2021-04-28	VoR	10.1126/science.1129048					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	0	1
Conflicting Evidence About Long-Distance Animal Navigation	American Association for the Advancement of Science		aaas	Thomas Alerstam; 	2021-04-28	VoR	10.1126/science.1129048					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	0	1
Coping with Chaos: How Disordered Contexts Promote Stereotyping and Discrimination	American Association for the Advancement of Science		aaas	Diederik A. Stapel, Siegwart Lindenberg; 	2021-04-26	VoR	10.1126/science.1201068					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	0	1
Coping with Chaos: How Disordered Contexts Promote Stereotyping and Discrimination	American Association for the Advancement of Science		aaas	Diederik A. Stapel, Siegwart Lindenberg; 	2021-04-26	VoR	10.1126/science.1201068					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	0	1
Creating a False Memory in the Hippocampus	American Association for the Advancement of Science		aaas	Junghyup Suh, Michele Pignatelli, Pei-Ann Lin, Roger L. Redondo, Steve Ramirez, Susumu Tonegawa, Tomás J. Ryan, Xu Liu; 	2021-04-29	VoR	10.1126/science.1239073					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	0	1
Creating a False Memory in the Hippocampus	American Association for the Advancement of Science		aaas	Junghyup Suh, Michele Pignatelli, Pei-Ann Lin, Roger L. Redondo, Steve Ramirez, Susumu Tonegawa, Tomás J. Ryan, Xu Liu; 	2021-04-29	VoR	10.1126/science.1239073					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	0	1
Declining Wild Salmon Populations in Relation to Parasites from Farm Salmon	American Association for the Advancement of Science		aaas	Alexandra Morton, Jennifer S. Ford, Mark A. Lewis, Martin Krkošek, Ransom A. Myers, Subhash Lele; 	2021-04-24	VoR	10.1126/science.1148744					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	0	1
Declining Wild Salmon Populations in Relation to Parasites from Farm Salmon	American Association for the Advancement of Science		aaas	Alexandra Morton, Jennifer S. Ford, Mark A. Lewis, Martin Krkošek, Ransom A. Myers, Subhash Lele; 	2021-04-24	VoR	10.1126/science.1148744					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	0	1
Designing for a green chemistry future	American Association for the Advancement of Science		aaas	Hanno C. Erythropel, Julie B. Zimmerman, Paul T. Anastas, Walter Leitner; 	2021-04-27	VoR	10.1126/science.aay3060					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	0	1
Designing for a green chemistry future	American Association for the Advancement of Science		aaas	Hanno C. Erythropel, Julie B. Zimmerman, Paul T. Anastas, Walter Leitner; 	2021-04-27	VoR	10.1126/science.aay3060					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	1	0	1
Differentiating enantiomers by directional rotation of ions in a mass spectrometer	American Association for the Advancement of Science		aaas	Zheng Ouyang, Xianle Rong, Zhuofan Wang, Jiexun Bu, Shuai Li, Xiaoyu Zhou, Qiang Liu; 	2024-02-08	VoR	10.1126/science.adj8342					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	0	1
Differentiating enantiomers by directional rotation of ions in a mass spectrometer	American Association for the Advancement of Science		aaas	Zheng Ouyang, Xianle Rong, Zhuofan Wang, Jiexun Bu, Shuai Li, Xiaoyu Zhou, Qiang Liu; 	2024-02-08	VoR	10.1126/science.adj8342					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	0	2
Dissecting the evolutionary role of the Hox gene proboscipedia in Drosophila mouthpart diversification by full locus replacement	American Association for the Advancement of Science		aaas	Ankush Auradkar, Emily A. Bulger, Ethan Bier, Sushil Devkota, William McGinnis; 	2021-11-10	VoR	10.1126/sciadv.abk1003					Science Advances			10.1126/sciadv	aaas:sciadv		2375-2548		OA_Gold	Unique_Item_Requests	1	1	0
Dissecting the evolutionary role of the Hox gene proboscipedia in Drosophila mouthpart diversification by full locus replacement	American Association for the Advancement of Science		aaas	Ankush Auradkar, Emily A. Bulger, Ethan Bier, Sushil Devkota, William McGinnis; 	2021-11-10	VoR	10.1126/sciadv.abk1003					Science Advances			10.1126/sciadv	aaas:sciadv		2375-2548		OA_Gold	Total_Item_Requests	1	1	0
Economic Importance of Bats in Agriculture	American Association for the Advancement of Science		aaas	Gary F. McCracken, Justin G. Boyles, Paul M. Cryan, Thomas H. Kunz; 	2021-04-26	VoR	10.1126/science.1201366					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	1	1	0
Economic Importance of Bats in Agriculture	American Association for the Advancement of Science		aaas	Gary F. McCracken, Justin G. Boyles, Paul M. Cryan, Thomas H. Kunz; 	2021-04-26	VoR	10.1126/science.1201366					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	2	2	0
Emissions and energy impacts of the Inflation Reduction Act	American Association for the Advancement of Science		aaas	Alicia Zhao, Allen Fawcett, Amanda Levin, Anne Hamilton, Christopher Roney, Dallas Burtraw, Greg Schivley, Haewon McJeon, Hannah Kolus, Maxwell Brown, Nicholas Roy, Shelley Wenzel, Ben King, James McFarland, John Bistline, Mei Yuan, Nadejda Victor, Ryan Jones, Cara Marcy, Erin Mayfield, Geoffrey Blanford, John Weyant, Maya Domeshek, Megan Mahajan, Daniel Steinberg, Jesse Jenkins, John Larsen, Robbie Orvis, Ryan Wiser, Jamil Farbes, Kevin Rennert, Neha Patankar; 	2023-06-29	VoR	10.1126/science.adg3781					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Unique_Item_Requests	3	3	0
Emissions and energy impacts of the Inflation Reduction Act	American Association for the Advancement of Science		aaas	Alicia Zhao, Allen Fawcett, Amanda Levin, Anne Hamilton, Christopher Roney, Dallas Burtraw, Greg Schivley, Haewon McJeon, Hannah Kolus, Maxwell Brown, Nicholas Roy, Shelley Wenzel, Ben King, James McFarland, John Bistline, Mei Yuan, Nadejda Victor, Ryan Jones, Cara Marcy, Erin Mayfield, Geoffrey Blanford, John Weyant, Maya Domeshek, Megan Mahajan, Daniel Steinberg, Jesse Jenkins, John Larsen, Robbie Orvis, Ryan Wiser, Jamil Farbes, Kevin Rennert, Neha Patankar; 	2023-06-29	VoR	10.1126/science.adg3781					Science			10.1126/science	aaas:science	0036-8075	1095-9203		Controlled	Total_Item_Requests	5	5	0
Engineering entropy for the inverse design of colloidal crystals from hard shapes	American Association for the Advancement of Science		aaas	Greg van Anders, Julia Dshemuchadse, Paul M. Dodd, Sharon C. Glotzer, Yina Geng; 	2019-07-05	VoR	10.1126/sciadv.aaw0514					Science Advances			10.1126/sciadv	aaas:sciadv		2375-2548		OA_Gold	Unique_Item_Requests	1	0	1
Engineering entropy for the inverse design of colloidal crystals from hard shapes	American Association for the Advancement of Science		aaas	Greg van Anders, Julia Dshemuchadse, Paul M. Dodd, Sharon C. Glotzer, Yina Geng; 	2019-07-05	VoR	10.1126/sciadv.aaw0514					Science Advances			10.1126/sciadv	aaas:sciadv		2375-2548		OA_Gold	Total_Item_Requests	1	0	1
Engineering the Emergence of Stem Cell Therapeutics	American Association for the Advancement of Science		aaas	Kevin E. Healy, Robert M. Nerem, Todd C. McDevitt, William L. Murphy; 	2021-04-27	VoR	10.1126/scitranslmed.3007609					Science Translational Medicine			10.1126/stm	aaas:stm	1946-6234	1946-6242		Controlled	Unique_Item_Requests	2	2	0
Engineering the Emergence of Stem Cell Therapeutics	American Association for the Advancement of Science		aaas	Kevin E. Healy, Robert M. Nerem, Todd C. McDevitt, William L. Murphy; 	2021-04-27	VoR	10.1126/scitranslmed.3007609					Science Translational Medicine			10.1126/stm	aaas:stm	1946-6234	1946-6242		Controlled	Total_Item_Requests	2	2	0
