Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	physio:00015659
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Parent_Data_Type=Journal; Data_Type=Article; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-05T07:47:24Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Carbohydrate feedings and exercise performance: effect of initial muscle glycogen concentration	American Physiological Society		The American Physiological Society	D. L. Costill, G. K. McConell, H. Tanaka, J. J. Widrick, M. S. Hickey, W. J. Fink; 	1993-06-01	VoR	10.1152/jappl.1993.74.6.2998					Journal of Applied Physiology			10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Controlled	Total_Item_Requests	1	1	0
CARDIOVASCULAR PRESSURE-FLOW RELATIONSHIPS: WHAT SHOULD BE TAUGHT?	American Physiological Society		The American Physiological Society	Robert G. Carroll; 	2001-06-01	VoR	10.1152/advances.2001.25.2.8					Advances in Physiology Education			10.1152/advan	physio:advances	1043-4046	1522-1229		Controlled	Unique_Item_Requests	2	0	2
CARDIOVASCULAR PRESSURE-FLOW RELATIONSHIPS: WHAT SHOULD BE TAUGHT?	American Physiological Society		The American Physiological Society	Robert G. Carroll; 	2001-06-01	VoR	10.1152/advances.2001.25.2.8					Advances in Physiology Education			10.1152/advan	physio:advances	1043-4046	1522-1229		Controlled	Total_Item_Requests	2	0	2
CHEMICAL CHANGES IN THE BLOOD AND THEIR CLINICAL SIGNIFICANCE	American Physiological Society		The American Physiological Society	Edward Muntwyler, Victor C. Myers; 	1940-01-01	VoR	10.1152/physrev.1940.20.1.1					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Unique_Item_Requests	1	1	0
CHEMICAL CHANGES IN THE BLOOD AND THEIR CLINICAL SIGNIFICANCE	American Physiological Society		The American Physiological Society	Edward Muntwyler, Victor C. Myers; 	1940-01-01	VoR	10.1152/physrev.1940.20.1.1					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Total_Item_Requests	1	1	0
Chronic angiotensin II infusion attenuates the renal sympathoinhibitory response to acute volume expansion	American Physiological Society		The American Physiological Society	Glenn M. Toney, Lila P. LaGrange, Vernon S. Bishop; 	2003-04-01	VoR	10.1152/ajpregu.00165.2002					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Unique_Item_Requests	1	0	1
Chronic angiotensin II infusion attenuates the renal sympathoinhibitory response to acute volume expansion	American Physiological Society		The American Physiological Society	Glenn M. Toney, Lila P. LaGrange, Vernon S. Bishop; 	2003-04-01	VoR	10.1152/ajpregu.00165.2002					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Total_Item_Requests	1	0	1
Chronic stress inhibits growth and induces proteolytic mechanisms through two different nonoverlapping pathways in the skeletal muscle of a teleost fish	American Physiological Society		The American Physiological Society	Alfredo Molina, Björn Thrandur Björnsson, Cristián A. Valenzuela, Ingibjörg Eir Einarsdottir, Juan Antonio Valdés, Luis Mercado, Rodrigo Zuloaga; 	2018-01-10	VoR	10.1152/ajpregu.00009.2017					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Unique_Item_Requests	1	1	0
Chronic stress inhibits growth and induces proteolytic mechanisms through two different nonoverlapping pathways in the skeletal muscle of a teleost fish	American Physiological Society		The American Physiological Society	Alfredo Molina, Björn Thrandur Björnsson, Cristián A. Valenzuela, Ingibjörg Eir Einarsdottir, Juan Antonio Valdés, Luis Mercado, Rodrigo Zuloaga; 	2018-01-10	VoR	10.1152/ajpregu.00009.2017					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Total_Item_Requests	1	1	0
Comparative nephron function in reptiles, birds, and mammals	American Physiological Society		The American Physiological Society	E. J. Braun, W. H. Dantzler; 	1980-09-01	VoR	10.1152/ajpregu.1980.239.3.R197					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Unique_Item_Requests	1	1	0
Comparative nephron function in reptiles, birds, and mammals	American Physiological Society		The American Physiological Society	E. J. Braun, W. H. Dantzler; 	1980-09-01	VoR	10.1152/ajpregu.1980.239.3.R197					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Total_Item_Requests	1	1	0
Constructing the Wiggers diagram using core concepts: a classroom activity	American Physiological Society		The American Physiological Society	Dee U. Silverthorn; 	2022-11-10	VoR	10.1152/advan.00046.2022					Advances in Physiology Education			10.1152/advan	physio:advances	1043-4046	1522-1229		Controlled	Unique_Item_Requests	1	0	1
Constructing the Wiggers diagram using core concepts: a classroom activity	American Physiological Society		The American Physiological Society	Dee U. Silverthorn; 	2022-11-10	VoR	10.1152/advan.00046.2022					Advances in Physiology Education			10.1152/advan	physio:advances	1043-4046	1522-1229		Controlled	Total_Item_Requests	1	0	1
Continuous measurement of blood flow in the superior sagittal sinus of the lamb	American Physiological Society		The American Physiological Society	A. M. Walker, C. Franzini, D. A. Grant, J. Wild; 	1995-08-01	VoR	10.1152/ajpregu.1995.269.2.R274					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Unique_Item_Requests	1	1	0
Continuous measurement of blood flow in the superior sagittal sinus of the lamb	American Physiological Society		The American Physiological Society	A. M. Walker, C. Franzini, D. A. Grant, J. Wild; 	1995-08-01	VoR	10.1152/ajpregu.1995.269.2.R274					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Total_Item_Requests	2	2	0
Contracting C2C12 myotubes release CCL2 in an NF-κB-dependent manner to induce monocyte chemoattraction	American Physiological Society		The American Physiological Society	Amira Klip, Nicolas J. Pillon, Philip J. Bilan, Shouta Miyatake; 	2016-01-15	VoR	10.1152/ajpendo.00325.2015					American Journal of Physiology-Endocrinology and Metabolism			10.1152/ajpendo	physio:ajpendo	0193-1849	1522-1555		Controlled	Unique_Item_Requests	3	3	0
Contracting C2C12 myotubes release CCL2 in an NF-κB-dependent manner to induce monocyte chemoattraction	American Physiological Society		The American Physiological Society	Amira Klip, Nicolas J. Pillon, Philip J. Bilan, Shouta Miyatake; 	2016-01-15	VoR	10.1152/ajpendo.00325.2015					American Journal of Physiology-Endocrinology and Metabolism			10.1152/ajpendo	physio:ajpendo	0193-1849	1522-1555		Controlled	Total_Item_Requests	4	4	0
Creatine and Creatinine Metabolism	American Physiological Society		The American Physiological Society	Markus Wyss, Rima Kaddurah-Daouk; 	2000-07-01	VoR	10.1152/physrev.2000.80.3.1107					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Unique_Item_Requests	1	1	0
Creatine and Creatinine Metabolism	American Physiological Society		The American Physiological Society	Markus Wyss, Rima Kaddurah-Daouk; 	2000-07-01	VoR	10.1152/physrev.2000.80.3.1107					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Total_Item_Requests	1	1	0
Creatine synthesis: hepatic metabolism of guanidinoacetate and creatine in the rat in vitro and in vivo	American Physiological Society		The American Physiological Society	Itzhak Nissim, John T. Brosnan, Margaret E. Brosnan, Robin P. da Silva; 	2009-02-01	VoR	10.1152/ajpendo.90547.2008					American Journal of Physiology-Endocrinology and Metabolism			10.1152/ajpendo	physio:ajpendo	0193-1849	1522-1555		Controlled	Unique_Item_Requests	1	1	0
Creatine synthesis: hepatic metabolism of guanidinoacetate and creatine in the rat in vitro and in vivo	American Physiological Society		The American Physiological Society	Itzhak Nissim, John T. Brosnan, Margaret E. Brosnan, Robin P. da Silva; 	2009-02-01	VoR	10.1152/ajpendo.90547.2008					American Journal of Physiology-Endocrinology and Metabolism			10.1152/ajpendo	physio:ajpendo	0193-1849	1522-1555		Controlled	Total_Item_Requests	1	1	0
Critical role of bicarbonate in calcium release from bone	American Physiological Society		The American Physiological Society	D. A. Bushinsky, N. E. Sessler; 	1992-09-01	VoR	10.1152/ajprenal.1992.263.3.F510					American Journal of Physiology-Renal Physiology			10.1152/ajprenal	physio:ajprenal	1931-857X	1522-1466		Controlled	Unique_Item_Requests	2	2	0
Critical role of bicarbonate in calcium release from bone	American Physiological Society		The American Physiological Society	D. A. Bushinsky, N. E. Sessler; 	1992-09-01	VoR	10.1152/ajprenal.1992.263.3.F510					American Journal of Physiology-Renal Physiology			10.1152/ajprenal	physio:ajprenal	1931-857X	1522-1466		Controlled	Total_Item_Requests	2	2	0
Cross talk between increased intracellular zinc (Zn2+) and accumulation of reactive oxygen species in chemical ischemia	American Physiological Society		The American Physiological Society	Kira G. Slepchenko, Qiping Lu, Yang V. Li; 	2017-10-09	VoR	10.1152/ajpcell.00048.2017					American Journal of Physiology-Cell Physiology			10.1152/ajpcell	physio:ajpcell	0363-6143	1522-1563		Controlled	Unique_Item_Requests	1	0	1
Cross talk between increased intracellular zinc (Zn2+) and accumulation of reactive oxygen species in chemical ischemia	American Physiological Society		The American Physiological Society	Kira G. Slepchenko, Qiping Lu, Yang V. Li; 	2017-10-09	VoR	10.1152/ajpcell.00048.2017					American Journal of Physiology-Cell Physiology			10.1152/ajpcell	physio:ajpcell	0363-6143	1522-1563		Controlled	Total_Item_Requests	1	0	1
Deconstructing metabolic inflammation using cellular systems	American Physiological Society		The American Physiological Society	Amira Klip, Kenny L. Chan, Marciane Milanski, Nicolas J. Pillon, Parastoo Boroumand, Philip J. Bilan; 	2017-04-04	VoR	10.1152/ajpendo.00039.2017					American Journal of Physiology-Endocrinology and Metabolism			10.1152/ajpendo	physio:ajpendo	0193-1849	1522-1555		Controlled	Unique_Item_Requests	1	1	0
Deconstructing metabolic inflammation using cellular systems	American Physiological Society		The American Physiological Society	Amira Klip, Kenny L. Chan, Marciane Milanski, Nicolas J. Pillon, Parastoo Boroumand, Philip J. Bilan; 	2017-04-04	VoR	10.1152/ajpendo.00039.2017					American Journal of Physiology-Endocrinology and Metabolism			10.1152/ajpendo	physio:ajpendo	0193-1849	1522-1555		Controlled	Total_Item_Requests	1	1	0
Deglutition.	American Physiological Society		The American Physiological Society	A J Miller; 	1982-01-01	VoR	10.1152/physrev.1982.62.1.129					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Unique_Item_Requests	1	0	1
Deglutition.	American Physiological Society		The American Physiological Society	A J Miller; 	1982-01-01	VoR	10.1152/physrev.1982.62.1.129					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Total_Item_Requests	2	0	2
Deglutition: Pharyngeal Stage	American Physiological Society		The American Physiological Society	James F. Bosma; 	1957-07-01	VoR	10.1152/physrev.1957.37.3.275					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Unique_Item_Requests	2	0	2
Deglutition: Pharyngeal Stage	American Physiological Society		The American Physiological Society	James F. Bosma; 	1957-07-01	VoR	10.1152/physrev.1957.37.3.275					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Total_Item_Requests	3	0	3
Depolarization-induced slow Ca2+ transients stimulate transcription of IL-6 gene in skeletal muscle cells	American Physiological Society		The American Physiological Society	Enrique Jaimovich, Juan Antonio Iturrieta, Nevenka Juretić, Nora Riveros, Paola García-Huidobro; 	2006-05-01	VoR	10.1152/ajpcell.00449.2005					American Journal of Physiology-Cell Physiology			10.1152/ajpcell	physio:ajpcell	0363-6143	1522-1563		Controlled	Unique_Item_Requests	1	1	0
Depolarization-induced slow Ca2+ transients stimulate transcription of IL-6 gene in skeletal muscle cells	American Physiological Society		The American Physiological Society	Enrique Jaimovich, Juan Antonio Iturrieta, Nevenka Juretić, Nora Riveros, Paola García-Huidobro; 	2006-05-01	VoR	10.1152/ajpcell.00449.2005					American Journal of Physiology-Cell Physiology			10.1152/ajpcell	physio:ajpcell	0363-6143	1522-1563		Controlled	Total_Item_Requests	1	1	0
Depolarization-induced slow calcium transients activate early genes in skeletal muscle cells	American Physiological Society		The American Physiological Society	Enrique Jaimovich, Francisco Torres, Jorge Pineda, Juan Rı́os, Maria Angélica Carrasco, Marioly Müller, Nora Riveros, Soledad Lantadilla; 	2003-06-01	VoR	10.1152/ajpcell.00117.2002					American Journal of Physiology-Cell Physiology			10.1152/ajpcell	physio:ajpcell	0363-6143	1522-1563		Controlled	Unique_Item_Requests	1	1	0
Depolarization-induced slow calcium transients activate early genes in skeletal muscle cells	American Physiological Society		The American Physiological Society	Enrique Jaimovich, Francisco Torres, Jorge Pineda, Juan Rı́os, Maria Angélica Carrasco, Marioly Müller, Nora Riveros, Soledad Lantadilla; 	2003-06-01	VoR	10.1152/ajpcell.00117.2002					American Journal of Physiology-Cell Physiology			10.1152/ajpcell	physio:ajpcell	0363-6143	1522-1563		Controlled	Total_Item_Requests	1	1	0
Diabetic kidney disease in the db/dbmouse	American Physiological Society		The American Physiological Society	Kumar Sharma, Peter McCue, Stephen R. Dunn; 	2003-06-01	VoR	10.1152/ajprenal.00315.2002					American Journal of Physiology-Renal Physiology			10.1152/ajprenal	physio:ajprenal	1931-857X	1522-1466		Controlled	Unique_Item_Requests	1	1	0
Diabetic kidney disease in the db/dbmouse	American Physiological Society		The American Physiological Society	Kumar Sharma, Peter McCue, Stephen R. Dunn; 	2003-06-01	VoR	10.1152/ajprenal.00315.2002					American Journal of Physiology-Renal Physiology			10.1152/ajprenal	physio:ajprenal	1931-857X	1522-1466		Controlled	Total_Item_Requests	1	1	0
Dietary carbohydrate-to-protein ratio affects TOR signaling and metabolism-related gene expression in the liver and muscle of rainbow trout after a single meal	American Physiological Society		The American Physiological Society	Anne Surget, Elisabeth Plagnes-Juan, Iban Seiliez, Karine Dias, Marine Lansard, Mélanie Larquier, Sadasivam Kaushik, Sandrine Skiba-Cassy, Sergio Polakof, Stéphane Panserat; 	2011-03-01	VoR	10.1152/ajpregu.00579.2010					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Unique_Item_Requests	1	1	0
Dietary carbohydrate-to-protein ratio affects TOR signaling and metabolism-related gene expression in the liver and muscle of rainbow trout after a single meal	American Physiological Society		The American Physiological Society	Anne Surget, Elisabeth Plagnes-Juan, Iban Seiliez, Karine Dias, Marine Lansard, Mélanie Larquier, Sadasivam Kaushik, Sandrine Skiba-Cassy, Sergio Polakof, Stéphane Panserat; 	2011-03-01	VoR	10.1152/ajpregu.00579.2010					American Journal of Physiology-Regulatory, Integrative and Comparative Physiology			10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Controlled	Total_Item_Requests	2	2	0
Eccentric exercise increases EMG amplitude and force fluctuations during submaximal contractions of elbow flexor muscles	American Physiological Society		The American Physiological Society	John G. Semmler, Kylie J. Tucker, Trevor J. Allen, Uwe Proske; 	2007-09-01	VoR	10.1152/japplphysiol.01310.2006					Journal of Applied Physiology			10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Controlled	Unique_Item_Requests	3	0	3
Eccentric exercise increases EMG amplitude and force fluctuations during submaximal contractions of elbow flexor muscles	American Physiological Society		The American Physiological Society	John G. Semmler, Kylie J. Tucker, Trevor J. Allen, Uwe Proske; 	2007-09-01	VoR	10.1152/japplphysiol.01310.2006					Journal of Applied Physiology			10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Controlled	Total_Item_Requests	3	0	3
Electromyographic measures of muscle activation and changes in muscle architecture of human elbow flexors during fatiguing contractions	American Physiological Society		The American Physiological Society	Didier Staudenmann, Roger M. Enoka, Thorsten Rudroff; 	2008-06-01	VoR	10.1152/japplphysiol.01058.2007					Journal of Applied Physiology			10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Controlled	Unique_Item_Requests	1	0	1
Electromyographic measures of muscle activation and changes in muscle architecture of human elbow flexors during fatiguing contractions	American Physiological Society		The American Physiological Society	Didier Staudenmann, Roger M. Enoka, Thorsten Rudroff; 	2008-06-01	VoR	10.1152/japplphysiol.01058.2007					Journal of Applied Physiology			10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Controlled	Total_Item_Requests	1	0	1
ELECTROMYOGRAPHIC STUDIES OF MUSCULAR FATIGUE IN MAN	American Physiological Society		The American Physiological Society	Alexander Forbes, Stanley Cobb; 	1923-07-01	VoR	10.1152/ajplegacy.1923.65.2.234					American Journal of Physiology-Legacy Content			10.1152/ajplegacy	physio:ajplegacy	0002-9513			Controlled	Unique_Item_Requests	1	0	1
ELECTROMYOGRAPHIC STUDIES OF MUSCULAR FATIGUE IN MAN	American Physiological Society		The American Physiological Society	Alexander Forbes, Stanley Cobb; 	1923-07-01	VoR	10.1152/ajplegacy.1923.65.2.234					American Journal of Physiology-Legacy Content			10.1152/ajplegacy	physio:ajplegacy	0002-9513			Controlled	Total_Item_Requests	1	0	1
Ethology and neurobiology of grooming behavior	American Physiological Society		The American Physiological Society	B. M. Spruijt, J. A. van Hooff, W. H. Gispen; 	1992-07-01	VoR	10.1152/physrev.1992.72.3.825					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Unique_Item_Requests	1	1	0
Ethology and neurobiology of grooming behavior	American Physiological Society		The American Physiological Society	B. M. Spruijt, J. A. van Hooff, W. H. Gispen; 	1992-07-01	VoR	10.1152/physrev.1992.72.3.825					Physiological Reviews			10.1152/physrev	physio:physrev	0031-9333	1522-1210		Controlled	Total_Item_Requests	1	1	0
Everything we always wanted to know about furosemide but were afraid to ask	American Physiological Society		The American Physiological Society	Branko Braam, Evert Dorhout Mees, Pieter Vos, Shereen Hamza, Xiaohua Huang; 	2016-05-15	VoR	10.1152/ajprenal.00476.2015					American Journal of Physiology-Renal Physiology			10.1152/ajprenal	physio:ajprenal	1931-857X	1522-1466		Controlled	Unique_Item_Requests	1	1	0
Everything we always wanted to know about furosemide but were afraid to ask	American Physiological Society		The American Physiological Society	Branko Braam, Evert Dorhout Mees, Pieter Vos, Shereen Hamza, Xiaohua Huang; 	2016-05-15	VoR	10.1152/ajprenal.00476.2015					American Journal of Physiology-Renal Physiology			10.1152/ajprenal	physio:ajprenal	1931-857X	1522-1466		Controlled	Total_Item_Requests	1	1	0
Exercise and health: historical perspectives and new insights	American Physiological Society		The American Physiological Society	Mark Hargreaves; 	2021-08-09	VoR	10.1152/japplphysiol.00242.2021					Journal of Applied Physiology			10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Controlled	Unique_Item_Requests	1	0	1
Exercise and health: historical perspectives and new insights	American Physiological Society		The American Physiological Society	Mark Hargreaves; 	2021-08-09	VoR	10.1152/japplphysiol.00242.2021					Journal of Applied Physiology			10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Controlled	Total_Item_Requests	1	0	1
Exogenous zinc protects cardiac cells from reperfusion injury by targeting mitochondrial permeability transition pore through inactivation of glycogen synthase kinase-3β	American Physiological Society		The American Physiological Society	Edward A. Norfleet, Guillaume Chanoit, Jinkun Xi, Min Zhu, Rachel A. McIntosh, Robert A. Mueller, SungRyul Lee, Zhelong Xu; 	2008-09-01	VoR	10.1152/ajpheart.00610.2008					American Journal of Physiology-Heart and Circulatory Physiology			10.1152/ajpheart	physio:ajpheart	0363-6135	1522-1539		Controlled	Unique_Item_Requests	1	0	1
Exogenous zinc protects cardiac cells from reperfusion injury by targeting mitochondrial permeability transition pore through inactivation of glycogen synthase kinase-3β	American Physiological Society		The American Physiological Society	Edward A. Norfleet, Guillaume Chanoit, Jinkun Xi, Min Zhu, Rachel A. McIntosh, Robert A. Mueller, SungRyul Lee, Zhelong Xu; 	2008-09-01	VoR	10.1152/ajpheart.00610.2008					American Journal of Physiology-Heart and Circulatory Physiology			10.1152/ajpheart	physio:ajpheart	0363-6135	1522-1539		Controlled	Total_Item_Requests	1	0	1
Fatigue and functional performance of human biceps muscle following concentric or eccentric contractions	American Physiological Society		The American Physiological Society	Di J. Newham, I. Christopher H. Smith; 	2007-01-01	VoR	10.1152/japplphysiol.00571.2006					Journal of Applied Physiology			10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Controlled	Unique_Item_Requests	1	0	1
