Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	mms:000102063747
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version; Include_Parent_Details=True
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T05:51:49Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
A Serious Adverse Event after Successful Gene Therapy for X-Linked Severe Combined Immunodeficiency	Massachusetts Medical Society		New England Journal of Medicine	Alain Fischer, Christof von Kalle, Christopher C. Fraser, Elisabeth McIntyre, Françoise Le Deist, Isabelle Radford, Jean-Luc Villeval, Manfred Schmidt, Marina Cavazzana-Calvo, Nicolas Wulffraat, Salima Hacein-Bey-Abina; 	2003-01-16	VoR	10.1056/NEJM200301163480314						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2003	Controlled	Regular	Total_Item_Requests	3	3	0
A Serious Adverse Event after Successful Gene Therapy for X-Linked Severe Combined Immunodeficiency	Massachusetts Medical Society		New England Journal of Medicine	Alain Fischer, Christof von Kalle, Christopher C. Fraser, Elisabeth McIntyre, Françoise Le Deist, Isabelle Radford, Jean-Luc Villeval, Manfred Schmidt, Marina Cavazzana-Calvo, Nicolas Wulffraat, Salima Hacein-Bey-Abina; 	2003-01-16	VoR	10.1056/NEJM200301163480314						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2003	Controlled	Regular	Total_Item_Investigations	3	3	0
A Swell Diagnosis	Massachusetts Medical Society		New England Journal of Medicine	Ala I. Sharara, Don C. Rockey, Jad Allam; 	2024-01-03	VoR	10.1056/NEJMcps2307935						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Investigations	3	3	0
A Swell Diagnosis	Massachusetts Medical Society		New England Journal of Medicine	Ala I. Sharara, Don C. Rockey, Jad Allam; 	2024-01-03	VoR	10.1056/NEJMcps2307935						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Requests	3	3	0
A Swell Diagnosis	Massachusetts Medical Society		New England Journal of Medicine	Ala I. Sharara, Don C. Rockey, Jad Allam; 	2024-01-03	VoR	10.1056/NEJMcps2307935						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Requests	3	3	0
A Swell Diagnosis	Massachusetts Medical Society		New England Journal of Medicine	Ala I. Sharara, Don C. Rockey, Jad Allam; 	2024-01-03	VoR	10.1056/NEJMcps2307935						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Investigations	3	3	0
Aluminum-Containing Emboli in Infants Treated with Extracorporeal Membrane Oxygenation	Massachusetts Medical Society		New England Journal of Medicine	Carole Vogler, Cirilo Sotelo-Avila, David Lagunoff, John A. Schreifels, Paul Braun, Thomas Weber; 	2010-01-14	VoR	10.1056/NEJM198807143190203						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	1988	Controlled	Regular	No_License	2	2	0
Aluminum-Containing Emboli in Infants Treated with Extracorporeal Membrane Oxygenation	Massachusetts Medical Society		New England Journal of Medicine	Carole Vogler, Cirilo Sotelo-Avila, David Lagunoff, John A. Schreifels, Paul Braun, Thomas Weber; 	2010-01-14	VoR	10.1056/NEJM198807143190203						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	1988	Controlled	Regular	Unique_Item_Investigations	1	1	0
Aluminum-Containing Emboli in Infants Treated with Extracorporeal Membrane Oxygenation	Massachusetts Medical Society		New England Journal of Medicine	Carole Vogler, Cirilo Sotelo-Avila, David Lagunoff, John A. Schreifels, Paul Braun, Thomas Weber; 	2010-01-14	VoR	10.1056/NEJM198807143190203						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	1988	Controlled	Regular	Total_Item_Investigations	2	2	0
Apixaban for Stroke Prevention in Subclinical Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	A. John Camm, Andrew Kaplan, Cecilia Linde, Christian Sticherling, Christopher B. Granger, Dan Atar, David Conen, David H. Birnie, David J. Wright, Felix Ayala-Paredes, Francois Philippon, Georges Mairesse, Giuseppe Boriani, Ignatius G. Zarraga, Jeff S. Healey, Jens Cosedis Nielsen, John Ip, Jorge A. Wong, Josef Kautzner, Juan Benezet Mazuecos, Julia W. Erath, Kim Simek, Lena Rivard, Lizhen Xu, Marco Alings, Marco Proietti, Marta Pombo, Michael R. Gold, Philippe Mabo, Rajibul Mian, Renato D. Lopes, Sandra Nevills, Shelagh B. Coutts, Stefan H. Hohnloser, Stuart J. Connolly, Valentina Kutyifa, William F. McIntyre; 	2023-11-12	VoR	10.1056/NEJMoa2310234						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1	0
Apixaban for Stroke Prevention in Subclinical Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	A. John Camm, Andrew Kaplan, Cecilia Linde, Christian Sticherling, Christopher B. Granger, Dan Atar, David Conen, David H. Birnie, David J. Wright, Felix Ayala-Paredes, Francois Philippon, Georges Mairesse, Giuseppe Boriani, Ignatius G. Zarraga, Jeff S. Healey, Jens Cosedis Nielsen, John Ip, Jorge A. Wong, Josef Kautzner, Juan Benezet Mazuecos, Julia W. Erath, Kim Simek, Lena Rivard, Lizhen Xu, Marco Alings, Marco Proietti, Marta Pombo, Michael R. Gold, Philippe Mabo, Rajibul Mian, Renato D. Lopes, Sandra Nevills, Shelagh B. Coutts, Stefan H. Hohnloser, Stuart J. Connolly, Valentina Kutyifa, William F. McIntyre; 	2023-11-12	VoR	10.1056/NEJMoa2310234						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Requests	1	1	0
Apixaban for Stroke Prevention in Subclinical Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	A. John Camm, Andrew Kaplan, Cecilia Linde, Christian Sticherling, Christopher B. Granger, Dan Atar, David Conen, David H. Birnie, David J. Wright, Felix Ayala-Paredes, Francois Philippon, Georges Mairesse, Giuseppe Boriani, Ignatius G. Zarraga, Jeff S. Healey, Jens Cosedis Nielsen, John Ip, Jorge A. Wong, Josef Kautzner, Juan Benezet Mazuecos, Julia W. Erath, Kim Simek, Lena Rivard, Lizhen Xu, Marco Alings, Marco Proietti, Marta Pombo, Michael R. Gold, Philippe Mabo, Rajibul Mian, Renato D. Lopes, Sandra Nevills, Shelagh B. Coutts, Stefan H. Hohnloser, Stuart J. Connolly, Valentina Kutyifa, William F. McIntyre; 	2023-11-12	VoR	10.1056/NEJMoa2310234						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Requests	1	1	0
Apixaban for Stroke Prevention in Subclinical Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	A. John Camm, Andrew Kaplan, Cecilia Linde, Christian Sticherling, Christopher B. Granger, Dan Atar, David Conen, David H. Birnie, David J. Wright, Felix Ayala-Paredes, Francois Philippon, Georges Mairesse, Giuseppe Boriani, Ignatius G. Zarraga, Jeff S. Healey, Jens Cosedis Nielsen, John Ip, Jorge A. Wong, Josef Kautzner, Juan Benezet Mazuecos, Julia W. Erath, Kim Simek, Lena Rivard, Lizhen Xu, Marco Alings, Marco Proietti, Marta Pombo, Michael R. Gold, Philippe Mabo, Rajibul Mian, Renato D. Lopes, Sandra Nevills, Shelagh B. Coutts, Stefan H. Hohnloser, Stuart J. Connolly, Valentina Kutyifa, William F. McIntyre; 	2023-11-12	VoR	10.1056/NEJMoa2310234						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Investigations	1	1	0
Broken Both Ways	Massachusetts Medical Society		New England Journal of Medicine	Samuel D. Slavin; 	2024-01-13	VoR	10.1056/NEJMp2311650						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1	0
Broken Both Ways	Massachusetts Medical Society		New England Journal of Medicine	Samuel D. Slavin; 	2024-01-13	VoR	10.1056/NEJMp2311650						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Requests	1	1	0
Broken Both Ways	Massachusetts Medical Society		New England Journal of Medicine	Samuel D. Slavin; 	2024-01-13	VoR	10.1056/NEJMp2311650						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Requests	1	1	0
Broken Both Ways	Massachusetts Medical Society		New England Journal of Medicine	Samuel D. Slavin; 	2024-01-13	VoR	10.1056/NEJMp2311650						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Investigations	1	1	0
Buddy System	Massachusetts Medical Society		New England Journal of Medicine	Eleanor R. Menzin; 	2024-01-06	VoR	10.1056/NEJMp2308950						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1	0
Buddy System	Massachusetts Medical Society		New England Journal of Medicine	Eleanor R. Menzin; 	2024-01-06	VoR	10.1056/NEJMp2308950						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Requests	1	1	0
Buddy System	Massachusetts Medical Society		New England Journal of Medicine	Eleanor R. Menzin; 	2024-01-06	VoR	10.1056/NEJMp2308950						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Requests	1	1	0
Buddy System	Massachusetts Medical Society		New England Journal of Medicine	Eleanor R. Menzin; 	2024-01-06	VoR	10.1056/NEJMp2308950						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Investigations	1	1	0
Case 1-2024: A 25-Year-Old Pregnant Woman with Bleeding after a Snakebite	Massachusetts Medical Society		New England Journal of Medicine	Hamdja Moustafa, Karl Njuwa Fai, Linda Esso, Yap Boum; 	2024-01-10	VoR	10.1056/NEJMcpc2301033						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1	0
Case 1-2024: A 25-Year-Old Pregnant Woman with Bleeding after a Snakebite	Massachusetts Medical Society		New England Journal of Medicine	Hamdja Moustafa, Karl Njuwa Fai, Linda Esso, Yap Boum; 	2024-01-10	VoR	10.1056/NEJMcpc2301033						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Requests	1	1	0
Case 1-2024: A 25-Year-Old Pregnant Woman with Bleeding after a Snakebite	Massachusetts Medical Society		New England Journal of Medicine	Hamdja Moustafa, Karl Njuwa Fai, Linda Esso, Yap Boum; 	2024-01-10	VoR	10.1056/NEJMcpc2301033						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Requests	1	1	0
Case 1-2024: A 25-Year-Old Pregnant Woman with Bleeding after a Snakebite	Massachusetts Medical Society		New England Journal of Medicine	Hamdja Moustafa, Karl Njuwa Fai, Linda Esso, Yap Boum; 	2024-01-10	VoR	10.1056/NEJMcpc2301033						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Investigations	1	1	0
Case 2-2024: A 57-Year-Old Woman with Melanoma and Fever	Massachusetts Medical Society		New England Journal of Medicine	Amir M. Mohareb, Jiyoon Kang, Kamaneh Montazeri, Stuti G. Shroff; 	2024-01-17	VoR	10.1056/NEJMcpc2300974						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1	0
Case 2-2024: A 57-Year-Old Woman with Melanoma and Fever	Massachusetts Medical Society		New England Journal of Medicine	Amir M. Mohareb, Jiyoon Kang, Kamaneh Montazeri, Stuti G. Shroff; 	2024-01-17	VoR	10.1056/NEJMcpc2300974						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Requests	1	1	0
Case 2-2024: A 57-Year-Old Woman with Melanoma and Fever	Massachusetts Medical Society		New England Journal of Medicine	Amir M. Mohareb, Jiyoon Kang, Kamaneh Montazeri, Stuti G. Shroff; 	2024-01-17	VoR	10.1056/NEJMcpc2300974						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Requests	1	1	0
Case 2-2024: A 57-Year-Old Woman with Melanoma and Fever	Massachusetts Medical Society		New England Journal of Medicine	Amir M. Mohareb, Jiyoon Kang, Kamaneh Montazeri, Stuti G. Shroff; 	2024-01-17	VoR	10.1056/NEJMcpc2300974						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Investigations	1	1	0
Case 3-2024: An 8-Week-Old Male Infant with Inconsolable Crying and Weakness	Massachusetts Medical Society		New England Journal of Medicine	Adam Berkwitt, Chadi M. El Saleeby, Sarah A. Murphy; 	2024-01-24	VoR	10.1056/NEJMcpc2309725						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1	0
Case 3-2024: An 8-Week-Old Male Infant with Inconsolable Crying and Weakness	Massachusetts Medical Society		New England Journal of Medicine	Adam Berkwitt, Chadi M. El Saleeby, Sarah A. Murphy; 	2024-01-24	VoR	10.1056/NEJMcpc2309725						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Requests	1	1	0
Case 3-2024: An 8-Week-Old Male Infant with Inconsolable Crying and Weakness	Massachusetts Medical Society		New England Journal of Medicine	Adam Berkwitt, Chadi M. El Saleeby, Sarah A. Murphy; 	2024-01-24	VoR	10.1056/NEJMcpc2309725						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Requests	1	1	0
Case 3-2024: An 8-Week-Old Male Infant with Inconsolable Crying and Weakness	Massachusetts Medical Society		New England Journal of Medicine	Adam Berkwitt, Chadi M. El Saleeby, Sarah A. Murphy; 	2024-01-24	VoR	10.1056/NEJMcpc2309725						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Total_Item_Investigations	1	1	0
Communicating about Dying in the ICU	Massachusetts Medical Society		New England Journal of Medicine		2007-05-10	VoR	10.1056/NEJMc070564						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2007	Controlled	Regular	Unique_Item_Investigations	1	1	0
Communicating about Dying in the ICU	Massachusetts Medical Society		New England Journal of Medicine		2007-05-10	VoR	10.1056/NEJMc070564						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2007	Controlled	Regular	Unique_Item_Requests	1	1	0
Communicating about Dying in the ICU	Massachusetts Medical Society		New England Journal of Medicine		2007-05-10	VoR	10.1056/NEJMc070564						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2007	Controlled	Regular	Total_Item_Requests	2	2	0
Communicating about Dying in the ICU	Massachusetts Medical Society		New England Journal of Medicine		2007-05-10	VoR	10.1056/NEJMc070564						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2007	Controlled	Regular	Total_Item_Investigations	2	2	0
Cryptosporidiosis	Massachusetts Medical Society		New England Journal of Medicine	David J. Weber, William A. Rutala; 	2002-10-17	VoR	10.1056/NEJM200210173471622						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2002	Controlled	Regular	Unique_Item_Investigations	1	1	0
Cryptosporidiosis	Massachusetts Medical Society		New England Journal of Medicine	David J. Weber, William A. Rutala; 	2002-10-17	VoR	10.1056/NEJM200210173471622						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2002	Controlled	Regular	Unique_Item_Requests	1	1	0
Cryptosporidiosis	Massachusetts Medical Society		New England Journal of Medicine	David J. Weber, William A. Rutala; 	2002-10-17	VoR	10.1056/NEJM200210173471622						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2002	Controlled	Regular	Total_Item_Requests	1	1	0
Cryptosporidiosis	Massachusetts Medical Society		New England Journal of Medicine	David J. Weber, William A. Rutala; 	2002-10-17	VoR	10.1056/NEJM200210173471622						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2002	Controlled	Regular	Total_Item_Investigations	1	1	0
Dietary Protein Restriction in Patients with Chronic Kidney Disease	Massachusetts Medical Society		New England Journal of Medicine	Connie M. Rhee, Graham Woodrow, Kamyar Kalantar-Zadeh, Leslie L. Chang; 	2024-01-03	VoR	10.1056/NEJMclde2304134						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Investigations	2	2	0
Dietary Protein Restriction in Patients with Chronic Kidney Disease	Massachusetts Medical Society		New England Journal of Medicine	Connie M. Rhee, Graham Woodrow, Kamyar Kalantar-Zadeh, Leslie L. Chang; 	2024-01-03	VoR	10.1056/NEJMclde2304134						New England Journal of Medicine				Journal	10.1056/nejm	mms:nejm		0028-4793	1533-4406												Article	2024	Controlled	Regular	Unique_Item_Requests	2	2	0
