Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	ar:106712
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-02T01:52:18Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Diversity and Natural Functions of Antibiotics Produced by Beneficial and Plant Pathogenic Bacteria	Annual Reviews		Annual Reviews	10.1146/annurev-phyto-081211-172908						Unique_Item_Requests	1	1	0
Ecoinformatics (Big Data) for Agricultural Entomology: Pitfalls, Progress, and Promise	Annual Reviews		Annual Reviews	10.1146/annurev-ento-031616-035444						Unique_Item_Investigations	2	2	0
Ecoinformatics (Big Data) for Agricultural Entomology: Pitfalls, Progress, and Promise	Annual Reviews		Annual Reviews	10.1146/annurev-ento-031616-035444						Total_Item_Requests	2	2	0
Ecoinformatics (Big Data) for Agricultural Entomology: Pitfalls, Progress, and Promise	Annual Reviews		Annual Reviews	10.1146/annurev-ento-031616-035444						Total_Item_Investigations	2	2	0
Ecoinformatics (Big Data) for Agricultural Entomology: Pitfalls, Progress, and Promise	Annual Reviews		Annual Reviews	10.1146/annurev-ento-031616-035444						Unique_Item_Requests	2	2	0
Ecological Momentary Assessment	Annual Reviews		Annual Reviews	10.1146/annurev.clinpsy.3.022806.091415						Unique_Item_Investigations	1	1	0
Ecological Momentary Assessment	Annual Reviews		Annual Reviews	10.1146/annurev.clinpsy.3.022806.091415						Total_Item_Requests	2	2	0
Ecological Momentary Assessment	Annual Reviews		Annual Reviews	10.1146/annurev.clinpsy.3.022806.091415						Total_Item_Investigations	2	2	0
Ecological Momentary Assessment	Annual Reviews		Annual Reviews	10.1146/annurev.clinpsy.3.022806.091415						Unique_Item_Requests	1	1	0
Ecological Optimization and Adaptive Management	Annual Reviews		Annual Reviews	10.1146/annurev.es.09.110178.001105						Unique_Item_Investigations	1	1	0
Ecological Optimization and Adaptive Management	Annual Reviews		Annual Reviews	10.1146/annurev.es.09.110178.001105						Total_Item_Requests	1	1	0
Ecological Optimization and Adaptive Management	Annual Reviews		Annual Reviews	10.1146/annurev.es.09.110178.001105						Total_Item_Investigations	2	2	0
Ecological Optimization and Adaptive Management	Annual Reviews		Annual Reviews	10.1146/annurev.es.09.110178.001105						Unique_Item_Requests	1	1	0
Enteroendocrine Cells: Chemosensors in the Intestinal Epithelium	Annual Reviews		Annual Reviews	10.1146/annurev-physiol-021115-105439						Unique_Item_Investigations	1	1	0
Enteroendocrine Cells: Chemosensors in the Intestinal Epithelium	Annual Reviews		Annual Reviews	10.1146/annurev-physiol-021115-105439						Total_Item_Requests	1	1	0
Enteroendocrine Cells: Chemosensors in the Intestinal Epithelium	Annual Reviews		Annual Reviews	10.1146/annurev-physiol-021115-105439						Total_Item_Investigations	1	1	0
Enteroendocrine Cells: Chemosensors in the Intestinal Epithelium	Annual Reviews		Annual Reviews	10.1146/annurev-physiol-021115-105439						Unique_Item_Requests	1	1	0
Folate Receptors	Annual Reviews		Annual Reviews	10.1146/annurev.nu.16.070196.002441						Unique_Item_Investigations	1	1	0
Folate Receptors	Annual Reviews		Annual Reviews	10.1146/annurev.nu.16.070196.002441						Total_Item_Requests	1	1	0
Folate Receptors	Annual Reviews		Annual Reviews	10.1146/annurev.nu.16.070196.002441						Total_Item_Investigations	2	2	0
Folate Receptors	Annual Reviews		Annual Reviews	10.1146/annurev.nu.16.070196.002441						Unique_Item_Requests	1	1	0
Framing Theory	Annual Reviews		Annual Reviews	10.1146/annurev.polisci.10.072805.103054						Unique_Item_Investigations	1	1	0
Framing Theory	Annual Reviews		Annual Reviews	10.1146/annurev.polisci.10.072805.103054						Total_Item_Requests	1	1	0
Framing Theory	Annual Reviews		Annual Reviews	10.1146/annurev.polisci.10.072805.103054						Total_Item_Investigations	1	1	0
Framing Theory	Annual Reviews		Annual Reviews	10.1146/annurev.polisci.10.072805.103054						Unique_Item_Requests	1	1	0
Global Groundwater? Issues and Solutions	Annual Reviews		Annual Reviews	10.1146/annurev.environ.030308.100251						Unique_Item_Investigations	2	2	0
Global Groundwater? Issues and Solutions	Annual Reviews		Annual Reviews	10.1146/annurev.environ.030308.100251						Total_Item_Requests	2	2	0
Global Groundwater? Issues and Solutions	Annual Reviews		Annual Reviews	10.1146/annurev.environ.030308.100251						Total_Item_Investigations	3	3	0
Global Groundwater? Issues and Solutions	Annual Reviews		Annual Reviews	10.1146/annurev.environ.030308.100251						Unique_Item_Requests	2	2	0
Groundwater Age and Groundwater Age Dating	Annual Reviews		Annual Reviews	10.1146/annurev.earth.36.031207.124210						Unique_Item_Investigations	1	1	0
Groundwater Age and Groundwater Age Dating	Annual Reviews		Annual Reviews	10.1146/annurev.earth.36.031207.124210						Total_Item_Requests	1	1	0
Groundwater Age and Groundwater Age Dating	Annual Reviews		Annual Reviews	10.1146/annurev.earth.36.031207.124210						Total_Item_Investigations	1	1	0
Groundwater Age and Groundwater Age Dating	Annual Reviews		Annual Reviews	10.1146/annurev.earth.36.031207.124210						Unique_Item_Requests	1	1	0
Impact of New Family Forms on Parenting and Child Development	Annual Reviews		Annual Reviews	10.1146/annurev-devpsych-070220-122704						Unique_Item_Investigations	1	1	0
Impact of New Family Forms on Parenting and Child Development	Annual Reviews		Annual Reviews	10.1146/annurev-devpsych-070220-122704						Total_Item_Investigations	1	1	0
Impacts of Climate Change on Marine Foundation Species	Annual Reviews		Annual Reviews	10.1146/annurev-marine-042023-093037						Unique_Item_Investigations	1	1	0
Impacts of Climate Change on Marine Foundation Species	Annual Reviews		Annual Reviews	10.1146/annurev-marine-042023-093037						Total_Item_Requests	1	1	0
Impacts of Climate Change on Marine Foundation Species	Annual Reviews		Annual Reviews	10.1146/annurev-marine-042023-093037						Total_Item_Investigations	2	2	0
Impacts of Climate Change on Marine Foundation Species	Annual Reviews		Annual Reviews	10.1146/annurev-marine-042023-093037						Unique_Item_Requests	1	1	0
Infectious Diseases Affect Marine Fisheries and Aquaculture Economics	Annual Reviews		Annual Reviews	10.1146/annurev-marine-010814-015646						Unique_Item_Investigations	4	4	0
Infectious Diseases Affect Marine Fisheries and Aquaculture Economics	Annual Reviews		Annual Reviews	10.1146/annurev-marine-010814-015646						Total_Item_Requests	11	11	0
Infectious Diseases Affect Marine Fisheries and Aquaculture Economics	Annual Reviews		Annual Reviews	10.1146/annurev-marine-010814-015646						Total_Item_Investigations	14	14	0
Infectious Diseases Affect Marine Fisheries and Aquaculture Economics	Annual Reviews		Annual Reviews	10.1146/annurev-marine-010814-015646						Unique_Item_Requests	3	3	0
Intersectionality: From Theory to Practice	Annual Reviews		Annual Reviews	10.1146/annurev-lawsocsci-101518-042942						Unique_Item_Investigations	1	1	0
Intersectionality: From Theory to Practice	Annual Reviews		Annual Reviews	10.1146/annurev-lawsocsci-101518-042942						Total_Item_Requests	1	1	0
Intersectionality: From Theory to Practice	Annual Reviews		Annual Reviews	10.1146/annurev-lawsocsci-101518-042942						Total_Item_Investigations	1	1	0
Intersectionality: From Theory to Practice	Annual Reviews		Annual Reviews	10.1146/annurev-lawsocsci-101518-042942						Unique_Item_Requests	1	1	0
Marine Parasites and Disease in the Era of Global Climate Change	Annual Reviews		Annual Reviews	10.1146/annurev-marine-031920-100429						Unique_Item_Investigations	1	1	0
Marine Parasites and Disease in the Era of Global Climate Change	Annual Reviews		Annual Reviews	10.1146/annurev-marine-031920-100429						Total_Item_Investigations	1	1	0
Natural Experiments: An Overview of Methods, Approaches, and Contributions to Public Health Intervention Research	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-031816-044327						Unique_Item_Investigations	1	1	0
Natural Experiments: An Overview of Methods, Approaches, and Contributions to Public Health Intervention Research	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-031816-044327						Total_Item_Requests	3	3	0
Natural Experiments: An Overview of Methods, Approaches, and Contributions to Public Health Intervention Research	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-031816-044327						Total_Item_Investigations	3	3	0
Natural Experiments: An Overview of Methods, Approaches, and Contributions to Public Health Intervention Research	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-031816-044327						Unique_Item_Requests	1	1	0
Permafrost and Climate Change: Carbon Cycle Feedbacks From the Warming Arctic	Annual Reviews		Annual Reviews	10.1146/annurev-environ-012220-011847						Unique_Item_Investigations	1	1	0
Permafrost and Climate Change: Carbon Cycle Feedbacks From the Warming Arctic	Annual Reviews		Annual Reviews	10.1146/annurev-environ-012220-011847						Total_Item_Requests	1	1	0
Permafrost and Climate Change: Carbon Cycle Feedbacks From the Warming Arctic	Annual Reviews		Annual Reviews	10.1146/annurev-environ-012220-011847						Total_Item_Investigations	1	1	0
Permafrost and Climate Change: Carbon Cycle Feedbacks From the Warming Arctic	Annual Reviews		Annual Reviews	10.1146/annurev-environ-012220-011847						Unique_Item_Requests	1	1	0
Regime Shifts in Resource Management	Annual Reviews		Annual Reviews	10.1146/annurev-resource-100913-012405						Unique_Item_Investigations	1	1	0
Regime Shifts in Resource Management	Annual Reviews		Annual Reviews	10.1146/annurev-resource-100913-012405						Total_Item_Requests	1	1	0
Regime Shifts in Resource Management	Annual Reviews		Annual Reviews	10.1146/annurev-resource-100913-012405						Total_Item_Investigations	1	1	0
Regime Shifts in Resource Management	Annual Reviews		Annual Reviews	10.1146/annurev-resource-100913-012405						Unique_Item_Requests	1	1	0
Regulation of Aldosterone Secretion	Annual Reviews		Annual Reviews	10.1146/annurev.ph.50.030188.002205						Unique_Item_Investigations	1	1	0
Regulation of Aldosterone Secretion	Annual Reviews		Annual Reviews	10.1146/annurev.ph.50.030188.002205						Total_Item_Requests	1	1	0
Regulation of Aldosterone Secretion	Annual Reviews		Annual Reviews	10.1146/annurev.ph.50.030188.002205						Total_Item_Investigations	1	1	0
Regulation of Aldosterone Secretion	Annual Reviews		Annual Reviews	10.1146/annurev.ph.50.030188.002205						Unique_Item_Requests	1	1	0
Ribozyme Structures and Mechanisms	Annual Reviews		Annual Reviews	10.1146/annurev.biophys.30.1.457						Unique_Item_Investigations	1	1	0
Ribozyme Structures and Mechanisms	Annual Reviews		Annual Reviews	10.1146/annurev.biophys.30.1.457						Total_Item_Requests	1	1	0
Ribozyme Structures and Mechanisms	Annual Reviews		Annual Reviews	10.1146/annurev.biophys.30.1.457						Total_Item_Investigations	1	1	0
Ribozyme Structures and Mechanisms	Annual Reviews		Annual Reviews	10.1146/annurev.biophys.30.1.457						Unique_Item_Requests	1	1	0
Sexual Dimorphism	Annual Reviews		Annual Reviews	10.1146/annurev.an.14.100185.002241						Unique_Item_Investigations	1	1	0
Sexual Dimorphism	Annual Reviews		Annual Reviews	10.1146/annurev.an.14.100185.002241						Total_Item_Requests	1	1	0
Sexual Dimorphism	Annual Reviews		Annual Reviews	10.1146/annurev.an.14.100185.002241						Total_Item_Investigations	1	1	0
Sexual Dimorphism	Annual Reviews		Annual Reviews	10.1146/annurev.an.14.100185.002241						Unique_Item_Requests	1	1	0
Social Epidemiology: Past, Present, and Future	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-060220-042648						Unique_Item_Investigations	1	1	0
Social Epidemiology: Past, Present, and Future	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-060220-042648						Total_Item_Requests	1	1	0
Social Epidemiology: Past, Present, and Future	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-060220-042648						Total_Item_Investigations	1	1	0
Social Epidemiology: Past, Present, and Future	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-060220-042648						Unique_Item_Requests	1	1	0
The Concept of the Anthropocene	Annual Reviews		Annual Reviews	10.1146/annurev-environ-102016-060854						Unique_Item_Investigations	1	1	0
The Concept of the Anthropocene	Annual Reviews		Annual Reviews	10.1146/annurev-environ-102016-060854						Total_Item_Requests	1	1	0
The Concept of the Anthropocene	Annual Reviews		Annual Reviews	10.1146/annurev-environ-102016-060854						Total_Item_Investigations	1	1	0
The Concept of the Anthropocene	Annual Reviews		Annual Reviews	10.1146/annurev-environ-102016-060854						Unique_Item_Requests	1	1	0
THE CREATINE-CREATINE PHOSPHATE ENERGY SHUTTLE	Annual Reviews		Annual Reviews	10.1146/annurev.bi.54.070185.004151						Unique_Item_Investigations	2	2	0
THE CREATINE-CREATINE PHOSPHATE ENERGY SHUTTLE	Annual Reviews		Annual Reviews	10.1146/annurev.bi.54.070185.004151						Total_Item_Requests	2	2	0
THE CREATINE-CREATINE PHOSPHATE ENERGY SHUTTLE	Annual Reviews		Annual Reviews	10.1146/annurev.bi.54.070185.004151						Total_Item_Investigations	3	3	0
THE CREATINE-CREATINE PHOSPHATE ENERGY SHUTTLE	Annual Reviews		Annual Reviews	10.1146/annurev.bi.54.070185.004151						Unique_Item_Requests	2	2	0
The Cultural Anthropology of Time: A Critical Essay	Annual Reviews		Annual Reviews	10.1146/annurev.an.21.100192.000521						Unique_Item_Investigations	2	2	0
The Cultural Anthropology of Time: A Critical Essay	Annual Reviews		Annual Reviews	10.1146/annurev.an.21.100192.000521						Total_Item_Requests	2	2	0
The Cultural Anthropology of Time: A Critical Essay	Annual Reviews		Annual Reviews	10.1146/annurev.an.21.100192.000521						Total_Item_Investigations	2	2	0
The Cultural Anthropology of Time: A Critical Essay	Annual Reviews		Annual Reviews	10.1146/annurev.an.21.100192.000521						Unique_Item_Requests	2	2	0
The Evolution of Difficult Childbirth and Helpless Hominin Infants	Annual Reviews		Annual Reviews	10.1146/annurev-anthro-102214-013918						Unique_Item_Investigations	1	1	0
The Evolution of Difficult Childbirth and Helpless Hominin Infants	Annual Reviews		Annual Reviews	10.1146/annurev-anthro-102214-013918						Total_Item_Requests	1	1	0
The Evolution of Difficult Childbirth and Helpless Hominin Infants	Annual Reviews		Annual Reviews	10.1146/annurev-anthro-102214-013918						Total_Item_Investigations	1	1	0
The Evolution of Difficult Childbirth and Helpless Hominin Infants	Annual Reviews		Annual Reviews	10.1146/annurev-anthro-102214-013918						Unique_Item_Requests	1	1	0
The Pathogenesis of Systemic Sclerosis	Annual Reviews		Annual Reviews	10.1146/annurev-pathol-011110-130312						Unique_Item_Investigations	1	1	0
The Pathogenesis of Systemic Sclerosis	Annual Reviews		Annual Reviews	10.1146/annurev-pathol-011110-130312						Total_Item_Requests	2	2	0
The Pathogenesis of Systemic Sclerosis	Annual Reviews		Annual Reviews	10.1146/annurev-pathol-011110-130312						Total_Item_Investigations	3	3	0
The Pathogenesis of Systemic Sclerosis	Annual Reviews		Annual Reviews	10.1146/annurev-pathol-011110-130312						Unique_Item_Requests	1	1	0
The Roots of Gender Inequality in Developing Countries	Annual Reviews		Annual Reviews	10.1146/annurev-economics-080614-115404						Unique_Item_Investigations	1	1	0
The Roots of Gender Inequality in Developing Countries	Annual Reviews		Annual Reviews	10.1146/annurev-economics-080614-115404						Total_Item_Requests	1	1	0
The Roots of Gender Inequality in Developing Countries	Annual Reviews		Annual Reviews	10.1146/annurev-economics-080614-115404						Total_Item_Investigations	2	2	0
The Roots of Gender Inequality in Developing Countries	Annual Reviews		Annual Reviews	10.1146/annurev-economics-080614-115404						Unique_Item_Requests	1	1	0
The Social Determinants of Health: Coming of Age	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-031210-101218						Unique_Item_Investigations	1	1	0
The Social Determinants of Health: Coming of Age	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-031210-101218						Total_Item_Requests	2	2	0
The Social Determinants of Health: Coming of Age	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-031210-101218						Total_Item_Investigations	2	2	0
The Social Determinants of Health: Coming of Age	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-031210-101218						Unique_Item_Requests	1	1	0
The State of Ethnohistory	Annual Reviews		Annual Reviews	10.1146/annurev.an.20.100191.002021						Unique_Item_Investigations	1	1	0
The State of Ethnohistory	Annual Reviews		Annual Reviews	10.1146/annurev.an.20.100191.002021						Total_Item_Requests	1	1	0
The State of Ethnohistory	Annual Reviews		Annual Reviews	10.1146/annurev.an.20.100191.002021						Total_Item_Investigations	1	1	0
The State of Ethnohistory	Annual Reviews		Annual Reviews	10.1146/annurev.an.20.100191.002021						Unique_Item_Requests	1	1	0
Tourism and Environment	Annual Reviews		Annual Reviews	10.1146/annurev-environ-041210-132637						Unique_Item_Investigations	1	1	0
Tourism and Environment	Annual Reviews		Annual Reviews	10.1146/annurev-environ-041210-132637						Total_Item_Requests	1	1	0
Tourism and Environment	Annual Reviews		Annual Reviews	10.1146/annurev-environ-041210-132637						Total_Item_Investigations	1	1	0
Tourism and Environment	Annual Reviews		Annual Reviews	10.1146/annurev-environ-041210-132637						Unique_Item_Requests	1	1	0
Understanding and Responding to Health Literacy as a Social Determinant of Health	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-090419-102529						Unique_Item_Investigations	1	1	0
Understanding and Responding to Health Literacy as a Social Determinant of Health	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-090419-102529						Total_Item_Requests	4	4	0
Understanding and Responding to Health Literacy as a Social Determinant of Health	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-090419-102529						Total_Item_Investigations	4	4	0
Understanding and Responding to Health Literacy as a Social Determinant of Health	Annual Reviews		Annual Reviews	10.1146/annurev-publhealth-090419-102529						Unique_Item_Requests	1	1	0
