Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	app:297459
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version; Include_Parent_Details=True
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:54:52Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Preface to DSM-5	American Psychiatric Publishing		American Psychiatric Publishing		2022-03-18		10.1176/appi.books.9780890425787.x00b_preface_to_DSM-5						Diagnostic and Statistical Manual of Mental Disorders				Book	10.1176/appi.books.9780890425787																Book_Segment	2022	Controlled	Regular	Unique_Item_Investigations	1	1	0
Preface to DSM-5	American Psychiatric Publishing		American Psychiatric Publishing		2022-03-18		10.1176/appi.books.9780890425787.x00b_preface_to_DSM-5						Diagnostic and Statistical Manual of Mental Disorders				Book	10.1176/appi.books.9780890425787																Book_Segment	2022	Controlled	Regular	Unique_Item_Requests	1	1	0
Preface to DSM-5	American Psychiatric Publishing		American Psychiatric Publishing		2022-03-18		10.1176/appi.books.9780890425787.x00b_preface_to_DSM-5						Diagnostic and Statistical Manual of Mental Disorders				Book	10.1176/appi.books.9780890425787																Book_Segment	2022	Controlled	Regular	Total_Item_Investigations	2	2	0
Preface to DSM-5	American Psychiatric Publishing		American Psychiatric Publishing		2022-03-18		10.1176/appi.books.9780890425787.x00b_preface_to_DSM-5						Diagnostic and Statistical Manual of Mental Disorders				Book	10.1176/appi.books.9780890425787																Book_Segment	2022	Controlled	Regular	Total_Item_Requests	1	1	0
Preface to DSM-5-TR	American Psychiatric Publishing		American Psychiatric Publishing		2022-03-18		10.1176/appi.books.9780890425787.x00a_preface_to_TR						Diagnostic and Statistical Manual of Mental Disorders				Book	10.1176/appi.books.9780890425787																Book_Segment	2022	Controlled	Regular	Unique_Item_Investigations	1	1	0
Preface to DSM-5-TR	American Psychiatric Publishing		American Psychiatric Publishing		2022-03-18		10.1176/appi.books.9780890425787.x00a_preface_to_TR						Diagnostic and Statistical Manual of Mental Disorders				Book	10.1176/appi.books.9780890425787																Book_Segment	2022	Controlled	Regular	Unique_Item_Requests	1	1	0
Preface to DSM-5-TR	American Psychiatric Publishing		American Psychiatric Publishing		2022-03-18		10.1176/appi.books.9780890425787.x00a_preface_to_TR						Diagnostic and Statistical Manual of Mental Disorders				Book	10.1176/appi.books.9780890425787																Book_Segment	2022	Controlled	Regular	Total_Item_Investigations	2	2	0
Preface to DSM-5-TR	American Psychiatric Publishing		American Psychiatric Publishing		2022-03-18		10.1176/appi.books.9780890425787.x00a_preface_to_TR						Diagnostic and Statistical Manual of Mental Disorders				Book	10.1176/appi.books.9780890425787																Book_Segment	2022	Controlled	Regular	Total_Item_Requests	1	1	0
Recommendations for Dynamic Treatment of Identity-Based Trauma: Opening the “I” to Reflection	American Psychiatric Publishing		American Psychiatric Publishing	Cory K. Chen, John R. Keefe, Ranjana Srinivasan; 	2023-10-19	VoR	10.1176/appi.psychotherapy.20220059						American Journal of Psychotherapy				Journal	10.1176/psychotherapy	app:apt		0002-9564	2575-6559												Article	9999	Controlled	Regular	Unique_Item_Investigations	1	1	0
Recommendations for Dynamic Treatment of Identity-Based Trauma: Opening the “I” to Reflection	American Psychiatric Publishing		American Psychiatric Publishing	Cory K. Chen, John R. Keefe, Ranjana Srinivasan; 	2023-10-19	VoR	10.1176/appi.psychotherapy.20220059						American Journal of Psychotherapy				Journal	10.1176/psychotherapy	app:apt		0002-9564	2575-6559												Article	9999	Controlled	Regular	Unique_Item_Requests	1	1	0
Recommendations for Dynamic Treatment of Identity-Based Trauma: Opening the “I” to Reflection	American Psychiatric Publishing		American Psychiatric Publishing	Cory K. Chen, John R. Keefe, Ranjana Srinivasan; 	2023-10-19	VoR	10.1176/appi.psychotherapy.20220059						American Journal of Psychotherapy				Journal	10.1176/psychotherapy	app:apt		0002-9564	2575-6559												Article	9999	Controlled	Regular	Total_Item_Investigations	2	2	0
Recommendations for Dynamic Treatment of Identity-Based Trauma: Opening the “I” to Reflection	American Psychiatric Publishing		American Psychiatric Publishing	Cory K. Chen, John R. Keefe, Ranjana Srinivasan; 	2023-10-19	VoR	10.1176/appi.psychotherapy.20220059						American Journal of Psychotherapy				Journal	10.1176/psychotherapy	app:apt		0002-9564	2575-6559												Article	9999	Controlled	Regular	Total_Item_Requests	1	1	0
The Yes-Set	American Psychiatric Publishing		American Psychiatric Publishing		2016-11-01		10.1176/appi.books.9781615370986.al03						Learning Solution-Focused Therapy: An Illustrated Guide				Book	10.1176/appi.books.9781615370986																Book_Segment	2013	Controlled	Regular	Unique_Item_Investigations	1	1	0
The Yes-Set	American Psychiatric Publishing		American Psychiatric Publishing		2016-11-01		10.1176/appi.books.9781615370986.al03						Learning Solution-Focused Therapy: An Illustrated Guide				Book	10.1176/appi.books.9781615370986																Book_Segment	2013	Controlled	Regular	Total_Item_Investigations	2	2	0
What Is an Anxiety Disorder?	American Psychiatric Publishing		American Psychiatric Publishing	Daniel S. Pine, Jason Prenoveau, Michelle G. Craske, Richard E. Zinbarg, Robert Ursano, Scott L. Rauch; 	2014-10-10	VoR	10.1176/foc.9.3.foc369						FOCUS				Journal	10.1176/foc	app:foc		1541-4094	1541-4108												Article	2011	Controlled	Regular	Unique_Item_Investigations	1	1	0
What Is an Anxiety Disorder?	American Psychiatric Publishing		American Psychiatric Publishing	Daniel S. Pine, Jason Prenoveau, Michelle G. Craske, Richard E. Zinbarg, Robert Ursano, Scott L. Rauch; 	2014-10-10	VoR	10.1176/foc.9.3.foc369						FOCUS				Journal	10.1176/foc	app:foc		1541-4094	1541-4108												Article	2011	Controlled	Regular	Unique_Item_Requests	1	1	0
What Is an Anxiety Disorder?	American Psychiatric Publishing		American Psychiatric Publishing	Daniel S. Pine, Jason Prenoveau, Michelle G. Craske, Richard E. Zinbarg, Robert Ursano, Scott L. Rauch; 	2014-10-10	VoR	10.1176/foc.9.3.foc369						FOCUS				Journal	10.1176/foc	app:foc		1541-4094	1541-4108												Article	2011	Controlled	Regular	Total_Item_Investigations	2	2	0
What Is an Anxiety Disorder?	American Psychiatric Publishing		American Psychiatric Publishing	Daniel S. Pine, Jason Prenoveau, Michelle G. Craske, Richard E. Zinbarg, Robert Ursano, Scott L. Rauch; 	2014-10-10	VoR	10.1176/foc.9.3.foc369						FOCUS				Journal	10.1176/foc	app:foc		1541-4094	1541-4108												Article	2011	Controlled	Regular	Total_Item_Requests	1	1	0
