Report_Name	Book Requests (Excluding OA_Gold)
Report_ID	TR_B1
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	Total_Item_Requests; Unique_Title_Requests
Report_Filters	Data_Type=Book; Access_Type=Controlled; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:25Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Climate-Resilient Horticulture: Adaptation and Mitigation Strategies	Springer India		SpringerLink	10.1007/978-81-322-0974-4	SN:10.1007/978-81-322-0974-4	978-81-322-0974-4				2013	Unique_Title_Requests	2	2	0
Clinical Assessment of Child and Adolescent Personality and Behavior	Springer International Publishing		SpringerLink	10.1007/978-3-030-35695-8	SN:10.1007/978-3-030-35695-8	978-3-030-35695-8				2020	Total_Item_Requests	10	10	0
Clinical Assessment of Child and Adolescent Personality and Behavior	Springer International Publishing		SpringerLink	10.1007/978-3-030-35695-8	SN:10.1007/978-3-030-35695-8	978-3-030-35695-8				2020	Unique_Title_Requests	5	5	0
Computational Science – ICCS 2020	Springer International Publishing		SpringerLink	10.1007/978-3-030-50433-5	SN:10.1007/978-3-030-50433-5	978-3-030-50433-5	0302-9743	1611-3349		2020	Total_Item_Requests	1	1	0
Computational Science – ICCS 2020	Springer International Publishing		SpringerLink	10.1007/978-3-030-50433-5	SN:10.1007/978-3-030-50433-5	978-3-030-50433-5	0302-9743	1611-3349		2020	Unique_Title_Requests	1	1	0
Computer and Computing Technologies in Agriculture II, Volume 2	Springer US		SpringerLink	10.1007/978-1-4419-0211-5	SN:10.1007/978-1-4419-0211-5	978-1-4419-0211-5	1868-4238	1868-422X		2009	Total_Item_Requests	1	1	0
Computer and Computing Technologies in Agriculture II, Volume 2	Springer US		SpringerLink	10.1007/978-1-4419-0211-5	SN:10.1007/978-1-4419-0211-5	978-1-4419-0211-5	1868-4238	1868-422X		2009	Unique_Title_Requests	1	1	0
Computer and Computing Technologies in Agriculture IV	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-18333-1	SN:10.1007/978-3-642-18333-1	978-3-642-18333-1	1868-4238	1861-2288		2011	Total_Item_Requests	1	1	0
Computer and Computing Technologies in Agriculture IV	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-18333-1	SN:10.1007/978-3-642-18333-1	978-3-642-18333-1	1868-4238	1861-2288		2011	Unique_Title_Requests	1	1	0
Conservation Biology	Springer International Publishing		SpringerLink	10.1007/978-3-030-39534-6	SN:10.1007/978-3-030-39534-6	978-3-030-39534-6				2020	Total_Item_Requests	1	1	0
Conservation Biology	Springer International Publishing		SpringerLink	10.1007/978-3-030-39534-6	SN:10.1007/978-3-030-39534-6	978-3-030-39534-6				2020	Unique_Title_Requests	1	1	0
Continuous System Simulation	Springer US		SpringerLink	10.1007/0-387-30260-3	SN:10.1007/0-387-30260-3	978-0-387-30260-7				2006	Total_Item_Requests	2	2	0
Continuous System Simulation	Springer US		SpringerLink	10.1007/0-387-30260-3	SN:10.1007/0-387-30260-3	978-0-387-30260-7				2006	Unique_Title_Requests	2	2	0
Creatine and Creatine Kinase in Health and Disease	Springer Netherlands		SpringerLink	10.1007/978-1-4020-6486-9	SN:10.1007/978-1-4020-6486-9	978-1-4020-6486-9	0306-0225			2007	Total_Item_Requests	3	3	0
Creatine and Creatine Kinase in Health and Disease	Springer Netherlands		SpringerLink	10.1007/978-1-4020-6486-9	SN:10.1007/978-1-4020-6486-9	978-1-4020-6486-9	0306-0225			2007	Unique_Title_Requests	2	2	0
Cross-Cultural Psychology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-67558-8	SN:10.1007/978-3-662-67558-8	978-3-662-67558-8				2023	Total_Item_Requests	1	1	0
Cross-Cultural Psychology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-67558-8	SN:10.1007/978-3-662-67558-8	978-3-662-67558-8				2023	Unique_Title_Requests	1	1	0
Dail and Hammar’s Pulmonary Pathology	Springer New York		SpringerLink	10.1007/978-0-387-68792-6	SN:10.1007/978-0-387-68792-6	978-0-387-68792-6				2008	Total_Item_Requests	1	1	0
Dail and Hammar’s Pulmonary Pathology	Springer New York		SpringerLink	10.1007/978-0-387-68792-6	SN:10.1007/978-0-387-68792-6	978-0-387-68792-6				2008	Unique_Title_Requests	1	1	0
Discursive Psychology and Embodiment	Springer International Publishing		SpringerLink	10.1007/978-3-030-53709-8	SN:10.1007/978-3-030-53709-8	978-3-030-53709-8				2020	Total_Item_Requests	2	2	0
Discursive Psychology and Embodiment	Springer International Publishing		SpringerLink	10.1007/978-3-030-53709-8	SN:10.1007/978-3-030-53709-8	978-3-030-53709-8				2020	Unique_Title_Requests	1	1	0
Ecological Sustainability of Fish Resources of Inland Waters of the Western Balkans	Springer International Publishing		SpringerLink	10.1007/978-3-031-36926-1	SN:10.1007/978-3-031-36926-1	978-3-031-36926-1	2542-890X	2542-8926		2023	Total_Item_Requests	2	2	0
Ecological Sustainability of Fish Resources of Inland Waters of the Western Balkans	Springer International Publishing		SpringerLink	10.1007/978-3-031-36926-1	SN:10.1007/978-3-031-36926-1	978-3-031-36926-1	2542-890X	2542-8926		2023	Unique_Title_Requests	2	2	0
Emerging Sustainable Aquaculture Innovations in Africa	Springer Nature Singapore		SpringerLink	10.1007/978-981-19-7451-9	SN:10.1007/978-981-19-7451-9	978-981-19-7451-9	2730-6771	2730-678X		2023	Total_Item_Requests	2	2	0
Emerging Sustainable Aquaculture Innovations in Africa	Springer Nature Singapore		SpringerLink	10.1007/978-981-19-7451-9	SN:10.1007/978-981-19-7451-9	978-981-19-7451-9	2730-6771	2730-678X		2023	Unique_Title_Requests	1	1	0
Encyclopedia of Animal Cognition and Behavior	Springer International Publishing		SpringerLink	10.1007/978-3-319-55065-7	SN:10.1007/978-3-319-55065-7	978-3-319-55065-7				2022	Total_Item_Requests	1	1	0
Encyclopedia of Animal Cognition and Behavior	Springer International Publishing		SpringerLink	10.1007/978-3-319-55065-7	SN:10.1007/978-3-319-55065-7	978-3-319-55065-7				2022	Unique_Title_Requests	1	1	0
Encyclopedia of Coastal Science	Springer Netherlands		SpringerLink	10.1007/1-4020-3880-1	SN:10.1007/1-4020-3880-1	978-1-4020-3880-8	1388-4360			2005	Total_Item_Requests	2	2	0
Encyclopedia of Coastal Science	Springer Netherlands		SpringerLink	10.1007/1-4020-3880-1	SN:10.1007/1-4020-3880-1	978-1-4020-3880-8	1388-4360			2005	Unique_Title_Requests	1	1	0
Encyclopedia of Pain	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-540-29805-2	SN:10.1007/978-3-540-29805-2	978-3-540-29805-2				2007	Total_Item_Requests	1	1	0
Encyclopedia of Pain	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-540-29805-2	SN:10.1007/978-3-540-29805-2	978-3-540-29805-2				2007	Unique_Title_Requests	1	1	0
Encyclopedic Reference of Immunotoxicology	Springer Berlin Heidelberg		SpringerLink	10.1007/3-540-27806-0	SN:10.1007/3-540-27806-0	978-3-540-27806-1				2005	Total_Item_Requests	1	1	0
Encyclopedic Reference of Immunotoxicology	Springer Berlin Heidelberg		SpringerLink	10.1007/3-540-27806-0	SN:10.1007/3-540-27806-0	978-3-540-27806-1				2005	Unique_Title_Requests	1	1	0
Essential Tools for Water Resources Analysis, Planning, and Management	Springer Singapore		SpringerLink	10.1007/978-981-33-4295-8	SN:10.1007/978-981-33-4295-8	978-981-33-4295-8	2364-6934	2364-8198		2021	Total_Item_Requests	2	2	0
Essential Tools for Water Resources Analysis, Planning, and Management	Springer Singapore		SpringerLink	10.1007/978-981-33-4295-8	SN:10.1007/978-981-33-4295-8	978-981-33-4295-8	2364-6934	2364-8198		2021	Unique_Title_Requests	1	1	0
Excel 2019 for Human Resource Management Statistics	Springer International Publishing		SpringerLink	10.1007/978-3-030-58001-8	SN:10.1007/978-3-030-58001-8	978-3-030-58001-8	2570-4605	2570-4613		2020	Total_Item_Requests	1	1	0
Excel 2019 for Human Resource Management Statistics	Springer International Publishing		SpringerLink	10.1007/978-3-030-58001-8	SN:10.1007/978-3-030-58001-8	978-3-030-58001-8	2570-4605	2570-4613		2020	Unique_Title_Requests	1	1	0
Extreme Events in Nature and Society	Springer Berlin Heidelberg		SpringerLink	10.1007/3-540-28611-X	SN:10.1007/3-540-28611-X	978-3-540-28611-0	1612-3018			2006	Total_Item_Requests	1	1	0
Extreme Events in Nature and Society	Springer Berlin Heidelberg		SpringerLink	10.1007/3-540-28611-X	SN:10.1007/3-540-28611-X	978-3-540-28611-0	1612-3018			2006	Unique_Title_Requests	1	1	0
Feline Dermatology	Springer International Publishing		SpringerLink	10.1007/978-3-030-29836-4	SN:10.1007/978-3-030-29836-4	978-3-030-29836-4				2020	Total_Item_Requests	1	1	0
Feline Dermatology	Springer International Publishing		SpringerLink	10.1007/978-3-030-29836-4	SN:10.1007/978-3-030-29836-4	978-3-030-29836-4				2020	Unique_Title_Requests	1	1	0
Genome and Genomics	Springer Singapore		SpringerLink	10.1007/978-981-15-0702-1	SN:10.1007/978-981-15-0702-1	978-981-15-0702-1				2019	Total_Item_Requests	4	4	0
Genome and Genomics	Springer Singapore		SpringerLink	10.1007/978-981-15-0702-1	SN:10.1007/978-981-15-0702-1	978-981-15-0702-1				2019	Unique_Title_Requests	1	1	0
Global Change in Atlantic Coastal Patagonian Ecosystems	Springer International Publishing		SpringerLink	10.1007/978-3-030-86676-1	SN:10.1007/978-3-030-86676-1	978-3-030-86676-1	2662-3463	2662-3471		2022	Total_Item_Requests	1	1	0
Global Change in Atlantic Coastal Patagonian Ecosystems	Springer International Publishing		SpringerLink	10.1007/978-3-030-86676-1	SN:10.1007/978-3-030-86676-1	978-3-030-86676-1	2662-3463	2662-3471		2022	Unique_Title_Requests	1	1	0
Gregory Bateson on Relational Communication: From Octopuses to Nations	Springer International Publishing		SpringerLink	10.1007/978-3-030-52101-1	SN:10.1007/978-3-030-52101-1	978-3-030-52101-1	1875-4651	1875-466X		2020	Total_Item_Requests	1	1	0
Gregory Bateson on Relational Communication: From Octopuses to Nations	Springer International Publishing		SpringerLink	10.1007/978-3-030-52101-1	SN:10.1007/978-3-030-52101-1	978-3-030-52101-1	1875-4651	1875-466X		2020	Unique_Title_Requests	1	1	0
Handbook for Management of Threats	Springer International Publishing		SpringerLink	10.1007/978-3-031-39542-0	SN:10.1007/978-3-031-39542-0	978-3-031-39542-0	1931-6828	1931-6836		2023	Total_Item_Requests	1	1	0
Handbook for Management of Threats	Springer International Publishing		SpringerLink	10.1007/978-3-031-39542-0	SN:10.1007/978-3-031-39542-0	978-3-031-39542-0	1931-6828	1931-6836		2023	Unique_Title_Requests	1	1	0
Handbook of Child and Adolescent Anxiety Disorders	Springer International Publishing		SpringerLink	10.1007/978-3-031-14080-8	SN:10.1007/978-3-031-14080-8	978-3-031-14080-8				2023	Total_Item_Requests	3	3	0
Handbook of Child and Adolescent Anxiety Disorders	Springer International Publishing		SpringerLink	10.1007/978-3-031-14080-8	SN:10.1007/978-3-031-14080-8	978-3-031-14080-8				2023	Unique_Title_Requests	1	1	0
Handbook of Embodied Psychology	Springer International Publishing		SpringerLink	10.1007/978-3-030-78471-3	SN:10.1007/978-3-030-78471-3	978-3-030-78471-3				2021	Total_Item_Requests	2	2	0
Handbook of Embodied Psychology	Springer International Publishing		SpringerLink	10.1007/978-3-030-78471-3	SN:10.1007/978-3-030-78471-3	978-3-030-78471-3				2021	Unique_Title_Requests	1	1	0
Handbook of Evidence-Based Therapies for Children and Adolescents	Springer International Publishing		SpringerLink	10.1007/978-3-030-44226-2	SN:10.1007/978-3-030-44226-2	978-3-030-44226-2	1574-0471			2020	Total_Item_Requests	3	3	0
Handbook of Evidence-Based Therapies for Children and Adolescents	Springer International Publishing		SpringerLink	10.1007/978-3-030-44226-2	SN:10.1007/978-3-030-44226-2	978-3-030-44226-2	1574-0471			2020	Unique_Title_Requests	1	1	0
Handbook of Interpersonal Violence and Abuse Across the Lifespan	Springer International Publishing		SpringerLink	10.1007/978-3-319-89999-2	SN:10.1007/978-3-319-89999-2	978-3-319-89999-2				2022	Total_Item_Requests	1	1	0
Handbook of Interpersonal Violence and Abuse Across the Lifespan	Springer International Publishing		SpringerLink	10.1007/978-3-319-89999-2	SN:10.1007/978-3-319-89999-2	978-3-319-89999-2				2022	Unique_Title_Requests	1	1	0
Handbook of Prenatal and Perinatal Psychology	Springer International Publishing		SpringerLink	10.1007/978-3-030-41716-1	SN:10.1007/978-3-030-41716-1	978-3-030-41716-1				2021	Total_Item_Requests	1	1	0
Handbook of Prenatal and Perinatal Psychology	Springer International Publishing		SpringerLink	10.1007/978-3-030-41716-1	SN:10.1007/978-3-030-41716-1	978-3-030-41716-1				2021	Unique_Title_Requests	1	1	0
Handbook of Sexual Assault and Sexual Assault Prevention	Springer International Publishing		SpringerLink	10.1007/978-3-030-23645-8	SN:10.1007/978-3-030-23645-8	978-3-030-23645-8				2019	Total_Item_Requests	3	3	0
Handbook of Sexual Assault and Sexual Assault Prevention	Springer International Publishing		SpringerLink	10.1007/978-3-030-23645-8	SN:10.1007/978-3-030-23645-8	978-3-030-23645-8				2019	Unique_Title_Requests	2	2	0
Hydrological Aspects of Climate Change	Springer Singapore		SpringerLink	10.1007/978-981-16-0394-5	SN:10.1007/978-981-16-0394-5	978-981-16-0394-5	2363-7633	2363-7641		2021	Total_Item_Requests	1	1	0
Hydrological Aspects of Climate Change	Springer Singapore		SpringerLink	10.1007/978-981-16-0394-5	SN:10.1007/978-981-16-0394-5	978-981-16-0394-5	2363-7633	2363-7641		2021	Unique_Title_Requests	1	1	0
ICCCE 2019	Springer Singapore		SpringerLink	10.1007/978-981-13-8715-9	SN:10.1007/978-981-13-8715-9	978-981-13-8715-9	1876-1100	1876-1119		2020	Total_Item_Requests	2	2	0
ICCCE 2019	Springer Singapore		SpringerLink	10.1007/978-981-13-8715-9	SN:10.1007/978-981-13-8715-9	978-981-13-8715-9	1876-1100	1876-1119		2020	Unique_Title_Requests	1	1	0
Information Processing in Medical Imaging	Springer Berlin Heidelberg		SpringerLink	10.1007/b11820	SN:10.1007/b11820	978-3-540-45087-0	0302-9743	1611-3349		2003	Total_Item_Requests	1	1	0
Information Processing in Medical Imaging	Springer Berlin Heidelberg		SpringerLink	10.1007/b11820	SN:10.1007/b11820	978-3-540-45087-0	0302-9743	1611-3349		2003	Unique_Title_Requests	1	1	0
Information Systems Action Research	Springer US		SpringerLink	10.1007/978-0-387-36060-7	SN:10.1007/978-0-387-36060-7	978-0-387-36060-7	1571-0270			2007	Total_Item_Requests	2	2	0
Information Systems Action Research	Springer US		SpringerLink	10.1007/978-0-387-36060-7	SN:10.1007/978-0-387-36060-7	978-0-387-36060-7	1571-0270			2007	Unique_Title_Requests	1	1	0
Interrelations between Essential Metal Ions and Human Diseases	Springer Netherlands		SpringerLink	10.1007/978-94-007-7500-8	SN:10.1007/978-94-007-7500-8	978-94-007-7500-8	1559-0836	1868-0402		2013	Total_Item_Requests	1	1	0
Interrelations between Essential Metal Ions and Human Diseases	Springer Netherlands		SpringerLink	10.1007/978-94-007-7500-8	SN:10.1007/978-94-007-7500-8	978-94-007-7500-8	1559-0836	1868-0402		2013	Unique_Title_Requests	1	1	0
Laser Scanning Systems in Highway and Safety Assessment	Springer International Publishing		SpringerLink	10.1007/978-3-030-10374-3	SN:10.1007/978-3-030-10374-3	978-3-030-10374-3	2522-8714	2522-8722		2020	Total_Item_Requests	1	1	0
Laser Scanning Systems in Highway and Safety Assessment	Springer International Publishing		SpringerLink	10.1007/978-3-030-10374-3	SN:10.1007/978-3-030-10374-3	978-3-030-10374-3	2522-8714	2522-8722		2020	Unique_Title_Requests	1	1	0
Lectures on Probability Theory and Statistics	Springer Berlin Heidelberg		SpringerLink	10.1007/b72002	SN:10.1007/b72002	978-3-540-48115-7	0075-8434	1617-9692		1999	Total_Item_Requests	1	1	0
Lectures on Probability Theory and Statistics	Springer Berlin Heidelberg		SpringerLink	10.1007/b72002	SN:10.1007/b72002	978-3-540-48115-7	0075-8434	1617-9692		1999	Unique_Title_Requests	1	1	0
Marine Coastal Ecosystems Modelling and Conservation	Springer International Publishing		SpringerLink	10.1007/978-3-030-58211-1	SN:10.1007/978-3-030-58211-1	978-3-030-58211-1				2021	Total_Item_Requests	1	1	0
Marine Coastal Ecosystems Modelling and Conservation	Springer International Publishing		SpringerLink	10.1007/978-3-030-58211-1	SN:10.1007/978-3-030-58211-1	978-3-030-58211-1				2021	Unique_Title_Requests	1	1	0
Medical Image Computing and Computer Assisted Intervention – MICCAI 2018	Springer International Publishing		SpringerLink	10.1007/978-3-030-00937-3	SN:10.1007/978-3-030-00937-3	978-3-030-00937-3	0302-9743	1611-3349		2018	Total_Item_Requests	1	1	0
Medical Image Computing and Computer Assisted Intervention – MICCAI 2018	Springer International Publishing		SpringerLink	10.1007/978-3-030-00937-3	SN:10.1007/978-3-030-00937-3	978-3-030-00937-3	0302-9743	1611-3349		2018	Unique_Title_Requests	1	1	0
Microbial Natural Products Chemistry	Springer International Publishing		SpringerLink	10.1007/978-3-031-41741-2	SN:10.1007/978-3-031-41741-2	978-3-031-41741-2	0065-2598	2214-8019		2023	Total_Item_Requests	1	1	0
Microbial Natural Products Chemistry	Springer International Publishing		SpringerLink	10.1007/978-3-031-41741-2	SN:10.1007/978-3-031-41741-2	978-3-031-41741-2	0065-2598	2214-8019		2023	Unique_Title_Requests	1	1	0
Modern Techniques of Rice Crop Production	Springer Singapore		SpringerLink	10.1007/978-981-16-4955-4	SN:10.1007/978-981-16-4955-4	978-981-16-4955-4				2022	Total_Item_Requests	1	1	0
Modern Techniques of Rice Crop Production	Springer Singapore		SpringerLink	10.1007/978-981-16-4955-4	SN:10.1007/978-981-16-4955-4	978-981-16-4955-4				2022	Unique_Title_Requests	1	1	0
Nanostructures for Antimicrobial and Antibiofilm Applications	Springer International Publishing		SpringerLink	10.1007/978-3-030-40337-9	SN:10.1007/978-3-030-40337-9	978-3-030-40337-9	2523-8027	2523-8035		2020	Total_Item_Requests	2	2	0
Nanostructures for Antimicrobial and Antibiofilm Applications	Springer International Publishing		SpringerLink	10.1007/978-3-030-40337-9	SN:10.1007/978-3-030-40337-9	978-3-030-40337-9	2523-8027	2523-8035		2020	Unique_Title_Requests	1	1	0
New Research and Possibilities in Wellbeing Education	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-5609-8	SN:10.1007/978-981-99-5609-8	978-981-99-5609-8				2023	Total_Item_Requests	2	2	0
New Research and Possibilities in Wellbeing Education	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-5609-8	SN:10.1007/978-981-99-5609-8	978-981-99-5609-8				2023	Unique_Title_Requests	1	1	0
Oligomers - Polymer Composites - Molecular Imprinting	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-540-46830-1	SN:10.1007/978-3-540-46830-1	978-3-540-46830-1	0065-3195	1436-5030		2007	Total_Item_Requests	1	1	0
Oligomers - Polymer Composites - Molecular Imprinting	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-540-46830-1	SN:10.1007/978-3-540-46830-1	978-3-540-46830-1	0065-3195	1436-5030		2007	Unique_Title_Requests	1	1	0
Patient Flow: Reducing Delay in Healthcare Delivery	Springer US		SpringerLink	10.1007/978-0-387-33636-7	SN:10.1007/978-0-387-33636-7	978-0-387-33636-7	0884-8289			2006	Total_Item_Requests	1	1	0
Patient Flow: Reducing Delay in Healthcare Delivery	Springer US		SpringerLink	10.1007/978-0-387-33636-7	SN:10.1007/978-0-387-33636-7	978-0-387-33636-7	0884-8289			2006	Unique_Title_Requests	1	1	0
Perspectives in Financial Therapy	Springer International Publishing		SpringerLink	10.1007/978-3-031-33362-0	SN:10.1007/978-3-031-33362-0	978-3-031-33362-0				2023	Total_Item_Requests	1	1	0
Perspectives in Financial Therapy	Springer International Publishing		SpringerLink	10.1007/978-3-031-33362-0	SN:10.1007/978-3-031-33362-0	978-3-031-33362-0				2023	Unique_Title_Requests	1	1	0
Policy, Experience and Change: Cross-Cultural Reflections on Inclusive Education	Springer Netherlands		SpringerLink	10.1007/978-1-4020-5119-7	SN:10.1007/978-1-4020-5119-7	978-1-4020-5119-7				2008	Total_Item_Requests	1	1	0
Policy, Experience and Change: Cross-Cultural Reflections on Inclusive Education	Springer Netherlands		SpringerLink	10.1007/978-1-4020-5119-7	SN:10.1007/978-1-4020-5119-7	978-1-4020-5119-7				2008	Unique_Title_Requests	1	1	0
Potato Production Systems	Springer International Publishing		SpringerLink	10.1007/978-3-030-39157-7	SN:10.1007/978-3-030-39157-7	978-3-030-39157-7				2020	Total_Item_Requests	2	2	0
Potato Production Systems	Springer International Publishing		SpringerLink	10.1007/978-3-030-39157-7	SN:10.1007/978-3-030-39157-7	978-3-030-39157-7				2020	Unique_Title_Requests	1	1	0
Principles of Forensic Toxicology	Springer International Publishing		SpringerLink	10.1007/978-3-030-42917-1	SN:10.1007/978-3-030-42917-1	978-3-030-42917-1				2020	Total_Item_Requests	4	4	0
Principles of Forensic Toxicology	Springer International Publishing		SpringerLink	10.1007/978-3-030-42917-1	SN:10.1007/978-3-030-42917-1	978-3-030-42917-1				2020	Unique_Title_Requests	1	1	0
