Report_Name	Book Usage by Access Type
Report_ID	TR_B3
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests
Report_Filters	Data_Type=Book; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:13Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	YOP	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Abrahamic Reflections on Randomness and Providence	Springer International Publishing		SpringerLink	10.1007/978-3-030-75797-7	SN:10.1007/978-3-030-75797-7	978-3-030-75797-7				2022	OA_Gold	Unique_Title_Requests	1	1	0
Action Research Methods	Palgrave Macmillan US		SpringerLink	10.1057/9781137046635	SN:10.1057/9781137046635	978-1-137-04663-5				2012	Controlled	Unique_Title_Investigations	1	1	0
Action Research Methods	Palgrave Macmillan US		SpringerLink	10.1057/9781137046635	SN:10.1057/9781137046635	978-1-137-04663-5				2012	Controlled	Total_Item_Investigations	1	1	0
Action Research Methods	Palgrave Macmillan US		SpringerLink	10.1057/9781137046635	SN:10.1057/9781137046635	978-1-137-04663-5				2012	Controlled	Unique_Item_Investigations	1	1	0
Adaptive Soil Management : From Theory to Practices	Springer Singapore		SpringerLink	10.1007/978-981-10-3638-5	SN:10.1007/978-981-10-3638-5	978-981-10-3638-5				2017	Controlled	Unique_Title_Investigations	1	1	0
Adaptive Soil Management : From Theory to Practices	Springer Singapore		SpringerLink	10.1007/978-981-10-3638-5	SN:10.1007/978-981-10-3638-5	978-981-10-3638-5				2017	Controlled	Total_Item_Investigations	1	1	0
Adaptive Soil Management : From Theory to Practices	Springer Singapore		SpringerLink	10.1007/978-981-10-3638-5	SN:10.1007/978-981-10-3638-5	978-981-10-3638-5				2017	Controlled	Unique_Item_Investigations	1	1	0
Advanced Computational and Communication Paradigms	Springer Singapore		SpringerLink	10.1007/978-981-10-8240-5	SN:10.1007/978-981-10-8240-5	978-981-10-8240-5	1876-1100	1876-1119		2018	Controlled	Unique_Title_Investigations	1	1	0
Advanced Computational and Communication Paradigms	Springer Singapore		SpringerLink	10.1007/978-981-10-8240-5	SN:10.1007/978-981-10-8240-5	978-981-10-8240-5	1876-1100	1876-1119		2018	Controlled	Total_Item_Investigations	1	1	0
Advanced Computational and Communication Paradigms	Springer Singapore		SpringerLink	10.1007/978-981-10-8240-5	SN:10.1007/978-981-10-8240-5	978-981-10-8240-5	1876-1100	1876-1119		2018	Controlled	Unique_Item_Investigations	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				2021	Controlled	Unique_Title_Investigations	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				2021	Controlled	Unique_Item_Requests	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				2021	Controlled	Total_Item_Requests	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				2021	Controlled	Total_Item_Investigations	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				2021	Controlled	Unique_Item_Investigations	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				2021	Controlled	Unique_Title_Requests	1	1	0
Advanced Informatics for Computing Research	Springer Singapore		SpringerLink	10.1007/978-981-16-3660-8	SN:10.1007/978-981-16-3660-8	978-981-16-3660-8	1865-0929	1865-0937		2021	Controlled	Unique_Title_Investigations	1	1	0
Advanced Informatics for Computing Research	Springer Singapore		SpringerLink	10.1007/978-981-16-3660-8	SN:10.1007/978-981-16-3660-8	978-981-16-3660-8	1865-0929	1865-0937		2021	Controlled	Total_Item_Investigations	2	2	0
Advanced Informatics for Computing Research	Springer Singapore		SpringerLink	10.1007/978-981-16-3660-8	SN:10.1007/978-981-16-3660-8	978-981-16-3660-8	1865-0929	1865-0937		2021	Controlled	Unique_Item_Investigations	1	1	0
Advanced Tire Mechanics	Springer Singapore		SpringerLink	10.1007/978-981-13-5799-2	SN:10.1007/978-981-13-5799-2	978-981-13-5799-2				2019	Controlled	Unique_Title_Investigations	1	1	0
Advanced Tire Mechanics	Springer Singapore		SpringerLink	10.1007/978-981-13-5799-2	SN:10.1007/978-981-13-5799-2	978-981-13-5799-2				2019	Controlled	Total_Item_Investigations	2	2	0
Advanced Tire Mechanics	Springer Singapore		SpringerLink	10.1007/978-981-13-5799-2	SN:10.1007/978-981-13-5799-2	978-981-13-5799-2				2019	Controlled	Unique_Item_Investigations	1	1	0
Advances in Design and Digital Communication III	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-20364-0	SN:10.1007/978-3-031-20364-0	978-3-031-20364-0	2661-8184	2661-8192		2023	Controlled	Unique_Title_Investigations	1	1	0
Advances in Design and Digital Communication III	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-20364-0	SN:10.1007/978-3-031-20364-0	978-3-031-20364-0	2661-8184	2661-8192		2023	Controlled	Unique_Item_Requests	2	2	0
Advances in Design and Digital Communication III	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-20364-0	SN:10.1007/978-3-031-20364-0	978-3-031-20364-0	2661-8184	2661-8192		2023	Controlled	Total_Item_Requests	2	2	0
Advances in Design and Digital Communication III	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-20364-0	SN:10.1007/978-3-031-20364-0	978-3-031-20364-0	2661-8184	2661-8192		2023	Controlled	Total_Item_Investigations	2	2	0
Advances in Design and Digital Communication III	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-20364-0	SN:10.1007/978-3-031-20364-0	978-3-031-20364-0	2661-8184	2661-8192		2023	Controlled	Unique_Item_Investigations	2	2	0
Advances in Design and Digital Communication III	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-20364-0	SN:10.1007/978-3-031-20364-0	978-3-031-20364-0	2661-8184	2661-8192		2023	Controlled	Unique_Title_Requests	1	1	0
Advances in Industrial Design	Springer International Publishing		SpringerLink	10.1007/978-3-030-51194-4	SN:10.1007/978-3-030-51194-4	978-3-030-51194-4	2194-5357	2194-5365		2020	Controlled	Unique_Title_Investigations	1	1	0
Advances in Industrial Design	Springer International Publishing		SpringerLink	10.1007/978-3-030-51194-4	SN:10.1007/978-3-030-51194-4	978-3-030-51194-4	2194-5357	2194-5365		2020	Controlled	Unique_Item_Requests	1	1	0
Advances in Industrial Design	Springer International Publishing		SpringerLink	10.1007/978-3-030-51194-4	SN:10.1007/978-3-030-51194-4	978-3-030-51194-4	2194-5357	2194-5365		2020	Controlled	Total_Item_Requests	1	1	0
Advances in Industrial Design	Springer International Publishing		SpringerLink	10.1007/978-3-030-51194-4	SN:10.1007/978-3-030-51194-4	978-3-030-51194-4	2194-5357	2194-5365		2020	Controlled	Total_Item_Investigations	1	1	0
Advances in Industrial Design	Springer International Publishing		SpringerLink	10.1007/978-3-030-51194-4	SN:10.1007/978-3-030-51194-4	978-3-030-51194-4	2194-5357	2194-5365		2020	Controlled	Unique_Item_Investigations	1	1	0
Advances in Industrial Design	Springer International Publishing		SpringerLink	10.1007/978-3-030-51194-4	SN:10.1007/978-3-030-51194-4	978-3-030-51194-4	2194-5357	2194-5365		2020	Controlled	Unique_Title_Requests	1	1	0
Advances in Information Systems Development	Springer US		SpringerLink	10.1007/978-0-387-36402-5	SN:10.1007/978-0-387-36402-5	978-0-387-36402-5				2006	Controlled	Unique_Title_Investigations	1	1	0
Advances in Information Systems Development	Springer US		SpringerLink	10.1007/978-0-387-36402-5	SN:10.1007/978-0-387-36402-5	978-0-387-36402-5				2006	Controlled	Total_Item_Investigations	2	2	0
Advances in Information Systems Development	Springer US		SpringerLink	10.1007/978-0-387-36402-5	SN:10.1007/978-0-387-36402-5	978-0-387-36402-5				2006	Controlled	Unique_Item_Investigations	1	1	0
Advances in Natural Polymers	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-20940-6	SN:10.1007/978-3-642-20940-6	978-3-642-20940-6	1869-8433	1869-8441		2013	Controlled	Unique_Title_Investigations	1	1	0
Advances in Natural Polymers	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-20940-6	SN:10.1007/978-3-642-20940-6	978-3-642-20940-6	1869-8433	1869-8441		2013	Controlled	Total_Item_Investigations	3	3	0
Advances in Natural Polymers	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-20940-6	SN:10.1007/978-3-642-20940-6	978-3-642-20940-6	1869-8433	1869-8441		2013	Controlled	Unique_Item_Investigations	1	1	0
Advances in Soil Science	Springer New York		SpringerLink	10.1007/978-1-4612-3144-8	SN:10.1007/978-1-4612-3144-8	978-1-4612-3144-8	0176-9340			1991	Controlled	Unique_Title_Investigations	1	1	0
Advances in Soil Science	Springer New York		SpringerLink	10.1007/978-1-4612-3144-8	SN:10.1007/978-1-4612-3144-8	978-1-4612-3144-8	0176-9340			1991	Controlled	Total_Item_Investigations	1	1	0
Advances in Soil Science	Springer New York		SpringerLink	10.1007/978-1-4612-3144-8	SN:10.1007/978-1-4612-3144-8	978-1-4612-3144-8	0176-9340			1991	Controlled	Unique_Item_Investigations	1	1	0
Advances in Thermochemical Biomass Conversion	Springer Netherlands		SpringerLink	10.1007/978-94-011-1336-6	SN:10.1007/978-94-011-1336-6	978-94-011-1336-6				1993	Controlled	Unique_Title_Investigations	1	1	0
Advances in Thermochemical Biomass Conversion	Springer Netherlands		SpringerLink	10.1007/978-94-011-1336-6	SN:10.1007/978-94-011-1336-6	978-94-011-1336-6				1993	Controlled	Total_Item_Investigations	1	1	0
Advances in Thermochemical Biomass Conversion	Springer Netherlands		SpringerLink	10.1007/978-94-011-1336-6	SN:10.1007/978-94-011-1336-6	978-94-011-1336-6				1993	Controlled	Unique_Item_Investigations	1	1	0
Affirmative Mental Health Care for Transgender and Gender Diverse Youth	Springer International Publishing		SpringerLink	10.1007/978-3-319-78307-9	SN:10.1007/978-3-319-78307-9	978-3-319-78307-9				2018	Controlled	Unique_Title_Investigations	1	1	0
Affirmative Mental Health Care for Transgender and Gender Diverse Youth	Springer International Publishing		SpringerLink	10.1007/978-3-319-78307-9	SN:10.1007/978-3-319-78307-9	978-3-319-78307-9				2018	Controlled	Total_Item_Investigations	1	1	0
Affirmative Mental Health Care for Transgender and Gender Diverse Youth	Springer International Publishing		SpringerLink	10.1007/978-3-319-78307-9	SN:10.1007/978-3-319-78307-9	978-3-319-78307-9				2018	Controlled	Unique_Item_Investigations	1	1	0
Agriculture-Centric Computation	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-43605-5	SN:10.1007/978-3-031-43605-5	978-3-031-43605-5	1865-0929	1865-0937		2023	Controlled	Unique_Title_Investigations	2	2	0
Agriculture-Centric Computation	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-43605-5	SN:10.1007/978-3-031-43605-5	978-3-031-43605-5	1865-0929	1865-0937		2023	Controlled	Total_Item_Investigations	5	5	0
Agriculture-Centric Computation	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-43605-5	SN:10.1007/978-3-031-43605-5	978-3-031-43605-5	1865-0929	1865-0937		2023	Controlled	Unique_Item_Investigations	2	2	0
Agro-geoinformatics	Springer International Publishing		SpringerLink	10.1007/978-3-030-66387-2	SN:10.1007/978-3-030-66387-2	978-3-030-66387-2	2198-0721	2198-073X		2021	Controlled	Unique_Title_Investigations	1	1	0
Agro-geoinformatics	Springer International Publishing		SpringerLink	10.1007/978-3-030-66387-2	SN:10.1007/978-3-030-66387-2	978-3-030-66387-2	2198-0721	2198-073X		2021	Controlled	Unique_Item_Requests	1	1	0
Agro-geoinformatics	Springer International Publishing		SpringerLink	10.1007/978-3-030-66387-2	SN:10.1007/978-3-030-66387-2	978-3-030-66387-2	2198-0721	2198-073X		2021	Controlled	Total_Item_Requests	1	1	0
Agro-geoinformatics	Springer International Publishing		SpringerLink	10.1007/978-3-030-66387-2	SN:10.1007/978-3-030-66387-2	978-3-030-66387-2	2198-0721	2198-073X		2021	Controlled	Total_Item_Investigations	1	1	0
Agro-geoinformatics	Springer International Publishing		SpringerLink	10.1007/978-3-030-66387-2	SN:10.1007/978-3-030-66387-2	978-3-030-66387-2	2198-0721	2198-073X		2021	Controlled	Unique_Item_Investigations	1	1	0
Agro-geoinformatics	Springer International Publishing		SpringerLink	10.1007/978-3-030-66387-2	SN:10.1007/978-3-030-66387-2	978-3-030-66387-2	2198-0721	2198-073X		2021	Controlled	Unique_Title_Requests	1	1	0
Alternative Life-History Styles of Animals	Springer Netherlands		SpringerLink	10.1007/978-94-009-2605-9	SN:10.1007/978-94-009-2605-9	978-94-009-2605-9				1989	Controlled	Unique_Title_Investigations	1	1	0
Alternative Life-History Styles of Animals	Springer Netherlands		SpringerLink	10.1007/978-94-009-2605-9	SN:10.1007/978-94-009-2605-9	978-94-009-2605-9				1989	Controlled	Total_Item_Investigations	2	2	0
Alternative Life-History Styles of Animals	Springer Netherlands		SpringerLink	10.1007/978-94-009-2605-9	SN:10.1007/978-94-009-2605-9	978-94-009-2605-9				1989	Controlled	Unique_Item_Investigations	1	1	0
An Integrative Approach to Clinical Social Work Practice with Children of Incarcerated Parents	Springer International Publishing		SpringerLink	10.1007/978-3-031-28823-4	SN:10.1007/978-3-031-28823-4	978-3-031-28823-4	2520-162X	2520-1611		2023	Controlled	Unique_Title_Investigations	1	1	0
An Integrative Approach to Clinical Social Work Practice with Children of Incarcerated Parents	Springer International Publishing		SpringerLink	10.1007/978-3-031-28823-4	SN:10.1007/978-3-031-28823-4	978-3-031-28823-4	2520-162X	2520-1611		2023	Controlled	Unique_Item_Requests	1	1	0
An Integrative Approach to Clinical Social Work Practice with Children of Incarcerated Parents	Springer International Publishing		SpringerLink	10.1007/978-3-031-28823-4	SN:10.1007/978-3-031-28823-4	978-3-031-28823-4	2520-162X	2520-1611		2023	Controlled	Total_Item_Requests	1	1	0
An Integrative Approach to Clinical Social Work Practice with Children of Incarcerated Parents	Springer International Publishing		SpringerLink	10.1007/978-3-031-28823-4	SN:10.1007/978-3-031-28823-4	978-3-031-28823-4	2520-162X	2520-1611		2023	Controlled	Total_Item_Investigations	1	1	0
An Integrative Approach to Clinical Social Work Practice with Children of Incarcerated Parents	Springer International Publishing		SpringerLink	10.1007/978-3-031-28823-4	SN:10.1007/978-3-031-28823-4	978-3-031-28823-4	2520-162X	2520-1611		2023	Controlled	Unique_Item_Investigations	1	1	0
An Integrative Approach to Clinical Social Work Practice with Children of Incarcerated Parents	Springer International Publishing		SpringerLink	10.1007/978-3-031-28823-4	SN:10.1007/978-3-031-28823-4	978-3-031-28823-4	2520-162X	2520-1611		2023	Controlled	Unique_Title_Requests	1	1	0
An Introduction to Laplace Transforms and Fourier Series	Springer London		SpringerLink	10.1007/978-1-4471-6395-4	SN:10.1007/978-1-4471-6395-4	978-1-4471-6395-4	1615-2085	2197-4144		2014	Controlled	Unique_Title_Investigations	3	3	0
An Introduction to Laplace Transforms and Fourier Series	Springer London		SpringerLink	10.1007/978-1-4471-6395-4	SN:10.1007/978-1-4471-6395-4	978-1-4471-6395-4	1615-2085	2197-4144		2014	Controlled	Total_Item_Investigations	6	6	0
An Introduction to Laplace Transforms and Fourier Series	Springer London		SpringerLink	10.1007/978-1-4471-6395-4	SN:10.1007/978-1-4471-6395-4	978-1-4471-6395-4	1615-2085	2197-4144		2014	Controlled	Unique_Item_Investigations	3	3	0
An Introduction to Veterinary Medicine Engineering	Springer International Publishing		SpringerLink	10.1007/978-3-031-22805-6	SN:10.1007/978-3-031-22805-6	978-3-031-22805-6				2023	Controlled	Unique_Title_Investigations	3	3	0
An Introduction to Veterinary Medicine Engineering	Springer International Publishing		SpringerLink	10.1007/978-3-031-22805-6	SN:10.1007/978-3-031-22805-6	978-3-031-22805-6				2023	Controlled	Unique_Item_Requests	3	3	0
An Introduction to Veterinary Medicine Engineering	Springer International Publishing		SpringerLink	10.1007/978-3-031-22805-6	SN:10.1007/978-3-031-22805-6	978-3-031-22805-6				2023	Controlled	Total_Item_Requests	4	4	0
An Introduction to Veterinary Medicine Engineering	Springer International Publishing		SpringerLink	10.1007/978-3-031-22805-6	SN:10.1007/978-3-031-22805-6	978-3-031-22805-6				2023	Controlled	Total_Item_Investigations	5	5	0
An Introduction to Veterinary Medicine Engineering	Springer International Publishing		SpringerLink	10.1007/978-3-031-22805-6	SN:10.1007/978-3-031-22805-6	978-3-031-22805-6				2023	Controlled	Unique_Item_Investigations	4	4	0
An Introduction to Veterinary Medicine Engineering	Springer International Publishing		SpringerLink	10.1007/978-3-031-22805-6	SN:10.1007/978-3-031-22805-6	978-3-031-22805-6				2023	Controlled	Unique_Title_Requests	3	3	0
Animal Cell Culture	Humana Press		SpringerLink	10.1385/0896031500	SN:10.1385/0896031500	978-1-59259-492-4	1064-3745	1940-6029		1990	Controlled	Unique_Title_Investigations	1	1	0
Animal Cell Culture	Humana Press		SpringerLink	10.1385/0896031500	SN:10.1385/0896031500	978-1-59259-492-4	1064-3745	1940-6029		1990	Controlled	Total_Item_Investigations	1	1	0
Animal Cell Culture	Humana Press		SpringerLink	10.1385/0896031500	SN:10.1385/0896031500	978-1-59259-492-4	1064-3745	1940-6029		1990	Controlled	Unique_Item_Investigations	1	1	0
Applying Landscape Ecology in Biological Conservation	Springer New York		SpringerLink	10.1007/978-1-4613-0059-5	SN:10.1007/978-1-4613-0059-5	978-1-4613-0059-5				2002	Controlled	Unique_Title_Investigations	1	1	0
Applying Landscape Ecology in Biological Conservation	Springer New York		SpringerLink	10.1007/978-1-4613-0059-5	SN:10.1007/978-1-4613-0059-5	978-1-4613-0059-5				2002	Controlled	Total_Item_Investigations	1	1	0
Applying Landscape Ecology in Biological Conservation	Springer New York		SpringerLink	10.1007/978-1-4613-0059-5	SN:10.1007/978-1-4613-0059-5	978-1-4613-0059-5				2002	Controlled	Unique_Item_Investigations	1	1	0
Applying Quantitative Bias Analysis to Epidemiologic Data	Springer New York		SpringerLink	10.1007/978-0-387-87959-8	SN:10.1007/978-0-387-87959-8	978-0-387-87959-8	1431-8776			2009	Controlled	Unique_Title_Investigations	1	1	0
Applying Quantitative Bias Analysis to Epidemiologic Data	Springer New York		SpringerLink	10.1007/978-0-387-87959-8	SN:10.1007/978-0-387-87959-8	978-0-387-87959-8	1431-8776			2009	Controlled	Total_Item_Investigations	1	1	0
Applying Quantitative Bias Analysis to Epidemiologic Data	Springer New York		SpringerLink	10.1007/978-0-387-87959-8	SN:10.1007/978-0-387-87959-8	978-0-387-87959-8	1431-8776			2009	Controlled	Unique_Item_Investigations	1	1	0
Applying the Science of Learning to Education	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-5378-3	SN:10.1007/978-981-99-5378-3	978-981-99-5378-3				2023	Controlled	Unique_Title_Investigations	1	1	0
Applying the Science of Learning to Education	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-5378-3	SN:10.1007/978-981-99-5378-3	978-981-99-5378-3				2023	Controlled	Unique_Item_Requests	1	1	0
Applying the Science of Learning to Education	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-5378-3	SN:10.1007/978-981-99-5378-3	978-981-99-5378-3				2023	Controlled	Total_Item_Requests	1	1	0
Applying the Science of Learning to Education	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-5378-3	SN:10.1007/978-981-99-5378-3	978-981-99-5378-3				2023	Controlled	Total_Item_Investigations	1	1	0
Applying the Science of Learning to Education	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-5378-3	SN:10.1007/978-981-99-5378-3	978-981-99-5378-3				2023	Controlled	Unique_Item_Investigations	1	1	0
Applying the Science of Learning to Education	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-5378-3	SN:10.1007/978-981-99-5378-3	978-981-99-5378-3				2023	Controlled	Unique_Title_Requests	1	1	0
Aquaculture Microbiology	Springer US		SpringerLink	10.1007/978-1-0716-3032-7	SN:10.1007/978-1-0716-3032-7	978-1-0716-3032-7	1949-2448	1949-2456		2023	Controlled	Unique_Title_Investigations	2	2	0
Aquaculture Microbiology	Springer US		SpringerLink	10.1007/978-1-0716-3032-7	SN:10.1007/978-1-0716-3032-7	978-1-0716-3032-7	1949-2448	1949-2456		2023	Controlled	Total_Item_Investigations	2	2	0
Aquaculture Microbiology	Springer US		SpringerLink	10.1007/978-1-0716-3032-7	SN:10.1007/978-1-0716-3032-7	978-1-0716-3032-7	1949-2448	1949-2456		2023	Controlled	Unique_Item_Investigations	2	2	0
Artificial Intelligence	Springer International Publishing		SpringerLink	10.1007/978-3-030-72357-6	SN:10.1007/978-3-030-72357-6	978-3-030-72357-6				2021	Controlled	Unique_Title_Investigations	1	1	0
Artificial Intelligence	Springer International Publishing		SpringerLink	10.1007/978-3-030-72357-6	SN:10.1007/978-3-030-72357-6	978-3-030-72357-6				2021	Controlled	Total_Item_Investigations	2	2	0
Artificial Intelligence	Springer International Publishing		SpringerLink	10.1007/978-3-030-72357-6	SN:10.1007/978-3-030-72357-6	978-3-030-72357-6				2021	Controlled	Unique_Item_Investigations	2	2	0
Artificial Intelligence in Medicine	Springer International Publishing		SpringerLink	10.1007/978-3-030-64573-1	SN:10.1007/978-3-030-64573-1	978-3-030-64573-1				2022	Controlled	Unique_Title_Investigations	1	1	0
Artificial Intelligence in Medicine	Springer International Publishing		SpringerLink	10.1007/978-3-030-64573-1	SN:10.1007/978-3-030-64573-1	978-3-030-64573-1				2022	Controlled	Total_Item_Investigations	1	1	0
Artificial Intelligence in Medicine	Springer International Publishing		SpringerLink	10.1007/978-3-030-64573-1	SN:10.1007/978-3-030-64573-1	978-3-030-64573-1				2022	Controlled	Unique_Item_Investigations	1	1	0
