Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	Silverchair:35310
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Parent_Data_Type=Journal; Data_Type=Article
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates ()
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T00:00:00Z
Created_By	Silverchair

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
"Association Between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents<alt-title alt-title-type=""headline"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title><alt-title alt-title-type=""running-head"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title>"	American Medical Association		American Medical Association		2022-06-16		10.1001/jamanetworkopen.2022.17251	Silverchair:2793482				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Total_Item_Requests	1	1	0
"Association Between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents<alt-title alt-title-type=""headline"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title><alt-title alt-title-type=""running-head"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title>"	American Medical Association		American Medical Association		2022-06-16		10.1001/jamanetworkopen.2022.17251	Silverchair:2793482				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Unique_Item_Requests	1	1	0
"Association Between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents<alt-title alt-title-type=""headline"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title><alt-title alt-title-type=""running-head"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title>"	American Medical Association		American Medical Association		2022-06-16		10.1001/jamanetworkopen.2022.17251	Silverchair:2793482				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Total_Item_Requests	1	1	0
"Association Between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents<alt-title alt-title-type=""headline"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title><alt-title alt-title-type=""running-head"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title>"	American Medical Association		American Medical Association		2022-06-16		10.1001/jamanetworkopen.2022.17251	Silverchair:2793482				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Unique_Item_Requests	1	1	0
"Association of Group B Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence Among University Students<alt-title alt-title-type=""headline"">Association of Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence</alt-title><alt-title alt-title-type=""running-head"">Association of Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence</alt-title>"	American Medical Association		American Medical Association		2023-08-31		10.1001/jamanetworkopen.2023.31742	Silverchair:2808945				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Total_Item_Requests	1	1	0
"Association of Group B Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence Among University Students<alt-title alt-title-type=""headline"">Association of Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence</alt-title><alt-title alt-title-type=""running-head"">Association of Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence</alt-title>"	American Medical Association		American Medical Association		2023-08-31		10.1001/jamanetworkopen.2023.31742	Silverchair:2808945				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Unique_Item_Requests	1	1	0
"Blood-Borne Revitalization of the Aged Brain<alt-title alt-title-type=""headline"">Blood-Borne Revitalization of the Aged Brain</alt-title><alt-title alt-title-type=""running-head"">Blood-Borne Revitalization of the Aged Brain</alt-title>"	American Medical Association		American Medical Association		2015-10-01		10.1001/jamaneurol.2015.1616	Silverchair:2398915				JAMA Neurology				Silverchair:72	2168-6149	2168-6157		Controlled	Unique_Item_Requests	1	1	0
"Blood-Borne Revitalization of the Aged Brain<alt-title alt-title-type=""headline"">Blood-Borne Revitalization of the Aged Brain</alt-title><alt-title alt-title-type=""running-head"">Blood-Borne Revitalization of the Aged Brain</alt-title>"	American Medical Association		American Medical Association		2015-10-01		10.1001/jamaneurol.2015.1616	Silverchair:2398915				JAMA Neurology				Silverchair:72	2168-6149	2168-6157		Controlled	Total_Item_Requests	2	2	0
"Cardiometabolic Effects of Omnivorous vs Vegan Diets in Identical Twins<subtitle>A Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Cardiometabolic Effects of Omnivorous vs Vegan Diets</alt-title><alt-title alt-title-type=""running-head"">Cardiometabolic Effects of Omnivorous vs Vegan Diets</alt-title>"	American Medical Association		American Medical Association		2023-11-30		10.1001/jamanetworkopen.2023.44457	Silverchair:2812392				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Total_Item_Requests	1	1	0
"Cardiometabolic Effects of Omnivorous vs Vegan Diets in Identical Twins<subtitle>A Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Cardiometabolic Effects of Omnivorous vs Vegan Diets</alt-title><alt-title alt-title-type=""running-head"">Cardiometabolic Effects of Omnivorous vs Vegan Diets</alt-title>"	American Medical Association		American Medical Association		2023-11-30		10.1001/jamanetworkopen.2023.44457	Silverchair:2812392				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Unique_Item_Requests	1	1	0
"Characteristics of Medical School Deans and University Hospital Directors in Japan<alt-title alt-title-type=""headline"">Characteristics of Medical School Deans and University Hospital Directors in Japan</alt-title><alt-title alt-title-type=""running-head"">Characteristics of Medical School Deans and University Hospital Directors in Japan</alt-title>"	American Medical Association		American Medical Association		2024-01-11		10.1001/jamanetworkopen.2023.51526	Silverchair:2813844				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Total_Item_Requests	1	1	0
"Characteristics of Medical School Deans and University Hospital Directors in Japan<alt-title alt-title-type=""headline"">Characteristics of Medical School Deans and University Hospital Directors in Japan</alt-title><alt-title alt-title-type=""running-head"">Characteristics of Medical School Deans and University Hospital Directors in Japan</alt-title>"	American Medical Association		American Medical Association		2024-01-11		10.1001/jamanetworkopen.2023.51526	Silverchair:2813844				JAMA Network Open				Silverchair:187		2574-3805		OA_Gold	Unique_Item_Requests	1	1	0
"Child Neurodevelopment After Multidomain Interventions From Preconception Through Early Childhood<subtitle>The WINGS Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Impact of Integrated Interventions on Childhood Neurodevelopment</alt-title><alt-title alt-title-type=""running-head"">Impact of Integrated Interventions on Childhood Neurodevelopment</alt-title>"	American Medical Association		American Medical Association		2024-01-02		10.1001/jama.2023.23727	Silverchair:2813555				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	1	1	0
"Child Neurodevelopment After Multidomain Interventions From Preconception Through Early Childhood<subtitle>The WINGS Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Impact of Integrated Interventions on Childhood Neurodevelopment</alt-title><alt-title alt-title-type=""running-head"">Impact of Integrated Interventions on Childhood Neurodevelopment</alt-title>"	American Medical Association		American Medical Association		2024-01-02		10.1001/jama.2023.23727	Silverchair:2813555				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
Childhood Atopic Dermatitis Impact Scale<subtitle>Reliability, Discriminative and Concurrent Validity, and Responsiveness</subtitle>	American Medical Association		American Medical Association		2007-06-01		10.1001/archderm.143.6.768	Silverchair:412974				JAMA Dermatology				Silverchair:68	2168-6068	2168-6084		Controlled	Unique_Item_Requests	1	1	0
Childhood Atopic Dermatitis Impact Scale<subtitle>Reliability, Discriminative and Concurrent Validity, and Responsiveness</subtitle>	American Medical Association		American Medical Association		2007-06-01		10.1001/archderm.143.6.768	Silverchair:412974				JAMA Dermatology				Silverchair:68	2168-6068	2168-6084		Controlled	Total_Item_Requests	1	1	0
Climate-Informed Patient Care as a Social Determinant of Health	American Medical Association		American Medical Association		2024-01-18		10.1001/jamahealthforum.2024.0095	Silverchair:2814253				JAMA Health Forum				Silverchair:185		2689-0186		OA_Gold	Total_Item_Requests	2	2	0
Climate-Informed Patient Care as a Social Determinant of Health	American Medical Association		American Medical Association		2024-01-18		10.1001/jamahealthforum.2024.0095	Silverchair:2814253				JAMA Health Forum				Silverchair:185		2689-0186		OA_Gold	Unique_Item_Requests	1	1	0
Coffee, CYP1A2 Genotype, and Risk of Myocardial Infarction	American Medical Association		American Medical Association		2006-03-08		10.1001/jama.295.10.1135	Silverchair:202502				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
Coffee, CYP1A2 Genotype, and Risk of Myocardial Infarction	American Medical Association		American Medical Association		2006-03-08		10.1001/jama.295.10.1135	Silverchair:202502				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	1	1	0
Coffee, CYP1A2 Genotype, and Risk of Myocardial Infarction	American Medical Association		American Medical Association		2006-03-08		10.1001/jama.295.10.1135	Silverchair:202502				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	2	2	0
Coffee, CYP1A2 Genotype, and Risk of Myocardial Infarction	American Medical Association		American Medical Association		2006-03-08		10.1001/jama.295.10.1135	Silverchair:202502				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	2	2	0
"Collider Bias<alt-title alt-title-type=""headline"">Collider Bias</alt-title><alt-title alt-title-type=""running-head"">Collider Bias</alt-title>"	American Medical Association		American Medical Association		2022-04-05		10.1001/jama.2022.1820	Silverchair:2790247				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	1	1	0
"Collider Bias<alt-title alt-title-type=""headline"">Collider Bias</alt-title><alt-title alt-title-type=""running-head"">Collider Bias</alt-title>"	American Medical Association		American Medical Association		2022-04-05		10.1001/jama.2022.1820	Silverchair:2790247				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
"Collider Bias<alt-title alt-title-type=""headline"">Collider Bias</alt-title><alt-title alt-title-type=""running-head"">Collider Bias</alt-title>"	American Medical Association		American Medical Association		2022-04-05		10.1001/jama.2022.1820	Silverchair:2790247				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
"Collider Bias<alt-title alt-title-type=""headline"">Collider Bias</alt-title><alt-title alt-title-type=""running-head"">Collider Bias</alt-title>"	American Medical Association		American Medical Association		2022-04-05		10.1001/jama.2022.1820	Silverchair:2790247				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	1	1	0
"Common Painful Foot and Ankle Conditions<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">A Review of Common Painful Foot and Ankle Conditions</alt-title><alt-title alt-title-type=""running-head"">A Review of Common Painful Foot and Ankle Conditions</alt-title>"	American Medical Association		American Medical Association		2023-12-19		10.1001/jama.2023.23906	Silverchair:2812902				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	2	2	0
"Common Painful Foot and Ankle Conditions<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">A Review of Common Painful Foot and Ankle Conditions</alt-title><alt-title alt-title-type=""running-head"">A Review of Common Painful Foot and Ankle Conditions</alt-title>"	American Medical Association		American Medical Association		2023-12-19		10.1001/jama.2023.23906	Silverchair:2812902				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	2	2	0
"Diagnosis and Treatment of Acute Coronary Syndromes<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">Diagnosis and Treatment of Acute Coronary Syndromes</alt-title><alt-title alt-title-type=""running-head"">Diagnosis and Treatment of Acute Coronary Syndromes</alt-title>"	American Medical Association		American Medical Association		2022-02-15		10.1001/jama.2022.0358	Silverchair:2789023				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	2	2	0
"Diagnosis and Treatment of Acute Coronary Syndromes<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">Diagnosis and Treatment of Acute Coronary Syndromes</alt-title><alt-title alt-title-type=""running-head"">Diagnosis and Treatment of Acute Coronary Syndromes</alt-title>"	American Medical Association		American Medical Association		2022-02-15		10.1001/jama.2022.0358	Silverchair:2789023				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	2	2	0
"Diagnosis and Treatment of Acute Coronary Syndromes<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">Diagnosis and Treatment of Acute Coronary Syndromes</alt-title><alt-title alt-title-type=""running-head"">Diagnosis and Treatment of Acute Coronary Syndromes</alt-title>"	American Medical Association		American Medical Association		2022-02-15		10.1001/jama.2022.0358	Silverchair:2789023				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	4	4	0
"Diagnosis and Treatment of Acute Coronary Syndromes<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">Diagnosis and Treatment of Acute Coronary Syndromes</alt-title><alt-title alt-title-type=""running-head"">Diagnosis and Treatment of Acute Coronary Syndromes</alt-title>"	American Medical Association		American Medical Association		2022-02-15		10.1001/jama.2022.0358	Silverchair:2789023				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	4	4	0
Enhancement of Cytarabine Sensitivity in Squamous Cell Carcinoma Cell Line Transfected With Deoxycytidine Kinase	American Medical Association		American Medical Association		2002-06-01		10.1001/archotol.128.6.708	Silverchair:482929				JAMA Otolaryngology–Head & Neck Surgery				Silverchair:74	2168-6181	2168-619X		Controlled	Total_Item_Requests	1	1	0
Enhancement of Cytarabine Sensitivity in Squamous Cell Carcinoma Cell Line Transfected With Deoxycytidine Kinase	American Medical Association		American Medical Association		2002-06-01		10.1001/archotol.128.6.708	Silverchair:482929				JAMA Otolaryngology–Head & Neck Surgery				Silverchair:74	2168-6181	2168-619X		Controlled	Unique_Item_Requests	1	1	0
"Functional Outcomes After Localized Prostate Cancer Treatment<alt-title alt-title-type=""headline"">Functional Outcomes After Localized Prostate Cancer Treatment</alt-title><alt-title alt-title-type=""running-head"">Functional Outcomes After Localized Prostate Cancer Treatment</alt-title>"	American Medical Association		American Medical Association		2024-01-23		10.1001/jama.2023.26491	Silverchair:2814131				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	1	1	0
"Functional Outcomes After Localized Prostate Cancer Treatment<alt-title alt-title-type=""headline"">Functional Outcomes After Localized Prostate Cancer Treatment</alt-title><alt-title alt-title-type=""running-head"">Functional Outcomes After Localized Prostate Cancer Treatment</alt-title>"	American Medical Association		American Medical Association		2024-01-23		10.1001/jama.2023.26491	Silverchair:2814131				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
"Glaucoma in Adults—Screening, Diagnosis, and Management<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">Glaucoma in Adults—Screening, Diagnosis, and Management</alt-title><alt-title alt-title-type=""running-head"">Glaucoma in Adults—Screening, Diagnosis, and Management</alt-title>"	American Medical Association		American Medical Association		2021-01-12		10.1001/jama.2020.21899	Silverchair:2774838				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	2	2	0
"Glaucoma in Adults—Screening, Diagnosis, and Management<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">Glaucoma in Adults—Screening, Diagnosis, and Management</alt-title><alt-title alt-title-type=""running-head"">Glaucoma in Adults—Screening, Diagnosis, and Management</alt-title>"	American Medical Association		American Medical Association		2021-01-12		10.1001/jama.2020.21899	Silverchair:2774838				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	2	2	0
"Glaucoma in Adults—Screening, Diagnosis, and Management<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">Glaucoma in Adults—Screening, Diagnosis, and Management</alt-title><alt-title alt-title-type=""running-head"">Glaucoma in Adults—Screening, Diagnosis, and Management</alt-title>"	American Medical Association		American Medical Association		2021-01-12		10.1001/jama.2020.21899	Silverchair:2774838				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	3	3	0
"Glaucoma in Adults—Screening, Diagnosis, and Management<subtitle>A Review</subtitle><alt-title alt-title-type=""headline"">Glaucoma in Adults—Screening, Diagnosis, and Management</alt-title><alt-title alt-title-type=""running-head"">Glaucoma in Adults—Screening, Diagnosis, and Management</alt-title>"	American Medical Association		American Medical Association		2021-01-12		10.1001/jama.2020.21899	Silverchair:2774838				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	3	3	0
"Global Proportion of Disordered Eating in Children and Adolescents<subtitle>A Systematic Review and Meta-analysis </subtitle><alt-title alt-title-type=""headline"">Global Proportion of Disordered Eating in Children and Adolescents</alt-title><alt-title alt-title-type=""running-head"">Global Proportion of Disordered Eating in Children and Adolescents</alt-title>"	American Medical Association		American Medical Association		2023-04-01		10.1001/jamapediatrics.2022.5848	Silverchair:2801664				JAMA Pediatrics				Silverchair:75	2168-6203	2168-6211		Controlled	Total_Item_Requests	1	1	0
"Global Proportion of Disordered Eating in Children and Adolescents<subtitle>A Systematic Review and Meta-analysis </subtitle><alt-title alt-title-type=""headline"">Global Proportion of Disordered Eating in Children and Adolescents</alt-title><alt-title alt-title-type=""running-head"">Global Proportion of Disordered Eating in Children and Adolescents</alt-title>"	American Medical Association		American Medical Association		2023-04-01		10.1001/jamapediatrics.2022.5848	Silverchair:2801664				JAMA Pediatrics				Silverchair:75	2168-6203	2168-6211		Controlled	Unique_Item_Requests	1	1	0
"Hiatal Hernia Repair With Tension-Free Mesh or Crural Sutures Alone in Antireflux Surgery<subtitle>A 13-Year Follow-Up of a Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Hiatal Hernia Repair With Tension-Free Mesh or Crural Sutures Alone in Antireflux Surgery</alt-title><alt-title alt-title-type=""running-head"">Hiatal Hernia Repair With Tension-Free Mesh or Crural Sutures Alone in Antireflux Surgery</alt-title>"	American Medical Association		American Medical Association		2024-01-01		10.1001/jamasurg.2023.4976	Silverchair:2810370				JAMA Surgery				Silverchair:76	2168-6254	2168-6262		Controlled	Total_Item_Requests	1	1	0
"Hiatal Hernia Repair With Tension-Free Mesh or Crural Sutures Alone in Antireflux Surgery<subtitle>A 13-Year Follow-Up of a Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Hiatal Hernia Repair With Tension-Free Mesh or Crural Sutures Alone in Antireflux Surgery</alt-title><alt-title alt-title-type=""running-head"">Hiatal Hernia Repair With Tension-Free Mesh or Crural Sutures Alone in Antireflux Surgery</alt-title>"	American Medical Association		American Medical Association		2024-01-01		10.1001/jamasurg.2023.4976	Silverchair:2810370				JAMA Surgery				Silverchair:76	2168-6254	2168-6262		Controlled	Unique_Item_Requests	1	1	0
"High-Sensitivity Cardiac Troponin Concentrations at Presentation in Patients With ST-Segment Elevation Myocardial Infarction<alt-title alt-title-type=""headline"">High-Sensitivity Cardiac Troponin Concentrations at Presentation in Patients With ST-Segment Elevation Myocardial Infarction</alt-title><alt-title alt-title-type=""running-head"">Letters</alt-title>"	American Medical Association		American Medical Association		2020-11-01		10.1001/jamacardio.2020.2867	Silverchair:2769178				JAMA Cardiology				Silverchair:184	2380-6583	2380-6591		OA_Gold	Total_Item_Requests	1	1	0
"High-Sensitivity Cardiac Troponin Concentrations at Presentation in Patients With ST-Segment Elevation Myocardial Infarction<alt-title alt-title-type=""headline"">High-Sensitivity Cardiac Troponin Concentrations at Presentation in Patients With ST-Segment Elevation Myocardial Infarction</alt-title><alt-title alt-title-type=""running-head"">Letters</alt-title>"	American Medical Association		American Medical Association		2020-11-01		10.1001/jamacardio.2020.2867	Silverchair:2769178				JAMA Cardiology				Silverchair:184	2380-6583	2380-6591		OA_Gold	Unique_Item_Requests	1	1	0
"Higher-Dose Fluvoxamine and Time to Sustained Recovery in Outpatients With COVID-19<subtitle>The ACTIV-6 Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Higher-Dose Fluvoxamine and Time to Sustained Recovery in Outpatients With COVID-19</alt-title><alt-title alt-title-type=""running-head"">Higher-Dose Fluvoxamine and Time to Sustained Recovery in Outpatients With COVID-19</alt-title>"	American Medical Association		American Medical Association		2023-12-26		10.1001/jama.2023.23363	Silverchair:2812204				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	2	2	0
"Higher-Dose Fluvoxamine and Time to Sustained Recovery in Outpatients With COVID-19<subtitle>The ACTIV-6 Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Higher-Dose Fluvoxamine and Time to Sustained Recovery in Outpatients With COVID-19</alt-title><alt-title alt-title-type=""running-head"">Higher-Dose Fluvoxamine and Time to Sustained Recovery in Outpatients With COVID-19</alt-title>"	American Medical Association		American Medical Association		2023-12-26		10.1001/jama.2023.23363	Silverchair:2812204				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	2	2	0
Impact of Formal Continuing Medical Education<SUBTITLE>Do Conferences, Workshops, Rounds, and Other Traditional Continuing Education Activities Change Physician Behavior or Health Care Outcomes?</SUBTITLE>	American Medical Association		American Medical Association		1999-09-01		10.1001/jama.282.9.867	Silverchair:191423				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	3	3	0
Impact of Formal Continuing Medical Education<SUBTITLE>Do Conferences, Workshops, Rounds, and Other Traditional Continuing Education Activities Change Physician Behavior or Health Care Outcomes?</SUBTITLE>	American Medical Association		American Medical Association		1999-09-01		10.1001/jama.282.9.867	Silverchair:191423				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
"Is Vaccination Approaching a Dangerous Tipping Point?<alt-title alt-title-type=""headline"">Is Vaccination Approaching a Dangerous Tipping Point?</alt-title><alt-title alt-title-type=""running-head"">Is Vaccination Approaching a Dangerous Tipping Point?</alt-title>"	American Medical Association		American Medical Association		2024-01-23		10.1001/jama.2023.27685	Silverchair:2813910				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	1	1	0
"Is Vaccination Approaching a Dangerous Tipping Point?<alt-title alt-title-type=""headline"">Is Vaccination Approaching a Dangerous Tipping Point?</alt-title><alt-title alt-title-type=""running-head"">Is Vaccination Approaching a Dangerous Tipping Point?</alt-title>"	American Medical Association		American Medical Association		2024-01-23		10.1001/jama.2023.27685	Silverchair:2813910				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
"Laryngectomy<alt-title alt-title-type=""headline"">Laryngectomy</alt-title><alt-title alt-title-type=""running-head"">Poetry and Medicine</alt-title>"	American Medical Association		American Medical Association		2024-01-23		10.1001/jama.2023.23790	Silverchair:2814129				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Total_Item_Requests	1	1	0
"Laryngectomy<alt-title alt-title-type=""headline"">Laryngectomy</alt-title><alt-title alt-title-type=""running-head"">Poetry and Medicine</alt-title>"	American Medical Association		American Medical Association		2024-01-23		10.1001/jama.2023.23790	Silverchair:2814129				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
"More Virulent Mpox Clade Can Be Sexually Associated, WHO and CDC Warn<alt-title alt-title-type=""headline"">More Virulent Mpox Clade Can Be Sexually Associated, WHO and CDC Warn</alt-title><alt-title alt-title-type=""running-head"">Medical News in Brief</alt-title>"	American Medical Association		American Medical Association		2024-01-23		10.1001/jama.2023.26109	Silverchair:2813764				JAMA				Silverchair:67	0098-7484	1538-3598		Controlled	Unique_Item_Requests	1	1	0
