Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	mbs:sgid023870
Metric_Types	No_License; Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Parent_Data_Type=Book|Journal; Data_Type=Article|Book|Book_Segment
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates(Investigation Usage is available up to 2024-01-31.Request Usage is available up to 2024-01-31.No License Usage is available up to 2024-01-31.) ()
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:50:56Z
Created_By	Microbiology Society

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
In vivo correlates of infectious salmon anemia virus pathogenesis in fish	Microbiology Society		mbs	10.1099/vir.0.81719-0			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.81719-0	Total_Item_Investigations	2	2	0
In vivo correlates of infectious salmon anemia virus pathogenesis in fish	Microbiology Society		mbs	10.1099/vir.0.81719-0			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.81719-0	Total_Item_Requests	2	2	0
In vivo correlates of infectious salmon anemia virus pathogenesis in fish	Microbiology Society		mbs	10.1099/vir.0.81719-0			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.81719-0	Unique_Item_Investigations	2	2	0
In vivo correlates of infectious salmon anemia virus pathogenesis in fish	Microbiology Society		mbs	10.1099/vir.0.81719-0			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.81719-0	Unique_Item_Requests	1	1	0
Muricauda meishanensis sp. nov., a facultative anaerobic bacterium belonging to the family Flavobacteriaceae isolated from marine sediment in the East China Sea	Microbiology Society		mbs	10.1099/ijsem.0.006059			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.006059	Total_Item_Investigations	5	5	0
Muricauda meishanensis sp. nov., a facultative anaerobic bacterium belonging to the family Flavobacteriaceae isolated from marine sediment in the East China Sea	Microbiology Society		mbs	10.1099/ijsem.0.006059			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.006059	Unique_Item_Investigations	4	4	0
Muricauda meishanensis sp. nov., a facultative anaerobic bacterium belonging to the family Flavobacteriaceae isolated from marine sediment in the East China Sea	Microbiology Society		mbs	10.1099/ijsem.0.006059			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.006059	No_License	4	4	0
Paraliobacillus quinghaiensis sp. nov., isolated from salt-lake sediment in China	Microbiology Society		mbs	10.1099/ijs.0.65735-0			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65735-0	Total_Item_Investigations	1	1	0
Paraliobacillus quinghaiensis sp. nov., isolated from salt-lake sediment in China	Microbiology Society		mbs	10.1099/ijs.0.65735-0			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65735-0	Total_Item_Requests	1	1	0
Paraliobacillus quinghaiensis sp. nov., isolated from salt-lake sediment in China	Microbiology Society		mbs	10.1099/ijs.0.65735-0			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65735-0	Unique_Item_Investigations	1	1	0
Paraliobacillus quinghaiensis sp. nov., isolated from salt-lake sediment in China	Microbiology Society		mbs	10.1099/ijs.0.65735-0			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65735-0	Unique_Item_Requests	1	1	0
Strains of Bradyrhizobium barranii sp. nov. associated with legumes native to Canada are symbionts of soybeans and belong to different subspecies (subsp. barranii subsp. nov. and subsp. apii subsp. nov.) and symbiovars (sv. glycinearum and sv. septentrionale)	Microbiology Society		mbs	10.1099/ijsem.0.005549			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.005549	Total_Item_Investigations	2	2	0
Strains of Bradyrhizobium barranii sp. nov. associated with legumes native to Canada are symbionts of soybeans and belong to different subspecies (subsp. barranii subsp. nov. and subsp. apii subsp. nov.) and symbiovars (sv. glycinearum and sv. septentrionale)	Microbiology Society		mbs	10.1099/ijsem.0.005549			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.005549	Total_Item_Requests	2	2	0
Strains of Bradyrhizobium barranii sp. nov. associated with legumes native to Canada are symbionts of soybeans and belong to different subspecies (subsp. barranii subsp. nov. and subsp. apii subsp. nov.) and symbiovars (sv. glycinearum and sv. septentrionale)	Microbiology Society		mbs	10.1099/ijsem.0.005549			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.005549	Unique_Item_Investigations	2	2	0
Strains of Bradyrhizobium barranii sp. nov. associated with legumes native to Canada are symbionts of soybeans and belong to different subspecies (subsp. barranii subsp. nov. and subsp. apii subsp. nov.) and symbiovars (sv. glycinearum and sv. septentrionale)	Microbiology Society		mbs	10.1099/ijsem.0.005549			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.005549	Unique_Item_Requests	1	1	0
The appearance of H3 influenza viruses in seals	Microbiology Society		mbs	10.1099/0022-1317-76-1-199			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-76-1-199	Total_Item_Investigations	1	1	0
The appearance of H3 influenza viruses in seals	Microbiology Society		mbs	10.1099/0022-1317-76-1-199			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-76-1-199	Total_Item_Requests	1	1	0
The appearance of H3 influenza viruses in seals	Microbiology Society		mbs	10.1099/0022-1317-76-1-199			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-76-1-199	Unique_Item_Investigations	1	1	0
The appearance of H3 influenza viruses in seals	Microbiology Society		mbs	10.1099/0022-1317-76-1-199			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-76-1-199	Unique_Item_Requests	1	1	0
Two-component systems regulate ABC transporters in antimicrobial peptide production, immunity and resistance	Microbiology Society		mbs	10.1099/mic.0.000823			1350-0872	1465-2080	https://www.microbiologyresearch.org/content/journal/micro/10.1099/mic.0.000823	Total_Item_Investigations	2	2	0
Two-component systems regulate ABC transporters in antimicrobial peptide production, immunity and resistance	Microbiology Society		mbs	10.1099/mic.0.000823			1350-0872	1465-2080	https://www.microbiologyresearch.org/content/journal/micro/10.1099/mic.0.000823	Total_Item_Requests	1	1	0
Two-component systems regulate ABC transporters in antimicrobial peptide production, immunity and resistance	Microbiology Society		mbs	10.1099/mic.0.000823			1350-0872	1465-2080	https://www.microbiologyresearch.org/content/journal/micro/10.1099/mic.0.000823	Unique_Item_Investigations	2	2	0
Two-component systems regulate ABC transporters in antimicrobial peptide production, immunity and resistance	Microbiology Society		mbs	10.1099/mic.0.000823			1350-0872	1465-2080	https://www.microbiologyresearch.org/content/journal/micro/10.1099/mic.0.000823	Unique_Item_Requests	1	1	0
Understanding the microbial components of periodontal diseases and periodontal treatment-induced microbiological shifts	Microbiology Society		mbs	10.1099/jmm.0.001247			0022-2615	1473-5644	https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.001247	Total_Item_Investigations	3	3	0
Understanding the microbial components of periodontal diseases and periodontal treatment-induced microbiological shifts	Microbiology Society		mbs	10.1099/jmm.0.001247			0022-2615	1473-5644	https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.001247	Total_Item_Requests	2	2	0
Understanding the microbial components of periodontal diseases and periodontal treatment-induced microbiological shifts	Microbiology Society		mbs	10.1099/jmm.0.001247			0022-2615	1473-5644	https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.001247	Unique_Item_Investigations	2	2	0
Understanding the microbial components of periodontal diseases and periodontal treatment-induced microbiological shifts	Microbiology Society		mbs	10.1099/jmm.0.001247			0022-2615	1473-5644	https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.001247	Unique_Item_Requests	1	1	0
Vibrio ichthyoenteri sp. nov., a Pathogen of Japanese Flounder (Paralichthys olivaceus) Larvae	Microbiology Society		mbs	10.1099/00207713-46-1-155			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-46-1-155	Total_Item_Investigations	1	1	0
Vibrio ichthyoenteri sp. nov., a Pathogen of Japanese Flounder (Paralichthys olivaceus) Larvae	Microbiology Society		mbs	10.1099/00207713-46-1-155			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-46-1-155	Total_Item_Requests	1	1	0
Vibrio ichthyoenteri sp. nov., a Pathogen of Japanese Flounder (Paralichthys olivaceus) Larvae	Microbiology Society		mbs	10.1099/00207713-46-1-155			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-46-1-155	Unique_Item_Investigations	1	1	0
Vibrio ichthyoenteri sp. nov., a Pathogen of Japanese Flounder (Paralichthys olivaceus) Larvae	Microbiology Society		mbs	10.1099/00207713-46-1-155			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-46-1-155	Unique_Item_Requests	1	1	0
