Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	ar:106712
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Section_Type|Access_Type|Access_Method|YOP
Exceptions	
Reporting_Period	End_Date=2024-01-31; Begin_Date=2024-01-01
Created	2024-02-29T02:47:59Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Data_Type	Section_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024
Annual Review of Biochemistry	Annual Reviews		Annual Reviews	10.1146/biochem.684	ar:biochem		0066-4154	1545-4509		Journal	Article	1985	Controlled	Regular	Total_Item_Investigations	3	3
Annual Review of Biophysics	Annual Reviews		Annual Reviews	10.1146/biophys.817	ar:biophys		1936-122X	1936-1238		Journal	Article	2001	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Biophysics	Annual Reviews		Annual Reviews	10.1146/biophys.817	ar:biophys		1936-122X	1936-1238		Journal	Article	2001	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Biophysics	Annual Reviews		Annual Reviews	10.1146/biophys.817	ar:biophys		1936-122X	1936-1238		Journal	Article	2001	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Biophysics	Annual Reviews		Annual Reviews	10.1146/biophys.817	ar:biophys		1936-122X	1936-1238		Journal	Article	2001	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Clinical Psychology	Annual Reviews		Annual Reviews	10.1146/clinpsy.724	ar:clinpsy		1548-5943	1548-5951		Journal	Article	2008	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Clinical Psychology	Annual Reviews		Annual Reviews	10.1146/clinpsy.724	ar:clinpsy		1548-5943	1548-5951		Journal	Article	2008	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Clinical Psychology	Annual Reviews		Annual Reviews	10.1146/clinpsy.724	ar:clinpsy		1548-5943	1548-5951		Journal	Article	2008	Controlled	Regular	Total_Item_Requests	2	2
Annual Review of Clinical Psychology	Annual Reviews		Annual Reviews	10.1146/clinpsy.724	ar:clinpsy		1548-5943	1548-5951		Journal	Article	2008	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Developmental Psychology	Annual Reviews		Annual Reviews	10.1146/devpsych	ar:devpsych		2640-7922	2640-7922		Journal	Article	2020	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Developmental Psychology	Annual Reviews		Annual Reviews	10.1146/devpsych	ar:devpsych		2640-7922	2640-7922		Journal	Article	2020	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Earth and Planetary Sciences	Annual Reviews		Annual Reviews	10.1146/earth.691	ar:earth		0084-6597	1545-4495		Journal	Article	2008	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Earth and Planetary Sciences	Annual Reviews		Annual Reviews	10.1146/earth.691	ar:earth		0084-6597	1545-4495		Journal	Article	2008	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Earth and Planetary Sciences	Annual Reviews		Annual Reviews	10.1146/earth.691	ar:earth		0084-6597	1545-4495		Journal	Article	2008	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Earth and Planetary Sciences	Annual Reviews		Annual Reviews	10.1146/earth.691	ar:earth		0084-6597	1545-4495		Journal	Article	2008	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Ecology, Evolution, and Systematics	Annual Reviews		Annual Reviews	10.1146/ecolsys.693	ar:ecolsys		1543-592X	1545-2069		Journal	Article	1978	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Ecology, Evolution, and Systematics	Annual Reviews		Annual Reviews	10.1146/ecolsys.693	ar:ecolsys		1543-592X	1545-2069		Journal	Article	1978	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Ecology, Evolution, and Systematics	Annual Reviews		Annual Reviews	10.1146/ecolsys.693	ar:ecolsys		1543-592X	1545-2069		Journal	Article	1978	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Ecology, Evolution, and Systematics	Annual Reviews		Annual Reviews	10.1146/ecolsys.693	ar:ecolsys		1543-592X	1545-2069		Journal	Article	1978	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Economics	Annual Reviews		Annual Reviews	10.1146/economics	ar:economics		1941-1383	1941-1391		Journal	Article	2015	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Economics	Annual Reviews		Annual Reviews	10.1146/economics	ar:economics		1941-1383	1941-1391		Journal	Article	2015	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Economics	Annual Reviews		Annual Reviews	10.1146/economics	ar:economics		1941-1383	1941-1391		Journal	Article	2015	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Economics	Annual Reviews		Annual Reviews	10.1146/economics	ar:economics		1941-1383	1941-1391		Journal	Article	2015	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Entomology	Annual Reviews		Annual Reviews	10.1146/ento.697	ar:ento		0066-4170	1545-4487		Journal	Article	2017	Controlled	Regular	Unique_Item_Investigations	2	2
Annual Review of Entomology	Annual Reviews		Annual Reviews	10.1146/ento.697	ar:ento		0066-4170	1545-4487		Journal	Article	2017	Controlled	Regular	Unique_Item_Requests	2	2
Annual Review of Entomology	Annual Reviews		Annual Reviews	10.1146/ento.697	ar:ento		0066-4170	1545-4487		Journal	Article	2017	Controlled	Regular	Total_Item_Requests	2	2
Annual Review of Entomology	Annual Reviews		Annual Reviews	10.1146/ento.697	ar:ento		0066-4170	1545-4487		Journal	Article	2017	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2009	Controlled	Regular	Unique_Item_Investigations	2	2
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2009	Controlled	Regular	Unique_Item_Requests	2	2
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2009	Controlled	Regular	Total_Item_Requests	2	2
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2009	Controlled	Regular	Total_Item_Investigations	3	3
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2011	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2011	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2011	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2011	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2017	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2017	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2017	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2017	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2022	OA_Gold	Regular	Unique_Item_Investigations	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2022	OA_Gold	Regular	Unique_Item_Requests	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2022	OA_Gold	Regular	Total_Item_Requests	1	1
Annual Review of Environment and Resources	Annual Reviews		Annual Reviews	10.1146/energy.721	ar:energy		1543-5938	1545-2050		Journal	Article	2022	OA_Gold	Regular	Total_Item_Investigations	1	1
Annual Review of Fluid Mechanics	Annual Reviews		Annual Reviews	10.1146/fluid.698	ar:fluid		0066-4189	1545-4479		Journal	Article	2019	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Fluid Mechanics	Annual Reviews		Annual Reviews	10.1146/fluid.698	ar:fluid		0066-4189	1545-4479		Journal	Article	2019	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Fluid Mechanics	Annual Reviews		Annual Reviews	10.1146/fluid.698	ar:fluid		0066-4189	1545-4479		Journal	Article	2019	Controlled	Regular	Total_Item_Requests	2	2
Annual Review of Fluid Mechanics	Annual Reviews		Annual Reviews	10.1146/fluid.698	ar:fluid		0066-4189	1545-4479		Journal	Article	2019	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Law and Social Science	Annual Reviews		Annual Reviews	10.1146/lawsocsci.807	ar:lawsocsci		1550-3585	1550-3631		Journal	Article	2019	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Law and Social Science	Annual Reviews		Annual Reviews	10.1146/lawsocsci.807	ar:lawsocsci		1550-3585	1550-3631		Journal	Article	2019	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Law and Social Science	Annual Reviews		Annual Reviews	10.1146/lawsocsci.807	ar:lawsocsci		1550-3585	1550-3631		Journal	Article	2019	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Law and Social Science	Annual Reviews		Annual Reviews	10.1146/lawsocsci.807	ar:lawsocsci		1550-3585	1550-3631		Journal	Article	2019	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2014	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2014	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2015	Controlled	Regular	Unique_Item_Investigations	4	4
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2015	Controlled	Regular	Unique_Item_Requests	3	3
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2015	Controlled	Regular	Total_Item_Requests	11	11
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2015	Controlled	Regular	Total_Item_Investigations	14	14
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2021	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2021	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2024	OA_Gold	Regular	Unique_Item_Investigations	1	1
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2024	OA_Gold	Regular	Unique_Item_Requests	1	1
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2024	OA_Gold	Regular	Total_Item_Requests	1	1
Annual Review of Marine Science	Annual Reviews		Annual Reviews	10.1146/marine	ar:marine		1941-1405	1941-0611		Journal	Article	2024	OA_Gold	Regular	Total_Item_Investigations	2	2
Annual Review of Nutrition	Annual Reviews		Annual Reviews	10.1146/nutr.709	ar:nutr		0199-9885	1545-4312		Journal	Article	1996	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Nutrition	Annual Reviews		Annual Reviews	10.1146/nutr.709	ar:nutr		0199-9885	1545-4312		Journal	Article	1996	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Nutrition	Annual Reviews		Annual Reviews	10.1146/nutr.709	ar:nutr		0199-9885	1545-4312		Journal	Article	1996	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Nutrition	Annual Reviews		Annual Reviews	10.1146/nutr.709	ar:nutr		0199-9885	1545-4312		Journal	Article	1996	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Nutrition	Annual Reviews		Annual Reviews	10.1146/nutr.709	ar:nutr		0199-9885	1545-4312		Journal	Article	1999	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Nutrition	Annual Reviews		Annual Reviews	10.1146/nutr.709	ar:nutr		0199-9885	1545-4312		Journal	Article	1999	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Nutrition	Annual Reviews		Annual Reviews	10.1146/nutr.709	ar:nutr		0199-9885	1545-4312		Journal	Article	1999	Controlled	Regular	Total_Item_Requests	2	2
Annual Review of Nutrition	Annual Reviews		Annual Reviews	10.1146/nutr.709	ar:nutr		0199-9885	1545-4312		Journal	Article	1999	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Pathology: Mechanisms of Disease	Annual Reviews		Annual Reviews	10.1146/pathmechdis.808	ar:pathmechdis		1553-4006	1553-4014		Journal	Article	2011	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Pathology: Mechanisms of Disease	Annual Reviews		Annual Reviews	10.1146/pathmechdis.808	ar:pathmechdis		1553-4006	1553-4014		Journal	Article	2011	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Pathology: Mechanisms of Disease	Annual Reviews		Annual Reviews	10.1146/pathmechdis.808	ar:pathmechdis		1553-4006	1553-4014		Journal	Article	2011	Controlled	Regular	Total_Item_Requests	2	2
Annual Review of Pathology: Mechanisms of Disease	Annual Reviews		Annual Reviews	10.1146/pathmechdis.808	ar:pathmechdis		1553-4006	1553-4014		Journal	Article	2011	Controlled	Regular	Total_Item_Investigations	3	3
Annual Review of Physiology	Annual Reviews		Annual Reviews	10.1146/physiol.713	ar:physiol		0066-4278	1545-1585		Journal	Article	1988	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Physiology	Annual Reviews		Annual Reviews	10.1146/physiol.713	ar:physiol		0066-4278	1545-1585		Journal	Article	1988	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Physiology	Annual Reviews		Annual Reviews	10.1146/physiol.713	ar:physiol		0066-4278	1545-1585		Journal	Article	1988	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Physiology	Annual Reviews		Annual Reviews	10.1146/physiol.713	ar:physiol		0066-4278	1545-1585		Journal	Article	1988	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Physiology	Annual Reviews		Annual Reviews	10.1146/physiol.713	ar:physiol		0066-4278	1545-1585		Journal	Article	2016	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Physiology	Annual Reviews		Annual Reviews	10.1146/physiol.713	ar:physiol		0066-4278	1545-1585		Journal	Article	2016	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Physiology	Annual Reviews		Annual Reviews	10.1146/physiol.713	ar:physiol		0066-4278	1545-1585		Journal	Article	2016	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Physiology	Annual Reviews		Annual Reviews	10.1146/physiol.713	ar:physiol		0066-4278	1545-1585		Journal	Article	2016	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Phytopathology	Annual Reviews		Annual Reviews	10.1146/phyto.714	ar:phyto		0066-4286	1545-2107		Journal	Article	1999	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Phytopathology	Annual Reviews		Annual Reviews	10.1146/phyto.714	ar:phyto		0066-4286	1545-2107		Journal	Article	1999	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Phytopathology	Annual Reviews		Annual Reviews	10.1146/phyto.714	ar:phyto		0066-4286	1545-2107		Journal	Article	1999	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Phytopathology	Annual Reviews		Annual Reviews	10.1146/phyto.714	ar:phyto		0066-4286	1545-2107		Journal	Article	1999	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Phytopathology	Annual Reviews		Annual Reviews	10.1146/phyto.714	ar:phyto		0066-4286	1545-2107		Journal	Article	2011	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Phytopathology	Annual Reviews		Annual Reviews	10.1146/phyto.714	ar:phyto		0066-4286	1545-2107		Journal	Article	2011	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Phytopathology	Annual Reviews		Annual Reviews	10.1146/phyto.714	ar:phyto		0066-4286	1545-2107		Journal	Article	2011	Controlled	Regular	Total_Item_Requests	2	2
Annual Review of Phytopathology	Annual Reviews		Annual Reviews	10.1146/phyto.714	ar:phyto		0066-4286	1545-2107		Journal	Article	2011	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Political Science	Annual Reviews		Annual Reviews	10.1146/polisci.715	ar:polisci		1094-2939	1545-1577		Journal	Article	2007	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Political Science	Annual Reviews		Annual Reviews	10.1146/polisci.715	ar:polisci		1094-2939	1545-1577		Journal	Article	2007	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Political Science	Annual Reviews		Annual Reviews	10.1146/polisci.715	ar:polisci		1094-2939	1545-1577		Journal	Article	2007	Controlled	Regular	Total_Item_Requests	1	1
Annual Review of Political Science	Annual Reviews		Annual Reviews	10.1146/polisci.715	ar:polisci		1094-2939	1545-1577		Journal	Article	2007	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2011	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2011	Controlled	Regular	Unique_Item_Requests	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2011	Controlled	Regular	Total_Item_Requests	2	2
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2011	Controlled	Regular	Total_Item_Investigations	2	2
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2012	Controlled	Regular	Unique_Item_Investigations	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2012	Controlled	Regular	Total_Item_Investigations	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2017	OA_Gold	Regular	Unique_Item_Investigations	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2017	OA_Gold	Regular	Unique_Item_Requests	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2017	OA_Gold	Regular	Total_Item_Requests	3	3
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2017	OA_Gold	Regular	Total_Item_Investigations	3	3
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2020	OA_Gold	Regular	Unique_Item_Investigations	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2020	OA_Gold	Regular	Unique_Item_Requests	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2020	OA_Gold	Regular	Total_Item_Requests	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2020	OA_Gold	Regular	Total_Item_Investigations	2	2
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2021	OA_Gold	Regular	Unique_Item_Investigations	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2021	OA_Gold	Regular	Unique_Item_Requests	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2021	OA_Gold	Regular	Total_Item_Requests	4	4
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2021	OA_Gold	Regular	Total_Item_Investigations	4	4
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2022	OA_Gold	Regular	Unique_Item_Investigations	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2022	OA_Gold	Regular	Unique_Item_Requests	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2022	OA_Gold	Regular	Total_Item_Requests	1	1
Annual Review of Public Health	Annual Reviews		Annual Reviews	10.1146/publhealth.717	ar:publhealth		0163-7525	1545-2093		Journal	Article	2022	OA_Gold	Regular	Total_Item_Investigations	1	1
Annual Review of Resource Economics	Annual Reviews		Annual Reviews	10.1146/resource	ar:resource		1941-1340	1941-1359		Journal	Article	2014	Controlled	Regular	Unique_Item_Investigations	1	1
