Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	rsj:CU-0735144
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Data_Type=Article; Parent_Data_Type=Journal
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-12-01 and 2024-01-31 exists.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T06:01:34Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Heaps’ Law and Heaps functions in tagged texts: evidences of their linguistic relevance	Royal Society		rsj	A. Chacoma, D. H. Zanette; 	2020-03-18	VoR	10.1098/rsos.200008					Royal Society Open Science			10.1098/rsos	rsj:rsos		2054-5703		OA_Gold	Total_Item_Requests	4	4	0
How mammals stay healthy in nature: the evolution of behaviours to avoid parasites and pathogens	Royal Society		rsj	Benjamin L. Hart, Lynette A. Hart; 	2018-06-04	VoR	10.1098/rstb.2017.0205					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		OA_Gold	Unique_Item_Requests	1	1	0
How mammals stay healthy in nature: the evolution of behaviours to avoid parasites and pathogens	Royal Society		rsj	Benjamin L. Hart, Lynette A. Hart; 	2018-06-04	VoR	10.1098/rstb.2017.0205					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		OA_Gold	Total_Item_Requests	1	1	0
Improving water use in crop production	Royal Society		rsj	J.I.L Morison, N.R Baker, P.M Mullineaux, W.J Davies; 	2007-07-25	VoR	10.1098/rstb.2007.2175					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		Controlled	Unique_Item_Requests	1	1	0
Improving water use in crop production	Royal Society		rsj	J.I.L Morison, N.R Baker, P.M Mullineaux, W.J Davies; 	2007-07-25	VoR	10.1098/rstb.2007.2175					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		Controlled	Total_Item_Requests	2	2	0
Infectious disease transmission and contact networks in wildlife and livestock	Royal Society		rsj	Meggan E. Craft; 	2015-05-26	VoR	10.1098/rstb.2014.0107					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		Controlled	Unique_Item_Requests	1	1	0
Infectious disease transmission and contact networks in wildlife and livestock	Royal Society		rsj	Meggan E. Craft; 	2015-05-26	VoR	10.1098/rstb.2014.0107					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		Controlled	Total_Item_Requests	1	1	0
Loss of oestrus, concealed ovulation and paternity confusion in free-ranging Hanuman langurs	Royal Society		rsj	Carel P. van Schaik, J. Keith Hodges, Kristin Launhardt, Michael Hestermann, Paul Winkler, Thomas Ziegler; 	2001-12-07	VoR	10.1098/rspb.2001.1833					Proceedings of the Royal Society of London. Series B: Biological Sciences			10.1098/rspb1990	rsj:rspb1990	0962-8452	1471-2954		Controlled	Unique_Item_Requests	1	1	0
Loss of oestrus, concealed ovulation and paternity confusion in free-ranging Hanuman langurs	Royal Society		rsj	Carel P. van Schaik, J. Keith Hodges, Kristin Launhardt, Michael Hestermann, Paul Winkler, Thomas Ziegler; 	2001-12-07	VoR	10.1098/rspb.2001.1833					Proceedings of the Royal Society of London. Series B: Biological Sciences			10.1098/rspb1990	rsj:rspb1990	0962-8452	1471-2954		Controlled	Total_Item_Requests	1	1	0
Market analyses of livestock trade networks to inform the prevention of joint economic and epidemiological risks	Royal Society		rsj	Catherine Belloc, Christopher A. Gilligan, Elisabeta Vergu, Hervé Monod, João A. N. Filipe, Mathieu Moslonka-Lefebvre, Pauline Ezanno; 	2016-03-01	VoR	10.1098/rsif.2015.1099					Journal of The Royal Society Interface			10.1098/rsif	rsj:rsif		1742-5662		OA_Gold	Unique_Item_Requests	1	1	0
Market analyses of livestock trade networks to inform the prevention of joint economic and epidemiological risks	Royal Society		rsj	Catherine Belloc, Christopher A. Gilligan, Elisabeta Vergu, Hervé Monod, João A. N. Filipe, Mathieu Moslonka-Lefebvre, Pauline Ezanno; 	2016-03-01	VoR	10.1098/rsif.2015.1099					Journal of The Royal Society Interface			10.1098/rsif	rsj:rsif		1742-5662		OA_Gold	Total_Item_Requests	1	1	0
MiFish, a set of universal PCR primers for metabarcoding environmental DNA from fishes: detection of more than 230 subtropical marine species	Royal Society		rsj	H. Araki, H. Yamanaka, J. Y. Poulsen, K. Sato, M. Kondoh, M. Miya, S. Yamamoto, T. Fukunaga, T. Minamoto, T. Sado, W. Iwasaki, Y. Sato; 	2015-07-01	VoR	10.1098/rsos.150088					Royal Society Open Science			10.1098/rsos	rsj:rsos		2054-5703		OA_Gold	Unique_Item_Requests	1	1	0
MiFish, a set of universal PCR primers for metabarcoding environmental DNA from fishes: detection of more than 230 subtropical marine species	Royal Society		rsj	H. Araki, H. Yamanaka, J. Y. Poulsen, K. Sato, M. Kondoh, M. Miya, S. Yamamoto, T. Fukunaga, T. Minamoto, T. Sado, W. Iwasaki, Y. Sato; 	2015-07-01	VoR	10.1098/rsos.150088					Royal Society Open Science			10.1098/rsos	rsj:rsos		2054-5703		OA_Gold	Total_Item_Requests	1	1	0
Migratory bats are sensitive to magnetic inclination changes during the compass calibration period	Royal Society		rsj	Oliver Lindecke, Oskars Keišs, Richard A. Holland, William T. Schneider; 	2023-11-29	VoR	10.1098/rsbl.2023.0181					Biology Letters			10.1098/rsbl	rsj:rsbl		1744-957X		OA_Gold	Unique_Item_Requests	3	3	0
Migratory bats are sensitive to magnetic inclination changes during the compass calibration period	Royal Society		rsj	Oliver Lindecke, Oskars Keišs, Richard A. Holland, William T. Schneider; 	2023-11-29	VoR	10.1098/rsbl.2023.0181					Biology Letters			10.1098/rsbl	rsj:rsbl		1744-957X		OA_Gold	Total_Item_Requests	3	3	0
Natural disasters and the challenge of extreme events: risk management from an insurance perspective	Royal Society		rsj	Anselm Smolka; 	2006-06-28	VoR	10.1098/rsta.2006.1818					Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences			10.1098/rsta	rsj:rsta	1364-503X	1471-2962		Controlled	Unique_Item_Requests	2	2	0
Natural disasters and the challenge of extreme events: risk management from an insurance perspective	Royal Society		rsj	Anselm Smolka; 	2006-06-28	VoR	10.1098/rsta.2006.1818					Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences			10.1098/rsta	rsj:rsta	1364-503X	1471-2962		Controlled	Total_Item_Requests	2	2	0
Natural evaporation from open water, bare soil and grass	Royal Society		rsj	Bernard Augustus Keen, Howard Latimer Penman; 	1997-01-01	VoR	10.1098/rspa.1948.0037					Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences			10.1098/rspa1938	rsj:rspa1938	0080-4630	2053-9169		Controlled	Unique_Item_Requests	1	1	0
Natural evaporation from open water, bare soil and grass	Royal Society		rsj	Bernard Augustus Keen, Howard Latimer Penman; 	1997-01-01	VoR	10.1098/rspa.1948.0037					Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences			10.1098/rspa1938	rsj:rspa1938	0080-4630	2053-9169		Controlled	Total_Item_Requests	1	1	0
Ocean acidification induces biochemical and morphological changes in the calcification process of large benthic foraminifera	Royal Society		rsj	John M. Pandolfi, Martina Prazeres, Sven Uthicke; 	2015-03-22	VoR	10.1098/rspb.2014.2782					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Unique_Item_Requests	1	1	0
Ocean acidification induces biochemical and morphological changes in the calcification process of large benthic foraminifera	Royal Society		rsj	John M. Pandolfi, Martina Prazeres, Sven Uthicke; 	2015-03-22	VoR	10.1098/rspb.2014.2782					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Total_Item_Requests	1	1	0
Poly(N,N-dimethylaminoethyl methacrylate) as a bioactive polyelectrolyte—production and properties	Royal Society		rsj	Dawid Stawski; 	2023-09-20	VoR	10.1098/rsos.230188					Royal Society Open Science			10.1098/rsos	rsj:rsos		2054-5703		OA_Gold	Unique_Item_Requests	1	1	0
Poly(N,N-dimethylaminoethyl methacrylate) as a bioactive polyelectrolyte—production and properties	Royal Society		rsj	Dawid Stawski; 	2023-09-20	VoR	10.1098/rsos.230188					Royal Society Open Science			10.1098/rsos	rsj:rsos		2054-5703		OA_Gold	Total_Item_Requests	2	2	0
Polygenic risk, population structure and ongoing difficulties with race in human genetics	Royal Society		rsj	Jonathan Michael Kaplan, Stephanie M. Fullerton; 	2022-04-18	VoR	10.1098/rstb.2020.0427					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		OA_Gold	Unique_Item_Requests	1	1	0
Polygenic risk, population structure and ongoing difficulties with race in human genetics	Royal Society		rsj	Jonathan Michael Kaplan, Stephanie M. Fullerton; 	2022-04-18	VoR	10.1098/rstb.2020.0427					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		OA_Gold	Total_Item_Requests	2	2	0
Predator responses to prey camouflage strategies: a meta-analysis	Royal Society		rsj	Camila Vieira, Gustavo Quevedo Romero, João Vitor de Alcantara Viana, Rafael Campos Duarte; 	2022-09-14	VoR	10.1098/rspb.2022.0980					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Unique_Item_Requests	1	1	0
Predator responses to prey camouflage strategies: a meta-analysis	Royal Society		rsj	Camila Vieira, Gustavo Quevedo Romero, João Vitor de Alcantara Viana, Rafael Campos Duarte; 	2022-09-14	VoR	10.1098/rspb.2022.0980					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Total_Item_Requests	1	1	0
Prosocial primates: selfish and unselfish motivations	Royal Society		rsj	Frans B. M. de Waal, Malini Suchak; 	2010-09-12	VoR	10.1098/rstb.2010.0119					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		Controlled	Unique_Item_Requests	1	1	0
Prosocial primates: selfish and unselfish motivations	Royal Society		rsj	Frans B. M. de Waal, Malini Suchak; 	2010-09-12	VoR	10.1098/rstb.2010.0119					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		Controlled	Total_Item_Requests	1	1	0
Replication concerns in sports and exercise science: a narrative review of selected methodological issues in the field	Royal Society		rsj	Cristian Mesquida, Daniël Lakens, Jennifer Murphy, Joe Warne; 	2022-12-14	VoR	10.1098/rsos.220946					Royal Society Open Science			10.1098/rsos	rsj:rsos		2054-5703		OA_Gold	Unique_Item_Requests	2	2	0
Replication concerns in sports and exercise science: a narrative review of selected methodological issues in the field	Royal Society		rsj	Cristian Mesquida, Daniël Lakens, Jennifer Murphy, Joe Warne; 	2022-12-14	VoR	10.1098/rsos.220946					Royal Society Open Science			10.1098/rsos	rsj:rsos		2054-5703		OA_Gold	Total_Item_Requests	3	3	0
Social learning spreads knowledge about dangerous humans among American crows	Royal Society		rsj	Heather N. Cornell, John M. Marzluff, Shannon Pecoraro; 	2011-06-29	VoR	10.1098/rspb.2011.0957					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Unique_Item_Requests	1	1	0
Social learning spreads knowledge about dangerous humans among American crows	Royal Society		rsj	Heather N. Cornell, John M. Marzluff, Shannon Pecoraro; 	2011-06-29	VoR	10.1098/rspb.2011.0957					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Total_Item_Requests	1	1	0
Temporal dynamics of mother–offspring relationships in Bigg's killer whales: opportunities for kin-directed help by post-reproductive females	Royal Society		rsj	Daniel W. Franks, Darren P. Croft, David K. Ellifrit, Gary J. Sutton, Graeme M. Ellis, Jared R. Towers, John K. B. Ford, Kenneth C. Balcomb, Mark Malleson, Mia Lybkær Kronborg Nielsen, Michael A. Cant, Michael N. Weiss, Samuel Ellis, Tasli J. H. Shaw, Thomas Doniol-Valcroze; 	2023-06-07	VoR	10.1098/rspb.2023.0139					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		OA_Gold	Unique_Item_Requests	1	1	0
Temporal dynamics of mother–offspring relationships in Bigg's killer whales: opportunities for kin-directed help by post-reproductive females	Royal Society		rsj	Daniel W. Franks, Darren P. Croft, David K. Ellifrit, Gary J. Sutton, Graeme M. Ellis, Jared R. Towers, John K. B. Ford, Kenneth C. Balcomb, Mark Malleson, Mia Lybkær Kronborg Nielsen, Michael A. Cant, Michael N. Weiss, Samuel Ellis, Tasli J. H. Shaw, Thomas Doniol-Valcroze; 	2023-06-07	VoR	10.1098/rspb.2023.0139					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		OA_Gold	Total_Item_Requests	1	1	0
Terminal fall velocity: the legacy of Stokes from the perspective of fluvial hydraulics	Royal Society		rsj	Ellora Padhi, Sk Zeeshan Ali, Subhasish Dey; 	2019-08-28	VoR	10.1098/rspa.2019.0277					Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences			10.1098/rspa	rsj:rspa		1471-2946		Controlled	Unique_Item_Requests	1	1	0
Terminal fall velocity: the legacy of Stokes from the perspective of fluvial hydraulics	Royal Society		rsj	Ellora Padhi, Sk Zeeshan Ali, Subhasish Dey; 	2019-08-28	VoR	10.1098/rspa.2019.0277					Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences			10.1098/rspa	rsj:rspa		1471-2946		Controlled	Total_Item_Requests	1	1	0
The external mechanics of the chromosomes III-Meiosis in triploids	Royal Society		rsj	Alfred Daniel Hall, Cyril Dean Darlington; 	1997-01-01	VoR	10.1098/rspb.1936.0066					Proceedings of the Royal Society of London. Series B - Biological Sciences			10.1098/rspb1934	rsj:rspb1934				Controlled	Unique_Item_Requests	1	1	0
The external mechanics of the chromosomes III-Meiosis in triploids	Royal Society		rsj	Alfred Daniel Hall, Cyril Dean Darlington; 	1997-01-01	VoR	10.1098/rspb.1936.0066					Proceedings of the Royal Society of London. Series B - Biological Sciences			10.1098/rspb1934	rsj:rspb1934				Controlled	Total_Item_Requests	1	1	0
The genome of a daddy-long-legs (Opiliones) illuminates the evolution of arachnid appendages	Royal Society		rsj	Caitlin M. Baker, Carlos E. Santibáñez-López, Emily V. W. Setton, Guilherme Gainett, Jesús A. Ballesteros, Jonathan A. Coddington, Leonardo Barolo Gargiulo, Prashant P. Sharma, Vanessa L. González; 	2021-08-04	VoR	10.1098/rspb.2021.1168					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Unique_Item_Requests	2	2	0
The genome of a daddy-long-legs (Opiliones) illuminates the evolution of arachnid appendages	Royal Society		rsj	Caitlin M. Baker, Carlos E. Santibáñez-López, Emily V. W. Setton, Guilherme Gainett, Jesús A. Ballesteros, Jonathan A. Coddington, Leonardo Barolo Gargiulo, Prashant P. Sharma, Vanessa L. González; 	2021-08-04	VoR	10.1098/rspb.2021.1168					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Total_Item_Requests	3	3	0
The interplay between social networks and culture: theoretically and among whales and dolphins	Royal Society		rsj	Hal Whitehead, Mauricio Cantor; 	2013-05-19	VoR	10.1098/rstb.2012.0340					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		Controlled	Unique_Item_Requests	1	1	0
The interplay between social networks and culture: theoretically and among whales and dolphins	Royal Society		rsj	Hal Whitehead, Mauricio Cantor; 	2013-05-19	VoR	10.1098/rstb.2012.0340					Philosophical Transactions of the Royal Society B: Biological Sciences			10.1098/rstb	rsj:rstb	0962-8436	1471-2970		Controlled	Total_Item_Requests	1	1	0
Treating cattle with antibiotics affects greenhouse gas emissions, and microbiota in dung and dung beetles	Royal Society		rsj	Asko Simojoki, Bess Hardwick, Eleanor Slade, Heidi Viljanen, Juhani Taponen, Noah Fierer, Tobin J. Hammer, Tomas Roslin; 	2016-05-25	VoR	10.1098/rspb.2016.0150					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Unique_Item_Requests	1	1	0
Treating cattle with antibiotics affects greenhouse gas emissions, and microbiota in dung and dung beetles	Royal Society		rsj	Asko Simojoki, Bess Hardwick, Eleanor Slade, Heidi Viljanen, Juhani Taponen, Noah Fierer, Tobin J. Hammer, Tomas Roslin; 	2016-05-25	VoR	10.1098/rspb.2016.0150					Proceedings of the Royal Society B: Biological Sciences			10.1098/rspb	rsj:rspb		1471-2954		Controlled	Total_Item_Requests	1	1	0
