Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	rsj:CU-0735144
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-12-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T06:01:01Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Genomic architecture of supergenes: connecting form and function	Royal Society		rsj	10.1098/rstb.2021.0192						Total_Item_Investigations	3	3	0
Genomic architecture of supergenes: connecting form and function	Royal Society		rsj	10.1098/rstb.2021.0192						Total_Item_Requests	3	3	0
Grooming reciprocation among female primates: a meta-analysis	Royal Society		rsj	10.1098/rsbl.2007.0506						Unique_Item_Investigations	1	1	0
Grooming reciprocation among female primates: a meta-analysis	Royal Society		rsj	10.1098/rsbl.2007.0506						Unique_Item_Requests	1	1	0
Grooming reciprocation among female primates: a meta-analysis	Royal Society		rsj	10.1098/rsbl.2007.0506						Total_Item_Investigations	1	1	0
Grooming reciprocation among female primates: a meta-analysis	Royal Society		rsj	10.1098/rsbl.2007.0506						Total_Item_Requests	1	1	0
Heaps’ Law and Heaps functions in tagged texts: evidences of their linguistic relevance	Royal Society		rsj	10.1098/rsos.200008						Unique_Item_Investigations	2	2	0
Heaps’ Law and Heaps functions in tagged texts: evidences of their linguistic relevance	Royal Society		rsj	10.1098/rsos.200008						Unique_Item_Requests	2	2	0
Heaps’ Law and Heaps functions in tagged texts: evidences of their linguistic relevance	Royal Society		rsj	10.1098/rsos.200008						Total_Item_Investigations	4	4	0
Heaps’ Law and Heaps functions in tagged texts: evidences of their linguistic relevance	Royal Society		rsj	10.1098/rsos.200008						Total_Item_Requests	4	4	0
How mammals stay healthy in nature: the evolution of behaviours to avoid parasites and pathogens	Royal Society		rsj	10.1098/rstb.2017.0205						Unique_Item_Investigations	1	1	0
How mammals stay healthy in nature: the evolution of behaviours to avoid parasites and pathogens	Royal Society		rsj	10.1098/rstb.2017.0205						Unique_Item_Requests	1	1	0
How mammals stay healthy in nature: the evolution of behaviours to avoid parasites and pathogens	Royal Society		rsj	10.1098/rstb.2017.0205						Total_Item_Investigations	1	1	0
How mammals stay healthy in nature: the evolution of behaviours to avoid parasites and pathogens	Royal Society		rsj	10.1098/rstb.2017.0205						Total_Item_Requests	1	1	0
Improving water use in crop production	Royal Society		rsj	10.1098/rstb.2007.2175						Unique_Item_Investigations	1	1	0
Improving water use in crop production	Royal Society		rsj	10.1098/rstb.2007.2175						Unique_Item_Requests	1	1	0
Improving water use in crop production	Royal Society		rsj	10.1098/rstb.2007.2175						Total_Item_Investigations	2	2	0
Improving water use in crop production	Royal Society		rsj	10.1098/rstb.2007.2175						Total_Item_Requests	2	2	0
Infectious disease transmission and contact networks in wildlife and livestock	Royal Society		rsj	10.1098/rstb.2014.0107						Unique_Item_Investigations	1	1	0
Infectious disease transmission and contact networks in wildlife and livestock	Royal Society		rsj	10.1098/rstb.2014.0107						Unique_Item_Requests	1	1	0
Infectious disease transmission and contact networks in wildlife and livestock	Royal Society		rsj	10.1098/rstb.2014.0107						Total_Item_Investigations	1	1	0
Infectious disease transmission and contact networks in wildlife and livestock	Royal Society		rsj	10.1098/rstb.2014.0107						Total_Item_Requests	1	1	0
Loss of oestrus, concealed ovulation and paternity confusion in free-ranging Hanuman langurs	Royal Society		rsj	10.1098/rspb.2001.1833						Unique_Item_Investigations	1	1	0
Loss of oestrus, concealed ovulation and paternity confusion in free-ranging Hanuman langurs	Royal Society		rsj	10.1098/rspb.2001.1833						Unique_Item_Requests	1	1	0
Loss of oestrus, concealed ovulation and paternity confusion in free-ranging Hanuman langurs	Royal Society		rsj	10.1098/rspb.2001.1833						Total_Item_Investigations	1	1	0
Loss of oestrus, concealed ovulation and paternity confusion in free-ranging Hanuman langurs	Royal Society		rsj	10.1098/rspb.2001.1833						Total_Item_Requests	1	1	0
Market analyses of livestock trade networks to inform the prevention of joint economic and epidemiological risks	Royal Society		rsj	10.1098/rsif.2015.1099						Unique_Item_Investigations	1	1	0
Market analyses of livestock trade networks to inform the prevention of joint economic and epidemiological risks	Royal Society		rsj	10.1098/rsif.2015.1099						Unique_Item_Requests	1	1	0
Market analyses of livestock trade networks to inform the prevention of joint economic and epidemiological risks	Royal Society		rsj	10.1098/rsif.2015.1099						Total_Item_Investigations	1	1	0
Market analyses of livestock trade networks to inform the prevention of joint economic and epidemiological risks	Royal Society		rsj	10.1098/rsif.2015.1099						Total_Item_Requests	1	1	0
MiFish, a set of universal PCR primers for metabarcoding environmental DNA from fishes: detection of more than 230 subtropical marine species	Royal Society		rsj	10.1098/rsos.150088						Unique_Item_Investigations	1	1	0
MiFish, a set of universal PCR primers for metabarcoding environmental DNA from fishes: detection of more than 230 subtropical marine species	Royal Society		rsj	10.1098/rsos.150088						Unique_Item_Requests	1	1	0
MiFish, a set of universal PCR primers for metabarcoding environmental DNA from fishes: detection of more than 230 subtropical marine species	Royal Society		rsj	10.1098/rsos.150088						Total_Item_Investigations	1	1	0
MiFish, a set of universal PCR primers for metabarcoding environmental DNA from fishes: detection of more than 230 subtropical marine species	Royal Society		rsj	10.1098/rsos.150088						Total_Item_Requests	1	1	0
Migratory bats are sensitive to magnetic inclination changes during the compass calibration period	Royal Society		rsj	10.1098/rsbl.2023.0181						Unique_Item_Investigations	3	3	0
Migratory bats are sensitive to magnetic inclination changes during the compass calibration period	Royal Society		rsj	10.1098/rsbl.2023.0181						Unique_Item_Requests	3	3	0
Migratory bats are sensitive to magnetic inclination changes during the compass calibration period	Royal Society		rsj	10.1098/rsbl.2023.0181						Total_Item_Investigations	3	3	0
Migratory bats are sensitive to magnetic inclination changes during the compass calibration period	Royal Society		rsj	10.1098/rsbl.2023.0181						Total_Item_Requests	3	3	0
Natural disasters and the challenge of extreme events: risk management from an insurance perspective	Royal Society		rsj	10.1098/rsta.2006.1818						Unique_Item_Investigations	2	2	0
Natural disasters and the challenge of extreme events: risk management from an insurance perspective	Royal Society		rsj	10.1098/rsta.2006.1818						Unique_Item_Requests	2	2	0
Natural disasters and the challenge of extreme events: risk management from an insurance perspective	Royal Society		rsj	10.1098/rsta.2006.1818						Total_Item_Investigations	2	2	0
Natural disasters and the challenge of extreme events: risk management from an insurance perspective	Royal Society		rsj	10.1098/rsta.2006.1818						Total_Item_Requests	2	2	0
Natural evaporation from open water, bare soil and grass	Royal Society		rsj	10.1098/rspa.1948.0037						Unique_Item_Investigations	1	1	0
Natural evaporation from open water, bare soil and grass	Royal Society		rsj	10.1098/rspa.1948.0037						Unique_Item_Requests	1	1	0
Natural evaporation from open water, bare soil and grass	Royal Society		rsj	10.1098/rspa.1948.0037						Total_Item_Investigations	2	2	0
Natural evaporation from open water, bare soil and grass	Royal Society		rsj	10.1098/rspa.1948.0037						Total_Item_Requests	1	1	0
Ocean acidification induces biochemical and morphological changes in the calcification process of large benthic foraminifera	Royal Society		rsj	10.1098/rspb.2014.2782						Unique_Item_Investigations	1	1	0
Ocean acidification induces biochemical and morphological changes in the calcification process of large benthic foraminifera	Royal Society		rsj	10.1098/rspb.2014.2782						Unique_Item_Requests	1	1	0
Ocean acidification induces biochemical and morphological changes in the calcification process of large benthic foraminifera	Royal Society		rsj	10.1098/rspb.2014.2782						Total_Item_Investigations	1	1	0
Ocean acidification induces biochemical and morphological changes in the calcification process of large benthic foraminifera	Royal Society		rsj	10.1098/rspb.2014.2782						Total_Item_Requests	1	1	0
Poly(N,N-dimethylaminoethyl methacrylate) as a bioactive polyelectrolyte—production and properties	Royal Society		rsj	10.1098/rsos.230188						Unique_Item_Investigations	1	1	0
Poly(N,N-dimethylaminoethyl methacrylate) as a bioactive polyelectrolyte—production and properties	Royal Society		rsj	10.1098/rsos.230188						Unique_Item_Requests	1	1	0
Poly(N,N-dimethylaminoethyl methacrylate) as a bioactive polyelectrolyte—production and properties	Royal Society		rsj	10.1098/rsos.230188						Total_Item_Investigations	2	2	0
Poly(N,N-dimethylaminoethyl methacrylate) as a bioactive polyelectrolyte—production and properties	Royal Society		rsj	10.1098/rsos.230188						Total_Item_Requests	2	2	0
Polygenic risk, population structure and ongoing difficulties with race in human genetics	Royal Society		rsj	10.1098/rstb.2020.0427						Unique_Item_Investigations	1	1	0
Polygenic risk, population structure and ongoing difficulties with race in human genetics	Royal Society		rsj	10.1098/rstb.2020.0427						Unique_Item_Requests	1	1	0
Polygenic risk, population structure and ongoing difficulties with race in human genetics	Royal Society		rsj	10.1098/rstb.2020.0427						Total_Item_Investigations	2	2	0
Polygenic risk, population structure and ongoing difficulties with race in human genetics	Royal Society		rsj	10.1098/rstb.2020.0427						Total_Item_Requests	2	2	0
Predator responses to prey camouflage strategies: a meta-analysis	Royal Society		rsj	10.1098/rspb.2022.0980						Unique_Item_Investigations	1	1	0
Predator responses to prey camouflage strategies: a meta-analysis	Royal Society		rsj	10.1098/rspb.2022.0980						Unique_Item_Requests	1	1	0
Predator responses to prey camouflage strategies: a meta-analysis	Royal Society		rsj	10.1098/rspb.2022.0980						Total_Item_Investigations	1	1	0
Predator responses to prey camouflage strategies: a meta-analysis	Royal Society		rsj	10.1098/rspb.2022.0980						Total_Item_Requests	1	1	0
Prosocial primates: selfish and unselfish motivations	Royal Society		rsj	10.1098/rstb.2010.0119						Unique_Item_Investigations	1	1	0
Prosocial primates: selfish and unselfish motivations	Royal Society		rsj	10.1098/rstb.2010.0119						Unique_Item_Requests	1	1	0
Prosocial primates: selfish and unselfish motivations	Royal Society		rsj	10.1098/rstb.2010.0119						Total_Item_Investigations	1	1	0
Prosocial primates: selfish and unselfish motivations	Royal Society		rsj	10.1098/rstb.2010.0119						Total_Item_Requests	1	1	0
Replication concerns in sports and exercise science: a narrative review of selected methodological issues in the field	Royal Society		rsj	10.1098/rsos.220946						Unique_Item_Investigations	2	2	0
Replication concerns in sports and exercise science: a narrative review of selected methodological issues in the field	Royal Society		rsj	10.1098/rsos.220946						Unique_Item_Requests	2	2	0
Replication concerns in sports and exercise science: a narrative review of selected methodological issues in the field	Royal Society		rsj	10.1098/rsos.220946						Total_Item_Investigations	3	3	0
Replication concerns in sports and exercise science: a narrative review of selected methodological issues in the field	Royal Society		rsj	10.1098/rsos.220946						Total_Item_Requests	3	3	0
Social learning spreads knowledge about dangerous humans among American crows	Royal Society		rsj	10.1098/rspb.2011.0957						Unique_Item_Investigations	1	1	0
Social learning spreads knowledge about dangerous humans among American crows	Royal Society		rsj	10.1098/rspb.2011.0957						Unique_Item_Requests	1	1	0
Social learning spreads knowledge about dangerous humans among American crows	Royal Society		rsj	10.1098/rspb.2011.0957						Total_Item_Investigations	1	1	0
Social learning spreads knowledge about dangerous humans among American crows	Royal Society		rsj	10.1098/rspb.2011.0957						Total_Item_Requests	1	1	0
Temporal dynamics of mother–offspring relationships in Bigg's killer whales: opportunities for kin-directed help by post-reproductive females	Royal Society		rsj	10.1098/rspb.2023.0139						Unique_Item_Investigations	1	1	0
Temporal dynamics of mother–offspring relationships in Bigg's killer whales: opportunities for kin-directed help by post-reproductive females	Royal Society		rsj	10.1098/rspb.2023.0139						Unique_Item_Requests	1	1	0
Temporal dynamics of mother–offspring relationships in Bigg's killer whales: opportunities for kin-directed help by post-reproductive females	Royal Society		rsj	10.1098/rspb.2023.0139						Total_Item_Investigations	1	1	0
Temporal dynamics of mother–offspring relationships in Bigg's killer whales: opportunities for kin-directed help by post-reproductive females	Royal Society		rsj	10.1098/rspb.2023.0139						Total_Item_Requests	1	1	0
Terminal fall velocity: the legacy of Stokes from the perspective of fluvial hydraulics	Royal Society		rsj	10.1098/rspa.2019.0277						Unique_Item_Investigations	1	1	0
Terminal fall velocity: the legacy of Stokes from the perspective of fluvial hydraulics	Royal Society		rsj	10.1098/rspa.2019.0277						Unique_Item_Requests	1	1	0
Terminal fall velocity: the legacy of Stokes from the perspective of fluvial hydraulics	Royal Society		rsj	10.1098/rspa.2019.0277						Total_Item_Investigations	1	1	0
Terminal fall velocity: the legacy of Stokes from the perspective of fluvial hydraulics	Royal Society		rsj	10.1098/rspa.2019.0277						Total_Item_Requests	1	1	0
The external mechanics of the chromosomes III-Meiosis in triploids	Royal Society		rsj	10.1098/rspb.1936.0066						Unique_Item_Investigations	1	1	0
The external mechanics of the chromosomes III-Meiosis in triploids	Royal Society		rsj	10.1098/rspb.1936.0066						Unique_Item_Requests	1	1	0
The external mechanics of the chromosomes III-Meiosis in triploids	Royal Society		rsj	10.1098/rspb.1936.0066						Total_Item_Investigations	1	1	0
The external mechanics of the chromosomes III-Meiosis in triploids	Royal Society		rsj	10.1098/rspb.1936.0066						Total_Item_Requests	1	1	0
The genome of a daddy-long-legs (Opiliones) illuminates the evolution of arachnid appendages	Royal Society		rsj	10.1098/rspb.2021.1168						Unique_Item_Investigations	2	2	0
The genome of a daddy-long-legs (Opiliones) illuminates the evolution of arachnid appendages	Royal Society		rsj	10.1098/rspb.2021.1168						Unique_Item_Requests	2	2	0
The genome of a daddy-long-legs (Opiliones) illuminates the evolution of arachnid appendages	Royal Society		rsj	10.1098/rspb.2021.1168						Total_Item_Investigations	3	3	0
The genome of a daddy-long-legs (Opiliones) illuminates the evolution of arachnid appendages	Royal Society		rsj	10.1098/rspb.2021.1168						Total_Item_Requests	3	3	0
The interplay between social networks and culture: theoretically and among whales and dolphins	Royal Society		rsj	10.1098/rstb.2012.0340						Unique_Item_Investigations	1	1	0
The interplay between social networks and culture: theoretically and among whales and dolphins	Royal Society		rsj	10.1098/rstb.2012.0340						Unique_Item_Requests	1	1	0
The interplay between social networks and culture: theoretically and among whales and dolphins	Royal Society		rsj	10.1098/rstb.2012.0340						Total_Item_Investigations	1	1	0
The interplay between social networks and culture: theoretically and among whales and dolphins	Royal Society		rsj	10.1098/rstb.2012.0340						Total_Item_Requests	1	1	0
Thermochemistry and reactivity of the azides - I. Thermochemistry of the inorganic azides	Royal Society		rsj	10.1098/rspa.1956.0068						Unique_Item_Investigations	1	1	0
Thermochemistry and reactivity of the azides - I. Thermochemistry of the inorganic azides	Royal Society		rsj	10.1098/rspa.1956.0068						Total_Item_Investigations	1	1	0
Treating cattle with antibiotics affects greenhouse gas emissions, and microbiota in dung and dung beetles	Royal Society		rsj	10.1098/rspb.2016.0150						Unique_Item_Investigations	1	1	0
Treating cattle with antibiotics affects greenhouse gas emissions, and microbiota in dung and dung beetles	Royal Society		rsj	10.1098/rspb.2016.0150						Unique_Item_Requests	1	1	0
Treating cattle with antibiotics affects greenhouse gas emissions, and microbiota in dung and dung beetles	Royal Society		rsj	10.1098/rspb.2016.0150						Total_Item_Investigations	1	1	0
Treating cattle with antibiotics affects greenhouse gas emissions, and microbiota in dung and dung beetles	Royal Society		rsj	10.1098/rspb.2016.0150						Total_Item_Requests	1	1	0
