Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	sage:1000451523
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T06:02:12Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Brief Synopsis: “Instruction Manual for Juvenile Clinical Pathology”	SAGE Publications		SAGE Journals	10.1177/01926233211041338						Total_Item_Requests	1	1	0
Brief Synopsis: “Instruction Manual for Juvenile Clinical Pathology”	SAGE Publications		SAGE Journals	10.1177/01926233211041338						Total_Item_Investigations	1	1	0
Building Situation Awareness and Team Cohesion through Effective Information Sharing in a Distributed Team-Based Command and Control Scenario	SAGE Publications		SAGE Journals	10.1177/21695067231192866						Unique_Item_Investigations	1	1	0
Building Situation Awareness and Team Cohesion through Effective Information Sharing in a Distributed Team-Based Command and Control Scenario	SAGE Publications		SAGE Journals	10.1177/21695067231192866						Unique_Item_Requests	1	1	0
Building Situation Awareness and Team Cohesion through Effective Information Sharing in a Distributed Team-Based Command and Control Scenario	SAGE Publications		SAGE Journals	10.1177/21695067231192866						Total_Item_Requests	2	2	0
Building Situation Awareness and Team Cohesion through Effective Information Sharing in a Distributed Team-Based Command and Control Scenario	SAGE Publications		SAGE Journals	10.1177/21695067231192866						Total_Item_Investigations	2	2	0
Buttered Nostalgia: Feeding My Parents During #COVID19	SAGE Publications		SAGE Journals	10.1177/02654075211012478						Unique_Item_Investigations	2	2	0
Buttered Nostalgia: Feeding My Parents During #COVID19	SAGE Publications		SAGE Journals	10.1177/02654075211012478						Unique_Item_Requests	2	2	0
Buttered Nostalgia: Feeding My Parents During #COVID19	SAGE Publications		SAGE Journals	10.1177/02654075211012478						Total_Item_Requests	4	4	0
Buttered Nostalgia: Feeding My Parents During #COVID19	SAGE Publications		SAGE Journals	10.1177/02654075211012478						Total_Item_Investigations	4	4	0
Cabergoline treatment in cats with diabetes mellitus and hypersomatotropism	SAGE Publications		SAGE Journals	10.1177/1098612X221074924						Unique_Item_Investigations	2	2	0
Cabergoline treatment in cats with diabetes mellitus and hypersomatotropism	SAGE Publications		SAGE Journals	10.1177/1098612X221074924						Unique_Item_Requests	2	2	0
Cabergoline treatment in cats with diabetes mellitus and hypersomatotropism	SAGE Publications		SAGE Journals	10.1177/1098612X221074924						Total_Item_Requests	3	3	0
Cabergoline treatment in cats with diabetes mellitus and hypersomatotropism	SAGE Publications		SAGE Journals	10.1177/1098612X221074924						Total_Item_Investigations	3	3	0
Cadaver, Carcase, or Carrion?	SAGE Publications		SAGE Journals	10.1177/0300985820932907						Unique_Item_Investigations	1	1	0
Cadaver, Carcase, or Carrion?	SAGE Publications		SAGE Journals	10.1177/0300985820932907						Unique_Item_Requests	1	1	0
Cadaver, Carcase, or Carrion?	SAGE Publications		SAGE Journals	10.1177/0300985820932907						Total_Item_Requests	1	1	0
Cadaver, Carcase, or Carrion?	SAGE Publications		SAGE Journals	10.1177/0300985820932907						Total_Item_Investigations	1	1	0
Canadian Undergraduates’ Perspectives on Medical Assistance in Dying (MAiD): A Quantitative Study	SAGE Publications		SAGE Journals	10.1177/08258597211050738						Unique_Item_Investigations	1	1	0
Canadian Undergraduates’ Perspectives on Medical Assistance in Dying (MAiD): A Quantitative Study	SAGE Publications		SAGE Journals	10.1177/08258597211050738						Unique_Item_Requests	1	1	0
Canadian Undergraduates’ Perspectives on Medical Assistance in Dying (MAiD): A Quantitative Study	SAGE Publications		SAGE Journals	10.1177/08258597211050738						Total_Item_Requests	1	1	0
Canadian Undergraduates’ Perspectives on Medical Assistance in Dying (MAiD): A Quantitative Study	SAGE Publications		SAGE Journals	10.1177/08258597211050738						Total_Item_Investigations	1	1	0
Cancer of unknown primary in a mare: case report and comparative pathology review	SAGE Publications		SAGE Journals	10.1177/10406387211030509						Unique_Item_Investigations	1	1	0
Cancer of unknown primary in a mare: case report and comparative pathology review	SAGE Publications		SAGE Journals	10.1177/10406387211030509						Unique_Item_Requests	1	1	0
Cancer of unknown primary in a mare: case report and comparative pathology review	SAGE Publications		SAGE Journals	10.1177/10406387211030509						Total_Item_Requests	1	1	0
Cancer of unknown primary in a mare: case report and comparative pathology review	SAGE Publications		SAGE Journals	10.1177/10406387211030509						Total_Item_Investigations	1	1	0
Canine Clitoral Carcinoma: A Clinical, Cytologic, Histopathologic, Immunohistochemical, and Ultrastructural Study	SAGE Publications		SAGE Journals	10.1177/0300985818759772						Unique_Item_Investigations	1	1	0
Canine Clitoral Carcinoma: A Clinical, Cytologic, Histopathologic, Immunohistochemical, and Ultrastructural Study	SAGE Publications		SAGE Journals	10.1177/0300985818759772						Unique_Item_Requests	1	1	0
Canine Clitoral Carcinoma: A Clinical, Cytologic, Histopathologic, Immunohistochemical, and Ultrastructural Study	SAGE Publications		SAGE Journals	10.1177/0300985818759772						Total_Item_Requests	3	3	0
Canine Clitoral Carcinoma: A Clinical, Cytologic, Histopathologic, Immunohistochemical, and Ultrastructural Study	SAGE Publications		SAGE Journals	10.1177/0300985818759772						Total_Item_Investigations	3	3	0
Canine Gastrointestinal Neoplasms	SAGE Publications		SAGE Journals	10.1177/030098587701400602						Unique_Item_Investigations	1	1	0
Canine Gastrointestinal Neoplasms	SAGE Publications		SAGE Journals	10.1177/030098587701400602						Unique_Item_Requests	1	1	0
Canine Gastrointestinal Neoplasms	SAGE Publications		SAGE Journals	10.1177/030098587701400602						Total_Item_Requests	1	1	0
Canine Gastrointestinal Neoplasms	SAGE Publications		SAGE Journals	10.1177/030098587701400602						Total_Item_Investigations	2	2	0
Canine Nervous System Lymphoma Subtypes Display Characteristic Neuroanatomical Patterns	SAGE Publications		SAGE Journals	10.1177/0300985816658101						Unique_Item_Investigations	1	1	0
Canine Nervous System Lymphoma Subtypes Display Characteristic Neuroanatomical Patterns	SAGE Publications		SAGE Journals	10.1177/0300985816658101						Unique_Item_Requests	1	1	0
Canine Nervous System Lymphoma Subtypes Display Characteristic Neuroanatomical Patterns	SAGE Publications		SAGE Journals	10.1177/0300985816658101						Total_Item_Requests	1	1	0
Canine Nervous System Lymphoma Subtypes Display Characteristic Neuroanatomical Patterns	SAGE Publications		SAGE Journals	10.1177/0300985816658101						Total_Item_Investigations	1	1	0
Canine Ovarian Neoplasms: A Clinicopathologic Study of 71 Cases, Including Histology of 12 Granulosa Cell Tumors	SAGE Publications		SAGE Journals	10.1177/030098588702400607						Unique_Item_Investigations	1	1	0
Canine Ovarian Neoplasms: A Clinicopathologic Study of 71 Cases, Including Histology of 12 Granulosa Cell Tumors	SAGE Publications		SAGE Journals	10.1177/030098588702400607						Unique_Item_Requests	1	1	0
Canine Ovarian Neoplasms: A Clinicopathologic Study of 71 Cases, Including Histology of 12 Granulosa Cell Tumors	SAGE Publications		SAGE Journals	10.1177/030098588702400607						Total_Item_Requests	1	1	0
Canine Ovarian Neoplasms: A Clinicopathologic Study of 71 Cases, Including Histology of 12 Granulosa Cell Tumors	SAGE Publications		SAGE Journals	10.1177/030098588702400607						Total_Item_Investigations	1	1	0
Canine Renal Pathology Associated with Grape or Raisin Ingestion: 10 Cases	SAGE Publications		SAGE Journals	10.1177/104063870501700302						Unique_Item_Investigations	1	1	0
Canine Renal Pathology Associated with Grape or Raisin Ingestion: 10 Cases	SAGE Publications		SAGE Journals	10.1177/104063870501700302						Unique_Item_Requests	1	1	0
Canine Renal Pathology Associated with Grape or Raisin Ingestion: 10 Cases	SAGE Publications		SAGE Journals	10.1177/104063870501700302						Total_Item_Requests	1	1	0
Canine Renal Pathology Associated with Grape or Raisin Ingestion: 10 Cases	SAGE Publications		SAGE Journals	10.1177/104063870501700302						Total_Item_Investigations	1	1	0
Canine Splenic Nodular Lymphoid Lesions: Immunophenotyping, Proliferative Activity, and Clonality Assessment	SAGE Publications		SAGE Journals	10.1177/0300985818777035						Unique_Item_Investigations	1	1	0
Canine Splenic Nodular Lymphoid Lesions: Immunophenotyping, Proliferative Activity, and Clonality Assessment	SAGE Publications		SAGE Journals	10.1177/0300985818777035						Unique_Item_Requests	1	1	0
Canine Splenic Nodular Lymphoid Lesions: Immunophenotyping, Proliferative Activity, and Clonality Assessment	SAGE Publications		SAGE Journals	10.1177/0300985818777035						Total_Item_Requests	1	1	0
Canine Splenic Nodular Lymphoid Lesions: Immunophenotyping, Proliferative Activity, and Clonality Assessment	SAGE Publications		SAGE Journals	10.1177/0300985818777035						Total_Item_Investigations	1	1	0
Canine thyroid carcinomas: A review with emphasis on comparing the compact subtype of follicular thyroid carcinomas and medullary thyroid carcinomas	SAGE Publications		SAGE Journals	10.1177/03009858231177225						Unique_Item_Investigations	1	1	0
Canine thyroid carcinomas: A review with emphasis on comparing the compact subtype of follicular thyroid carcinomas and medullary thyroid carcinomas	SAGE Publications		SAGE Journals	10.1177/03009858231177225						Unique_Item_Requests	1	1	0
Canine thyroid carcinomas: A review with emphasis on comparing the compact subtype of follicular thyroid carcinomas and medullary thyroid carcinomas	SAGE Publications		SAGE Journals	10.1177/03009858231177225						Total_Item_Requests	3	3	0
Canine thyroid carcinomas: A review with emphasis on comparing the compact subtype of follicular thyroid carcinomas and medullary thyroid carcinomas	SAGE Publications		SAGE Journals	10.1177/03009858231177225						Total_Item_Investigations	3	3	0
"Capitalism and Third World Economic Development: A Critical Look at the South Korean ""Miracle"""	SAGE Publications		SAGE Journals	10.1177/048661348401600209						Unique_Item_Investigations	2	2	0
"Capitalism and Third World Economic Development: A Critical Look at the South Korean ""Miracle"""	SAGE Publications		SAGE Journals	10.1177/048661348401600209						Total_Item_Investigations	2	2	0
Career and Retirement Theories Relevance for Older Workers Across Cultures	SAGE Publications		SAGE Journals	10.1177/0894845314547638						Unique_Item_Investigations	1	1	0
Career and Retirement Theories Relevance for Older Workers Across Cultures	SAGE Publications		SAGE Journals	10.1177/0894845314547638						Unique_Item_Requests	1	1	0
Career and Retirement Theories Relevance for Older Workers Across Cultures	SAGE Publications		SAGE Journals	10.1177/0894845314547638						Total_Item_Requests	3	3	0
Career and Retirement Theories Relevance for Older Workers Across Cultures	SAGE Publications		SAGE Journals	10.1177/0894845314547638						Total_Item_Investigations	3	3	0
Causes of Caprine Abortion: Diagnostic Assessment of 211 Cases (1991–1998)	SAGE Publications		SAGE Journals	10.1177/104063870101300317						Unique_Item_Investigations	1	1	0
Causes of Caprine Abortion: Diagnostic Assessment of 211 Cases (1991–1998)	SAGE Publications		SAGE Journals	10.1177/104063870101300317						Unique_Item_Requests	1	1	0
Causes of Caprine Abortion: Diagnostic Assessment of 211 Cases (1991–1998)	SAGE Publications		SAGE Journals	10.1177/104063870101300317						Total_Item_Requests	1	1	0
Causes of Caprine Abortion: Diagnostic Assessment of 211 Cases (1991–1998)	SAGE Publications		SAGE Journals	10.1177/104063870101300317						Total_Item_Investigations	1	1	0
Cellular Senescence: Mechanisms, Morphology, and Mouse Models	SAGE Publications		SAGE Journals	10.1177/0300985820943841						Unique_Item_Investigations	2	2	0
Cellular Senescence: Mechanisms, Morphology, and Mouse Models	SAGE Publications		SAGE Journals	10.1177/0300985820943841						Unique_Item_Requests	2	2	0
Cellular Senescence: Mechanisms, Morphology, and Mouse Models	SAGE Publications		SAGE Journals	10.1177/0300985820943841						Total_Item_Requests	2	2	0
Cellular Senescence: Mechanisms, Morphology, and Mouse Models	SAGE Publications		SAGE Journals	10.1177/0300985820943841						Total_Item_Investigations	2	2	0
Centering Race in a Framework for Leadership Preparation	SAGE Publications		SAGE Journals	10.1177/1942775112455266						Unique_Item_Investigations	1	1	0
Centering Race in a Framework for Leadership Preparation	SAGE Publications		SAGE Journals	10.1177/1942775112455266						Unique_Item_Requests	1	1	0
Centering Race in a Framework for Leadership Preparation	SAGE Publications		SAGE Journals	10.1177/1942775112455266						Total_Item_Requests	1	1	0
Centering Race in a Framework for Leadership Preparation	SAGE Publications		SAGE Journals	10.1177/1942775112455266						Total_Item_Investigations	1	1	0
Challenges and barriers in primary school education: The experiences of Traveller children and young people in Northern Ireland	SAGE Publications		SAGE Journals	10.1177/1746197913475767						Unique_Item_Investigations	1	1	0
Challenges and barriers in primary school education: The experiences of Traveller children and young people in Northern Ireland	SAGE Publications		SAGE Journals	10.1177/1746197913475767						Unique_Item_Requests	1	1	0
Challenges and barriers in primary school education: The experiences of Traveller children and young people in Northern Ireland	SAGE Publications		SAGE Journals	10.1177/1746197913475767						Total_Item_Requests	1	1	0
Challenges and barriers in primary school education: The experiences of Traveller children and young people in Northern Ireland	SAGE Publications		SAGE Journals	10.1177/1746197913475767						Total_Item_Investigations	1	1	0
Changing Voyage Patterns in the Nineteenth Century: The Impact of the Steamship	SAGE Publications		SAGE Journals	10.1177/084387141002200207						Unique_Item_Investigations	2	2	0
Changing Voyage Patterns in the Nineteenth Century: The Impact of the Steamship	SAGE Publications		SAGE Journals	10.1177/084387141002200207						Unique_Item_Requests	2	2	0
Changing Voyage Patterns in the Nineteenth Century: The Impact of the Steamship	SAGE Publications		SAGE Journals	10.1177/084387141002200207						Total_Item_Requests	2	2	0
Changing Voyage Patterns in the Nineteenth Century: The Impact of the Steamship	SAGE Publications		SAGE Journals	10.1177/084387141002200207						Total_Item_Investigations	4	4	0
Chapter IV: Action Research in Schools	American Educational Research Association		SAGE Journals	10.3102/00346543023004337						Unique_Item_Investigations	1	1	0
Chapter IV: Action Research in Schools	American Educational Research Association		SAGE Journals	10.3102/00346543023004337						Total_Item_Investigations	1	1	0
Chattels of Society Domestic Violence in India	SAGE Publications		SAGE Journals	10.1177/1077801203256019						Unique_Item_Investigations	1	1	0
Chattels of Society Domestic Violence in India	SAGE Publications		SAGE Journals	10.1177/1077801203256019						Total_Item_Investigations	3	3	0
Chemical-Induced Oral Squamous Cell Neoplasms in Rodents: An Overview of NTP 2-Year Cancer Studies	SAGE Publications		SAGE Journals	10.1177/0192623321989956						Unique_Item_Investigations	1	1	0
Chemical-Induced Oral Squamous Cell Neoplasms in Rodents: An Overview of NTP 2-Year Cancer Studies	SAGE Publications		SAGE Journals	10.1177/0192623321989956						Unique_Item_Requests	1	1	0
Chemical-Induced Oral Squamous Cell Neoplasms in Rodents: An Overview of NTP 2-Year Cancer Studies	SAGE Publications		SAGE Journals	10.1177/0192623321989956						Total_Item_Requests	1	1	0
Chemical-Induced Oral Squamous Cell Neoplasms in Rodents: An Overview of NTP 2-Year Cancer Studies	SAGE Publications		SAGE Journals	10.1177/0192623321989956						Total_Item_Investigations	1	1	0
Classification and Grading of Canine Mammary Tumors	SAGE Publications		SAGE Journals	10.1177/0300985810393258						Unique_Item_Investigations	1	1	0
Classification and Grading of Canine Mammary Tumors	SAGE Publications		SAGE Journals	10.1177/0300985810393258						Unique_Item_Requests	1	1	0
Classification and Grading of Canine Mammary Tumors	SAGE Publications		SAGE Journals	10.1177/0300985810393258						Total_Item_Requests	1	1	0
Classification and Grading of Canine Mammary Tumors	SAGE Publications		SAGE Journals	10.1177/0300985810393258						Total_Item_Investigations	1	1	0
Climate change in the courtroom: An anthropology of neighborly relations	SAGE Publications		SAGE Journals	10.1177/14634996221138338						Unique_Item_Investigations	1	1	0
Climate change in the courtroom: An anthropology of neighborly relations	SAGE Publications		SAGE Journals	10.1177/14634996221138338						Unique_Item_Requests	1	1	0
Climate change in the courtroom: An anthropology of neighborly relations	SAGE Publications		SAGE Journals	10.1177/14634996221138338						Total_Item_Requests	1	1	0
Climate change in the courtroom: An anthropology of neighborly relations	SAGE Publications		SAGE Journals	10.1177/14634996221138338						Total_Item_Investigations	1	1	0
Climax as Work: Heteronormativity, Gender Labor, and the Gender Gap in Orgasms	SAGE Publications		SAGE Journals	10.1177/08912432211073062						Unique_Item_Investigations	1	1	0
Climax as Work: Heteronormativity, Gender Labor, and the Gender Gap in Orgasms	SAGE Publications		SAGE Journals	10.1177/08912432211073062						Unique_Item_Requests	1	1	0
Climax as Work: Heteronormativity, Gender Labor, and the Gender Gap in Orgasms	SAGE Publications		SAGE Journals	10.1177/08912432211073062						Total_Item_Requests	1	1	0
Climax as Work: Heteronormativity, Gender Labor, and the Gender Gap in Orgasms	SAGE Publications		SAGE Journals	10.1177/08912432211073062						Total_Item_Investigations	1	1	0
Clinical Psychology and Diversity: Progress and Continuing Challenges	SAGE Publications		SAGE Journals	10.2304/plat.2010.9.2.17						Unique_Item_Investigations	1	1	0
Clinical Psychology and Diversity: Progress and Continuing Challenges	SAGE Publications		SAGE Journals	10.2304/plat.2010.9.2.17						Unique_Item_Requests	1	1	0
Clinical Psychology and Diversity: Progress and Continuing Challenges	SAGE Publications		SAGE Journals	10.2304/plat.2010.9.2.17						Total_Item_Requests	2	2	0
Clinical Psychology and Diversity: Progress and Continuing Challenges	SAGE Publications		SAGE Journals	10.2304/plat.2010.9.2.17						Total_Item_Investigations	4	4	0
Clinical, Hematologic, and Immunophenotypic Characterization of Canine Large Granular Lymphocytosis	SAGE Publications		SAGE Journals	10.1354/vp.37-6-637						Unique_Item_Investigations	1	1	0
Clinical, Hematologic, and Immunophenotypic Characterization of Canine Large Granular Lymphocytosis	SAGE Publications		SAGE Journals	10.1354/vp.37-6-637						Unique_Item_Requests	1	1	0
Clinical, Hematologic, and Immunophenotypic Characterization of Canine Large Granular Lymphocytosis	SAGE Publications		SAGE Journals	10.1354/vp.37-6-637						Total_Item_Requests	4	4	0
Clinical, Hematologic, and Immunophenotypic Characterization of Canine Large Granular Lymphocytosis	SAGE Publications		SAGE Journals	10.1354/vp.37-6-637						Total_Item_Investigations	4	4	0
Clinical, Laboratory, and Histopathologic Features of Equine Lymphoma	SAGE Publications		SAGE Journals	10.1354/vp.43-6-914						Unique_Item_Investigations	3	3	0
Clinical, Laboratory, and Histopathologic Features of Equine Lymphoma	SAGE Publications		SAGE Journals	10.1354/vp.43-6-914						Unique_Item_Requests	3	3	0
Clinical, Laboratory, and Histopathologic Features of Equine Lymphoma	SAGE Publications		SAGE Journals	10.1354/vp.43-6-914						Total_Item_Requests	3	3	0
Clinical, Laboratory, and Histopathologic Features of Equine Lymphoma	SAGE Publications		SAGE Journals	10.1354/vp.43-6-914						Total_Item_Investigations	3	3	0
Clinical, pathological and immunohistochemical study of feline mammary fibroepithelial hyperplasia following a single injection of depot medroxyprogesterone acetate	SAGE Publications		SAGE Journals	10.1016/j.jfms.2004.05.002						Unique_Item_Investigations	1	1	0
Clinical, pathological and immunohistochemical study of feline mammary fibroepithelial hyperplasia following a single injection of depot medroxyprogesterone acetate	SAGE Publications		SAGE Journals	10.1016/j.jfms.2004.05.002						Unique_Item_Requests	1	1	0
Clinical, pathological and immunohistochemical study of feline mammary fibroepithelial hyperplasia following a single injection of depot medroxyprogesterone acetate	SAGE Publications		SAGE Journals	10.1016/j.jfms.2004.05.002						Total_Item_Requests	2	2	0
Clinical, pathological and immunohistochemical study of feline mammary fibroepithelial hyperplasia following a single injection of depot medroxyprogesterone acetate	SAGE Publications		SAGE Journals	10.1016/j.jfms.2004.05.002						Total_Item_Investigations	2	2	0
Co-infection with Anaplasma platys, Bartonella henselae, Bartonella koehlerae and ‘Candidatus Mycoplasma haemominutum’ in a cat diagnosed with splenic plasmacytosis and multiple myeloma	SAGE Publications		SAGE Journals	10.1177/1098612X13519632						Unique_Item_Investigations	1	1	0
Co-infection with Anaplasma platys, Bartonella henselae, Bartonella koehlerae and ‘Candidatus Mycoplasma haemominutum’ in a cat diagnosed with splenic plasmacytosis and multiple myeloma	SAGE Publications		SAGE Journals	10.1177/1098612X13519632						Unique_Item_Requests	1	1	0
Co-infection with Anaplasma platys, Bartonella henselae, Bartonella koehlerae and ‘Candidatus Mycoplasma haemominutum’ in a cat diagnosed with splenic plasmacytosis and multiple myeloma	SAGE Publications		SAGE Journals	10.1177/1098612X13519632						Total_Item_Requests	1	1	0
Co-infection with Anaplasma platys, Bartonella henselae, Bartonella koehlerae and ‘Candidatus Mycoplasma haemominutum’ in a cat diagnosed with splenic plasmacytosis and multiple myeloma	SAGE Publications		SAGE Journals	10.1177/1098612X13519632						Total_Item_Investigations	1	1	0
Coastal dune mobility over the past century: A global review	SAGE Publications		SAGE Journals	10.1177/0309133320919612						Unique_Item_Investigations	1	1	0
Coastal dune mobility over the past century: A global review	SAGE Publications		SAGE Journals	10.1177/0309133320919612						Unique_Item_Requests	1	1	0
Coastal dune mobility over the past century: A global review	SAGE Publications		SAGE Journals	10.1177/0309133320919612						Total_Item_Requests	3	3	0
Coastal dune mobility over the past century: A global review	SAGE Publications		SAGE Journals	10.1177/0309133320919612						Total_Item_Investigations	3	3	0
Collecting the sea shanty: British maritime identity and Atlantic musical cultures in the early twentieth century	SAGE Publications		SAGE Journals	10.1177/0843871417693997						Unique_Item_Investigations	1	1	0
Collecting the sea shanty: British maritime identity and Atlantic musical cultures in the early twentieth century	SAGE Publications		SAGE Journals	10.1177/0843871417693997						Unique_Item_Requests	1	1	0
Collecting the sea shanty: British maritime identity and Atlantic musical cultures in the early twentieth century	SAGE Publications		SAGE Journals	10.1177/0843871417693997						Total_Item_Requests	1	1	0
Collecting the sea shanty: British maritime identity and Atlantic musical cultures in the early twentieth century	SAGE Publications		SAGE Journals	10.1177/0843871417693997						Total_Item_Investigations	1	1	0
Collective Identity as Shared Ethical Self-Understanding The Case of the Emerging European Identity	SAGE Publications		SAGE Journals	10.1177/1368431006073016						Unique_Item_Investigations	1	1	0
Collective Identity as Shared Ethical Self-Understanding The Case of the Emerging European Identity	SAGE Publications		SAGE Journals	10.1177/1368431006073016						Total_Item_Investigations	1	1	0
College Sexual Assault and Campus Climate for Sexual- and Gender-Minority Undergraduate Students	SAGE Publications		SAGE Journals	10.1177/0886260517696870						Unique_Item_Investigations	1	1	0
College Sexual Assault and Campus Climate for Sexual- and Gender-Minority Undergraduate Students	SAGE Publications		SAGE Journals	10.1177/0886260517696870						Unique_Item_Requests	1	1	0
College Sexual Assault and Campus Climate for Sexual- and Gender-Minority Undergraduate Students	SAGE Publications		SAGE Journals	10.1177/0886260517696870						Total_Item_Requests	1	1	0
College Sexual Assault and Campus Climate for Sexual- and Gender-Minority Undergraduate Students	SAGE Publications		SAGE Journals	10.1177/0886260517696870						Total_Item_Investigations	1	1	0
College Students as Emerging Adults The Developmental Implications of the College Context	SAGE Publications		SAGE Journals	10.1177/2167696815587422						Unique_Item_Investigations	1	1	0
College Students as Emerging Adults The Developmental Implications of the College Context	SAGE Publications		SAGE Journals	10.1177/2167696815587422						Unique_Item_Requests	1	1	0
College Students as Emerging Adults The Developmental Implications of the College Context	SAGE Publications		SAGE Journals	10.1177/2167696815587422						Total_Item_Requests	2	2	0
College Students as Emerging Adults The Developmental Implications of the College Context	SAGE Publications		SAGE Journals	10.1177/2167696815587422						Total_Item_Investigations	2	2	0
Color Palettes for Stata Graphics	SAGE Publications		SAGE Journals	10.1177/1536867X1801800402						Unique_Item_Investigations	1	1	0
Color Palettes for Stata Graphics	SAGE Publications		SAGE Journals	10.1177/1536867X1801800402						Unique_Item_Requests	1	1	0
Color Palettes for Stata Graphics	SAGE Publications		SAGE Journals	10.1177/1536867X1801800402						Total_Item_Requests	1	1	0
Color Palettes for Stata Graphics	SAGE Publications		SAGE Journals	10.1177/1536867X1801800402						Total_Item_Investigations	1	1	0
Combination of ketamine and xylazine with opioids and acepromazine in rats: Physiological changes and their analgesic effect analysed by ultrasonic vocalization	SAGE Publications		SAGE Journals	10.1177/0023677219850211						Unique_Item_Investigations	1	1	0
Combination of ketamine and xylazine with opioids and acepromazine in rats: Physiological changes and their analgesic effect analysed by ultrasonic vocalization	SAGE Publications		SAGE Journals	10.1177/0023677219850211						Unique_Item_Requests	1	1	0
Combination of ketamine and xylazine with opioids and acepromazine in rats: Physiological changes and their analgesic effect analysed by ultrasonic vocalization	SAGE Publications		SAGE Journals	10.1177/0023677219850211						Total_Item_Requests	1	1	0
Combination of ketamine and xylazine with opioids and acepromazine in rats: Physiological changes and their analgesic effect analysed by ultrasonic vocalization	SAGE Publications		SAGE Journals	10.1177/0023677219850211						Total_Item_Investigations	1	1	0
Communicating a diagnosis of Autism Spectrum Disorder - a qualitative study of parents’ experiences	SAGE Publications		SAGE Journals	10.1177/1359104512455813						Unique_Item_Investigations	1	1	0
Communicating a diagnosis of Autism Spectrum Disorder - a qualitative study of parents’ experiences	SAGE Publications		SAGE Journals	10.1177/1359104512455813						Unique_Item_Requests	1	1	0
Communicating a diagnosis of Autism Spectrum Disorder - a qualitative study of parents’ experiences	SAGE Publications		SAGE Journals	10.1177/1359104512455813						Total_Item_Requests	3	3	0
Communicating a diagnosis of Autism Spectrum Disorder - a qualitative study of parents’ experiences	SAGE Publications		SAGE Journals	10.1177/1359104512455813						Total_Item_Investigations	3	3	0
Community Health Worker Interventions for Men: A Scoping Review Using the RE-AIM Framework	SAGE Publications		SAGE Journals	10.1177/10901981231179498						Unique_Item_Investigations	1	1	0
Community Health Worker Interventions for Men: A Scoping Review Using the RE-AIM Framework	SAGE Publications		SAGE Journals	10.1177/10901981231179498						Unique_Item_Requests	1	1	0
Community Health Worker Interventions for Men: A Scoping Review Using the RE-AIM Framework	SAGE Publications		SAGE Journals	10.1177/10901981231179498						Total_Item_Requests	1	1	0
Community Health Worker Interventions for Men: A Scoping Review Using the RE-AIM Framework	SAGE Publications		SAGE Journals	10.1177/10901981231179498						Total_Item_Investigations	1	1	0
Comparing Response Rates from Web and Mail Surveys: A Meta-Analysis	SAGE Publications		SAGE Journals	10.1177/1525822X08317085						Unique_Item_Investigations	2	2	0
Comparing Response Rates from Web and Mail Surveys: A Meta-Analysis	SAGE Publications		SAGE Journals	10.1177/1525822X08317085						Unique_Item_Requests	2	2	0
Comparing Response Rates from Web and Mail Surveys: A Meta-Analysis	SAGE Publications		SAGE Journals	10.1177/1525822X08317085						Total_Item_Requests	2	2	0
Comparing Response Rates from Web and Mail Surveys: A Meta-Analysis	SAGE Publications		SAGE Journals	10.1177/1525822X08317085						Total_Item_Investigations	3	3	0
Comparison of a 12-Week Whole-Body Exergaming Program on Young Adults: Differentiation in Flexibility, Muscle Strength, Reaction Time, and Walking Speed Between Sexes	SAGE Publications		SAGE Journals	10.1177/1054773818797881						Unique_Item_Investigations	5	5	0
Comparison of a 12-Week Whole-Body Exergaming Program on Young Adults: Differentiation in Flexibility, Muscle Strength, Reaction Time, and Walking Speed Between Sexes	SAGE Publications		SAGE Journals	10.1177/1054773818797881						Unique_Item_Requests	5	5	0
Comparison of a 12-Week Whole-Body Exergaming Program on Young Adults: Differentiation in Flexibility, Muscle Strength, Reaction Time, and Walking Speed Between Sexes	SAGE Publications		SAGE Journals	10.1177/1054773818797881						Total_Item_Requests	6	6	0
Comparison of a 12-Week Whole-Body Exergaming Program on Young Adults: Differentiation in Flexibility, Muscle Strength, Reaction Time, and Walking Speed Between Sexes	SAGE Publications		SAGE Journals	10.1177/1054773818797881						Total_Item_Investigations	6	6	0
Comparison of intramuscular butorphanol and buprenorphine combined with dexmedetomidine for sedation in cats	SAGE Publications		SAGE Journals	10.1177/1098612X17709612						Unique_Item_Investigations	1	1	0
Comparison of intramuscular butorphanol and buprenorphine combined with dexmedetomidine for sedation in cats	SAGE Publications		SAGE Journals	10.1177/1098612X17709612						Unique_Item_Requests	1	1	0
Comparison of intramuscular butorphanol and buprenorphine combined with dexmedetomidine for sedation in cats	SAGE Publications		SAGE Journals	10.1177/1098612X17709612						Total_Item_Requests	1	1	0
