Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	ieee:4172671
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:45:25Z
Created_By	MPS Limited

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
A Proposal of the Kinematic Model of the Horse Leg Musculoskeletal System by Using Closed Linkages	IEEE		IEEE Xplore	-	0025-07-12		10.1109/ROBIO49542.2019.8961819		978-1-72-816321-5																									Article	2019	Controlled	Regular	Total_Item_Investigations	1	1	0
A Review Based On Comparative Analysis of Techniques Used in Precision Agriculture	IEEE		IEEE Xplore	-	0025-10-14		10.1109/iCoMET57998.2023.10099182		979-8-35-033531-6																									Article	2023	Controlled	Regular	Unique_Item_Requests	1	1	0
A Review Based On Comparative Analysis of Techniques Used in Precision Agriculture	IEEE		IEEE Xplore	-	0025-10-14		10.1109/iCoMET57998.2023.10099182		979-8-35-033531-6																									Article	2023	Controlled	Regular	Total_Item_Requests	4	4	0
A Review Based On Comparative Analysis of Techniques Used in Precision Agriculture	IEEE		IEEE Xplore	-	0025-10-14		10.1109/iCoMET57998.2023.10099182		979-8-35-033531-6																									Article	2023	Controlled	Regular	Unique_Item_Investigations	4	4	0
A Review Based On Comparative Analysis of Techniques Used in Precision Agriculture	IEEE		IEEE Xplore	-	0025-10-14		10.1109/iCoMET57998.2023.10099182		979-8-35-033531-6																									Article	2023	Controlled	Regular	Total_Item_Investigations	6	6	0
A review of acoustooptical deflection and modulation devices	IEEE		IEEE Xplore	-	0033-11-26		10.1109/PROC.1966.5125			0018-9219	1558-2256																							Article	1966	Controlled	Regular	Unique_Item_Requests	1	1	0
A review of acoustooptical deflection and modulation devices	IEEE		IEEE Xplore	-	0033-11-26		10.1109/PROC.1966.5125			0018-9219	1558-2256																							Article	1966	Controlled	Regular	Total_Item_Requests	2	2	0
A review of acoustooptical deflection and modulation devices	IEEE		IEEE Xplore	-	0033-11-26		10.1109/PROC.1966.5125			0018-9219	1558-2256																							Article	1966	Controlled	Regular	Unique_Item_Investigations	3	3	0
A review of acoustooptical deflection and modulation devices	IEEE		IEEE Xplore	-	0033-11-26		10.1109/PROC.1966.5125			0018-9219	1558-2256																							Article	1966	Controlled	Regular	Total_Item_Investigations	3	3	0
A review of recent advances in wind turbine condition monitoring and fault diagnosis	IEEE		IEEE Xplore	-	0024-01-30		10.1109/PEMWA.2009.5208325																											Article	2009	Controlled	Regular	Unique_Item_Requests	1	1	0
A review of recent advances in wind turbine condition monitoring and fault diagnosis	IEEE		IEEE Xplore	-	0024-01-30		10.1109/PEMWA.2009.5208325																											Article	2009	Controlled	Regular	Total_Item_Requests	2	2	0
A review of recent advances in wind turbine condition monitoring and fault diagnosis	IEEE		IEEE Xplore	-	0024-01-30		10.1109/PEMWA.2009.5208325																											Article	2009	Controlled	Regular	Unique_Item_Investigations	1	1	0
A review of recent advances in wind turbine condition monitoring and fault diagnosis	IEEE		IEEE Xplore	-	0024-01-30		10.1109/PEMWA.2009.5208325																											Article	2009	Controlled	Regular	Total_Item_Investigations	2	2	0
A Review on Feasibility of Solar Based Renewable Energy: A Projection Up to 2050	IEEE		IEEE Xplore	-	0012-04-12		10.1109/TEMSMET51618.2020.9557402		978-1-66-540482-2																									Article	2020	Controlled	Regular	Unique_Item_Requests	2	2	0
A Review on Feasibility of Solar Based Renewable Energy: A Projection Up to 2050	IEEE		IEEE Xplore	-	0012-04-12		10.1109/TEMSMET51618.2020.9557402		978-1-66-540482-2																									Article	2020	Controlled	Regular	Total_Item_Requests	2	2	0
A Review on Feasibility of Solar Based Renewable Energy: A Projection Up to 2050	IEEE		IEEE Xplore	-	0012-04-12		10.1109/TEMSMET51618.2020.9557402		978-1-66-540482-2																									Article	2020	Controlled	Regular	Unique_Item_Investigations	4	4	0
A Review on Feasibility of Solar Based Renewable Energy: A Projection Up to 2050	IEEE		IEEE Xplore	-	0012-04-12		10.1109/TEMSMET51618.2020.9557402		978-1-66-540482-2																									Article	2020	Controlled	Regular	Total_Item_Investigations	4	4	0
A Robust Data-Driven Predictive Maintenance Framework for Industrial Machinery using Explainable Machine Learning Techniques	IEEE		IEEE Xplore	-	0012-06-14		10.1109/ICSCC59169.2023.10335030		979-8-35-031409-0																									Article	2023	Controlled	Regular	Unique_Item_Requests	1	1	0
A Robust Data-Driven Predictive Maintenance Framework for Industrial Machinery using Explainable Machine Learning Techniques	IEEE		IEEE Xplore	-	0012-06-14		10.1109/ICSCC59169.2023.10335030		979-8-35-031409-0																									Article	2023	Controlled	Regular	Total_Item_Requests	2	2	0
A Robust Data-Driven Predictive Maintenance Framework for Industrial Machinery using Explainable Machine Learning Techniques	IEEE		IEEE Xplore	-	0012-06-14		10.1109/ICSCC59169.2023.10335030		979-8-35-031409-0																									Article	2023	Controlled	Regular	Unique_Item_Investigations	2	2	0
A Robust Data-Driven Predictive Maintenance Framework for Industrial Machinery using Explainable Machine Learning Techniques	IEEE		IEEE Xplore	-	0012-06-14		10.1109/ICSCC59169.2023.10335030		979-8-35-031409-0																									Article	2023	Controlled	Regular	Total_Item_Investigations	3	3	0
A Scoping Review of Immersive Virtual Reality in STEM Education	IEEE		IEEE Xplore	-	0031-02-10		10.1109/TLT.2020.3019405				1939-1382																							Article	2020	Controlled	Regular	Unique_Item_Requests	1	1	0
A Scoping Review of Immersive Virtual Reality in STEM Education	IEEE		IEEE Xplore	-	0031-02-10		10.1109/TLT.2020.3019405				1939-1382																							Article	2020	Controlled	Regular	Total_Item_Requests	1	1	0
A Scoping Review of Immersive Virtual Reality in STEM Education	IEEE		IEEE Xplore	-	0031-02-10		10.1109/TLT.2020.3019405				1939-1382																							Article	2020	Controlled	Regular	Unique_Item_Investigations	1	1	0
A Scoping Review of Immersive Virtual Reality in STEM Education	IEEE		IEEE Xplore	-	0031-02-10		10.1109/TLT.2020.3019405				1939-1382																							Article	2020	Controlled	Regular	Total_Item_Investigations	1	1	0
A smart grid metrics assessment of distribution automation for reliability improvement	IEEE		IEEE Xplore	-	0011-06-08		10.1109/PMAPS.2016.7764055		978-1-50-901970-0																									Article	2016	Controlled	Regular	Unique_Item_Requests	1	1	0
A smart grid metrics assessment of distribution automation for reliability improvement	IEEE		IEEE Xplore	-	0011-06-08		10.1109/PMAPS.2016.7764055		978-1-50-901970-0																									Article	2016	Controlled	Regular	Total_Item_Requests	2	2	0
A smart grid metrics assessment of distribution automation for reliability improvement	IEEE		IEEE Xplore	-	0011-06-08		10.1109/PMAPS.2016.7764055		978-1-50-901970-0																									Article	2016	Controlled	Regular	Unique_Item_Investigations	2	2	0
A smart grid metrics assessment of distribution automation for reliability improvement	IEEE		IEEE Xplore	-	0011-06-08		10.1109/PMAPS.2016.7764055		978-1-50-901970-0																									Article	2016	Controlled	Regular	Total_Item_Investigations	3	3	0
A study of manufacturing strategies for LED lighting product design	IEEE		IEEE Xplore	-	0030-01-07		10.1109/ICASI.2017.7988193		978-1-50-904897-7																									Article	2017	Controlled	Regular	Unique_Item_Requests	1	1	0
A study of manufacturing strategies for LED lighting product design	IEEE		IEEE Xplore	-	0030-01-07		10.1109/ICASI.2017.7988193		978-1-50-904897-7																									Article	2017	Controlled	Regular	Total_Item_Requests	2	2	0
A study of manufacturing strategies for LED lighting product design	IEEE		IEEE Xplore	-	0030-01-07		10.1109/ICASI.2017.7988193		978-1-50-904897-7																									Article	2017	Controlled	Regular	Unique_Item_Investigations	2	2	0
A study of manufacturing strategies for LED lighting product design	IEEE		IEEE Xplore	-	0030-01-07		10.1109/ICASI.2017.7988193		978-1-50-904897-7																									Article	2017	Controlled	Regular	Total_Item_Investigations	3	3	0
A study on the significance of smart IoT sensors and Data science in Digital agriculture	IEEE		IEEE Xplore	-	0012-04-11		10.1109/ACCTHPA49271.2020.9213207		978-1-72-816453-3																									Article	2020	Controlled	Regular	Unique_Item_Requests	1	1	0
A study on the significance of smart IoT sensors and Data science in Digital agriculture	IEEE		IEEE Xplore	-	0012-04-11		10.1109/ACCTHPA49271.2020.9213207		978-1-72-816453-3																									Article	2020	Controlled	Regular	Total_Item_Requests	5	5	0
A study on the significance of smart IoT sensors and Data science in Digital agriculture	IEEE		IEEE Xplore	-	0012-04-11		10.1109/ACCTHPA49271.2020.9213207		978-1-72-816453-3																									Article	2020	Controlled	Regular	Unique_Item_Investigations	3	3	0
A study on the significance of smart IoT sensors and Data science in Digital agriculture	IEEE		IEEE Xplore	-	0012-04-11		10.1109/ACCTHPA49271.2020.9213207		978-1-72-816453-3																									Article	2020	Controlled	Regular	Total_Item_Investigations	8	8	0
A Survey of Wound Image Analysis Using Deep Learning: Classification, Detection, and Segmentation	IEEE		IEEE Xplore	-	0034-01-12		10.1109/ACCESS.2022.3194529				2169-3536																							Article	2022	OA_Gold	Regular	Unique_Item_Requests	1	1	0
A Survey of Wound Image Analysis Using Deep Learning: Classification, Detection, and Segmentation	IEEE		IEEE Xplore	-	0034-01-12		10.1109/ACCESS.2022.3194529				2169-3536																							Article	2022	OA_Gold	Regular	Total_Item_Requests	1	1	0
A Survey of Wound Image Analysis Using Deep Learning: Classification, Detection, and Segmentation	IEEE		IEEE Xplore	-	0034-01-12		10.1109/ACCESS.2022.3194529				2169-3536																							Article	2022	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
A Survey of Wound Image Analysis Using Deep Learning: Classification, Detection, and Segmentation	IEEE		IEEE Xplore	-	0034-01-12		10.1109/ACCESS.2022.3194529				2169-3536																							Article	2022	OA_Gold	Regular	Total_Item_Investigations	1	1	0
A Survey on LoRa for Smart Agriculture: Current Trends and Future Perspectives	IEEE		IEEE Xplore	-	0026-06-14		10.1109/JIOT.2022.3230505				2327-4662																							Article	2022	OA_Gold	Regular	Unique_Item_Requests	1	1	0
A Survey on LoRa for Smart Agriculture: Current Trends and Future Perspectives	IEEE		IEEE Xplore	-	0026-06-14		10.1109/JIOT.2022.3230505				2327-4662																							Article	2022	OA_Gold	Regular	Total_Item_Requests	1	1	0
A Survey on LoRa for Smart Agriculture: Current Trends and Future Perspectives	IEEE		IEEE Xplore	-	0026-06-14		10.1109/JIOT.2022.3230505				2327-4662																							Article	2022	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
A Survey on LoRa for Smart Agriculture: Current Trends and Future Perspectives	IEEE		IEEE Xplore	-	0026-06-14		10.1109/JIOT.2022.3230505				2327-4662																							Article	2022	OA_Gold	Regular	Total_Item_Investigations	1	1	0
A Systematic Method for Lung Cancer Classification	IEEE		IEEE Xplore	-	0014-06-14		10.1109/ICRITO56286.2022.9964778		978-1-66-547433-7																									Article	2022	Controlled	Regular	Unique_Item_Requests	2	2	0
A Systematic Method for Lung Cancer Classification	IEEE		IEEE Xplore	-	0014-06-14		10.1109/ICRITO56286.2022.9964778		978-1-66-547433-7																									Article	2022	Controlled	Regular	Total_Item_Requests	2	2	0
A Systematic Method for Lung Cancer Classification	IEEE		IEEE Xplore	-	0014-06-14		10.1109/ICRITO56286.2022.9964778		978-1-66-547433-7																									Article	2022	Controlled	Regular	Unique_Item_Investigations	2	2	0
A Systematic Method for Lung Cancer Classification	IEEE		IEEE Xplore	-	0014-06-14		10.1109/ICRITO56286.2022.9964778		978-1-66-547433-7																									Article	2022	Controlled	Regular	Total_Item_Investigations	2	2	0
Acoustic beam probing using optical techniques	Nokia Bell Labs		IEEE Xplore	-	0034-10-05		10.1002/j.1538-7305.1965.tb01682.x			0005-8580																								Article	1965	Controlled	Regular	Unique_Item_Requests	1	1	0
Acoustic beam probing using optical techniques	Nokia Bell Labs		IEEE Xplore	-	0034-10-05		10.1002/j.1538-7305.1965.tb01682.x			0005-8580																								Article	1965	Controlled	Regular	Total_Item_Requests	1	1	0
Acoustic beam probing using optical techniques	Nokia Bell Labs		IEEE Xplore	-	0034-10-05		10.1002/j.1538-7305.1965.tb01682.x			0005-8580																								Article	1965	Controlled	Regular	Unique_Item_Investigations	2	2	0
Acoustic beam probing using optical techniques	Nokia Bell Labs		IEEE Xplore	-	0034-10-05		10.1002/j.1538-7305.1965.tb01682.x			0005-8580																								Article	1965	Controlled	Regular	Total_Item_Investigations	2	2	0
