Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	sage:1000451523
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version; Include_Parent_Details=True
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T06:02:12Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
2022 ISFM/AAFP Cat Friendly Veterinary Environment Guidelines	SAGE Publications		SAGE Journals	Kelly St Denis, Sarah Collins, Nathalie Dowgray, Sarah LH Ellis, Sarah Heath, Ilona Rodan, Linda Ryan, Samantha Taylor; 	2022-10-19	VoR	10.1177/1098612X221128763						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2022	Controlled	Regular	Unique_Item_Requests	2	2	0
2022 ISFM/AAFP Cat Friendly Veterinary Environment Guidelines	SAGE Publications		SAGE Journals	Kelly St Denis, Sarah Collins, Nathalie Dowgray, Sarah LH Ellis, Sarah Heath, Ilona Rodan, Linda Ryan, Samantha Taylor; 	2022-10-19	VoR	10.1177/1098612X221128763						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2022	Controlled	Regular	Total_Item_Requests	5	5	0
2022 ISFM/AAFP Cat Friendly Veterinary Environment Guidelines	SAGE Publications		SAGE Journals	Kelly St Denis, Sarah Collins, Nathalie Dowgray, Sarah LH Ellis, Sarah Heath, Ilona Rodan, Linda Ryan, Samantha Taylor; 	2022-10-19	VoR	10.1177/1098612X221128763						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2022	Controlled	Regular	Total_Item_Investigations	5	5	0
A case study of learning in plants: Lessons learned from pea plants	SAGE Publications		SAGE Journals	Jacobo Blancas Barroso, Charles I Abramson, Paco Calvo, Aditya Ponkshe; 	2023-10-17	VoR	10.1177/17470218231203078						Quarterly Journal of Experimental Psychology				Journal	10.1177/qjpd	sage:qjpd		1747-0218	1747-0226												Article	9999	Controlled	Regular	Unique_Item_Investigations	3	3	0
A case study of learning in plants: Lessons learned from pea plants	SAGE Publications		SAGE Journals	Jacobo Blancas Barroso, Charles I Abramson, Paco Calvo, Aditya Ponkshe; 	2023-10-17	VoR	10.1177/17470218231203078						Quarterly Journal of Experimental Psychology				Journal	10.1177/qjpd	sage:qjpd		1747-0218	1747-0226												Article	9999	Controlled	Regular	Unique_Item_Requests	3	3	0
A case study of learning in plants: Lessons learned from pea plants	SAGE Publications		SAGE Journals	Jacobo Blancas Barroso, Charles I Abramson, Paco Calvo, Aditya Ponkshe; 	2023-10-17	VoR	10.1177/17470218231203078						Quarterly Journal of Experimental Psychology				Journal	10.1177/qjpd	sage:qjpd		1747-0218	1747-0226												Article	9999	Controlled	Regular	Total_Item_Requests	5	5	0
A case study of learning in plants: Lessons learned from pea plants	SAGE Publications		SAGE Journals	Jacobo Blancas Barroso, Charles I Abramson, Paco Calvo, Aditya Ponkshe; 	2023-10-17	VoR	10.1177/17470218231203078						Quarterly Journal of Experimental Psychology				Journal	10.1177/qjpd	sage:qjpd		1747-0218	1747-0226												Article	9999	Controlled	Regular	Total_Item_Investigations	5	5	0
A closer look at attachment, sexuality, and couple relationships	SAGE Publications		SAGE Journals	Veronica Hanna-Walker, Dean M. Busby, Jeremy B. Yorgason; 	2020-01-08	VoR	10.1177/0265407519896022						Journal of Social and Personal Relationships				Journal	10.1177/spra	sage:spra		0265-4075	1460-3608												Article	2020	Controlled	Regular	Unique_Item_Investigations	1	1	0
A closer look at attachment, sexuality, and couple relationships	SAGE Publications		SAGE Journals	Veronica Hanna-Walker, Dean M. Busby, Jeremy B. Yorgason; 	2020-01-08	VoR	10.1177/0265407519896022						Journal of Social and Personal Relationships				Journal	10.1177/spra	sage:spra		0265-4075	1460-3608												Article	2020	Controlled	Regular	Unique_Item_Requests	1	1	0
A closer look at attachment, sexuality, and couple relationships	SAGE Publications		SAGE Journals	Veronica Hanna-Walker, Dean M. Busby, Jeremy B. Yorgason; 	2020-01-08	VoR	10.1177/0265407519896022						Journal of Social and Personal Relationships				Journal	10.1177/spra	sage:spra		0265-4075	1460-3608												Article	2020	Controlled	Regular	Total_Item_Requests	1	1	0
A closer look at attachment, sexuality, and couple relationships	SAGE Publications		SAGE Journals	Veronica Hanna-Walker, Dean M. Busby, Jeremy B. Yorgason; 	2020-01-08	VoR	10.1177/0265407519896022						Journal of Social and Personal Relationships				Journal	10.1177/spra	sage:spra		0265-4075	1460-3608												Article	2020	Controlled	Regular	Total_Item_Investigations	1	1	0
A Community-Based Hip-Hop Dance Program for Youth in a Disadvantaged Community in Ottawa: Implementation Findings	SAGE Publications		SAGE Journals	Julie Beaulac, Marcela Olavarria, Elizabeth Kristjansson; 	2010-05-20	VoR	10.1177/1524839909353738						Health Promotion Practice				Journal	10.1177/hppa	sage:hppa		1524-8399	1552-6372												Article	2010	Controlled	Regular	Unique_Item_Investigations	1	1	0
A Community-Based Hip-Hop Dance Program for Youth in a Disadvantaged Community in Ottawa: Implementation Findings	SAGE Publications		SAGE Journals	Julie Beaulac, Marcela Olavarria, Elizabeth Kristjansson; 	2010-05-20	VoR	10.1177/1524839909353738						Health Promotion Practice				Journal	10.1177/hppa	sage:hppa		1524-8399	1552-6372												Article	2010	Controlled	Regular	Unique_Item_Requests	1	1	0
A Community-Based Hip-Hop Dance Program for Youth in a Disadvantaged Community in Ottawa: Implementation Findings	SAGE Publications		SAGE Journals	Julie Beaulac, Marcela Olavarria, Elizabeth Kristjansson; 	2010-05-20	VoR	10.1177/1524839909353738						Health Promotion Practice				Journal	10.1177/hppa	sage:hppa		1524-8399	1552-6372												Article	2010	Controlled	Regular	Total_Item_Requests	1	1	0
A Community-Based Hip-Hop Dance Program for Youth in a Disadvantaged Community in Ottawa: Implementation Findings	SAGE Publications		SAGE Journals	Julie Beaulac, Marcela Olavarria, Elizabeth Kristjansson; 	2010-05-20	VoR	10.1177/1524839909353738						Health Promotion Practice				Journal	10.1177/hppa	sage:hppa		1524-8399	1552-6372												Article	2010	Controlled	Regular	Total_Item_Investigations	1	1	0
A Comparative Analysis: Heuristic Self-Search Inquiry as Self-Knowledge and Knowledge of Society	SAGE Publications		SAGE Journals	Engin Ozertugrul; 	2015-07-07	VoR	10.1177/0022167815594966						Journal of Humanistic Psychology				Journal	10.1177/jhpa	sage:jhpa		0022-1678	1552-650X												Article	2015	Controlled	Regular	Unique_Item_Investigations	1	1	0
A Comparative Analysis: Heuristic Self-Search Inquiry as Self-Knowledge and Knowledge of Society	SAGE Publications		SAGE Journals	Engin Ozertugrul; 	2015-07-07	VoR	10.1177/0022167815594966						Journal of Humanistic Psychology				Journal	10.1177/jhpa	sage:jhpa		0022-1678	1552-650X												Article	2015	Controlled	Regular	Unique_Item_Requests	1	1	0
A Comparative Analysis: Heuristic Self-Search Inquiry as Self-Knowledge and Knowledge of Society	SAGE Publications		SAGE Journals	Engin Ozertugrul; 	2015-07-07	VoR	10.1177/0022167815594966						Journal of Humanistic Psychology				Journal	10.1177/jhpa	sage:jhpa		0022-1678	1552-650X												Article	2015	Controlled	Regular	Total_Item_Requests	3	3	0
A Comparative Analysis: Heuristic Self-Search Inquiry as Self-Knowledge and Knowledge of Society	SAGE Publications		SAGE Journals	Engin Ozertugrul; 	2015-07-07	VoR	10.1177/0022167815594966						Journal of Humanistic Psychology				Journal	10.1177/jhpa	sage:jhpa		0022-1678	1552-650X												Article	2015	Controlled	Regular	Total_Item_Investigations	3	3	0
A conceptual beachhead: “Beaches and dunes of human-altered coasts” by Karl F. Nordstrom (1994)	SAGE Publications		SAGE Journals	Eli D Lazarus; 	2021-12-08	VoR	10.1177/03091333211054679						Progress in Physical Geography: Earth and Environment				Journal	10.1177/ppga	sage:ppga		0309-1333	1477-0296												Article	2021	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
A conceptual beachhead: “Beaches and dunes of human-altered coasts” by Karl F. Nordstrom (1994)	SAGE Publications		SAGE Journals	Eli D Lazarus; 	2021-12-08	VoR	10.1177/03091333211054679						Progress in Physical Geography: Earth and Environment				Journal	10.1177/ppga	sage:ppga		0309-1333	1477-0296												Article	2021	OA_Gold	Regular	Unique_Item_Requests	1	1	0
A conceptual beachhead: “Beaches and dunes of human-altered coasts” by Karl F. Nordstrom (1994)	SAGE Publications		SAGE Journals	Eli D Lazarus; 	2021-12-08	VoR	10.1177/03091333211054679						Progress in Physical Geography: Earth and Environment				Journal	10.1177/ppga	sage:ppga		0309-1333	1477-0296												Article	2021	OA_Gold	Regular	Total_Item_Requests	1	1	0
