Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	mal:8252134
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Parent_Data_Type=Journal; Data_Type=Article; Access_Method=Regular
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T05:50:16Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Gender Dysphoria in Adults: An Overview and Primer for Psychiatrists	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Eli Coleman, Jeremy D. Kidd, William Byne, Jack Pula, Richard R. Pleak, Heino F.L. Meyer-Bahlburg, A. Evan Eyler, Dan H. Karasic; 	2018-12-18	VoR	10.1089/trgh.2017.0053					Transgender Health			10.1089/trgh	mal:trgh	2688-4887	2380-193X		OA_Gold	Unique_Item_Requests	2	2	0
Gender Dysphoria in Adults: An Overview and Primer for Psychiatrists	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Eli Coleman, Jeremy D. Kidd, William Byne, Jack Pula, Richard R. Pleak, Heino F.L. Meyer-Bahlburg, A. Evan Eyler, Dan H. Karasic; 	2018-12-18	VoR	10.1089/trgh.2017.0053					Transgender Health			10.1089/trgh	mal:trgh	2688-4887	2380-193X		OA_Gold	Total_Item_Requests	3	3	0
Postpartum Treatment for Substance Use Disorder Among Mothers of Infants with Neonatal Abstinence Syndrome and Prenatal Substance Exposure	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Ashley M. Kranz, Laura J. Faherty, Bradley D. Stein, Sara Heins; 	2021-06-02	VoR	10.1089/whr.2020.0128					Women's Health Reports			10.1089/whr	mal:whr		2688-4844		OA_Gold	Unique_Item_Requests	1	1	0
Postpartum Treatment for Substance Use Disorder Among Mothers of Infants with Neonatal Abstinence Syndrome and Prenatal Substance Exposure	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Ashley M. Kranz, Laura J. Faherty, Bradley D. Stein, Sara Heins; 	2021-06-02	VoR	10.1089/whr.2020.0128					Women's Health Reports			10.1089/whr	mal:whr		2688-4844		OA_Gold	Total_Item_Requests	1	1	0
Safeguarding Mail-Order DNA Synthesis in the Age of Artificial Intelligence	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Caroline Schuerger, Stephanie Batalis, Matthew E. Walsh, Gigi Kwik Gronvall; 	2023-12-27	VoR	10.1089/apb.2023.0020					Applied Biosafety			10.1089/apb	mal:apb	1535-6760	2470-1246		Controlled	Unique_Item_Requests	1	1	0
Safeguarding Mail-Order DNA Synthesis in the Age of Artificial Intelligence	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Caroline Schuerger, Stephanie Batalis, Matthew E. Walsh, Gigi Kwik Gronvall; 	2023-12-27	VoR	10.1089/apb.2023.0020					Applied Biosafety			10.1089/apb	mal:apb	1535-6760	2470-1246		Controlled	Total_Item_Requests	1	1	0
Short- and Long-Term Effects of a Novel on Connectivity in the Brain	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Brandon E. Pye, Kristina Blaine, Gregory S. Berns, Michael J. Prietula; 	2013-12-09	VoR	10.1089/brain.2013.0166					Brain Connectivity			10.1089/brain	mal:brain	2158-0014	2158-0022		OA_Gold	Unique_Item_Requests	1	1	0
Short- and Long-Term Effects of a Novel on Connectivity in the Brain	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Brandon E. Pye, Kristina Blaine, Gregory S. Berns, Michael J. Prietula; 	2013-12-09	VoR	10.1089/brain.2013.0166					Brain Connectivity			10.1089/brain	mal:brain	2158-0014	2158-0022		OA_Gold	Total_Item_Requests	1	1	0
The Development and Pilot Testing of a Minority Stress Psychoeducation Tool for Transgender and Nonbinary People	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Diana Love, Elliot A. Tebbe, Stephanie L. Budge; 	2022-11-01	VoR	10.1089/trgh.2022.0038					Transgender Health			10.1089/trgh	mal:trgh	2688-4887	2380-193X		Controlled	Unique_Item_Requests	1	1	0
The Development and Pilot Testing of a Minority Stress Psychoeducation Tool for Transgender and Nonbinary People	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Diana Love, Elliot A. Tebbe, Stephanie L. Budge; 	2022-11-01	VoR	10.1089/trgh.2022.0038					Transgender Health			10.1089/trgh	mal:trgh	2688-4887	2380-193X		Controlled	Total_Item_Requests	1	1	0
The Spheres & Shield Maze Task: A Virtual Reality Serious Game for the Assessment of Risk Taking in Decision Making	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Carla de-Juan-Ripoll, Mariano Alcañiz, Irene Alice Chicchi Giglioli, José L. Soler-Domínguez, Manuel Contero; 	2020-11-06	VoR	10.1089/cyber.2019.0761					Cyberpsychology, Behavior, and Social Networking			10.1089/cyber	mal:cyber	2152-2715	2152-2723		OA_Gold	Unique_Item_Requests	1	1	0
The Spheres & Shield Maze Task: A Virtual Reality Serious Game for the Assessment of Risk Taking in Decision Making	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Carla de-Juan-Ripoll, Mariano Alcañiz, Irene Alice Chicchi Giglioli, José L. Soler-Domínguez, Manuel Contero; 	2020-11-06	VoR	10.1089/cyber.2019.0761					Cyberpsychology, Behavior, and Social Networking			10.1089/cyber	mal:cyber	2152-2715	2152-2723		OA_Gold	Total_Item_Requests	1	1	0
“There Is Nothing to Do About It”: Nonbinary Individuals' Experience of Gender Dysphoria	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Emerson Pehl, M. Paz Galupo, Lex Pulice-Farrow; 	2021-04-16	VoR	10.1089/trgh.2020.0041					Transgender Health			10.1089/trgh	mal:trgh	2688-4887	2380-193X		Controlled	Unique_Item_Requests	1	1	0
“There Is Nothing to Do About It”: Nonbinary Individuals' Experience of Gender Dysphoria	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	Emerson Pehl, M. Paz Galupo, Lex Pulice-Farrow; 	2021-04-16	VoR	10.1089/trgh.2020.0041					Transgender Health			10.1089/trgh	mal:trgh	2688-4887	2380-193X		Controlled	Total_Item_Requests	1	1	0
