Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	mal:8252134
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T05:50:05Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Avoiding Ableist Language: Suggestions for Autism Researchers	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/aut.2020.0014						Unique_Item_Requests	3	3	0
Avoiding Ableist Language: Suggestions for Autism Researchers	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/aut.2020.0014						Total_Item_Requests	5	5	0
Avoiding Ableist Language: Suggestions for Autism Researchers	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/aut.2020.0014						Total_Item_Investigations	5	5	0
Bioelectricity: A Top-Down Control Model to Promote More Effective Aging Interventions	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/bioe.2023.0013						Unique_Item_Investigations	1	1	0
Bioelectricity: A Top-Down Control Model to Promote More Effective Aging Interventions	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/bioe.2023.0013						Total_Item_Investigations	1	1	0
Bridging Knowledge Gaps in Anaphylaxis Management Through a Video-Based Educational Tool	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/ped.2022.0152						Unique_Item_Investigations	1	1	0
Bridging Knowledge Gaps in Anaphylaxis Management Through a Video-Based Educational Tool	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/ped.2022.0152						Total_Item_Investigations	1	1	0
Care Needs of Adolescents and Young Adults with Cancer Undergoing Active Treatment in South Korea: A Mixed Methods Study	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jayao.2022.0030						Unique_Item_Investigations	1	1	0
Care Needs of Adolescents and Young Adults with Cancer Undergoing Active Treatment in South Korea: A Mixed Methods Study	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jayao.2022.0030						Total_Item_Investigations	1	1	0
Cultural Beliefs and Traditional Practices During Pregnancy, Child Birth, and the Postpartum Period in East Gojjam Zone, Northwest Ethiopia: A Qualitative Study	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/whr.2023.0024						Unique_Item_Investigations	1	1	0
Cultural Beliefs and Traditional Practices During Pregnancy, Child Birth, and the Postpartum Period in East Gojjam Zone, Northwest Ethiopia: A Qualitative Study	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/whr.2023.0024						Unique_Item_Requests	1	1	0
Cultural Beliefs and Traditional Practices During Pregnancy, Child Birth, and the Postpartum Period in East Gojjam Zone, Northwest Ethiopia: A Qualitative Study	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/whr.2023.0024						Total_Item_Requests	1	1	0
Cultural Beliefs and Traditional Practices During Pregnancy, Child Birth, and the Postpartum Period in East Gojjam Zone, Northwest Ethiopia: A Qualitative Study	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/whr.2023.0024						Total_Item_Investigations	1	1	0
Effect of TRIS and Bicarbonate as Buffers on Anesthetic Efficacy of Tricaine Methane Sulfonate in Zebrafish (Danio rerio)	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/zeb.2014.0975						No_License	3	3	0
Effect of TRIS and Bicarbonate as Buffers on Anesthetic Efficacy of Tricaine Methane Sulfonate in Zebrafish (Danio rerio)	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/zeb.2014.0975						Unique_Item_Investigations	1	1	0
Effect of TRIS and Bicarbonate as Buffers on Anesthetic Efficacy of Tricaine Methane Sulfonate in Zebrafish (Danio rerio)	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/zeb.2014.0975						Total_Item_Investigations	2	2	0
End-of-Life Care Education in Pediatric Critical Care Medicine Fellowship Programs: Exploring Fellow and Program Director Perspectives	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jpm.2022.0397						No_License	1	1	0
End-of-Life Care Education in Pediatric Critical Care Medicine Fellowship Programs: Exploring Fellow and Program Director Perspectives	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jpm.2022.0397						Unique_Item_Investigations	1	1	0
End-of-Life Care Education in Pediatric Critical Care Medicine Fellowship Programs: Exploring Fellow and Program Director Perspectives	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jpm.2022.0397						Total_Item_Investigations	1	1	0
Epithelialization in Wound Healing: A Comprehensive Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/wound.2013.0473						Unique_Item_Investigations	1	1	0
Epithelialization in Wound Healing: A Comprehensive Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/wound.2013.0473						Unique_Item_Requests	1	1	0
Epithelialization in Wound Healing: A Comprehensive Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/wound.2013.0473						Total_Item_Requests	1	1	0
Epithelialization in Wound Healing: A Comprehensive Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/wound.2013.0473						Total_Item_Investigations	1	1	0
Evaluating Potential Anxiolytic Effects of Minor Cannabinoids and Terpenes After Acute and Chronic Oral Administration in Rats	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/can.2023.0083						Unique_Item_Investigations	1	1	0
Evaluating Potential Anxiolytic Effects of Minor Cannabinoids and Terpenes After Acute and Chronic Oral Administration in Rats	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/can.2023.0083						Unique_Item_Requests	1	1	0
Evaluating Potential Anxiolytic Effects of Minor Cannabinoids and Terpenes After Acute and Chronic Oral Administration in Rats	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/can.2023.0083						Total_Item_Requests	1	1	0
Evaluating Potential Anxiolytic Effects of Minor Cannabinoids and Terpenes After Acute and Chronic Oral Administration in Rats	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/can.2023.0083						Total_Item_Investigations	1	1	0
Factors Associated with Experiences of Gender-Affirming Health Care: A Systematic Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2021.0033						Unique_Item_Investigations	1	1	0
Factors Associated with Experiences of Gender-Affirming Health Care: A Systematic Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2021.0033						Total_Item_Investigations	1	1	0
Gender Dysphoria in Adults: An Overview and Primer for Psychiatrists	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2017.0053						Unique_Item_Investigations	2	2	0
Gender Dysphoria in Adults: An Overview and Primer for Psychiatrists	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2017.0053						Unique_Item_Requests	2	2	0
Gender Dysphoria in Adults: An Overview and Primer for Psychiatrists	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2017.0053						Total_Item_Requests	3	3	0
Gender Dysphoria in Adults: An Overview and Primer for Psychiatrists	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2017.0053						Total_Item_Investigations	3	3	0
Mapping Accessibility to Fertility Preservation for Trans Masculine Individuals in The Netherlands	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/lgbt.2021.0302						No_License	1	1	0
Mapping Accessibility to Fertility Preservation for Trans Masculine Individuals in The Netherlands	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/lgbt.2021.0302						Unique_Item_Investigations	1	1	0
Mapping Accessibility to Fertility Preservation for Trans Masculine Individuals in The Netherlands	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/lgbt.2021.0302						Total_Item_Investigations	1	1	0
Postpartum Treatment for Substance Use Disorder Among Mothers of Infants with Neonatal Abstinence Syndrome and Prenatal Substance Exposure	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/whr.2020.0128						Unique_Item_Investigations	1	1	0
Postpartum Treatment for Substance Use Disorder Among Mothers of Infants with Neonatal Abstinence Syndrome and Prenatal Substance Exposure	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/whr.2020.0128						Unique_Item_Requests	1	1	0
Postpartum Treatment for Substance Use Disorder Among Mothers of Infants with Neonatal Abstinence Syndrome and Prenatal Substance Exposure	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/whr.2020.0128						Total_Item_Requests	1	1	0
Postpartum Treatment for Substance Use Disorder Among Mothers of Infants with Neonatal Abstinence Syndrome and Prenatal Substance Exposure	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/whr.2020.0128						Total_Item_Investigations	1	1	0
Reactive Oxygen Species-Induced Activation of the MAP Kinase Signaling Pathways	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/ars.2006.8.1775						No_License	1	1	0
Reactive Oxygen Species-Induced Activation of the MAP Kinase Signaling Pathways	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/ars.2006.8.1775						Unique_Item_Investigations	2	2	0
Reactive Oxygen Species-Induced Activation of the MAP Kinase Signaling Pathways	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/ars.2006.8.1775						Total_Item_Investigations	3	3	0
Safeguarding Mail-Order DNA Synthesis in the Age of Artificial Intelligence	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/apb.2023.0020						Unique_Item_Investigations	1	1	0
Safeguarding Mail-Order DNA Synthesis in the Age of Artificial Intelligence	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/apb.2023.0020						Unique_Item_Requests	1	1	0
Safeguarding Mail-Order DNA Synthesis in the Age of Artificial Intelligence	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/apb.2023.0020						Total_Item_Requests	1	1	0
Safeguarding Mail-Order DNA Synthesis in the Age of Artificial Intelligence	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/apb.2023.0020						Total_Item_Investigations	1	1	0
Sexual Minority Stress Theory: Remembering and Honoring the Work of Virginia Brooks	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/lgbt.2019.0223						Unique_Item_Investigations	1	1	0
Sexual Minority Stress Theory: Remembering and Honoring the Work of Virginia Brooks	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/lgbt.2019.0223						Total_Item_Investigations	1	1	0
Sharing of Clinically Important Antimicrobial Resistance Genes by Companion Animals and Their Human Household Members	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/mdr.2019.0380						Unique_Item_Investigations	1	1	0
Sharing of Clinically Important Antimicrobial Resistance Genes by Companion Animals and Their Human Household Members	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/mdr.2019.0380						Total_Item_Investigations	1	1	0
Short- and Long-Term Effects of a Novel on Connectivity in the Brain	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/brain.2013.0166						Unique_Item_Investigations	1	1	0
Short- and Long-Term Effects of a Novel on Connectivity in the Brain	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/brain.2013.0166						Unique_Item_Requests	1	1	0
Short- and Long-Term Effects of a Novel on Connectivity in the Brain	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/brain.2013.0166						Total_Item_Requests	1	1	0
Short- and Long-Term Effects of a Novel on Connectivity in the Brain	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/brain.2013.0166						Total_Item_Investigations	1	1	0
Specialized Palliative Care and Intensity of End-of-Life Care Among Adolescents and Young Adults with Cancer: A Medical Chart Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jayao.2022.0078						No_License	1	1	0
Specialized Palliative Care and Intensity of End-of-Life Care Among Adolescents and Young Adults with Cancer: A Medical Chart Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jayao.2022.0078						Unique_Item_Investigations	1	1	0
Specialized Palliative Care and Intensity of End-of-Life Care Among Adolescents and Young Adults with Cancer: A Medical Chart Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jayao.2022.0078						Total_Item_Investigations	1	1	0
The Comparison of Gender Dysphoria, Body Image Satisfaction and Quality of Life Between Treatment-Naive Transgender Males With and Without Polycystic Ovary Syndrome	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2021.0061						Unique_Item_Investigations	1	1	0
The Comparison of Gender Dysphoria, Body Image Satisfaction and Quality of Life Between Treatment-Naive Transgender Males With and Without Polycystic Ovary Syndrome	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2021.0061						Total_Item_Investigations	1	1	0
The Delivery of Palliative and End-of-Life Care to Adolescents and Young Adults Living with Cancer: A Scoping Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jayao.2023.0013						No_License	1	1	0
The Delivery of Palliative and End-of-Life Care to Adolescents and Young Adults Living with Cancer: A Scoping Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jayao.2023.0013						Unique_Item_Investigations	1	1	0
The Delivery of Palliative and End-of-Life Care to Adolescents and Young Adults Living with Cancer: A Scoping Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jayao.2023.0013						Total_Item_Investigations	1	1	0
The Development and Pilot Testing of a Minority Stress Psychoeducation Tool for Transgender and Nonbinary People	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2022.0038						Unique_Item_Investigations	1	1	0
The Development and Pilot Testing of a Minority Stress Psychoeducation Tool for Transgender and Nonbinary People	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2022.0038						Unique_Item_Requests	1	1	0
The Development and Pilot Testing of a Minority Stress Psychoeducation Tool for Transgender and Nonbinary People	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2022.0038						Total_Item_Requests	1	1	0
The Development and Pilot Testing of a Minority Stress Psychoeducation Tool for Transgender and Nonbinary People	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2022.0038						Total_Item_Investigations	1	1	0
The Effect of Gender-Affirming Hormones on Gender Dysphoria, Quality of Life, and Psychological Functioning in Transgender Individuals: A Systematic Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2020.0094						Unique_Item_Investigations	1	1	0
The Effect of Gender-Affirming Hormones on Gender Dysphoria, Quality of Life, and Psychological Functioning in Transgender Individuals: A Systematic Review	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2020.0094						Total_Item_Investigations	1	1	0
The Effects of Gender-Affirming Hormone Therapy on Body Satisfaction, Self-Esteem, Quality of Life, and Psychopathology in People with Female-to-Male Gender Dysphoria	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2021.0139						Unique_Item_Investigations	1	1	0
The Effects of Gender-Affirming Hormone Therapy on Body Satisfaction, Self-Esteem, Quality of Life, and Psychopathology in People with Female-to-Male Gender Dysphoria	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2021.0139						Total_Item_Investigations	1	1	0
The Influence of Social Determinants of Health and Structural Racism on Childhood Obesity	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/chi.2023.0101						No_License	1	1	0
The Influence of Social Determinants of Health and Structural Racism on Childhood Obesity	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/chi.2023.0101						Unique_Item_Investigations	1	1	0
The Influence of Social Determinants of Health and Structural Racism on Childhood Obesity	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/chi.2023.0101						Total_Item_Investigations	1	1	0
The Spheres & Shield Maze Task: A Virtual Reality Serious Game for the Assessment of Risk Taking in Decision Making	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/cyber.2019.0761						Unique_Item_Investigations	1	1	0
The Spheres & Shield Maze Task: A Virtual Reality Serious Game for the Assessment of Risk Taking in Decision Making	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/cyber.2019.0761						Unique_Item_Requests	1	1	0
The Spheres & Shield Maze Task: A Virtual Reality Serious Game for the Assessment of Risk Taking in Decision Making	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/cyber.2019.0761						Total_Item_Requests	1	1	0
The Spheres & Shield Maze Task: A Virtual Reality Serious Game for the Assessment of Risk Taking in Decision Making	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/cyber.2019.0761						Total_Item_Investigations	1	1	0
The Tactile Ethics of Soft Robotics: Designing Wisely for Human–Robot Interaction	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/soro.2017.0032						No_License	1	1	0
The Tactile Ethics of Soft Robotics: Designing Wisely for Human–Robot Interaction	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/soro.2017.0032						Unique_Item_Investigations	1	1	0
The Tactile Ethics of Soft Robotics: Designing Wisely for Human–Robot Interaction	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/soro.2017.0032						Total_Item_Investigations	2	2	0
Transdermal Magnesium for the Treatment of Peripheral Neuropathy in Chronic Kidney Disease: A Single-Arm, Open-Label Pilot Study	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jpm.2023.0229						Unique_Item_Investigations	1	1	0
Transdermal Magnesium for the Treatment of Peripheral Neuropathy in Chronic Kidney Disease: A Single-Arm, Open-Label Pilot Study	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/jpm.2023.0229						Total_Item_Investigations	1	1	0
Treating Children and Adolescents with Selective Serotonin Reuptake Inhibitors: How Long Is Appropriate?	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/104454602760386888						Unique_Item_Investigations	1	1	0
Treating Children and Adolescents with Selective Serotonin Reuptake Inhibitors: How Long Is Appropriate?	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/104454602760386888						Total_Item_Investigations	1	1	0
What Can Diabetes-Associated Genetic Variation in TCF7L2 Teach Us About the Pathogenesis of Type 2 Diabetes?	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/met.2018.0024						No_License	1	1	0
What Can Diabetes-Associated Genetic Variation in TCF7L2 Teach Us About the Pathogenesis of Type 2 Diabetes?	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/met.2018.0024						Unique_Item_Investigations	1	1	0
What Can Diabetes-Associated Genetic Variation in TCF7L2 Teach Us About the Pathogenesis of Type 2 Diabetes?	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/met.2018.0024						Total_Item_Investigations	1	1	0
“There Is Nothing to Do About It”: Nonbinary Individuals' Experience of Gender Dysphoria	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2020.0041						Unique_Item_Investigations	1	1	0
“There Is Nothing to Do About It”: Nonbinary Individuals' Experience of Gender Dysphoria	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2020.0041						Unique_Item_Requests	1	1	0
“There Is Nothing to Do About It”: Nonbinary Individuals' Experience of Gender Dysphoria	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2020.0041						Total_Item_Requests	1	1	0
“There Is Nothing to Do About It”: Nonbinary Individuals' Experience of Gender Dysphoria	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/trgh.2020.0041						Total_Item_Investigations	1	1	0
