Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	mms:000102063747
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T05:51:49Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
A Serious Adverse Event after Successful Gene Therapy for X-Linked Severe Combined Immunodeficiency	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM200301163480314						Total_Item_Investigations	3	3	0
A Swell Diagnosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcps2307935						Unique_Item_Investigations	3	3	0
A Swell Diagnosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcps2307935						Unique_Item_Requests	3	3	0
A Swell Diagnosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcps2307935						Total_Item_Requests	3	3	0
A Swell Diagnosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcps2307935						Total_Item_Investigations	3	3	0
Aluminum-Containing Emboli in Infants Treated with Extracorporeal Membrane Oxygenation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM198807143190203						No_License	2	2	0
Aluminum-Containing Emboli in Infants Treated with Extracorporeal Membrane Oxygenation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM198807143190203						Unique_Item_Investigations	1	1	0
Aluminum-Containing Emboli in Infants Treated with Extracorporeal Membrane Oxygenation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM198807143190203						Total_Item_Investigations	2	2	0
Apixaban for Stroke Prevention in Subclinical Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2310234						Unique_Item_Investigations	1	1	0
Apixaban for Stroke Prevention in Subclinical Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2310234						Unique_Item_Requests	1	1	0
Apixaban for Stroke Prevention in Subclinical Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2310234						Total_Item_Requests	1	1	0
Apixaban for Stroke Prevention in Subclinical Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2310234						Total_Item_Investigations	1	1	0
Broken Both Ways	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311650						Unique_Item_Investigations	1	1	0
Broken Both Ways	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311650						Unique_Item_Requests	1	1	0
Broken Both Ways	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311650						Total_Item_Requests	1	1	0
Broken Both Ways	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311650						Total_Item_Investigations	1	1	0
Buddy System	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2308950						Unique_Item_Investigations	1	1	0
Buddy System	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2308950						Unique_Item_Requests	1	1	0
Buddy System	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2308950						Total_Item_Requests	1	1	0
Buddy System	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2308950						Total_Item_Investigations	1	1	0
Case 1-2024: A 25-Year-Old Pregnant Woman with Bleeding after a Snakebite	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2301033						Unique_Item_Investigations	1	1	0
Case 1-2024: A 25-Year-Old Pregnant Woman with Bleeding after a Snakebite	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2301033						Unique_Item_Requests	1	1	0
Case 1-2024: A 25-Year-Old Pregnant Woman with Bleeding after a Snakebite	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2301033						Total_Item_Requests	1	1	0
Case 1-2024: A 25-Year-Old Pregnant Woman with Bleeding after a Snakebite	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2301033						Total_Item_Investigations	1	1	0
Case 2-2024: A 57-Year-Old Woman with Melanoma and Fever	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2300974						Unique_Item_Investigations	1	1	0
Case 2-2024: A 57-Year-Old Woman with Melanoma and Fever	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2300974						Unique_Item_Requests	1	1	0
Case 2-2024: A 57-Year-Old Woman with Melanoma and Fever	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2300974						Total_Item_Requests	1	1	0
Case 2-2024: A 57-Year-Old Woman with Melanoma and Fever	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2300974						Total_Item_Investigations	1	1	0
Case 3-2024: An 8-Week-Old Male Infant with Inconsolable Crying and Weakness	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2309725						Unique_Item_Investigations	1	1	0
Case 3-2024: An 8-Week-Old Male Infant with Inconsolable Crying and Weakness	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2309725						Unique_Item_Requests	1	1	0
Case 3-2024: An 8-Week-Old Male Infant with Inconsolable Crying and Weakness	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2309725						Total_Item_Requests	1	1	0
Case 3-2024: An 8-Week-Old Male Infant with Inconsolable Crying and Weakness	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcpc2309725						Total_Item_Investigations	1	1	0
Communicating about Dying in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc070564						Unique_Item_Investigations	1	1	0
Communicating about Dying in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc070564						Unique_Item_Requests	1	1	0
Communicating about Dying in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc070564						Total_Item_Requests	2	2	0
Communicating about Dying in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc070564						Total_Item_Investigations	2	2	0
Cryptosporidiosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM200210173471622						Unique_Item_Investigations	1	1	0
Cryptosporidiosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM200210173471622						Unique_Item_Requests	1	1	0
Cryptosporidiosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM200210173471622						Total_Item_Requests	1	1	0
Cryptosporidiosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM200210173471622						Total_Item_Investigations	1	1	0
Dietary Protein Restriction in Patients with Chronic Kidney Disease	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMclde2304134						Unique_Item_Investigations	2	2	0
Dietary Protein Restriction in Patients with Chronic Kidney Disease	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMclde2304134						Unique_Item_Requests	2	2	0
Dietary Protein Restriction in Patients with Chronic Kidney Disease	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMclde2304134						Total_Item_Requests	3	3	0
Dietary Protein Restriction in Patients with Chronic Kidney Disease	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMclde2304134						Total_Item_Investigations	3	3	0
Divided We Fall	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMms1813427						Unique_Item_Investigations	1	1	0
Divided We Fall	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMms1813427						Unique_Item_Requests	1	1	0
Divided We Fall	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMms1813427						Total_Item_Requests	1	1	0
Divided We Fall	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMms1813427						Total_Item_Investigations	1	1	0
Eat, Sleep, Console Approach or Usual Care for Neonatal Opioid Withdrawal	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2214470						Unique_Item_Investigations	1	1	0
Eat, Sleep, Console Approach or Usual Care for Neonatal Opioid Withdrawal	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2214470						Unique_Item_Requests	1	1	0
Eat, Sleep, Console Approach or Usual Care for Neonatal Opioid Withdrawal	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2214470						Total_Item_Requests	1	1	0
Eat, Sleep, Console Approach or Usual Care for Neonatal Opioid Withdrawal	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2214470						Total_Item_Investigations	1	1	0
Efficacy and Safety of Acoramidis in Transthyretin Amyloid Cardiomyopathy	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2305434						Unique_Item_Investigations	1	1	0
Efficacy and Safety of Acoramidis in Transthyretin Amyloid Cardiomyopathy	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2305434						Unique_Item_Requests	1	1	0
Efficacy and Safety of Acoramidis in Transthyretin Amyloid Cardiomyopathy	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2305434						Total_Item_Requests	3	3	0
Efficacy and Safety of Acoramidis in Transthyretin Amyloid Cardiomyopathy	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2305434						Total_Item_Investigations	3	3	0
Epidemic Cat-Transmitted Sporotrichosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc051680						Unique_Item_Investigations	1	1	0
Epidemic Cat-Transmitted Sporotrichosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc051680						Unique_Item_Requests	1	1	0
Epidemic Cat-Transmitted Sporotrichosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc051680						Total_Item_Requests	1	1	0
Epidemic Cat-Transmitted Sporotrichosis	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc051680						Total_Item_Investigations	1	1	0
Esketamine Nasal Spray versus Quetiapine for Resistant Depression	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc2313230						Unique_Item_Investigations	1	1	0
Esketamine Nasal Spray versus Quetiapine for Resistant Depression	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc2313230						Unique_Item_Requests	1	1	0
Esketamine Nasal Spray versus Quetiapine for Resistant Depression	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc2313230						Total_Item_Requests	1	1	0
Esketamine Nasal Spray versus Quetiapine for Resistant Depression	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc2313230						Total_Item_Investigations	1	1	0
Evoked Potentials in Clinical Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM198205203062004						No_License	1	1	0
Evoked Potentials in Clinical Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM198205203062004						Unique_Item_Investigations	1	1	0
Evoked Potentials in Clinical Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJM198205203062004						Total_Item_Investigations	1	1	0
Exogenous Ochronosis from Skin-Lightening Cream	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2305739						Unique_Item_Investigations	1	1	0
Exogenous Ochronosis from Skin-Lightening Cream	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2305739						Unique_Item_Requests	1	1	0
Exogenous Ochronosis from Skin-Lightening Cream	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2305739						Total_Item_Requests	1	1	0
Exogenous Ochronosis from Skin-Lightening Cream	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2305739						Total_Item_Investigations	1	1	0
Family-Support Intervention in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc1809967						Unique_Item_Investigations	1	1	0
Family-Support Intervention in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc1809967						Unique_Item_Requests	1	1	0
Family-Support Intervention in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc1809967						Total_Item_Requests	2	2	0
Family-Support Intervention in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc1809967						Total_Item_Investigations	2	2	0
Heartbeat	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311762						Unique_Item_Investigations	1	1	0
Heartbeat	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311762						Unique_Item_Requests	1	1	0
Heartbeat	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311762						Total_Item_Requests	1	1	0
Heartbeat	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311762						Total_Item_Investigations	1	1	0
Indigenous Americans — The Journal’s Historical “Indian Problem”	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2307311						Unique_Item_Investigations	1	1	0
Indigenous Americans — The Journal’s Historical “Indian Problem”	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2307311						Unique_Item_Requests	1	1	0
Indigenous Americans — The Journal’s Historical “Indian Problem”	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2307311						Total_Item_Requests	1	1	0
Indigenous Americans — The Journal’s Historical “Indian Problem”	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2307311						Total_Item_Investigations	1	1	0
Ivermectin Treatment for Covid-19	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc2207995						Unique_Item_Investigations	2	2	0
Ivermectin Treatment for Covid-19	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc2207995						Unique_Item_Requests	2	2	0
Ivermectin Treatment for Covid-19	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc2207995						Total_Item_Requests	2	2	0
Ivermectin Treatment for Covid-19	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMc2207995						Total_Item_Investigations	2	2	0
Long-Term Outcomes of Resynchronization–Defibrillation for Heart Failure	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2304542						Unique_Item_Investigations	1	1	0
Long-Term Outcomes of Resynchronization–Defibrillation for Heart Failure	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2304542						Unique_Item_Requests	1	1	0
Long-Term Outcomes of Resynchronization–Defibrillation for Heart Failure	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2304542						Total_Item_Requests	2	2	0
Long-Term Outcomes of Resynchronization–Defibrillation for Heart Failure	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2304542						Total_Item_Investigations	2	2	0
Mind the Gap — Machine Learning, Dataset Shift, and History in the Age of Clinical Algorithms	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311015						Unique_Item_Investigations	1	1	0
Mind the Gap — Machine Learning, Dataset Shift, and History in the Age of Clinical Algorithms	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311015						Unique_Item_Requests	1	1	0
Mind the Gap — Machine Learning, Dataset Shift, and History in the Age of Clinical Algorithms	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311015						Total_Item_Requests	1	1	0
Mind the Gap — Machine Learning, Dataset Shift, and History in the Age of Clinical Algorithms	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2311015						Total_Item_Investigations	1	1	0
Navigating and Communicating about Serious Illness and End of Life	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcp2304436						Unique_Item_Investigations	1	1	0
Navigating and Communicating about Serious Illness and End of Life	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcp2304436						Unique_Item_Requests	1	1	0
Navigating and Communicating about Serious Illness and End of Life	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcp2304436						Total_Item_Requests	3	3	0
Navigating and Communicating about Serious Illness and End of Life	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMcp2304436						Total_Item_Investigations	3	3	0
Necrobiosis Lipoidica	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2304653						Unique_Item_Investigations	1	1	0
Necrobiosis Lipoidica	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2304653						Unique_Item_Requests	1	1	0
Necrobiosis Lipoidica	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2304653						Total_Item_Requests	1	1	0
Necrobiosis Lipoidica	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2304653						Total_Item_Investigations	1	1	0
Newborn-Care Training and Perinatal Mortality in Developing Countries	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMsa0806033						Unique_Item_Investigations	2	2	0
Newborn-Care Training and Perinatal Mortality in Developing Countries	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMsa0806033						Unique_Item_Requests	2	2	0
Newborn-Care Training and Perinatal Mortality in Developing Countries	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMsa0806033						Total_Item_Requests	3	3	0
Newborn-Care Training and Perinatal Mortality in Developing Countries	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMsa0806033						Total_Item_Investigations	3	3	0
Oral Simnotrelvir for Adult Patients with Mild-to-Moderate Covid-19	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2301425						Unique_Item_Investigations	4	4	0
Oral Simnotrelvir for Adult Patients with Mild-to-Moderate Covid-19	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2301425						Unique_Item_Requests	4	4	0
Oral Simnotrelvir for Adult Patients with Mild-to-Moderate Covid-19	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2301425						Total_Item_Requests	5	5	0
Oral Simnotrelvir for Adult Patients with Mild-to-Moderate Covid-19	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2301425						Total_Item_Investigations	5	5	0
Papular–Purpuric “Gloves and Socks” Syndrome in Parvovirus B19 Infection	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2309953						Unique_Item_Investigations	1	1	0
Papular–Purpuric “Gloves and Socks” Syndrome in Parvovirus B19 Infection	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2309953						Unique_Item_Requests	1	1	0
Papular–Purpuric “Gloves and Socks” Syndrome in Parvovirus B19 Infection	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2309953						Total_Item_Requests	1	1	0
Papular–Purpuric “Gloves and Socks” Syndrome in Parvovirus B19 Infection	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2309953						Total_Item_Investigations	1	1	0
Paraneoplastic Syndromes Involving the Nervous System	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMra023009						Unique_Item_Investigations	1	1	0
Paraneoplastic Syndromes Involving the Nervous System	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMra023009						Unique_Item_Requests	1	1	0
Paraneoplastic Syndromes Involving the Nervous System	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMra023009						Total_Item_Requests	1	1	0
Paraneoplastic Syndromes Involving the Nervous System	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMra023009						Total_Item_Investigations	1	1	0
Peripartum Cardiomyopathy	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMra2306667						Unique_Item_Investigations	1	1	0
Peripartum Cardiomyopathy	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMra2306667						Unique_Item_Requests	1	1	0
Peripartum Cardiomyopathy	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMra2306667						Total_Item_Requests	1	1	0
Peripartum Cardiomyopathy	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMra2306667						Total_Item_Investigations	1	1	0
Primary Prevention of Cardiovascular Disease with a Mediterranean Diet	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa1200303						Unique_Item_Investigations	1	1	0
Primary Prevention of Cardiovascular Disease with a Mediterranean Diet	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa1200303						Unique_Item_Requests	1	1	0
Primary Prevention of Cardiovascular Disease with a Mediterranean Diet	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa1200303						Total_Item_Requests	1	1	0
Primary Prevention of Cardiovascular Disease with a Mediterranean Diet	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa1200303						Total_Item_Investigations	1	1	0
Primary Prevention of Cardiovascular Disease with a Mediterranean Diet Supplemented with Extra-Virgin Olive Oil or Nuts	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa1800389						Unique_Item_Investigations	1	1	0
Primary Prevention of Cardiovascular Disease with a Mediterranean Diet Supplemented with Extra-Virgin Olive Oil or Nuts	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa1800389						Unique_Item_Requests	1	1	0
Primary Prevention of Cardiovascular Disease with a Mediterranean Diet Supplemented with Extra-Virgin Olive Oil or Nuts	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa1800389						Total_Item_Requests	1	1	0
Primary Prevention of Cardiovascular Disease with a Mediterranean Diet Supplemented with Extra-Virgin Olive Oil or Nuts	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa1800389						Total_Item_Investigations	1	1	0
Pubic Lice	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2303713						Unique_Item_Investigations	1	1	0
Pubic Lice	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2303713						Unique_Item_Requests	1	1	0
Pubic Lice	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2303713						Total_Item_Requests	1	1	0
Pubic Lice	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2303713						Total_Item_Investigations	1	1	0
Pubic Lice	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2303713						Unique_Item_Investigations	1	1	0
Pubic Lice	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2303713						Unique_Item_Requests	1	1	0
Pubic Lice	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2303713						Total_Item_Requests	1	1	0
Pubic Lice	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMicm2303713						Total_Item_Investigations	1	1	0
Pulsed Field or Conventional Thermal Ablation for Paroxysmal Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2307291						Unique_Item_Investigations	1	1	0
Pulsed Field or Conventional Thermal Ablation for Paroxysmal Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2307291						Unique_Item_Requests	1	1	0
Pulsed Field or Conventional Thermal Ablation for Paroxysmal Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2307291						Total_Item_Requests	1	1	0
Pulsed Field or Conventional Thermal Ablation for Paroxysmal Atrial Fibrillation	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMoa2307291						Total_Item_Investigations	1	1	0
Responding to Medical Errors — Implementing the Modern Ethical Paradigm	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2309554						Unique_Item_Investigations	1	1	0
Responding to Medical Errors — Implementing the Modern Ethical Paradigm	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2309554						Unique_Item_Requests	1	1	0
Responding to Medical Errors — Implementing the Modern Ethical Paradigm	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2309554						Total_Item_Requests	2	2	0
Responding to Medical Errors — Implementing the Modern Ethical Paradigm	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMp2309554						Total_Item_Investigations	2	2	0
The Financialization of Health in the United States	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMms2308188						Unique_Item_Investigations	1	1	0
The Financialization of Health in the United States	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMms2308188						Unique_Item_Requests	1	1	0
The Financialization of Health in the United States	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMms2308188						Total_Item_Requests	1	1	0
The Financialization of Health in the United States	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMms2308188						Total_Item_Investigations	1	1	0
The Healing Power of Listening in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMe068253						Unique_Item_Investigations	1	1	0
The Healing Power of Listening in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMe068253						Unique_Item_Requests	1	1	0
The Healing Power of Listening in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMe068253						Total_Item_Requests	2	2	0
The Healing Power of Listening in the ICU	Massachusetts Medical Society		New England Journal of Medicine	10.1056/NEJMe068253						Total_Item_Investigations	2	2	0
