Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	UNIV OF P E I
Institution_ID	slack:UNIV OF P E I
Metric_Types	
Report_Filters	
Report_Attributes	Include_Parent_Details=True; Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2021-03-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:44:39Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Journal Clubs: A Strategy to Teach Civility to Nursing Students	SLACK Incorporated		slack	Cindy Kerber, MyoungJin Kim, Sheryl Jenkins, Wendy Woith; 	2012-03-23	VoR	10.3928/01484834-20120323-02						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2012	Controlled	Regular	Unique_Item_Requests	1	1	0
Journal Clubs: A Strategy to Teach Civility to Nursing Students	SLACK Incorporated		slack	Cindy Kerber, MyoungJin Kim, Sheryl Jenkins, Wendy Woith; 	2012-03-23	VoR	10.3928/01484834-20120323-02						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2012	Controlled	Regular	Total_Item_Requests	1	1	0
Journal Clubs: A Strategy to Teach Civility to Nursing Students	SLACK Incorporated		slack	Cindy Kerber, MyoungJin Kim, Sheryl Jenkins, Wendy Woith; 	2012-03-23	VoR	10.3928/01484834-20120323-02						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2012	Controlled	Regular	Total_Item_Investigations	1	1	0
Kirkpatrick's Evaluation of Teaching and Learning Approaches of Workplace Violence Education Programs for Undergraduate Nursing Students: A Systematic Review	SLACK Incorporated		slack	Amanda Fox, Sandra Johnston; 	2020-07-23	VoR	10.3928/01484834-20200723-04						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2020	Controlled	Regular	Unique_Item_Investigations	1	1	0
Kirkpatrick's Evaluation of Teaching and Learning Approaches of Workplace Violence Education Programs for Undergraduate Nursing Students: A Systematic Review	SLACK Incorporated		slack	Amanda Fox, Sandra Johnston; 	2020-07-23	VoR	10.3928/01484834-20200723-04						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2020	Controlled	Regular	Unique_Item_Requests	1	1	0
Kirkpatrick's Evaluation of Teaching and Learning Approaches of Workplace Violence Education Programs for Undergraduate Nursing Students: A Systematic Review	SLACK Incorporated		slack	Amanda Fox, Sandra Johnston; 	2020-07-23	VoR	10.3928/01484834-20200723-04						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2020	Controlled	Regular	Total_Item_Requests	1	1	0
Kirkpatrick's Evaluation of Teaching and Learning Approaches of Workplace Violence Education Programs for Undergraduate Nursing Students: A Systematic Review	SLACK Incorporated		slack	Amanda Fox, Sandra Johnston; 	2020-07-23	VoR	10.3928/01484834-20200723-04						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2020	Controlled	Regular	Total_Item_Investigations	1	1	0
Perceptions of New Nurses Concerning Incivility in the Workplace	SLACK Incorporated		slack	Cindy Kerber, Kim Schafer Astroth, Sheryl Henry Jenkins, Wendy Mann Woith; 	2015-10-20	VoR	10.3928/00220124-20151020-05						The Journal of Continuing Education in Nursing				Journal	10.3928/JCEN	slack:jcen		0022-0124													Article	2015	Controlled	Regular	No_License	1	1	0
Perceptions of New Nurses Concerning Incivility in the Workplace	SLACK Incorporated		slack	Cindy Kerber, Kim Schafer Astroth, Sheryl Henry Jenkins, Wendy Mann Woith; 	2015-10-20	VoR	10.3928/00220124-20151020-05						The Journal of Continuing Education in Nursing				Journal	10.3928/JCEN	slack:jcen		0022-0124													Article	2015	Controlled	Regular	Unique_Item_Investigations	1	1	0
Perceptions of New Nurses Concerning Incivility in the Workplace	SLACK Incorporated		slack	Cindy Kerber, Kim Schafer Astroth, Sheryl Henry Jenkins, Wendy Mann Woith; 	2015-10-20	VoR	10.3928/00220124-20151020-05						The Journal of Continuing Education in Nursing				Journal	10.3928/JCEN	slack:jcen		0022-0124													Article	2015	Controlled	Regular	Total_Item_Investigations	2	2	0
Product News	SLACK Incorporated		slack		2018-01-10	VoR	10.3928/00989134-20180110-02						Journal of Gerontological Nursing				Journal	10.3928/JGN	slack:jgn		0098-9134	1938-243X												Article	2018	Controlled	Regular	Unique_Item_Investigations	1	1	0
Product News	SLACK Incorporated		slack		2018-01-10	VoR	10.3928/00989134-20180110-02						Journal of Gerontological Nursing				Journal	10.3928/JGN	slack:jgn		0098-9134	1938-243X												Article	2018	Controlled	Regular	Unique_Item_Requests	1	1	0
Product News	SLACK Incorporated		slack		2018-01-10	VoR	10.3928/00989134-20180110-02						Journal of Gerontological Nursing				Journal	10.3928/JGN	slack:jgn		0098-9134	1938-243X												Article	2018	Controlled	Regular	Total_Item_Requests	2	2	0
Product News	SLACK Incorporated		slack		2018-01-10	VoR	10.3928/00989134-20180110-02						Journal of Gerontological Nursing				Journal	10.3928/JGN	slack:jgn		0098-9134	1938-243X												Article	2018	Controlled	Regular	Total_Item_Investigations	2	2	0
Promoting Nurse-Led Mobility Protocols for Hospitalized Older Adults: A Systematic Review	SLACK Incorporated		slack	Deana Goldin, Laura Wolf Caba, Michele Wolf Marenus; 	2022-07-01	VoR	10.3928/00989134-20220606-04						Journal of Gerontological Nursing				Journal	10.3928/JGN	slack:jgn		0098-9134	1938-243X												Article	2022	Controlled	Regular	Unique_Item_Investigations	1	1	0
Promoting Nurse-Led Mobility Protocols for Hospitalized Older Adults: A Systematic Review	SLACK Incorporated		slack	Deana Goldin, Laura Wolf Caba, Michele Wolf Marenus; 	2022-07-01	VoR	10.3928/00989134-20220606-04						Journal of Gerontological Nursing				Journal	10.3928/JGN	slack:jgn		0098-9134	1938-243X												Article	2022	Controlled	Regular	Unique_Item_Requests	1	1	0
Promoting Nurse-Led Mobility Protocols for Hospitalized Older Adults: A Systematic Review	SLACK Incorporated		slack	Deana Goldin, Laura Wolf Caba, Michele Wolf Marenus; 	2022-07-01	VoR	10.3928/00989134-20220606-04						Journal of Gerontological Nursing				Journal	10.3928/JGN	slack:jgn		0098-9134	1938-243X												Article	2022	Controlled	Regular	Total_Item_Requests	1	1	0
Promoting Nurse-Led Mobility Protocols for Hospitalized Older Adults: A Systematic Review	SLACK Incorporated		slack	Deana Goldin, Laura Wolf Caba, Michele Wolf Marenus; 	2022-07-01	VoR	10.3928/00989134-20220606-04						Journal of Gerontological Nursing				Journal	10.3928/JGN	slack:jgn		0098-9134	1938-243X												Article	2022	Controlled	Regular	Total_Item_Investigations	1	1	0
Reducing Risk in the Treatment of Attention-Deficit/Hyperactivity Disorder Among Adults With Comorbidities	SLACK Incorporated		slack	Fatima Ramos-Marcuse, Karan Kverno; 	2024-01-01	VoR	10.3928/02793695-20231212-01						Journal of Psychosocial Nursing and Mental Health Services				Journal	10.3928/JPN	slack:jpn		0279-3695	1938-2413												Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1	0
Reducing Risk in the Treatment of Attention-Deficit/Hyperactivity Disorder Among Adults With Comorbidities	SLACK Incorporated		slack	Fatima Ramos-Marcuse, Karan Kverno; 	2024-01-01	VoR	10.3928/02793695-20231212-01						Journal of Psychosocial Nursing and Mental Health Services				Journal	10.3928/JPN	slack:jpn		0279-3695	1938-2413												Article	2024	Controlled	Regular	Unique_Item_Requests	1	1	0
Reducing Risk in the Treatment of Attention-Deficit/Hyperactivity Disorder Among Adults With Comorbidities	SLACK Incorporated		slack	Fatima Ramos-Marcuse, Karan Kverno; 	2024-01-01	VoR	10.3928/02793695-20231212-01						Journal of Psychosocial Nursing and Mental Health Services				Journal	10.3928/JPN	slack:jpn		0279-3695	1938-2413												Article	2024	Controlled	Regular	Total_Item_Requests	2	2	0
Reducing Risk in the Treatment of Attention-Deficit/Hyperactivity Disorder Among Adults With Comorbidities	SLACK Incorporated		slack	Fatima Ramos-Marcuse, Karan Kverno; 	2024-01-01	VoR	10.3928/02793695-20231212-01						Journal of Psychosocial Nursing and Mental Health Services				Journal	10.3928/JPN	slack:jpn		0279-3695	1938-2413												Article	2024	Controlled	Regular	Total_Item_Investigations	2	2	0
The Lived Experience of Stress in Latinx Nursing Students: Implications for Recruitment and Retention	SLACK Incorporated		slack	Christy M. Gough, Darci J. McCall, Sarah K. Rapoza; 	2020-12-17	VoR	10.3928/01484834-20201217-03						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2020	Controlled	Regular	Unique_Item_Investigations	1	1	0
The Lived Experience of Stress in Latinx Nursing Students: Implications for Recruitment and Retention	SLACK Incorporated		slack	Christy M. Gough, Darci J. McCall, Sarah K. Rapoza; 	2020-12-17	VoR	10.3928/01484834-20201217-03						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2020	Controlled	Regular	Unique_Item_Requests	1	1	0
The Lived Experience of Stress in Latinx Nursing Students: Implications for Recruitment and Retention	SLACK Incorporated		slack	Christy M. Gough, Darci J. McCall, Sarah K. Rapoza; 	2020-12-17	VoR	10.3928/01484834-20201217-03						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2020	Controlled	Regular	Total_Item_Requests	2	2	0
The Lived Experience of Stress in Latinx Nursing Students: Implications for Recruitment and Retention	SLACK Incorporated		slack	Christy M. Gough, Darci J. McCall, Sarah K. Rapoza; 	2020-12-17	VoR	10.3928/01484834-20201217-03						Journal of Nursing Education				Journal	10.3928/JNE	slack:jne		0148-4834	1938-2421												Article	2020	Controlled	Regular	Total_Item_Investigations	2	2	0
The Study of Multiple Personality Disorder: General Strategies and Practical Considerations	SLACK Incorporated		slack	Frank W Putnam; 	1984-01-01	VoR	10.3928/0048-5713-19840101-10						Psychiatric Annals				Journal	10.3928/PSYCH	slack:psych		0048-5713	1938-2456												Article	1984	Controlled	Regular	No_License	1	1	0
The Study of Multiple Personality Disorder: General Strategies and Practical Considerations	SLACK Incorporated		slack	Frank W Putnam; 	1984-01-01	VoR	10.3928/0048-5713-19840101-10						Psychiatric Annals				Journal	10.3928/PSYCH	slack:psych		0048-5713	1938-2456												Article	1984	Controlled	Regular	Unique_Item_Investigations	1	1	0
The Study of Multiple Personality Disorder: General Strategies and Practical Considerations	SLACK Incorporated		slack	Frank W Putnam; 	1984-01-01	VoR	10.3928/0048-5713-19840101-10						Psychiatric Annals				Journal	10.3928/PSYCH	slack:psych		0048-5713	1938-2456												Article	1984	Controlled	Regular	Total_Item_Investigations	3	3	0
Treatment of Multiple Personality	SLACK Incorporated		slack	Cornelia B Wilbur; 	1984-01-01	VoR	10.3928/0048-5713-19840101-06						Psychiatric Annals				Journal	10.3928/PSYCH	slack:psych		0048-5713	1938-2456												Article	1984	Controlled	Regular	Unique_Item_Investigations	1	1	0
Treatment of Multiple Personality	SLACK Incorporated		slack	Cornelia B Wilbur; 	1984-01-01	VoR	10.3928/0048-5713-19840101-06						Psychiatric Annals				Journal	10.3928/PSYCH	slack:psych		0048-5713	1938-2456												Article	1984	Controlled	Regular	Total_Item_Investigations	1	1	0
Understanding and Influencing the Stigma of Mental Illness	SLACK Incorporated		slack	Abigail Wassel, Patrick W. Corrigan; 	2008-01-01	VoR	10.3928/02793695-20080101-04						Journal of Psychosocial Nursing and Mental Health Services				Journal	10.3928/JPN	slack:jpn		0279-3695	1938-2413												Article	2008	Controlled	Regular	No_License	2	2	0
Understanding and Influencing the Stigma of Mental Illness	SLACK Incorporated		slack	Abigail Wassel, Patrick W. Corrigan; 	2008-01-01	VoR	10.3928/02793695-20080101-04						Journal of Psychosocial Nursing and Mental Health Services				Journal	10.3928/JPN	slack:jpn		0279-3695	1938-2413												Article	2008	Controlled	Regular	Unique_Item_Investigations	2	2	0
Understanding and Influencing the Stigma of Mental Illness	SLACK Incorporated		slack	Abigail Wassel, Patrick W. Corrigan; 	2008-01-01	VoR	10.3928/02793695-20080101-04						Journal of Psychosocial Nursing and Mental Health Services				Journal	10.3928/JPN	slack:jpn		0279-3695	1938-2413												Article	2008	Controlled	Regular	Total_Item_Investigations	3	3	0
