Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	nrc:51861-2359-csp
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Article; Parent_Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:40:27Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Adipocytes and lipid distribution in the muscle tissue of Atlantic salmon (Salmo salar)	NRC Research Press		Canadian Science Publishing	Carol Morrison, Robert G Ackman, Shengying Zhou; 	2011-04-08	VoR	10.1139/f95-197					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
Adipocytes and lipid distribution in the muscle tissue of Atlantic salmon (Salmo salar)	NRC Research Press		Canadian Science Publishing	Carol Morrison, Robert G Ackman, Shengying Zhou; 	2011-04-08	VoR	10.1139/f95-197					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	1	1	0
American lobster: persistence in the face of high, size-selective, fishing mortality — a perspective from the southern Gulf of St. Lawrence	NRC Research Press		Canadian Science Publishing	J. Mark Hanson, Michel Comeau; 	2018-03-01	VoR	10.1139/cjfas-2017-0374					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
American lobster: persistence in the face of high, size-selective, fishing mortality — a perspective from the southern Gulf of St. Lawrence	NRC Research Press		Canadian Science Publishing	J. Mark Hanson, Michel Comeau; 	2018-03-01	VoR	10.1139/cjfas-2017-0374					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	1	1	0
An updated assessment of human activities, the environment, and freshwater fish biodiversity in Canada	NRC Research Press		Canadian Science Publishing	Charles K. Minns, Cindy Chu, Nicholas E. Mandrak, Nigel P. Lester; 	2014-10-10	VoR	10.1139/cjfas-2013-0609					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
An updated assessment of human activities, the environment, and freshwater fish biodiversity in Canada	NRC Research Press		Canadian Science Publishing	Charles K. Minns, Cindy Chu, Nicholas E. Mandrak, Nigel P. Lester; 	2014-10-10	VoR	10.1139/cjfas-2013-0609					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	2	2	0
Analysis of financial challenges faced by graduate students in Canada	NRC Research Press		Canadian Science Publishing	Alexa D’Addario, Anh-Thu Dang, Dominique M. Boucher, Garrett Fairman, Jacky Deng, Kaela O'Connor, Katherine Shaw, Keaton Sinclair, Madelaine Empey, Matthew D. Berg, Mercedes Rose, Nathaniel Noblett, Sami Aftab Abdul, Sara El-Sahli, Sarah Jane Laframboise, Stephen Holland, Thomas Bailey, Zier Zhou; 	2023-04-11	VoR	10.1139/bcb-2023-0021					Biochemistry and Cell Biology			10.1139/bcb	nrc:bcb	0829-8211	1208-6002		OA_Gold	Unique_Item_Requests	1	1	0
Analysis of financial challenges faced by graduate students in Canada	NRC Research Press		Canadian Science Publishing	Alexa D’Addario, Anh-Thu Dang, Dominique M. Boucher, Garrett Fairman, Jacky Deng, Kaela O'Connor, Katherine Shaw, Keaton Sinclair, Madelaine Empey, Matthew D. Berg, Mercedes Rose, Nathaniel Noblett, Sami Aftab Abdul, Sara El-Sahli, Sarah Jane Laframboise, Stephen Holland, Thomas Bailey, Zier Zhou; 	2023-04-11	VoR	10.1139/bcb-2023-0021					Biochemistry and Cell Biology			10.1139/bcb	nrc:bcb	0829-8211	1208-6002		OA_Gold	Total_Item_Requests	2	2	0
Angiostrongylus vasorum and Crenosoma vulpis in red foxes (Vulpes vulpes) in Newfoundland, Canada	NRC Research Press		Canadian Science Publishing	Hugh G Whitney, Mike J McGrath, Murray W Lankester, Rebecca A Jeffery; 	2011-02-15	VoR	10.1139/z03-211					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		Controlled	Unique_Item_Requests	1	1	0
Angiostrongylus vasorum and Crenosoma vulpis in red foxes (Vulpes vulpes) in Newfoundland, Canada	NRC Research Press		Canadian Science Publishing	Hugh G Whitney, Mike J McGrath, Murray W Lankester, Rebecca A Jeffery; 	2011-02-15	VoR	10.1139/z03-211					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		Controlled	Total_Item_Requests	1	1	0
Artificial turf: The contributions and limits of toxicology in decision-making	Canadian Institute of Public Health Inspectors		Canadian Science Publishing	Angela Eykelbosh; 	2019-12-20	VoR	10.5864/d2019-026					Environmental Health Review			10.5864/ehr	nrc:ehr	0319-6771			Controlled	Unique_Item_Requests	1	1	0
Artificial turf: The contributions and limits of toxicology in decision-making	Canadian Institute of Public Health Inspectors		Canadian Science Publishing	Angela Eykelbosh; 	2019-12-20	VoR	10.5864/d2019-026					Environmental Health Review			10.5864/ehr	nrc:ehr	0319-6771			Controlled	Total_Item_Requests	1	1	0
Atlantic salmon farms are a likely source of Tenacibaculum maritimum infection in migratory Fraser River sockeye salmon	NRC Research Press		Canadian Science Publishing	Amy K. Teffer, Andrew W. Bateman, Arthur Bass, Brian P.V. Hunt, Karia Kaukinen, Kristina M. Miller, Martin Krkošek, Tobi Ming; 	2022-05-06	VoR	10.1139/cjfas-2021-0164					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		OA_Gold	Unique_Item_Requests	1	1	0
Atlantic salmon farms are a likely source of Tenacibaculum maritimum infection in migratory Fraser River sockeye salmon	NRC Research Press		Canadian Science Publishing	Amy K. Teffer, Andrew W. Bateman, Arthur Bass, Brian P.V. Hunt, Karia Kaukinen, Kristina M. Miller, Martin Krkošek, Tobi Ming; 	2022-05-06	VoR	10.1139/cjfas-2021-0164					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		OA_Gold	Total_Item_Requests	1	1	0
Automated prediction of extreme fire weather from synoptic patterns in northern Alberta, Canada	NRC Research Press		Canadian Science Publishing	Ginny A. Marshall, Mike D. Flannigan, Ryan Lagerquist, Xianli Wang; 	2017-08-08	VoR	10.1139/cjfr-2017-0063					Canadian Journal of Forest Research			10.1139/cjfr	nrc:cjfr	0045-5067	1208-6037		Controlled	Unique_Item_Requests	6	6	0
Automated prediction of extreme fire weather from synoptic patterns in northern Alberta, Canada	NRC Research Press		Canadian Science Publishing	Ginny A. Marshall, Mike D. Flannigan, Ryan Lagerquist, Xianli Wang; 	2017-08-08	VoR	10.1139/cjfr-2017-0063					Canadian Journal of Forest Research			10.1139/cjfr	nrc:cjfr	0045-5067	1208-6037		Controlled	Total_Item_Requests	6	6	0
Bacteriophages: the possible solution to treat infections caused by pathogenic bacteria	NRC Research Press		Canadian Science Publishing	Ayman El-Shibiny, Salma El-Sahhar; 	2017-09-01	VoR	10.1139/cjm-2017-0030					Canadian Journal of Microbiology			10.1139/cjm	nrc:cjm	0008-4166	1480-3275		Controlled	Unique_Item_Requests	1	1	0
Bacteriophages: the possible solution to treat infections caused by pathogenic bacteria	NRC Research Press		Canadian Science Publishing	Ayman El-Shibiny, Salma El-Sahhar; 	2017-09-01	VoR	10.1139/cjm-2017-0030					Canadian Journal of Microbiology			10.1139/cjm	nrc:cjm	0008-4166	1480-3275		Controlled	Total_Item_Requests	1	1	0
Bat bites and rabies: the Canadian scene	Canadian Science Publishing		Canadian Science Publishing	Alan C. Jackson, M. Brock Fenton, Paul A. Faure; 	2020-06-01	VoR	10.1139/facets-2019-0066					FACETS			10.1139/facets	nrc:facets		2371-1671		OA_Gold	Unique_Item_Requests	1	1	0
Bat bites and rabies: the Canadian scene	Canadian Science Publishing		Canadian Science Publishing	Alan C. Jackson, M. Brock Fenton, Paul A. Faure; 	2020-06-01	VoR	10.1139/facets-2019-0066					FACETS			10.1139/facets	nrc:facets		2371-1671		OA_Gold	Total_Item_Requests	2	2	0
Behaviour of flexible piles in layered sands under eccentric and inclined loads	NRC Research Press		Canadian Science Publishing	G.G. Meyerhof, V.V.R.N. Sastry; 	2011-01-25	VoR	10.1139/t94-060					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Unique_Item_Requests	1	1	0
Behaviour of flexible piles in layered sands under eccentric and inclined loads	NRC Research Press		Canadian Science Publishing	G.G. Meyerhof, V.V.R.N. Sastry; 	2011-01-25	VoR	10.1139/t94-060					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Total_Item_Requests	1	1	0
Biochar affects aspen seedling growth and reclaimed soil properties in the Athabasca oil sands region	NRC Research Press		Canadian Science Publishing	M. Derek MacKenzie, Sebastian T. Dietrich; 	2018-06-27	VoR	10.1139/cjss-2017-0113					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		Controlled	Unique_Item_Requests	1	1	0
Biochar affects aspen seedling growth and reclaimed soil properties in the Athabasca oil sands region	NRC Research Press		Canadian Science Publishing	M. Derek MacKenzie, Sebastian T. Dietrich; 	2018-06-27	VoR	10.1139/cjss-2017-0113					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		Controlled	Total_Item_Requests	1	1	0
Biochar as soil amendment: Impact on chemical properties and corn nutrient uptake in a Podzol	NRC Research Press		Canadian Science Publishing	A. Arifin, A.B. Rosenani, A.B. Syuhada, C.I. Fauziah, J. Shamshuddin; 	2016-06-16	VoR	10.1139/cjss-2015-0044					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		Controlled	Unique_Item_Requests	1	1	0
Biochar as soil amendment: Impact on chemical properties and corn nutrient uptake in a Podzol	NRC Research Press		Canadian Science Publishing	A. Arifin, A.B. Rosenani, A.B. Syuhada, C.I. Fauziah, J. Shamshuddin; 	2016-06-16	VoR	10.1139/cjss-2015-0044					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		Controlled	Total_Item_Requests	1	1	0
Biochar in temperate soils: opportunities and challenges1	NRC Research Press		Canadian Science Publishing	Maren Oelbermann, Noura Ziadi, Vicky Lévesque; 	2021-08-12	VoR	10.1139/cjss-2021-0047					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Unique_Item_Requests	3	3	0
Biochar in temperate soils: opportunities and challenges1	NRC Research Press		Canadian Science Publishing	Maren Oelbermann, Noura Ziadi, Vicky Lévesque; 	2021-08-12	VoR	10.1139/cjss-2021-0047					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Total_Item_Requests	3	3	0
Blasisaurus canudoi gen. et sp. nov., a new lambeosaurine dinosaur (Hadrosauridae) from the Latest Cretaceous of Arén (Huesca, Spain)	NRC Research Press		Canadian Science Publishing	J. Ignacio Ruiz-Omeñaca, Penelope Cruzado-Caballero, Xabier Pereda-Suberbiola; 	2010-11-12	VoR	10.1139/E10-081					Canadian Journal of Earth Sciences			10.1139/cjes	nrc:cjes	0008-4077	1480-3313		Controlled	Unique_Item_Requests	1	1	0
Blasisaurus canudoi gen. et sp. nov., a new lambeosaurine dinosaur (Hadrosauridae) from the Latest Cretaceous of Arén (Huesca, Spain)	NRC Research Press		Canadian Science Publishing	J. Ignacio Ruiz-Omeñaca, Penelope Cruzado-Caballero, Xabier Pereda-Suberbiola; 	2010-11-12	VoR	10.1139/E10-081					Canadian Journal of Earth Sciences			10.1139/cjes	nrc:cjes	0008-4077	1480-3313		Controlled	Total_Item_Requests	1	1	0
Canada’s human footprint reveals large intact areas juxtaposed against areas under immense anthropogenic pressure	Canadian Science Publishing		Canadian Science Publishing	Chris J. Johnson, Kristen Hirsh-Pearson, Oscar Venter, Richard Schuster, Roger D. Wheate; 	2022-03-17	VoR	10.1139/facets-2021-0063					FACETS			10.1139/facets	nrc:facets		2371-1671		OA_Gold	Unique_Item_Requests	1	1	0
Canada’s human footprint reveals large intact areas juxtaposed against areas under immense anthropogenic pressure	Canadian Science Publishing		Canadian Science Publishing	Chris J. Johnson, Kristen Hirsh-Pearson, Oscar Venter, Richard Schuster, Roger D. Wheate; 	2022-03-17	VoR	10.1139/facets-2021-0063					FACETS			10.1139/facets	nrc:facets		2371-1671		OA_Gold	Total_Item_Requests	1	1	0
Climate and competition influence sockeye salmon population dynamics across the Northeast Pacific Ocean	NRC Research Press		Canadian Science Publishing	Brendan Connors, Gregory T. Ruggerone, James R. Irvine, Kristen Gorman, Michael J. Malick, Milo Adkison, Pete Rand, Robert Campbell; 	2020-05-25	VoR	10.1139/cjfas-2019-0422					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		OA_Gold	Unique_Item_Requests	1	1	0
Climate and competition influence sockeye salmon population dynamics across the Northeast Pacific Ocean	NRC Research Press		Canadian Science Publishing	Brendan Connors, Gregory T. Ruggerone, James R. Irvine, Kristen Gorman, Michael J. Malick, Milo Adkison, Pete Rand, Robert Campbell; 	2020-05-25	VoR	10.1139/cjfas-2019-0422					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		OA_Gold	Total_Item_Requests	1	1	0
Climate change, agricultural inputs, cropping diversity, and environmental covariates in multivariate analysis of future wheat, barley, and canola yields in Canadian Prairies: a case study	NRC Research Press		Canadian Science Publishing	Alan P. Moulin, Eric N. Johnson, Owen O. Olfert, Reynald L. Lemke, Roberto C. Izaurralde, Stewart A. Brandt, Taras E. Lychuk; 	2017-03-16	VoR	10.1139/cjss-2016-0075					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		Controlled	Unique_Item_Requests	1	1	0
Climate change, agricultural inputs, cropping diversity, and environmental covariates in multivariate analysis of future wheat, barley, and canola yields in Canadian Prairies: a case study	NRC Research Press		Canadian Science Publishing	Alan P. Moulin, Eric N. Johnson, Owen O. Olfert, Reynald L. Lemke, Roberto C. Izaurralde, Stewart A. Brandt, Taras E. Lychuk; 	2017-03-16	VoR	10.1139/cjss-2016-0075					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		Controlled	Total_Item_Requests	1	1	0
Coherent population dynamics associated with sockeye salmon juvenile life history strategies	NRC Research Press		Canadian Science Publishing	Brian J. Burke, Cameron Freshwater, Francis Juanes, Marc Trudel, Mark D. Scheuerell, Sue C.H. Grant; 	2017-11-01	VoR	10.1139/cjfas-2017-0251					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
Coherent population dynamics associated with sockeye salmon juvenile life history strategies	NRC Research Press		Canadian Science Publishing	Brian J. Burke, Cameron Freshwater, Francis Juanes, Marc Trudel, Mark D. Scheuerell, Sue C.H. Grant; 	2017-11-01	VoR	10.1139/cjfas-2017-0251					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	1	1	0
Comparison of on-ice and off-ice graded exercise testing in collegiate hockey players	NRC Research Press		Canadian Science Publishing	Angela J. Guisfredi, Darin T. Leetun, Jason R. Carter, John J. Durocher; 	2010-01-20	VoR	10.1139/H09-129					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		Controlled	Unique_Item_Requests	1	1	0
Comparison of on-ice and off-ice graded exercise testing in collegiate hockey players	NRC Research Press		Canadian Science Publishing	Angela J. Guisfredi, Darin T. Leetun, Jason R. Carter, John J. Durocher; 	2010-01-20	VoR	10.1139/H09-129					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		Controlled	Total_Item_Requests	2	2	0
Confronting Colonialism in Canadian Dietetics Curricula	Dietitians of Canada		Canadian Science Publishing	Cash Ahenakew, Daniel J. Clegg, Michael Wesley, Sharon Stein, Tabitha Robin, Tamara R. Cohen, Will Valley; 	2023-09-22	VoR	10.3148/cjdpr-2023-017					Canadian Journal of Dietetic Practice and Research			10.3148/cjdpr	nrc:cjdpr	1486-3847	2292-9592		OA_Gold	Unique_Item_Requests	1	1	0
Confronting Colonialism in Canadian Dietetics Curricula	Dietitians of Canada		Canadian Science Publishing	Cash Ahenakew, Daniel J. Clegg, Michael Wesley, Sharon Stein, Tabitha Robin, Tamara R. Cohen, Will Valley; 	2023-09-22	VoR	10.3148/cjdpr-2023-017					Canadian Journal of Dietetic Practice and Research			10.3148/cjdpr	nrc:cjdpr	1486-3847	2292-9592		OA_Gold	Total_Item_Requests	2	2	0
Conserving plant species at risk in Canada: land tenure, threats, and representation in federal programs	Canadian Science Publishing		Canadian Science Publishing	J.L. McCune, Peter D.S. Morrison; 	2020-07-13	VoR	10.1139/facets-2019-0014					FACETS			10.1139/facets	nrc:facets		2371-1671		OA_Gold	Unique_Item_Requests	1	1	0
Conserving plant species at risk in Canada: land tenure, threats, and representation in federal programs	Canadian Science Publishing		Canadian Science Publishing	J.L. McCune, Peter D.S. Morrison; 	2020-07-13	VoR	10.1139/facets-2019-0014					FACETS			10.1139/facets	nrc:facets		2371-1671		OA_Gold	Total_Item_Requests	1	1	0
Consistency of COSEWIC species at risk designations: freshwater fishes as a case study	NRC Research Press		Canadian Science Publishing	James R. Lukey, Stephen S. Crawford; 	2009-05-30	VoR	10.1139/F09-054					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
Consistency of COSEWIC species at risk designations: freshwater fishes as a case study	NRC Research Press		Canadian Science Publishing	James R. Lukey, Stephen S. Crawford; 	2009-05-30	VoR	10.1139/F09-054					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	1	1	0
Cytoskeletal control of nuclear morphology and stiffness are required for OPN-induced bone-marrow-derived mesenchymal stem cell migration	NRC Research Press		Canadian Science Publishing	Guanbin Song, Jinghui Sun, Lingling Liu, Qing Luo; 	2019-01-04	VoR	10.1139/bcb-2018-0263					Biochemistry and Cell Biology			10.1139/bcb	nrc:bcb	0829-8211	1208-6002		Controlled	Unique_Item_Requests	1	1	0
Cytoskeletal control of nuclear morphology and stiffness are required for OPN-induced bone-marrow-derived mesenchymal stem cell migration	NRC Research Press		Canadian Science Publishing	Guanbin Song, Jinghui Sun, Lingling Liu, Qing Luo; 	2019-01-04	VoR	10.1139/bcb-2018-0263					Biochemistry and Cell Biology			10.1139/bcb	nrc:bcb	0829-8211	1208-6002		Controlled	Total_Item_Requests	1	1	0
Designing Dietetics Education Programs to Enhance Graduates’ Preparedness for Practice	Dietitians of Canada		Canadian Science Publishing		2023-12-19	VoR	10.3148/cjdpr-2023-032					Canadian Journal of Dietetic Practice and Research			10.3148/cjdpr	nrc:cjdpr	1486-3847	2292-9592		Controlled	Unique_Item_Requests	1	1	0
Designing Dietetics Education Programs to Enhance Graduates’ Preparedness for Practice	Dietitians of Canada		Canadian Science Publishing		2023-12-19	VoR	10.3148/cjdpr-2023-032					Canadian Journal of Dietetic Practice and Research			10.3148/cjdpr	nrc:cjdpr	1486-3847	2292-9592		Controlled	Total_Item_Requests	1	1	0
Determination of antimicrobial resistance to extended-spectrum cephalosporin, quinolones, and vancomycin in selected human enteric pathogens from Prince Edward Island, Canada	NRC Research Press		Canadian Science Publishing	Babafela Awosile, Gregory German, J. Trenton McClure, Juan Carlos Rodriguez-Lecompte, Luke C. Heider, Matthew E. Saab; 	2018-04-05	VoR	10.1139/cjm-2018-0014					Canadian Journal of Microbiology			10.1139/cjm	nrc:cjm	0008-4166	1480-3275		Controlled	Unique_Item_Requests	1	1	0
Determination of antimicrobial resistance to extended-spectrum cephalosporin, quinolones, and vancomycin in selected human enteric pathogens from Prince Edward Island, Canada	NRC Research Press		Canadian Science Publishing	Babafela Awosile, Gregory German, J. Trenton McClure, Juan Carlos Rodriguez-Lecompte, Luke C. Heider, Matthew E. Saab; 	2018-04-05	VoR	10.1139/cjm-2018-0014					Canadian Journal of Microbiology			10.1139/cjm	nrc:cjm	0008-4166	1480-3275		Controlled	Total_Item_Requests	1	1	0
Disease ecology of bats—the Canadian scene	NRC Research Press		Canadian Science Publishing	Christina M. Davy, Craig K.R. Willis; 	2023-04-17	VoR	10.1139/cjz-2022-0175					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		OA_Gold	Unique_Item_Requests	1	1	0
Disease ecology of bats—the Canadian scene	NRC Research Press		Canadian Science Publishing	Christina M. Davy, Craig K.R. Willis; 	2023-04-17	VoR	10.1139/cjz-2022-0175					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		OA_Gold	Total_Item_Requests	2	2	0
Diseases and parasites in wild Atlantic salmon (Salmo salar) populations	NRC Research Press		Canadian Science Publishing	Philip D Harris, Tor A Bakke; 	2011-04-12	VoR	10.1139/d98-021					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	2	2	0
Diseases and parasites in wild Atlantic salmon (Salmo salar) populations	NRC Research Press		Canadian Science Publishing	Philip D Harris, Tor A Bakke; 	2011-04-12	VoR	10.1139/d98-021					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	2	2	0
